50Traced_NONETRACED_MAX_SINGLE_VSM_11_MEDIAN,Associated
0.2201,NO
0.2201,NO
0.1818,NO
0.2164,NO
0.1965,NO
0.1818,NO
0.0821,NO
0.2201,NO
0.1818,NO
1.0,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.1907,NO
0.2201,NO
0.1818,NO
0.2201,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.1818,NO
1.0,YES
1.0,YES
0.4007,NO
0.2664,NO
0.2664,NO
0.3765,NO
1.0,YES
0.405,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.2604,NO
0.405,YES
0.2047,NO
1.0,YES
0.1702,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.2751,NO
0.1503,NO
0.1534,NO
0.6593,NO
0.6139,NO
0.1639,NO
0.1666,NO
0.4224,NO
0.0509,NO
0.2357,NO
1.0,YES
0.7077,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.1919,NO
0.5752,NO
0.1268,NO
0.4343,NO
0.1755,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.601,NO
0.6805,NO
0.601,NO
0.2596,NO
0.2088,NO
0.2075,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.3514,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.6805,NO
0.601,NO
0.6805,NO
0.105,NO
0.1304,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.1884,NO
0.0465,NO
0.7346,YES
0.1733,NO
0.7346,YES
0.22399999999999998,NO
0.3493,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.0709,NO
1.0,YES
0.3664,NO
1.0,YES
0.3405,NO
0.3338,NO
0.4726,NO
0.1733,NO
0.7346,YES
0.3393,NO
0.7346,YES
0.2719,NO
0.2719,NO
0.4137,NO
0.6139,NO
0.4137,NO
0.4137,NO
0.2599,NO
0.2719,NO
0.4137,NO
1.0,YES
0.4354,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.1388,NO
0.5985,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.2752,NO
1.0,YES
1.0,YES
0.9651,YES
1.0,YES
0.4137,NO
0.9651,YES
0.4137,NO
0.1425,NO
0.1304,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1884,NO
0.1194,NO
1.0,YES
0.5875,NO
1.0,YES
0.5875,NO
0.2252,NO
0.3152,NO
0.2375,NO
0.1453,NO
1.0,YES
