50Traced_NONETRACED_MAX_MULTI_VSM_87_MEDIAN,Associated
0.1819,NO
0.1819,NO
0.2287,NO
0.2164,NO
0.2287,NO
0.1523,NO
0.3258,NO
0.1819,NO
0.1898,NO
0.9462,YES
0.1782,NO
0.5949,YES
0.2522,NO
0.35200000000000004,NO
0.2223,NO
0.1944,NO
0.36,NO
0.188,NO
0.2804,NO
0.2179,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2351,NO
1.0,YES
0.1604,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.3034,NO
1.0,YES
0.6914,YES
0.2796,NO
0.1453,NO
0.3034,NO
0.1058,NO
0.301,NO
0.3082,NO
0.301,NO
0.5717,YES
0.2796,NO
0.904,YES
0.1687,NO
0.6914,YES
0.2796,NO
0.1223,NO
0.1292,NO
0.1375,NO
0.0802,NO
0.3034,NO
0.1724,NO
0.2796,NO
0.095,NO
0.1534,NO
0.3097,NO
0.3765,NO
0.3765,NO
0.3427,NO
0.3258,NO
0.294,NO
0.3028,NO
0.9462,YES
0.2487,NO
0.965,YES
0.2522,NO
0.35200000000000004,NO
0.2445,NO
0.3167,NO
0.36,NO
0.294,NO
0.23199999999999998,NO
0.294,NO
0.3765,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.2381,NO
1.0,YES
1.0,YES
0.3559,NO
0.3559,NO
0.3559,NO
0.2862,NO
1.0,YES
1.0,YES
0.3559,NO
0.2251,NO
0.2862,NO
0.2251,NO
0.3845,NO
0.3845,NO
0.3845,NO
1.0,YES
0.3559,NO
1.0,YES
0.2148,NO
0.568,YES
0.3559,NO
0.1815,NO
0.2456,NO
0.2187,NO
0.2251,NO
0.2862,NO
0.2187,NO
0.3559,NO
0.3011,NO
0.2493,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2011,NO
1.0,YES
0.2629,NO
0.4491,YES
0.1787,NO
0.3877,NO
0.42,NO
0.3877,NO
