50Traced_NONETRACED_MAX_MULTI_VSM_6_MAX,Associated
0.3071,NO
0.1819,NO
0.5722,NO
0.5644,NO
0.2323,NO
0.2289,NO
0.1819,NO
0.2574,NO
0.2323,NO
1.0,YES
0.2323,NO
1.0,YES
0.2918,NO
0.3555,NO
0.3555,NO
0.1944,NO
0.3984,NO
0.2327,NO
0.2323,NO
0.2179,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2323,NO
0.9589,YES
1.0,YES
0.3362,NO
0.2165,NO
0.2796,NO
0.2287,NO
1.0,YES
0.7333,YES
0.2796,NO
0.1683,NO
0.2796,NO
0.1443,NO
0.2584,NO
0.3148,NO
0.3148,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
1.0,YES
0.127,NO
0.1223,NO
0.2456,NO
0.1388,NO
0.2425,NO
0.2796,NO
0.2425,NO
0.2796,NO
0.3088,NO
0.294,NO
0.5722,NO
0.5644,NO
0.2961,NO
0.1682,NO
0.294,NO
0.1066,NO
0.2251,NO
1.0,YES
0.2785,NO
1.0,YES
0.2522,NO
0.2445,NO
0.2445,NO
0.2431,NO
0.4175,NO
0.3069,NO
0.3765,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2372,NO
0.9153,YES
0.5161,YES
0.3356,NO
0.228,NO
0.3559,NO
0.2455,NO
0.5161,YES
1.0,YES
0.3559,NO
0.2251,NO
0.3559,NO
0.2251,NO
0.3157,NO
0.3845,NO
0.3845,NO
0.4268,YES
0.3559,NO
0.904,YES
0.3559,NO
0.5838,YES
0.1617,NO
0.2251,NO
0.2251,NO
0.2251,NO
0.2251,NO
0.3559,NO
0.2251,NO
0.3559,NO
0.2011,NO
0.2011,NO
0.3701,YES
1.0,YES
1.0,YES
0.3951,YES
0.3189,NO
0.1212,NO
0.6191,YES
0.254,NO
0.6191,YES
0.254,NO
0.2986,NO
0.2939,NO
0.3877,NO
0.1663,NO
1.0,YES
0.1652,NO
1.0,YES
0.2011,NO
1.0,YES
0.254,NO
0.28600000000000003,NO
0.4471,NO
0.254,NO
0.6191,YES
0.4382,NO
0.6191,YES
0.2912,NO
0.2866,NO
0.4052,NO
0.5352,NO
0.4528,NO
0.4052,NO
0.2866,NO
0.2102,NO
0.4528,NO
0.9481,YES
0.4528,NO
0.9481,YES
0.2548,NO
0.3104,NO
0.3104,NO
0.2866,NO
0.4528,NO
0.2866,NO
0.4528,NO
0.2866,NO
0.2968,NO
0.7869,YES
0.9481,YES
0.6231,YES
0.9187,YES
0.4528,NO
0.9481,YES
0.4528,NO
0.1676,NO
0.1676,NO
0.2644,YES
1.0,YES
1.0,YES
0.3353,YES
0.3189,NO
0.0856,NO
0.5253,YES
0.4608,NO
0.5253,YES
0.2183,NO
0.2568,NO
0.3376,NO
0.3335,NO
0.1493,NO
1.0,YES
0.1465,NO
1.0,YES
0.1676,NO
1.0,YES
0.4608,NO
0.4608,NO
0.4471,NO
0.2183,NO
0.5253,YES
0.4608,NO
0.5253,YES
0.2969,NO
0.3096,NO
0.4218,NO
0.3065,NO
0.1728,NO
0.4218,NO
0.3096,NO
0.2271,NO
0.4218,NO
0.5279,YES
0.4218,NO
0.4757,YES
0.3323,NO
0.3272,NO
0.4316,NO
0.3096,NO
0.1895,NO
0.3096,NO
0.2489,NO
0.3096,NO
0.1839,NO
0.4757,YES
0.7607,YES
0.4757,YES
0.7607,YES
0.3347,NO
0.7607,YES
0.2029,NO
0.32,NO
0.1339,NO
0.5722,NO
0.5644,NO
0.4156,NO
0.3271,NO
0.1339,NO
0.1104,NO
0.3271,NO
1.0,YES
0.3263,NO
1.0,YES
0.2522,NO
0.114,NO
0.1069,NO
0.204,NO
0.4327,NO
0.318,NO
0.4156,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3237,NO
1.0,YES
0.3237,NO
0.3071,NO
0.307,NO
0.5722,NO
0.5644,NO
0.2656,NO
0.2964,NO
0.307,NO
0.2636,NO
0.2964,NO
1.0,YES
0.1906,NO
1.0,YES
0.2522,NO
0.2041,NO
0.2007,NO
0.307,NO
0.3984,NO
0.307,NO
0.3827,NO
0.307,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2798,NO
1.0,YES
0.2156,NO
0.3071,NO
0.2562,NO
0.2714,NO
0.5644,NO
0.3649,NO
0.2329,NO
0.2562,NO
0.2173,NO
0.3649,NO
1.0,YES
0.3649,NO
1.0,YES
0.2522,NO
0.2048,NO
0.2045,NO
0.2118,NO
0.3649,NO
0.2355,NO
0.3649,NO
0.2562,NO
0.3242,NO
0.83,YES
1.0,YES
0.6467,YES
0.7316,YES
0.3649,NO
1.0,YES
0.3649,NO
0.3133,NO
0.2465,NO
1.0,YES
0.3242,YES
0.5061,YES
1.0,YES
0.4024,NO
0.1065,NO
1.0,YES
0.5358,NO
1.0,YES
0.5358,NO
0.2992,NO
0.3058,NO
0.3885,NO
0.2039,NO
0.5061,YES
0.1767,NO
0.5522,YES
0.308,NO
0.4136,YES
0.5358,NO
0.5358,NO
0.6069,NO
0.5358,NO
1.0,YES
0.5358,NO
1.0,YES
0.3618,NO
0.1547,NO
1.0,YES
0.2764,NO
0.6395,NO
1.0,YES
0.3898,NO
0.1287,NO
1.0,YES
0.4965,NO
1.0,YES
0.4965,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.184,NO
0.6395,NO
0.1398,NO
0.6395,NO
0.1807,NO
0.6395,NO
0.4965,NO
0.4965,NO
0.518,NO
0.4965,NO
1.0,YES
0.4965,NO
0.6631,YES
0.2331,NO
0.2331,NO
0.6149,YES
1.0,YES
1.0,YES
0.6149,YES
0.3189,NO
0.2544,NO
0.6693,YES
0.6231,NO
0.6693,YES
0.6231,NO
0.3536,NO
0.4308,NO
0.4308,NO
0.1928,NO
1.0,YES
0.2299,NO
1.0,YES
0.2331,NO
1.0,YES
0.6231,NO
0.6231,NO
0.6231,NO
0.6231,NO
0.6693,YES
0.6231,NO
0.6693,YES
0.3133,NO
0.1646,NO
1.0,YES
0.1878,NO
0.1966,NO
1.0,YES
0.2752,NO
0.153,NO
1.0,YES
0.3773,NO
0.6838,YES
0.1456,NO
0.3625,NO
0.1542,NO
0.21600000000000003,NO
0.1775,NO
0.3273,NO
0.1654,NO
0.4609,NO
0.13,NO
0.2663,NO
0.3773,NO
0.3773,NO
0.4524,NO
0.21600000000000003,NO
0.8554,YES
0.4421,NO
0.6838,YES
0.3011,NO
