50Traced_NONETRACED_MAX_SINGLE_VSM_20_MAX,Associated
0.2626,NO
0.2626,NO
0.1818,NO
0.3384,NO
0.3369,NO
0.1316,NO
0.2687,NO
0.2626,NO
0.1689,NO
1.0,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.2626,NO
0.4176,NO
0.2626,NO
0.1818,NO
0.2251,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2054,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.2082,NO
0.3639,NO
0.1086,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.8571,YES
0.1806,NO
0.2082,NO
0.2082,NO
0.1927,NO
0.1203,NO
0.4007,NO
0.1681,NO
0.2853,NO
0.1606,NO
0.1534,NO
0.1827,NO
0.3744,NO
0.3369,NO
0.3322,NO
0.2687,NO
0.0556,NO
0.2357,NO
1.0,YES
0.3471,NO
0.9611,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.4176,NO
0.1268,NO
0.3757,NO
0.1827,NO
0.2752,NO
1.0,YES
1.0,YES
0.8737,YES
0.9611,YES
0.2232,NO
0.9611,YES
0.2473,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.5217,NO
0.466,NO
1.0,YES
1.0,YES
0.4748,NO
0.4197,NO
0.6805,NO
0.601,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.8571,YES
0.3377,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.6805,NO
0.601,NO
0.4748,NO
0.1709,NO
0.1651,NO
0.7346,YES
0.9815,YES
1.0,YES
0.503,YES
0.1663,NO
0.1663,NO
0.4323,YES
0.2963,NO
0.7346,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0892,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
0.8285,YES
0.1182,NO
0.4485,NO
0.2079,NO
0.2429,NO
0.7346,YES
0.3393,NO
0.4304,YES
0.2057,NO
0.1053,NO
0.1975,NO
0.3266,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.1225,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2012,NO
0.1689,NO
0.221,NO
0.4176,NO
0.0898,NO
0.2659,NO
0.2019,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.2054,NO
0.146,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.1884,NO
0.1337,NO
0.5022,YES
0.4043,NO
1.0,YES
0.5875,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
0.7299,YES
0.5875,NO
0.5875,NO
0.5875,NO
0.5875,NO
1.0,YES
0.5875,NO
0.5859,YES
0.2148,NO
0.1856,NO
0.4328,NO
0.4328,NO
0.3369,NO
0.3491,NO
0.2687,NO
0.2148,NO
0.2334,NO
1.0,YES
0.4328,NO
1.0,YES
0.3899,NO
0.3899,NO
0.3889,NO
0.1856,NO
0.4328,NO
0.2148,NO
0.4328,NO
0.2256,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4328,NO
1.0,YES
0.2535,NO
0.2057,NO
0.1825,NO
0.4095,NO
0.4374,NO
0.4374,NO
0.6773,NO
0.2687,NO
0.1825,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1774,NO
0.0647,NO
0.3249,NO
0.4374,NO
0.1825,NO
0.4374,NO
0.1827,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.4095,NO
0.2093,NO
