50Traced_NONETRACED_SUM_RAW_VSM_74_MAX,Associated
0.3935,NO
0.3398,NO
0.2314,NO
0.3807,NO
0.2483,NO
0.8728,NO
0.5268,NO
0.1834,NO
0.9253,NO
1.5314,YES
0.6142,NO
0.6237,YES
0.3421,NO
0.2231,NO
0.2223,NO
0.2598,NO
0.3984,NO
0.1498,NO
0.3636,NO
0.4146,NO
0.3472,NO
1.6478,YES
1.794,YES
1.5198,YES
1.2466,YES
0.6131,NO
1.0164,YES
0.6905,NO
1.3392,YES
2.2217,YES
0.3362,NO
0.4983,NO
0.4164,NO
0.2864,NO
0.7591,YES
1.135,YES
0.5205,NO
0.2232,NO
0.4689,NO
0.3021,NO
0.1797,NO
0.314,NO
0.1551,NO
0.5710000000000001,YES
0.4935,NO
0.6559999999999999,YES
0.3641,NO
1.5115,YES
0.3353,NO
0.3722,NO
0.6155,NO
0.2984,NO
0.3279,NO
0.4969,NO
0.2531,NO
0.3603,NO
0.3381,NO
0.1566,NO
0.2662,NO
0.4934,NO
0.5587,NO
1.0955,NO
0.6336,NO
0.1061,NO
1.0339,NO
2.004,YES
0.6835,NO
1.4051,YES
0.4243,NO
0.2168,NO
0.2425,NO
0.3161,NO
0.6968,NO
0.1268,NO
0.7582,NO
0.2522,NO
0.4611,NO
2.6838,YES
2.8689999999999998,YES
2.5207,YES
0.8777,YES
0.6585,NO
2.5586,YES
0.5975,NO
0.4864,YES
1.3816,YES
0.3356,NO
0.4737,NO
0.5082,NO
0.3289,NO
0.6663,YES
0.3082,YES
0.4631,NO
0.3512,NO
0.3753,NO
0.2828,NO
0.2289,NO
0.2979,NO
0.302,NO
0.5097,YES
0.4242,NO
0.3488,YES
0.4434,NO
0.684,YES
0.3376,NO
0.4431,NO
0.6477,NO
0.4887,NO
0.3479,NO
0.5207,NO
0.3438,NO
0.3313,NO
0.2728,NO
0.213,NO
0.3771,YES
2.2319999999999998,YES
2.2611,YES
1.4543,YES
0.4151,NO
0.1499,NO
1.3588,YES
0.3888,NO
0.5413,YES
0.165,NO
0.3242,NO
0.2287,NO
0.4689,NO
0.1126,NO
2.0158,YES
0.2763,NO
2.3284,YES
0.1754,NO
2.6405,YES
0.3404,NO
0.7609999999999999,NO
0.4692,NO
0.1703,NO
0.5998,YES
0.6459,NO
0.4983,YES
0.444,NO
0.4534,NO
0.2465,NO
0.486,NO
0.4351,NO
0.7381,NO
0.7031,NO
0.1225,NO
0.8851,NO
1.5226,YES
0.7355,NO
1.5008,YES
0.3013,NO
0.2848,NO
0.1689,NO
0.4009,NO
0.4403,NO
0.134,NO
0.4684,NO
0.4777,NO
0.1659,NO
3.1245,YES
3.1992,YES
1.9755,YES
1.3715,YES
0.7404,NO
2.3935,YES
0.5735,NO
0.23,NO
0.2498,NO
0.5408,YES
2.6398,YES
2.09,YES
1.709,YES
0.5808,NO
0.2309,NO
1.3932,YES
0.2598,NO
0.6811,YES
0.1459,NO
0.2654,NO
0.2742,NO
0.2375,NO
0.1453,NO
1.9529,YES
0.32799999999999996,NO
2.2547,YES
0.2749,NO
2.6143,YES
0.3299,NO
0.6359,NO
0.3127,NO
0.1085,NO
0.6399,YES
0.6841,NO
0.4689,YES
0.4737,NO
0.2627,NO
0.3162,NO
0.4772,NO
0.5637,NO
0.872,NO
0.4867,NO
0.2264,NO
0.9703,NO
1.3149,YES
0.8131,NO
1.3288,YES
0.3536,NO
0.2711,NO
0.2876,NO
0.2927,NO
0.5605,NO
0.1391,NO
0.7114,NO
0.4077,NO
0.2988,NO
2.5517,YES
2.6509,YES
1.8047,YES
0.7804,YES
0.7490000000000001,NO
2.3248,YES
0.6891,NO
0.3551,NO
