50Traced_NONETRACED_SUM_RAW_LSA_38_MEDIAN,Associated
0.3721,NO
0.3477,NO
0.4162,NO
0.2164,NO
0.2899,NO
0.4101,NO
0.6068,NO
0.3796,NO
0.588,NO
2.0655,YES
0.37200000000000005,NO
1.7643,YES
0.336,NO
0.3269,NO
0.2223,NO
0.374,NO
0.5615,NO
0.414,NO
0.1977,NO
0.2847,NO
0.4225,NO
0.8525,YES
2.3475,YES
1.9435,YES
0.4464,YES
0.4296,NO
1.7811,YES
0.4114,NO
1.2832,YES
0.4795,YES
0.3362,NO
0.2971,NO
0.1497,NO
0.3694,NO
1.5243,YES
1.454,YES
0.3892,NO
0.268,NO
0.3744,NO
0.1601,NO
0.3018,NO
0.3759,NO
0.35100000000000003,NO
0.7059,YES
0.3755,NO
0.7058,YES
0.1433,NO
0.5791,YES
0.2521,NO
0.1212,NO
0.3948,NO
0.2264,NO
0.0868,NO
0.3045,NO
0.3234,NO
0.4498,NO
0.37799999999999995,NO
0.2152,NO
0.5384,NO
0.3579,NO
0.5347,NO
0.4679,NO
0.6629999999999999,NO
0.2531,NO
0.4319,NO
3.0086,YES
0.46399999999999997,NO
3.1356,YES
0.5825,NO
0.4702,NO
0.2909,NO
0.1919,NO
0.9237,NO
0.245,NO
0.4339,NO
0.2779,NO
0.5735,NO
1.0646,YES
2.9038,YES
2.8628,YES
0.6862,YES
0.3108,NO
2.5376,YES
0.4685,NO
0.4729,YES
0.3383,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.2039,NO
0.5707,YES
0.5398,YES
0.325,NO
0.3091,NO
0.3921,NO
0.2191,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.5013,YES
0.1598,NO
0.3112,YES
0.1537,NO
0.3081,YES
0.1781,NO
0.1251,NO
0.1484,NO
0.2944,NO
0.1053,NO
0.2201,NO
0.3127,NO
0.2766,NO
0.5615,NO
0.3292,NO
0.7879,YES
1.5327,YES
2.1312,YES
1.2756,YES
0.7465,NO
0.4767,NO
2.005,YES
0.4134,NO
0.9252,YES
0.4188,NO
0.4383,NO
0.46799999999999997,NO
0.1972,NO
0.4114,NO
4.3202,YES
0.4508,NO
3.0057,YES
0.3389,NO
2.7645,YES
0.4186,NO
0.4543,NO
0.3159,NO
0.2676,NO
0.9641,YES
0.6276,NO
1.7429,YES
0.47700000000000004,NO
0.31,NO
0.46799999999999997,NO
0.33399999999999996,NO
0.557,NO
0.4666,NO
0.6354,NO
0.4738,NO
0.5664,NO
1.4918,YES
0.3903,NO
1.4466,YES
0.3359,NO
0.3493,NO
0.1689,NO
0.45399999999999996,NO
0.6278,NO
0.3785,NO
0.2435,NO
0.3694,NO
0.3736,NO
0.5513,YES
1.5132,YES
1.4001,YES
0.3281,YES
0.4433,NO
1.3302,YES
0.7192,NO
0.3354,NO
0.1741,NO
0.3702,YES
1.0163,YES
1.1892,YES
0.8809,YES
0.4495,NO
0.1128,NO
1.0302,YES
0.8386,NO
0.4441,YES
0.7124,NO
0.3427,NO
0.3772,NO
0.2375,NO
0.1453,NO
3.4960000000000004,YES
0.2187,NO
2.5955,YES
0.142,NO
2.5025,YES
0.4768,NO
0.6585,NO
0.61,NO
0.324,NO
0.5065,YES
0.7928,NO
0.961,YES
0.1415,NO
0.1846,NO
0.5332,NO
0.19,NO
0.5798,NO
0.5661,NO
0.31,NO
0.1536,NO
0.825,NO
2.1333,YES
0.5815,NO
1.8984,YES
0.2772,NO
0.2036,NO
0.2033,NO
0.0533,NO
0.7234,NO
0.1916,NO
0.3783,NO
0.2256,NO
0.6709999999999999,NO
0.9231,YES
2.4695,YES
2.0135,YES
0.4917,YES
0.5339,NO
1.9066,YES
0.7311,NO
0.1232,NO
0.2981,NO
0.6063,NO
0.2506,NO
0.3753,NO
0.5102,NO
0.4839,NO
0.177,NO
0.4112,NO
1.6374,YES
0.3849,NO
1.7706,YES
0.3354,NO
0.2569,NO
0.2182,NO
0.204,NO
0.6436,NO
0.1655,NO
0.31,NO
0.1309,NO
0.3323,NO
0.7077,YES
2.0297,YES
1.5079,YES
0.3715,YES
0.4128,NO
1.6283,YES
0.6122,NO
0.2673,NO
0.3573,NO
0.5166,NO
0.3212,NO
0.5434,NO
0.4447,NO
0.7113,NO
0.2948,NO
0.2966,NO
2.8321,YES
0.5877,NO
3.1039,YES
0.5361,NO
0.3267,NO
0.2968,NO
0.2284,NO
0.7357,NO
0.0981,NO
0.3764,NO
0.2052,NO
0.4249,NO
0.9964,YES
2.7107,YES
2.6467,YES
0.6579999999999999,YES
0.281,NO
2.5336,YES
0.4935,NO
0.444,NO
0.3878,NO
0.6192,NO
0.3015,NO
0.4667,NO
0.3629,NO
0.8162,NO
0.4396,NO
0.4498,NO
3.5047,YES
0.546,NO
3.2145,YES
0.5257,NO
0.47,NO
0.2045,NO
0.3937,NO
0.7534,NO
0.3925,NO
0.3146,NO
0.3414,NO
0.546,NO
1.167,YES
3.3773,YES
3.3538,YES
0.7084,YES
0.3687,NO
2.6737,YES
0.5255,NO
0.3729,NO
0.226,NO
1.9107,YES
0.6845,YES
1.2969,YES
1.7022,YES
0.3553,NO
0.1641,NO
2.7398,YES
0.4699,NO
1.7016,YES
0.4489,NO
0.2316,NO
0.6809999999999999,NO
0.2934,NO
0.4571,NO
0.5937,YES
0.2935,NO
0.4373,YES
0.2637,NO
0.293,YES
0.3059,NO
0.733,NO
0.742,NO
0.1912,NO
1.5416,YES
0.7305,NO
2.8729,YES
0.4184,NO
0.2266,NO
0.9918,YES
0.4025,NO
0.6284,NO
1.1411,YES
0.3421,NO
0.1097,NO
1.8146,YES
0.5074,NO
1.7943,YES
0.3091,NO
0.3264,NO
0.3506,NO
0.3902,NO
0.2517,NO
0.8454,NO
0.2347,NO
0.4818,NO
0.1537,NO
0.6937,NO
0.3559,NO
0.4313,NO
0.5601,NO
0.314,NO
0.8556,YES
0.7508,NO
1.4048,YES
0.4006,NO
0.2615,NO
0.8873,YES
1.4546,YES
1.6030000000000002,YES
1.123,YES
0.7563,NO
0.2019,NO
1.5789,YES
1.0124,NO
0.8713,YES
1.1213,NO
0.5561,NO
0.6452,NO
0.4763,NO
0.1028,NO
4.3017,YES
0.2828,NO
2.8775,YES
0.1844,NO
2.6537,YES
0.5539,NO
0.9197,NO
0.9501,NO
0.4051,NO
0.7047,YES
1.2223,NO
1.3151,YES
0.1817,NO
0.2429,NO
1.5693,YES
0.284,NO
0.33,NO
1.2267,YES
0.2817,NO
0.153,NO
1.4912,YES
0.5998,NO
1.3672,YES
0.42200000000000004,NO
0.2287,NO
0.3946,NO
0.3539,NO
0.2026,NO
0.3895,NO
0.1967,NO
0.3557,NO
0.1596,NO
0.2663,NO
0.2345,NO
0.7641,NO
0.9279999999999999,NO
0.2497,NO
1.1179999999999999,YES
0.6619,NO
1.3814,YES
0.3002,NO
0.2171,NO
0.2189,YES
1.1001,YES
1.0257,YES
0.4714,YES
0.42700000000000005,NO
0.1784,NO
0.4802,YES
0.35,NO
0.3055,YES
0.2474,NO
0.4149,NO
0.5651,NO
0.2017,NO
0.1333,NO
3.2565,YES
0.1711,NO
2.4189,YES
0.1347,NO
1.7592,YES
0.1904,NO
0.2151,NO
0.1912,NO
0.1139,NO
0.4007,YES
0.308,NO
0.5086,YES
0.7403,YES
0.2058,YES
0.3634,NO
0.1582,NO
0.3123,NO
0.3729,NO
0.6175,YES
0.6388,YES
0.5115,NO
0.1473,NO
0.4313,NO
0.2011,NO
0.2131,NO
0.16,NO
0.1446,NO
0.5527,YES
0.2763,NO
0.5239,YES
0.1653,NO
0.4843,YES
0.2025,NO
0.1055,NO
0.2842,NO
0.1259,NO
0.1193,NO
0.3454,NO
0.2948,NO
0.4667,NO
0.3069,NO
0.2349,NO
1.5643,YES
0.5526,YES
1.3648,YES
2.3275,YES
0.2605,NO
0.1427,NO
3.2817,YES
0.3885,NO
1.8204,YES
0.3242,NO
0.3972,NO
0.4485,NO
0.4871,NO
0.2634,NO
0.6416,YES
0.1984,NO
0.5207,YES
0.2147,NO
0.414,YES
0.4284,NO
0.6755,NO
0.6953,NO
0.3795,NO
2.1463,YES
0.7186,NO
3.0229,YES
0.3442,NO
0.1856,NO
1.4555,YES
0.4729,YES
0.6849,YES
1.1823,YES
0.3719,NO
0.2555,NO
1.6086,YES
0.1886,NO
1.1908,YES
0.1088,NO
0.2891,NO
0.5417,NO
0.4569,NO
0.1801,NO
0.6931,YES
0.22899999999999998,NO
0.4132,YES
0.1968,NO
0.3764,YES
0.2134,NO
0.3377,NO
0.4116,NO
0.1405,NO
1.0545,YES
0.5429999999999999,NO
1.4683,YES
0.2462,NO
0.2008,NO
2.0065,YES
0.4431,YES
0.6799,YES
1.7092,YES
0.4868,NO
0.213,NO
3.0972,YES
0.6539,NO
2.1238,YES
0.4194,NO
0.1962,NO
0.5474,NO
0.2043,NO
0.2034,NO
0.8698,YES
0.3187,NO
0.6945,YES
0.1773,NO
0.5923,YES
0.3635,NO
0.7867,NO
1.2968,NO
0.3781,NO
1.5058,YES
0.8143,NO
1.7619,YES
0.3564,NO
0.2787,NO
1.8474,YES
0.6369,YES
1.4266,YES
1.9483,YES
0.2897,NO
0.1635,NO
2.8153,YES
0.4378,NO
2.1948,YES
0.3152,NO
0.31,NO
0.5826,NO
0.4836,NO
0.2939,NO
0.8232,YES
0.207,NO
0.5667,YES
0.14,NO
0.7121,YES
0.4349,NO
0.6791,NO
0.6477,NO
0.3233,NO
1.6486,YES
0.9238,NO
2.7093,YES
0.4475,NO
0.1867,NO
0.389,YES
1.5045,YES
2.0894,YES
0.9047,YES
0.6132,NO
0.3084,NO
1.4881,YES
0.4346,NO
0.5568,YES
0.4411,NO
0.4453,NO
0.4028,NO
0.3478,NO
0.1698,NO
4.2832,YES
0.2709,NO
2.9665,YES
0.1656,NO
2.7618,YES
0.4125,NO
0.3304,NO
0.2361,NO
0.2464,NO
0.5672,YES
0.721,NO
1.4321,YES
0.3233,NO
0.1714,NO
0.8069,YES
1.1654,YES
1.8051,YES
1.2165,YES
0.5632,NO
0.2829,NO
1.9046,YES
0.5267,NO
0.7758,YES
0.5185,NO
0.3522,NO
0.3911,NO
0.2158,NO
0.1825,NO
3.0564,YES
0.2264,NO
2.1755,YES
0.1383,NO
1.923,YES
0.4367,NO
0.5539,NO
0.4973,NO
0.2918,NO
0.805,YES
0.6273,NO
1.7348,YES
0.293,NO
0.2632,NO
0.2145,NO
0.5393,NO
0.4472,NO
0.7978,NO
0.4109,NO
0.2279,NO
0.5318,NO
0.4174,NO
0.4799,NO
0.3775,NO
0.8451,YES
1.4495,YES
1.3247,YES
0.23,NO
0.5817,NO
0.2036,NO
0.4407,NO
0.1782,NO
0.4261,NO
0.272,NO
0.5482,NO
0.4028,NO
0.2353,NO
0.4968,NO
0.44799999999999995,NO
0.7085,NO
1.3743,YES
1.0869,YES
0.2752,NO
0.361,NO
0.1949,NO
0.1625,NO
2.1271,YES
2.0844,YES
0.2449,NO
0.3383,NO
0.2648,NO
0.2147,NO
0.2128,NO
0.2999,NO
0.2593,NO
1.3208,YES
0.461,NO
0.7522,YES
0.2365,NO
0.7204,YES
0.3249,NO
0.1163,NO
0.3544,NO
0.2009,NO
0.0948,NO
0.1407,NO
0.2765,NO
0.1829,NO
0.3986,NO
0.2548,NO
0.4758,YES
1.0547,YES
1.6884,YES
0.9751,YES
0.5617,NO
0.3621,NO
1.4993,YES
0.5976,NO
0.6002,YES
0.5932,NO
0.4001,NO
0.4029,NO
0.3155,NO
0.2199,NO
2.5069,YES
0.1644,NO
1.9402,YES
0.1471,NO
1.4143,YES
0.4571,NO
0.6707,NO
0.4405,NO
0.2523,NO
0.7085,YES
0.664,NO
1.5599,YES
2.1824,YES
1.1099,YES
0.3473,NO
0.4231,NO
0.3605,NO
0.43,NO
2.2708,YES
2.3607,YES
0.5052,NO
0.4625,NO
0.4294,NO
0.3585,NO
0.3925,NO
0.604,NO
0.38,NO
2.1582,YES
0.509,NO
1.5959,YES
0.3543,NO
1.5416,YES
0.3864,NO
0.1411,NO
0.5837,NO
0.2813,NO
0.1454,NO
0.3489,NO
0.3553,NO
0.47600000000000003,NO
0.2991,NO
0.2298,NO
0.6974,NO
0.3209,NO
0.606,NO
0.2887,NO
0.5549,NO
0.1968,NO
0.5483,NO
3.4726,YES
0.574,NO
3.2147,YES
0.4966,NO
0.43,NO
0.2504,NO
0.2548,NO
0.7621,NO
0.3525,NO
0.2337,NO
0.3032,NO
0.4305,NO
1.1902,YES
3.3978,YES
3.3814,YES
0.7007,YES
0.3121,NO
2.7283,YES
0.4722,NO
1.5076,YES
0.2541,YES
0.2823,NO
0.2588,NO
0.2371,NO
0.2812,NO
1.2692,YES
1.3296,YES
0.4287,NO
0.1385,NO
0.2688,NO
0.1095,NO
0.223,NO
0.1835,NO
0.2377,NO
0.7452,YES
0.4387,NO
0.8887,YES
0.2194,NO
0.772,YES
0.3246,NO
0.0538,NO
0.2375,NO
0.1274,NO
0.0681,NO
0.2559,NO
0.1907,NO
0.3742,NO
0.2304,NO
0.3185,NO
0.3848,NO
0.3048,NO
0.6321,NO
0.36700000000000005,NO
0.5592,NO
0.2718,NO
0.4351,NO
1.8438,YES
0.4376,NO
2.2736,YES
0.3889,NO
0.3351,NO
0.2176,NO
0.2364,NO
0.7935,NO
0.0915,NO
0.5313,NO
0.2286,NO
0.5411,NO
0.7653,YES
1.7142,YES
1.6781,YES
0.4676,YES
0.1974,NO
2.2304,YES
0.33799999999999997,NO
