50Traced_NONETRACED_SUM_SINGLE_VSM_2_SUM,Associated
0.07081148029786387,NO
0.06018440648939585,NO
0.07461887796449486,NO
0.13299897551950335,NO
0.07734063211975718,NO
0.11452774507255462,NO
0.1001850181195431,NO
0.059068181470664685,NO
0.11376320738849217,NO
0.2669153962598817,YES
0.07214177586813254,NO
0.30638083151118517,YES
0.10429823085979908,NO
0.10516980381963026,NO
0.09819722014098074,NO
0.0675392590100766,NO
0.1395128365877154,NO
0.07128549366198259,NO
0.06922124191501398,NO
0.08068930717595069,NO
0.0769430725240447,NO
0.2232144222388721,YES
0.2993929570788544,YES
0.31911802932766553,YES
0.2898973990427988,YES
0.10711172953714888,NO
0.2787657303628496,YES
0.06523035520420802,NO
0.3963822076790165,YES
0.2639948623067631,YES
0.18683771923118087,NO
0.13922231226777165,NO
0.13494090123702196,NO
0.13569014816740316,NO
0.2828024893346993,YES
0.38922613495619196,YES
0.12815180660254744,NO
0.043410449701065765,NO
0.16466612639336992,NO
0.051101698802733984,NO
0.09686692457071208,NO
0.11599565742595451,NO
0.10058257771525558,NO
0.29150292817932993,YES
0.1481979846786648,NO
0.3820088992186425,YES
0.1039006712640866,NO
0.4690897414333552,YES
0.1089924922399425,NO
0.06555146103151424,NO
0.11075092891328613,NO
0.09544488447835592,NO
0.06653006926711418,NO
0.17299958714965058,NO
0.08480251991620666,NO
0.07790639000596339,NO
0.06246272878790195,NO
0.0450465603449594,NO
0.20358109451214845,NO
0.22781693909692807,NO
0.15539992966253308,NO
0.2833070842061805,NO
0.14078196914325908,NO
0.022630315448248443,NO
0.17535436321656295,NO
0.5358797535130505,YES
0.20437621370357345,NO
0.49889142035810946,YES
0.05986330066208963,NO
0.05864004036758971,NO
0.05102524503432774,NO
0.08146913561369439,NO
0.265585100689613,NO
0.07515405434333858,NO
0.10561323567638647,NO
0.06264621783207694,NO
0.07998593250661325,NO
0.5235706967996452,YES
0.587012033823147,YES
0.6121806143824828,YES
0.45382956925946877,YES
0.23503417483447758,NO
0.5056499334852214,YES
0.14096545818743406,NO
0.47531307818162355,YES
0.36095353139956265,YES
0.32023425434639674,NO
0.23203718711295274,NO
0.19726601324179266,NO
0.34202357834217645,NO
0.3309224911695897,YES
0.44950228596767533,YES
0.2882459976452239,NO
0.16711264698236977,NO
0.35021942231532593,NO
0.20566063701279835,NO
0.16182204620865764,NO
0.1897123809232557,NO
0.2175721341304913,NO
0.37243688741418063,YES
0.2279545558800593,NO
0.42248352421290847,YES
0.18957476414012442,NO
0.5013073594397467,YES
0.1607822749583327,NO
0.1458584993654337,NO
0.3043012890105353,NO
0.2733986758207312,NO
0.21527852107830392,NO
0.39664215049159773,NO
0.2448508386978394,NO
0.2506460343430328,NO
0.08648450282114405,NO
0.04865517821373414,NO
0.2863652349424303,YES
0.6591538096912796,YES
0.682212266242603,YES
0.4062906160644658,YES
0.13234147311120964,NO
0.05234024985091515,NO
0.4036300249239285,YES
0.09601064236456212,NO
0.3973455251609352,YES
0.13731096805761556,NO
0.11305983271915473,NO
0.16481903393018238,NO
0.08463432162571292,NO
0.07269224300065749,NO
0.7787733757396901,YES
0.06396122264866436,NO
0.7260202755393813,YES
0.13238734537225338,NO
0.6201929693114573,YES
0.11761647731616691,NO
0.1852016085872873,NO
0.20266364929127356,NO
0.11478768788513584,NO
0.4367345066438324,YES
0.20991146653618553,NO
0.3241028150277527,YES
0.14177586813254023,NO
0.06084190889768956,NO
0.27907154543647456,NO
0.3047905931283353,NO
0.2557225645652074,NO
0.37969999541277394,NO
0.2180767290019725,NO
0.10140827841404303,NO
0.2589336228382697,NO
0.5680973715194421,YES
0.3196684964601905,NO
0.551078762672212,YES
0.08636217679169406,NO
0.08847230079970642,NO
0.05232495909723389,NO
0.07966482667930702,NO
0.3954494717044603,NO
0.109023073747305,NO
0.24425449930427073,NO
0.1601553540574015,NO
0.17258673680025688,NO
0.5664306793681859,YES
0.5951008425205278,YES
0.6691386718451351,YES
0.5074848239269713,YES
0.3573907857918317,NO
0.551017599657487,YES
0.15613388583923304,NO
0.07033746693374515,NO
0.04983256624719032,NO
0.14443645927307758,YES
0.6061560574320708,YES
0.5856052844844721,YES
0.25298551965626387,YES
0.13754032936283428,NO
0.052554320402452635,NO
0.24350525237388954,YES
0.21881068517867247,NO
0.19417728099818038,YES
0.25746571048486977,NO
0.14666890931053994,NO
0.19234239055643054,NO
0.13455863239499072,NO
0.10406886955458033,NO
0.6737106071958285,YES
0.09614825914769339,NO
0.5373323751127692,YES
0.08464961237939417,NO
0.5066591232281838,YES
0.2305386932521904,NO
0.34847627639566353,NO
0.29485160323552345,NO
0.21865777764185995,NO
0.27005000076453767,YES
0.33743635223780183,NO
0.18335142739185611,YES
0.1718527806235569,NO
0.08570467438340035,NO
0.2659979510390067,NO
0.15128671692227708,NO
0.11153075735102984,NO
0.32329240508264656,NO
0.19888683313200506,NO
0.13724980504289053,NO
0.26119665438309453,NO
0.46704078044006786,YES
0.3126653312741785,NO
0.4600681967614183,YES
0.08113273903270692,NO
0.06523035520420802,NO
0.030138075505741678,NO
0.07986360647716326,NO
0.21717457453477879,NO
0.11799874615819815,NO
0.12616400862398508,NO
0.19741892077860518,NO
0.07532225263383231,NO
0.4594412758604871,YES
0.4642119910090368,YES
0.570482729093717,YES
0.46431902628480554,YES
0.3007232526491231,NO
0.4728512668389425,YES
0.14364134008165264,NO
0.10023089038058686,NO
0.05717212801418982,NO
0.3521001850181195,NO
0.27657915258643095,NO
0.20058410679062366,NO
0.38792642089328583,NO
0.2253398370005657,NO
0.04172846679612838,NO
0.32911818223520234,NO
0.540696340922644,YES
0.42184131255829593,NO
0.5015214299912841,YES
0.07365556048257618,NO
0.05775317665407728,NO
0.027875043960916827,NO
0.08893102341014389,NO
0.3323445312619459,NO
0.09097998440343123,NO
0.22651722503402194,NO
0.09397697212495602,NO
0.13955870884875915,NO
0.5531124329118181,YES
0.5617211272343613,YES
0.6430220645575621,YES
0.44895181883515034,YES
0.3654337222281686,NO
0.5873331396504533,YES
0.26370433798681936,NO
0.1282282603709537,NO
0.06799798162051407,NO
0.24361228764965825,NO
0.24567653939662687,NO
0.17549197999969418,NO
0.3290570192204774,NO
0.21618067554549764,NO
0.06942002171287022,NO
0.21270967445985411,NO
0.5965075918592027,YES
0.25286319362681386,NO
0.5622410128595238,YES
0.116270890992217,NO
0.1132127402559672,NO
0.10278444624535543,NO
0.0959036070887934,NO
