50Traced_NONETRACED_SUM_MULTI_VSM_95_MEDIAN,Associated
0.6414,NO
0.7885,NO
0.4598,NO
1.0632,NO
0.8338,NO
1.4249,NO
0.9682,NO
0.7798,NO
0.8723,NO
2.1156,YES
0.3336,NO
1.8418,YES
0.7896,NO
1.5253,NO
0.5346,NO
0.8454,NO
0.9729,NO
0.6254,NO
1.1918,NO
0.5787,NO
1.0107,NO
1.6079,YES
2.7597,YES
2.0705,YES
1.8608,YES
0.9535,NO
1.6948,YES
0.909,NO
1.8127,YES
2.3827,YES
1.0736,NO
1.3769999999999998,NO
0.7757,NO
1.1687,NO
1.7076,YES
1.994,YES
1.0697,NO
0.6106,NO
1.0412,NO
0.3153,NO
1.088,NO
1.7339,NO
0.6481,NO
1.5547,YES
0.6990000000000001,NO
1.5355,YES
0.8340000000000001,NO
1.8663,YES
0.9369,NO
0.2325,NO
0.1723,NO
0.16,NO
0.1866,NO
1.1711,NO
0.6066,NO
0.8536,NO
0.831,NO
0.6431,NO
1.0608,NO
2.1425,NO
1.328,NO
2.1906,NO
0.7971,NO
0.7032,NO
1.281,NO
3.2691,YES
1.0005,NO
2.6069999999999998,YES
1.0747,NO
1.5888,NO
0.431,NO
0.8967,NO
1.6382,NO
0.7549,NO
1.9083,NO
0.5575,NO
1.952,NO
2.4709,YES
4.105,YES
3.1904,YES
2.6038,YES
1.2485,NO
2.4862,YES
1.7118,NO
1.6502,YES
2.4072,YES
0.9455,NO
0.4746,NO
0.3061,NO
1.0667,NO
1.6372,YES
2.0701,YES
0.8144,NO
0.8074,NO
0.8096,NO
0.6154,NO
0.4889,NO
1.2512,NO
0.2075,NO
1.4522,YES
0.1707,NO
1.5607,YES
0.3598,NO
1.8093,YES
0.2644,NO
0.4695,NO
0.6528,NO
0.4985,NO
0.5271,NO
1.0195,NO
0.7833,NO
0.7794,NO
1.1624,NO
0.2225,NO
1.3815,YES
4.1059,YES
2.546,YES
1.2708,YES
0.8498,NO
0.2066,NO
1.1346,YES
0.8277,NO
1.6868,YES
0.7959,NO
1.0547,NO
1.5343,NO
0.4871,NO
0.3395,NO
2.5082,YES
0.2579,NO
3.1591,YES
0.4875,NO
3.6564,YES
0.4592,NO
1.1274,NO
0.9788,NO
0.7845,NO
1.0976,YES
1.1326,NO
1.2089,YES
1.2531,NO
0.9967,NO
1.0786,NO
1.3692,NO
0.596,NO
2.119,NO
1.1802,NO
0.8420000000000001,NO
1.5092,NO
2.9866,YES
0.6997,NO
2.576,YES
1.3834,NO
1.7768,NO
0.6883,NO
0.7992,NO
0.9790000000000001,NO
1.1088,NO
1.2633,NO
0.8692,NO
0.8851,NO
2.3446,YES
3.4405,YES
2.471,YES
2.3146,YES
1.5782,NO
2.1771,YES
1.554,NO
1.6672,NO
0.6175,NO
1.507,YES
4.1017,YES
2.3134,YES
1.6251,YES
0.8554,NO
0.5688,NO
1.4369,YES
0.9862,NO
2.0153,YES
0.9790000000000001,NO
0.9796,NO
1.605,NO
0.5056,NO
0.6758,NO
2.7252,YES
0.6535,NO
2.7652,YES
0.9468,NO
3.495,YES
0.6597,NO
1.1358,NO
1.3261,NO
0.7176,NO
1.4484,YES
1.2554,NO
1.5592,YES
0.8285,NO
0.4484,NO
1.5932,NO
1.4279,NO
0.6323,NO
2.7163,NO
0.8114,NO
0.4541,NO
2.0963,NO
3.0473,YES
1.4088,NO
2.343,YES
1.6913,NO
1.8897,NO
0.8403,NO
0.5342,NO
0.9071,NO
0.659,NO
1.0842,NO
0.4291,NO
0.9647,NO
2.4642,YES
3.4801,YES
2.7718,YES
2.4632,YES
1.8526,NO
2.0658,YES
1.9678,NO
0.7063,NO
0.6086,NO
0.7944,NO
1.3324,NO
0.5553,NO
1.6274,NO
0.688,NO
0.5819,NO
0.9782,NO
2.7788,YES
0.4913,NO
2.1483,YES
0.7836,NO
0.9304,NO
0.1364,NO
0.6306,NO
0.9457,NO
0.7608,NO
1.186,NO
0.4786,NO
1.2899,NO
2.2024,YES
3.2197,YES
2.7002,YES
2.2224,YES
0.9470000000000001,NO
1.9709,YES
1.3192,NO
1.2288,NO
0.9492,NO
1.3423,NO
1.4344,NO
0.83,NO
2.8829,NO
1.1301,NO
0.863,NO
2.3764,NO
3.3159,YES
1.3819,NO
2.7325,YES
1.2005,NO
1.9055,NO
0.6897,NO
0.8232,NO
1.4932,NO
1.2206,NO
1.2903,NO
0.8807,NO
1.3467,NO
2.6116,YES
3.8995,YES
3.4909,YES
2.8726,YES
2.1285,NO
2.7048,YES
2.3596,NO
1.0832,NO
0.958,NO
0.6038,NO
1.5184,NO
0.9892,NO
1.6761,NO
0.8571,NO
0.9084,NO
0.6152,NO
3.3836,YES
0.3158,NO
2.7043,YES
0.9318,NO
1.5067,NO
0.4455,NO
0.9282,NO
1.2523,NO
1.0488,NO
1.5329,NO
0.7526,NO
1.5085,NO
2.5340000000000003,YES
4.2632,YES
3.1547,YES
2.66,YES
0.8496,NO
2.2361,YES
0.9237,NO
1.439,NO
0.2062,NO
3.72,YES
2.7231,YES
1.7184,YES
5.2764,YES
1.4517,NO
0.6336,NO
4.9505,YES
1.1717,NO
4.3769,YES
0.9333,NO
1.6829,NO
2.8464,NO
0.6808,NO
0.7090000000000001,NO
1.4886,YES
0.3885,NO
1.8051,YES
0.6568,NO
1.8361,YES
1.129,NO
1.3491,NO
1.9378,NO
1.4877,NO
4.5856,YES
2.9662,NO
4.9949,YES
1.0727,NO
0.5144,NO
2.9634,YES
2.7182,NO
1.7483,NO
3.6837,YES
1.3798,NO
0.5915,NO
3.645,YES
1.0187,NO
3.4969,YES
0.5128,NO
2.1552,NO
2.6074,NO
1.1007,NO
