50Traced_NONETRACED_SUM_MULTI_LSA_73_MAX,Associated
0.9469,NO
0.6345,NO
0.9607,NO
1.8006,NO
0.953,NO
1.202,NO
0.9066,NO
0.5322,NO
1.0825,NO
2.3566,YES
1.1474,NO
1.8630000000000002,YES
0.4312,NO
1.4269999999999998,NO
0.3232,NO
0.6007,NO
0.8654,NO
1.2168,NO
0.5612,NO
0.5869,NO
1.1076,NO
1.8986,YES
2.1435,YES
1.8227,YES
1.8471,YES
0.9362,NO
2.1423,YES
0.8270000000000001,NO
1.9705,YES
0.9118,YES
1.5238,NO
1.2084,NO
0.8113,NO
1.2276,NO
2.4068,YES
2.3001,YES
1.5092,NO
0.8136,NO
1.386,NO
0.7464,NO
0.5498,NO
1.1573,NO
0.385,NO
1.5434,YES
0.9975,NO
2.4267,YES
0.7712,NO
1.4713,YES
0.8715,NO
0.5764,NO
0.9798,NO
0.9765,NO
0.4814,NO
1.6112,NO
0.9599,NO
1.0911,NO
1.0090000000000001,NO
0.3708,NO
1.3937,NO
1.9503,NO
1.1982,NO
1.3359999999999999,NO
0.7635,NO
0.4732,NO
1.8453,NO
3.9712,YES
1.6385,NO
3.4547,YES
0.366,NO
1.2985,NO
0.2136,NO
0.6943,NO
0.8189,NO
1.3221,NO
0.5404,NO
0.45,NO
1.0027,NO
2.9557,YES
3.7485,YES
3.5623,YES
3.0185,YES
1.4438,NO
3.7555,YES
0.9937,NO
1.2209999999999999,YES
0.8895,YES
1.6091,NO
1.1118,NO
0.7427,NO
1.1978,NO
1.4772,YES
1.675,YES
1.3785,NO
0.4758,NO
1.4894,NO
0.5057,NO
0.5781,NO
1.0658,NO
0.4141,NO
1.3606,YES
0.9,NO
1.6634,YES
0.7916,NO
1.1217,YES
0.8587,NO
0.3146,NO
0.5604,NO
0.6375,NO
0.5331,NO
1.2198,NO
0.9339,NO
1.3011,NO
1.0086,NO
0.3807,NO
1.4966,YES
3.9938,YES
3.4842,YES
1.3272,YES
0.6147,NO
0.2668,NO
2.1144,YES
0.7896,NO
2.0663,YES
0.4311,NO
0.9229999999999999,NO
1.7679,NO
0.5266,NO
0.6425,NO
3.6761,YES
0.4533,NO
3.6516,YES
0.4416,NO
4.1288,YES
0.5768,NO
1.0922,NO
0.9714,NO
0.6249,NO
1.8112,YES
0.9284,NO
1.635,YES
1.6705,NO
0.8173,NO
2.5826,NO
3.2606,NO
1.9411,NO
2.0528,NO
1.5322,NO
0.9506,NO
2.7933,NO
3.8961,YES
2.6395,NO
3.4578,YES
0.8898,NO
2.2772,NO
0.616,NO
1.0547,NO
1.5331,NO
1.7668,NO
1.1436,NO
1.0446,NO
1.9469,NO
2.9389,YES
3.8162,YES
3.4306,YES
2.8413,YES
2.4519,NO
3.5673,YES
1.8443,NO
1.4444,NO
0.5183,NO
1.9283,YES
4.9302,YES
4.0923,YES
1.6784,YES
0.8372,NO
0.4301,NO
2.8568,YES
2.0713,NO
2.5869,YES
1.4614,NO
1.2528,NO
2.4635,NO
0.7096,NO
0.8045,NO
3.9015,YES
0.8507,NO
3.8345,YES
0.7649,NO
4.5458,YES
1.7198,NO
2.404,NO
1.9754,NO
1.7926,NO
2.0852,YES
2.1391,NO
2.2542,YES
1.0086,NO
0.5238,NO
1.9784,NO
2.3033,NO
1.5148,NO
2.1487,NO
0.7397,NO
0.5366,NO
2.5479,NO
2.9657,YES
2.5736,NO
2.5119,YES
0.7221,NO
1.9139,NO
0.4587,NO
0.7084,NO
1.0866,NO
1.1013,NO
0.8455,NO
0.6,NO
1.6223,NO
2.3653,YES
3.0038,YES
2.7291,YES
2.4789,YES
1.9653,NO
2.838,YES
1.7695,NO
0.9799,NO
0.48,NO
