50Traced_NONETRACED_SUM_MULTI_LSA_52_MAX,Associated
0.879,NO
0.2895,NO
0.7902,NO
1.4322,NO
1.2691,NO
2.1811,NO
0.8713,NO
0.1281,NO
0.9183,NO
2.4784,YES
1.3822,NO
1.9099,YES
1.0067,NO
1.4409999999999998,NO
0.6676,NO
0.1589,NO
1.5221,NO
0.7047,NO
1.0046,NO
0.4535,NO
1.4387,NO
1.9567,YES
3.333,YES
2.3353,YES
2.5692,YES
0.6754,NO
1.834,YES
0.85,NO
2.2069,YES
2.1021,YES
1.1648,NO
0.6646,NO
0.6301,NO
1.2058,NO
1.4633,YES
2.0212,YES
1.1696,NO
0.5152,NO
1.1306,NO
0.3638,NO
0.532,NO
0.3475,NO
0.1928,NO
1.4607,YES
0.5067,NO
2.0639,YES
0.5607,NO
1.6957,YES
0.7112,NO
0.2955,NO
0.8903,NO
0.36,NO
0.3764,NO
1.4578,NO
0.5316,NO
0.7324,NO
0.9643,NO
0.4302,NO
0.9809,NO
1.5135,NO
1.0496,NO
1.9327,NO
0.8476,NO
0.2027,NO
1.1223,NO
2.9641,YES
1.4377,NO
2.009,YES
1.0582,NO
1.5355,NO
0.4831,NO
0.3383,NO
1.1942,NO
0.8448,NO
0.8220000000000001,NO
0.4249,NO
1.1520000000000001,NO
2.2169,YES
3.5001,YES
2.2409,YES
2.9903,YES
1.0273,NO
1.8912,YES
0.6343,NO
1.7984,YES
1.6105,YES
0.6296,NO
0.4415,NO
0.1601,NO
0.8438,NO
1.4216,YES
1.6426,YES
0.8488,NO
0.4561,NO
0.7539,NO
0.2799,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.4017,YES
0.2519,NO
1.6535,YES
0.2022,NO
1.5512,YES
0.5084,NO
0.2816,NO
0.6825,NO
0.2336,NO
0.4267,NO
0.7938,NO
0.4237,NO
0.5122,NO
1.2171,NO
0.3666,NO
1.2338,YES
3.5383,YES
4.3895,YES
2.4802,YES
0.555,NO
0.2991,NO
2.5246,YES
1.0524,NO
1.7077,YES
0.8359,NO
1.207,NO
1.1907,NO
0.7474,NO
0.1849,NO
3.9965,YES
0.7601,NO
4.3156,YES
0.4538,NO
3.4416,YES
0.8217,NO
1.4980000000000002,NO
0.9565,NO
0.7239,NO
2.3045,YES
1.3915,NO
2.1653,YES
1.8438,NO
1.1894,NO
0.9940000000000001,NO
1.6909,NO
1.1699,NO
2.0704,NO
1.4967,NO
1.0027,NO
