50Traced_NONETRACED_SUM_MULTI_VSM_8_MAX,Associated
1.0408,NO
0.6034,NO
0.9667,NO
1.7363,NO
0.4533,NO
1.8586,NO
1.2833,NO
0.5119,NO
1.2716,NO
2.5806,YES
1.4567,NO
2.7852,YES
0.626,NO
0.5486,NO
0.2702,NO
0.8338,NO
1.4244,NO
0.7896,NO
0.6582,NO
1.0018,NO
0.9107,NO
1.7908,YES
2.5783,YES
2.0238,YES
2.3464,YES
1.5259,NO
2.9042,YES
1.3804,NO
2.3771,YES
1.9051,YES
1.5122,NO
0.7523,NO
0.3674,NO
1.5621,NO
2.2805,YES
1.8638,YES
1.5665,NO
0.6809,NO
1.0731,NO
0.6829999999999999,NO
0.985,NO
1.0355,NO
0.6346,NO
2.8019,YES
0.6653,NO
2.3566,YES
0.2543,NO
3.0109,YES
0.3169,NO
0.5103,NO
1.2103,NO
0.8819,NO
0.7726,NO
1.7833,NO
1.0117,NO
1.2109,NO
0.9744,NO
0.6431,NO
1.3111,NO
2.8473,NO
0.9363,NO
1.9385,NO
1.0172,NO
0.5211,NO
1.6023,NO
3.8655,YES
1.8628,NO
4.1188,YES
0.9064,NO
0.5168,NO
0.5579,NO
0.7677,NO
2.0765,NO
0.8190000000000001,NO
1.2571,NO
0.8201,NO
1.2429,NO
3.0203,YES
4.1231,YES
3.029,YES
3.8292,YES
1.6022,NO
3.847,YES
1.8249,NO
1.1522,YES
1.5265,YES
1.2494,NO
1.0958,NO
0.4914,NO
1.5859,NO
1.7206,YES
0.7667,YES
1.5592,NO
0.8432,NO
1.0195,NO
0.6975,NO
1.0085,NO
0.9518,NO
0.7072,NO
1.7468,YES
1.0170000000000001,NO
1.1228,YES
0.3639,NO
1.9118,YES
0.3839,NO
0.4208,NO
0.9852,NO
0.8676,NO
0.7872,NO
1.476,NO
0.9268,NO
1.1184,NO
0.4108,NO
0.7446,NO
2.5705,YES
4.449,YES
4.023,YES
3.1929,YES
1.0279,NO
0.3439,NO
2.7829,YES
1.5024,NO
2.7947,YES
1.1543,NO
0.8201,NO
0.8107,NO
0.2832,NO
0.8234,NO
4.1768,YES
0.6779999999999999,NO
4.1852,YES
0.912,NO
2.9631,YES
1.0502,NO
2.1324,NO
2.0376,NO
1.1519,NO
2.9062,YES
1.5812,NO
3.1771,YES
1.2685,NO
0.7433,NO
1.1846,NO
2.9789999999999996,NO
1.3009,NO
1.889,NO
1.1636,NO
0.5403,NO
1.3348,NO
3.6639999999999997,YES
1.4707,NO
3.7944,YES
0.6969,NO
0.4888,NO
0.2831,NO
1.1968,NO
2.1741,NO
0.9626,NO
1.4082,NO
1.1958,NO
1.0568,NO
2.9848,YES
3.9197,YES
3.0069999999999997,YES
3.3868,YES
1.6093,NO
3.8252,YES
1.5265,NO
0.5347,NO
0.5309,NO
1.2576,YES
3.1913,YES
2.8849,YES
1.4555,YES
0.9166,NO
0.3443,NO
1.2161,YES
1.4131,NO
1.1634,YES
1.0588,NO
0.8691,NO
0.7667,NO
0.5215,NO
0.6922,NO
2.7568,YES
0.6129,NO
2.6021,YES
0.7672,NO
1.8424,YES
0.9443,NO
1.8389,NO
1.6526,NO
1.1202,NO
1.5522,YES
1.2911,NO
1.6297,YES
0.9246,NO
0.529,NO
1.5476,NO
2.1424,NO
0.6077,NO
1.6988,NO
0.8862,NO
0.4705,NO
1.9289,NO
2.972,YES
1.7159,NO
3.321,YES
1.2677,NO
1.0501,NO
0.7372,NO
0.7984,NO
1.6238,NO
0.8609,NO
0.9662,NO
0.7821,NO
0.8006,NO
2.6664,YES
3.3888,YES
2.5892,YES
3.1962,YES
1.4685,NO
3.2946,YES
1.4979,NO
0.9575,NO
0.7287,NO
1.554,NO
2.7486,NO
0.8342,NO
2.2526,NO
0.9675,NO
0.353,NO
1.7519,NO
3.4619999999999997,YES
2.16,NO
3.6587,YES
0.4154,NO
0.4904,NO
0.1769,NO
0.9317,NO
1.7735,NO
0.7696,NO
1.1326,NO
0.7531,NO
1.035,NO
2.7510000000000003,YES
3.2742,YES
3.1697,YES
3.6796,YES
1.828,NO
3.5771,YES
1.8777,NO
0.7741,NO
0.4932,NO
2.1156,NO
2.2126,NO
0.4265,NO
2.8199,NO
0.7509999999999999,NO
0.2903,NO
2.0972,NO
3.6957,YES
2.4278,NO
4.0845,YES
0.5281,NO
0.3328,NO
0.2007,NO
0.6216,NO
1.6687,NO
0.6007,NO
0.8352,NO
0.5787,NO
0.9205,NO
3.0366,YES
3.8339999999999996,YES
2.8644,YES
3.6853,YES
2.1379,NO
3.8681,YES
2.3052,NO
1.0999,NO
0.6709,NO
1.0513,NO
2.6554,NO
1.0006,NO
1.8727,NO
1.1465,NO
0.5214,NO
1.1735,NO
3.6296,YES
1.4178,NO
3.8989,YES
0.6884,NO
0.4351,NO
0.2538,NO
0.9665,NO
2.1834,NO
0.8169,NO
1.0973,NO
1.0488,NO
1.2377,NO
2.9139999999999997,YES
3.6998,YES
2.8546,YES
3.4042,YES
1.5657,NO
3.8128,YES
1.3892,NO
0.6787,NO
0.8764,NO
5.3491,YES
3.0023,YES
2.3418,YES
6.2178,YES
1.8109,NO
0.4517,NO
5.9841,YES
1.3716,NO
5.0217,YES
1.0143,NO
1.4047,NO
1.5582,NO
1.1147,NO
0.9005,NO
3.0031,YES
0.9366,NO
2.4704,YES
1.4045,NO
1.7297,YES
0.9255,NO
1.7356,NO
2.0386,NO
1.3627,NO
5.6429,YES
2.3293,NO
5.6919,YES
0.8312,NO
0.5469,NO
3.8506,YES
1.8686,NO
1.4993,NO
4.5396,YES
1.5239,NO
0.3941,NO
4.2022,YES
1.4655,NO
3.5225,YES
1.1967,NO
1.3834,NO
1.446,NO
1.2206,NO
0.4454,NO
1.8897,NO
0.6339,NO
1.4203,NO
0.7631,NO
1.2147,NO
0.8325,NO
1.6134,NO
1.5279,NO
1.4319,NO
3.9401,YES
1.9089,NO
4.2771,YES
0.8399,NO
0.7634,NO
4.4977,YES
4.8978,YES
4.0895,YES
5.0145,YES
1.599,NO
0.4246,NO
5.169,YES
2.2254,NO
4.343,YES
1.8685,NO
1.7062,NO
2.0583,NO
1.1461,NO
0.7956,NO
4.4399,YES
0.925,NO
4.1389,YES
1.0019,NO
2.9817,YES
1.8055,NO
2.7721,NO
3.1089,NO
2.2734,NO
4.6457,YES
2.7517,NO
4.9646,YES
0.2966,NO
0.5139,NO
3.1675,YES
1.8549,NO
1.2227,NO
3.6974,YES
0.7475,NO
0.1877,NO
3.7154,YES
0.8186,NO
3.6010000000000004,YES
0.7155,NO
1.1566,NO
1.0329,NO
0.7183,NO
0.5826,NO
1.6826,NO
0.5894,NO
1.9323,NO
0.4672,NO
0.9266,NO
0.7077,NO
1.2012,NO
1.3328,NO
1.1814,NO
2.995,YES
1.3928,NO
3.3338,YES
0.4287,NO
0.5147,NO
0.6477,YES
2.8198,YES
2.4567,YES
0.8728,YES
0.6669,NO
0.25,NO
1.1297,YES
0.8029999999999999,NO
1.0997,YES
0.4387,NO
0.6355,NO
0.8044,NO
0.2775,NO
0.4898,NO
2.2138,YES
0.4759,NO
2.5476,YES
0.4639,NO
1.7634,YES
0.3181,NO
1.0238,NO
1.2859,NO
0.6612,NO
0.8832,YES
0.6592,NO
1.1002,YES
1.7372,YES
1.9361,YES
1.5171,NO
1.2911,NO
0.8584,NO
1.9151,NO
2.1701,YES
1.3239,YES
1.5442,NO
0.8932,NO
1.287,NO
0.7205,NO
0.9109,NO
0.6451,NO
0.5710000000000001,NO
2.4695,YES
1.2459,NO
1.7564,YES
0.8023,NO
2.6397,YES
0.6846,NO
0.6457,NO
1.2731,NO
0.8559,NO
0.8863,NO
2.0026,NO
0.8594,NO
1.7116,NO
0.7875,NO
0.7020000000000001,NO
5.1845,YES
2.3599,YES
1.8319999999999999,YES
5.7047,YES
1.5519,NO
0.4148,NO
5.6316,YES
1.0856,NO
4.8686,YES
0.892,NO
1.3425,NO
1.6921,NO
1.0979,NO
0.8052,NO
2.1741,YES
0.9361,NO
2.1859,YES
0.9737,NO
1.3356,YES
0.8152,NO
1.521,NO
1.8447,NO
1.3837,NO
4.9721,YES
1.8829,NO
5.4028,YES
1.3589,NO
0.8588,NO
4.8923,YES
2.1207,YES
1.5714,YES
5.5358,YES
1.6788,NO
0.8102,NO
5.167000000000001,YES
1.4280000000000002,NO
4.3429,YES
1.3983,NO
1.0451,NO
1.5986,NO
0.6175,NO
1.1726,NO
2.1039,YES
1.2522,NO
1.8668,YES
1.4282,NO
1.3582,YES
1.2432,NO
1.9485,NO
1.8793,NO
1.3588,NO
4.7089,YES
2.1914,NO
4.8361,YES
1.1551,NO
0.8485,NO
6.0364,YES
2.3369,YES
1.6537,YES
7.2726,YES
1.9492,NO
0.4726,NO
6.3005,YES
2.0124,NO
5.7053,YES
1.6883,NO
1.1204,NO
1.395,NO
0.7773,NO
1.1383,NO
2.379,YES
1.0219,NO
1.9757,YES
1.3884,NO
1.2753,YES
1.5917,NO
2.285,NO
2.3637,NO
2.0035,NO
6.2753,YES
2.8444,NO
6.3917,YES
0.9698,NO
0.6601,NO
5.3205,YES
2.3524,YES
1.8524,YES
6.481,YES
1.7486,NO
0.4133,NO
5.7885,YES
1.5208,NO
5.1635,YES
1.0842,NO
1.5188,NO
1.7326,NO
1.2353,NO
0.7174,NO
2.2569999999999997,YES
0.8736,NO
1.9693,YES
0.9869,NO
1.15,YES
0.9373,NO
1.7762,NO
2.0012,NO
1.4727,NO
5.5457,YES
2.4371,NO
5.7535,YES
0.7223,NO
0.5088,NO
1.1513,YES
3.7317,YES
3.6014,YES
1.5930000000000002,YES
0.9513,NO
0.5078,NO
1.3654,YES
0.8962,NO
1.4257,YES
0.4844,NO
0.3912,NO
0.6992,NO
0.2523,NO
0.7131,NO
3.2152,YES
0.7928,NO
3.4896,YES
0.8428,NO
2.4036,YES
0.4321,NO
1.3293,NO
1.7081,NO
0.5416,NO
1.8288,YES
1.0171,NO
1.9057,YES
0.5866,NO
0.6694,NO
