50Traced_NONETRACED_MAX_SINGLE_VSM_14_MAX,Associated
0.2076,NO
0.3133,NO
0.1901,NO
0.6139,NO
0.3369,NO
0.1818,NO
0.2687,NO
0.2201,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.2201,NO
0.5985,NO
0.2201,NO
0.391,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.1766,NO
0.6631,YES
0.2434,NO
0.382,YES
1.0,YES
0.3639,NO
0.2707,NO
0.3639,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.3639,NO
0.3066,NO
0.4183,NO
0.4183,NO
0.4183,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.1688,NO
0.3066,NO
0.1916,NO
0.3066,NO
0.4007,NO
0.2181,NO
0.2751,NO
0.1606,NO
0.3011,NO
0.3233,NO
0.6139,NO
0.3369,NO
0.1666,NO
0.2687,NO
0.21600000000000003,NO
0.2357,NO
1.0,YES
0.3451,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5752,NO
0.21600000000000003,NO
0.3757,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
0.8737,YES
1.0,YES
0.1659,NO
0.6372,YES
0.1932,NO
1.0,YES
1.0,YES
0.3356,NO
0.2498,NO
0.1507,NO
0.4653,NO
1.0,YES
1.0,YES
0.4653,NO
0.4197,NO
0.4436,NO
0.4197,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.0927,NO
1.0,YES
0.1823,NO
1.0,YES
0.1277,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.2304,NO
0.3061,NO
0.4197,NO
0.4653,NO
0.1709,NO
0.2021,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.257,NO
0.1663,NO
0.3689,YES
0.2963,NO
0.7346,YES
0.166,NO
0.2165,NO
0.3152,NO
0.2347,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3342,NO
0.3338,NO
0.4726,NO
0.2429,NO
0.5192,YES
0.3393,NO
0.4304,YES
0.2565,NO
0.2131,NO
0.4056,NO
0.6139,NO
0.3369,NO
0.3573,NO
0.2719,NO
0.2719,NO
0.3573,NO
1.0,YES
0.2675,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.4071,NO
0.2719,NO
0.2672,NO
0.2719,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
0.9651,YES
0.3573,NO
0.6152,YES
0.2423,NO
0.1709,NO
0.2183,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.257,NO
0.0621,NO
0.4151,YES
0.6903,NO
0.8266,YES
0.6968,NO
0.3948,NO
0.3948,NO
0.3948,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1473,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6334,NO
0.6968,NO
0.5843,YES
0.462,NO
0.4843,YES
0.1415,NO
0.1856,NO
0.3398,NO
0.3384,NO
0.1547,NO
0.4239,NO
0.2177,NO
0.1856,NO
0.4239,NO
1.0,YES
0.3174,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.2942,NO
0.1856,NO
0.2239,NO
0.2508,NO
0.1254,NO
0.5181,YES
1.0,YES
0.5155,YES
1.0,YES
0.4239,NO
0.5155,YES
0.2836,NO
0.1671,NO
0.3133,NO
0.6593,NO
0.4834,NO
0.4374,NO
0.3916,NO
0.4224,NO
0.1135,NO
0.3809,NO
1.0,YES
0.4095,NO
1.0,YES
0.1331,NO
0.1756,NO
0.1133,NO
0.204,NO
0.5985,NO
0.1655,NO
0.4374,NO
0.1598,NO
0.3193,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.3939,NO
0.2093,NO
0.3133,NO
0.3916,NO
0.6139,NO
0.3369,NO
0.1951,NO
0.2687,NO
0.2093,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1513,NO
0.5985,NO
0.2011,NO
0.391,NO
0.2253,NO
0.2752,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2206,NO
0.6631,YES
0.2339,NO
0.1671,NO
0.3133,NO
0.2898,NO
0.6139,NO
0.3369,NO
0.0855,NO
0.2687,NO
0.1812,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1812,NO
0.5985,NO
0.1812,NO
0.391,NO
0.1867,NO
0.2752,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.1375,NO
0.6631,YES
0.1731,NO
0.2069,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.306,NO
0.2194,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.4064,NO
0.441,NO
0.441,NO
0.2194,NO
1.0,YES
0.2282,NO
0.7355,YES
0.4826,NO
1.0,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.256,NO
0.8095,YES
0.2156,NO
0.1949,NO
1.0,YES
0.2145,NO
0.134,NO
0.9727,YES
0.5079,NO
0.8915,YES
0.5079,NO
0.3264,NO
0.3203,NO
0.2894,NO
0.171,NO
0.21899999999999997,NO
0.1747,NO
0.537,NO
0.2986,NO
0.2725,NO
0.2975,NO
0.5079,NO
0.5719,NO
0.3693,NO
0.8926,YES
0.6436,NO
0.7136,YES
0.1709,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3708,NO
0.1125,NO
0.8170000000000001,YES
0.8778,NO
1.0,YES
0.8778,NO
0.2365,NO
0.3373,NO
0.2758,NO
0.1089,NO
1.0,YES
0.1798,NO
1.0,YES
0.3073,NO
1.0,YES
0.5141,NO
0.8778,NO
0.8778,NO
0.4819,NO
0.7944,YES
0.8778,NO
0.7944,YES
0.1636,NO
0.3162,NO
1.0,YES
0.3813,NO
0.5126,NO
0.9109,YES
0.255,NO
0.153,NO
0.9109,YES
0.6038,NO
1.0,YES
0.6038,NO
0.2244,NO
0.2797,NO
0.2479,NO
0.1775,NO
0.5126,NO
0.1823,NO
0.6151,NO
0.3116,NO
0.5126,NO
0.3536,NO
0.6038,NO
0.6038,NO
0.3314,NO
0.7986,YES
0.6038,NO
0.9109,YES
0.1709,NO
0.2956,NO
0.6136,YES
1.0,YES
1.0,YES
0.6136,YES
0.3191,NO
0.0976,NO
0.3081,YES
0.4207,NO
0.6136,YES
0.4207,NO
0.6466,NO
0.7016,NO
0.7016,NO
0.0827,NO
1.0,YES
0.1052,NO
1.0,YES
0.2667,NO
1.0,YES
0.3405,NO
0.4207,NO
0.4726,NO
0.4207,NO
0.4337,YES
0.2834,NO
0.4516,YES
1.0,YES
1.0,YES
0.4952,NO
0.3683,NO
0.4952,NO
0.4952,NO
1.0,YES
1.0,YES
0.4057,NO
0.0996,NO
0.4952,NO
0.1395,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.4952,NO
1.0,YES
0.3642,NO
1.0,YES
0.4952,NO
0.1844,NO
0.0927,NO
0.2607,NO
0.1861,NO
0.3988,NO
0.2309,NO
0.4057,NO
0.1422,NO
0.3162,NO
1.0,YES
0.4247,YES
0.5710000000000001,YES
1.0,YES
0.2341,NO
0.1381,NO
1.0,YES
0.2266,NO
1.0,YES
0.2684,NO
0.4743,NO
0.5147,NO
0.5147,NO
0.1204,NO
0.5710000000000001,YES
0.2282,NO
0.6649,YES
0.3901,NO
0.5710000000000001,YES
0.2684,NO
0.2684,NO
0.6965,NO
0.3429,NO
1.0,YES
0.6789,NO
1.0,YES
0.1425,NO
0.2187,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.134,NO
1.0,YES
0.4814,NO
1.0,YES
0.4814,NO
0.3372,NO
0.3659,NO
0.3659,NO
0.1297,NO
1.0,YES
0.2282,NO
0.7355,YES
0.506,NO
1.0,YES
0.3725,NO
0.4814,NO
0.6965,NO
0.4814,NO
1.0,YES
0.6789,NO
0.8145,YES
0.1422,NO
0.2768,NO
1.0,YES
0.4102,YES
0.5515,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1242,NO
1.0,YES
0.1022,NO
0.1559,NO
0.2193,NO
0.2894,NO
0.2034,NO
0.5515,YES
0.2282,NO
0.6649,YES
0.506,NO
0.5515,YES
0.225,NO
0.2365,NO
0.6965,NO
0.3693,NO
1.0,YES
0.6789,NO
1.0,YES
0.1425,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.134,NO
1.0,YES
0.4433,NO
1.0,YES
0.4433,NO
0.3389,NO
0.4246,NO
0.3389,NO
0.1297,NO
1.0,YES
0.1365,NO
0.7355,YES
0.2429,NO
1.0,YES
0.3725,NO
0.4433,NO
0.5719,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.1709,NO
0.2054,NO
0.6711,YES
1.0,YES
0.9338,YES
0.6711,YES
0.257,NO
0.1238,NO
0.337,YES
0.4755,NO
0.6711,YES
0.4755,NO
0.4862,NO
0.4875,NO
0.4875,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1853,NO
1.0,YES
0.318,NO
0.4755,NO
0.3533,NO
0.4755,NO
0.4743,YES
0.31,NO
0.3932,YES
0.1709,NO
0.1694,NO
0.7440000000000001,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.257,NO
0.1131,NO
0.5031,YES
0.2484,NO
0.7440000000000001,YES
0.166,NO
0.1448,NO
0.3152,NO
0.2347,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1449,NO
1.0,YES
0.2802,NO
0.3338,NO
0.4726,NO
0.24600000000000002,NO
0.5259,YES
0.3437,NO
0.5031,YES
0.2552,NO
0.3926,NO
0.3451,NO
0.2567,NO
0.3451,NO
0.3914,NO
0.4239,NO
0.2552,NO
0.5987,NO
0.2128,NO
0.3673,NO
0.2198,NO
1.0,YES
1.0,YES
1.0,YES
0.0967,NO
0.3451,NO
0.2452,NO
0.2538,NO
0.3543,NO
0.3451,NO
0.2128,NO
0.2128,NO
0.2239,NO
0.2932,NO
0.3494,NO
0.2519,NO
0.6577,NO
0.9432,YES
1.0,YES
0.2752,NO
0.1687,NO
0.2269,NO
0.2269,NO
1.0,YES
1.0,YES
0.1931,NO
0.3252,NO
0.2269,NO
0.3252,NO
0.3226,NO
0.3226,NO
0.3226,NO
1.0,YES
0.2269,NO
1.0,YES
0.1668,NO
1.0,YES
0.2269,NO
0.1688,NO
0.3252,NO
