50Traced_NONETRACED_MAX_RAW_VSM_85_MEDIAN,Associated
0.0737,NO
0.0652,NO
0.2688,NO
0.2164,NO
0.1379,NO
0.2963,NO
0.0589,NO
0.0679,NO
0.2252,NO
0.2469,YES
0.2347,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1259,NO
0.1109,NO
0.1843,NO
0.2179,NO
0.166,NO
1.0,YES
0.3025,YES
0.3819,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1405,NO
0.3947,YES
1.0,YES
0.1405,NO
0.1156,NO
0.1778,NO
0.1156,NO
0.1835,NO
0.1649,NO
0.1835,NO
0.3834,YES
0.1344,NO
1.0,YES
0.0553,NO
1.0,YES
0.1659,NO
0.1474,NO
0.1156,NO
0.1235,NO
0.1231,NO
0.1903,NO
0.1474,NO
0.1659,NO
0.1553,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.1616,NO
0.2963,NO
0.1579,NO
0.0647,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1733,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2137,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1501,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1692,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1268,NO
1.0,YES
0.0995,NO
1.0,YES
0.1268,NO
0.1251,NO
0.106,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1328,NO
0.1508,NO
0.0244,NO
0.1967,YES
0.4216,YES
0.4216,YES
0.2373,YES
0.1508,NO
0.1508,NO
0.2212,YES
0.1395,NO
0.3354,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.2037,NO
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1417,NO
1.0,YES
0.1335,NO
0.2519,NO
0.2125,NO
0.0494,NO
0.3354,YES
0.2085,NO
0.3354,YES
0.1553,NO
0.0732,NO
0.2688,NO
0.2582,NO
0.1977,NO
0.2963,NO
0.1684,NO
0.1225,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1689,NO
0.0988,NO
0.1827,NO
0.0637,NO
0.1843,NO
0.2019,NO
0.2083,NO
1.0,YES
0.4997,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.0985,NO
0.0846,NO
0.2378,YES
0.3672,YES
0.3236,YES
0.2985,YES
0.1661,NO
0.0604,NO
0.2465,YES
0.2598,NO
1.0,YES
0.2564,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.2886,YES
0.1481,NO
1.0,YES
0.2564,NO
0.2548,NO
0.2564,NO
0.1032,NO
1.0,YES
0.2564,NO
1.0,YES
0.1809,NO
0.1809,NO
0.2688,NO
0.2653,NO
0.1547,NO
0.2963,NO
0.1809,NO
0.1536,NO
0.2252,NO
1.0,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1809,NO
0.1733,NO
0.073,NO
0.1843,NO
0.2256,NO
0.2395,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1439,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2079,NO
0.1339,NO
0.1197,NO
0.2198,NO
0.4856,YES
0.2344,NO
0.4856,YES
0.1331,NO
0.1766,NO
0.0647,NO
0.204,NO
0.151,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.3905,YES
0.4941,YES
0.3865,YES
0.193,NO
1.0,YES
0.1879,NO
0.1796,NO
0.1796,NO
0.2688,NO
0.2342,NO
0.2047,NO
0.2963,NO
0.1796,NO
0.1479,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2034,NO
0.1796,NO
0.2174,NO
0.1479,NO
0.1843,NO
0.1912,NO
0.2083,NO
1.0,YES
0.4754,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.166,NO
0.1439,NO
0.0714,NO
0.2688,NO
0.2886,NO
0.1427,NO
0.2963,NO
0.1579,NO
0.0647,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0988,NO
0.1733,NO
0.0824,NO
0.1843,NO
0.1702,NO
0.2085,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2085,NO
0.1741,NO
0.0451,NO
1.0,YES
0.1431,YES
0.1227,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.1183,NO
1.0,YES
0.1059,NO
0.2149,NO
0.2246,NO
0.1834,NO
0.1628,NO
0.0993,YES
0.1628,NO
0.2369,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.08,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.2742,NO
0.3803,YES
0.3359,NO
1.0,YES
0.1533,NO
0.1427,NO
0.3141,YES
0.2794,YES
0.2704,YES
0.3333,YES
0.1533,NO
