50Traced_NONETRACED_MAX_SINGLE_VSM_90_MAX,Associated
0.2626,NO
0.2626,NO
0.1766,NO
0.2164,NO
0.1818,NO
0.1818,NO
0.2626,NO
0.1047,NO
0.1689,NO
1.0,YES
0.1376,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.2626,NO
0.2942,NO
0.2626,NO
0.1818,NO
0.2626,NO
0.1755,NO
1.0,YES
1.0,YES
0.3643,YES
1.0,YES
0.1766,NO
0.3327,YES
0.1818,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.3639,NO
0.4007,NO
1.0,YES
1.0,YES
0.2584,NO
0.1056,NO
0.3,NO
0.1058,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
1.0,YES
0.1806,NO
0.1688,NO
0.0769,NO
0.1927,NO
0.1203,NO
0.4007,NO
0.147,NO
0.3639,NO
0.1503,NO
0.3011,NO
0.1827,NO
0.6139,NO
0.3063,NO
0.3329,NO
0.2252,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.5752,NO
0.2774,NO
0.3757,NO
0.1755,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.5415,NO
0.2498,NO
0.1646,NO
0.5415,NO
1.0,YES
1.0,YES
0.4653,NO
0.601,NO
0.4436,NO
0.601,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.3386,NO
1.0,YES
0.251,NO
1.0,YES
0.1383,NO
0.601,NO
0.601,NO
0.4197,NO
0.601,NO
0.5415,NO
0.4197,NO
0.4653,NO
0.1663,NO
0.2059,NO
0.4028,YES
1.0,YES
1.0,YES
0.7346,YES
0.257,NO
0.153,NO
0.433,YES
0.3019,NO
0.4615,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
1.0,YES
0.2736,NO
0.457,NO
0.4726,NO
0.2429,NO
0.5192,YES
0.4518,NO
0.7346,YES
0.2719,NO
0.2719,NO
0.2268,NO
0.6139,NO
0.4137,NO
0.4137,NO
0.1996,NO
0.2502,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2012,NO
0.1689,NO
0.2719,NO
0.5133,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4137,NO
0.1178,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.257,NO
0.0604,NO
0.433,YES
0.6968,NO
0.5193,YES
0.6968,NO
0.2252,NO
0.3152,NO
0.2375,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6903,NO
0.6903,NO
0.6903,NO
0.5843,YES
0.6903,NO
0.8266,YES
0.1503,NO
0.1856,NO
0.4239,NO
0.6139,NO
0.4328,NO
0.4328,NO
0.2004,NO
0.1536,NO
0.366,NO
1.0,YES
0.3648,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.4328,NO
0.0898,NO
0.4328,NO
0.2256,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4328,NO
0.1503,NO
0.3133,NO
0.4095,NO
0.6139,NO
0.3349,NO
0.4095,NO
0.2344,NO
0.0967,NO
0.4039,NO
1.0,YES
0.551,NO
1.0,YES
0.18899999999999997,NO
0.1437,NO
0.1275,NO
0.204,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.16699999999999998,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.4039,NO
0.2093,NO
0.3133,NO
