50Traced_NONETRACED_SUM_MULTI_VSM_1_SUM,Associated
0.16699747383616026,NO
0.03342656080837243,NO
0.14396126548779023,NO
0.23003127631420667,NO
0.101617947792614,NO
0.1849362444364249,NO
0.05196679898953448,NO
0.07220618308673163,NO
0.15627631420666427,NO
0.3440544929628294,YES
0.1400517262119572,NO
0.3150487188740528,YES
0.1362474437627812,NO
0.16000541320822811,NO
0.06925899194033443,NO
0.08949837603753158,NO
0.06739444243955252,NO
0.07602550222543007,NO
0.11039937447371588,NO
0.1314958498736918,NO
0.16096776133766394,NO
0.2812161674485746,YES
0.33787441356910874,YES
0.3926831468783833,YES
0.2672621195717551,YES
0.1851166847106941,NO
0.19543185372308433,YES
0.11518104174185016,NO
0.2486918080115482,YES
0.12826296162636835,YES
0.14427703596776137,NO
0.14095392758330327,NO
0.10809876097678338,NO
0.13299951882593528,NO
0.23724888728497537,YES
0.08791952363767594,YES
0.12748105377120172,NO
0.04314026223986528,NO
0.11185793335739204,NO
0.027336701551786368,NO
0.03443401900637556,NO
0.0667779381691327,NO
0.01120233369421388,NO
0.24706784554312525,YES
0.1074221099482738,NO
0.11973715866714786,YES
0.08091242632022136,NO
0.2681643209431013,YES
0.09647539997594132,NO
0.06336460964754001,NO
0.09203957656682306,NO
0.07052207386021894,NO
0.009217490677252495,NO
0.12080476362324073,NO
0.06725911223385062,NO
0.10348249729339591,NO
0.19645434861060992,NO
0.06748466257668714,NO
0.1672831709370865,NO
0.38719475520269464,NO
0.20568687597738483,NO
0.2800583423553471,NO
0.10754240346445328,NO
0.06599603031396607,NO
0.1600956333453627,NO
0.5567635029471912,YES
0.1742451581859738,NO
0.386894021412246,YES
0.12238361602309637,NO
0.22391134367857574,NO
0.062477444965716375,NO
0.10423433176951764,NO
0.125345843859016,NO
0.0597257307831108,NO
0.179267412486467,NO
0.11199326356309396,NO
0.2834716708769398,NO
0.48559485143750764,YES
0.5398472272344521,YES
0.5581318416937328,YES
0.41627571273908337,YES
0.24664681823649706,NO
0.3468212438349573,YES
0.12439853241910263,NO
0.19880007217610976,YES
0.10047515938890896,YES
0.1360218934199447,NO
0.12248887284975342,NO
0.08112293997353544,NO
0.11436906050763866,NO
0.16986948153494527,YES
0.09462588716468183,YES
0.11969204859858056,NO
0.06431192108745341,NO
0.10638457837122581,NO
0.04898953446409239,NO
0.06127450980392159,NO
0.08139360038493926,NO
0.02413388668350776,NO
0.14887826296162635,YES
0.09945266450138339,NO
0.10713641284734754,YES
0.06473294839408157,NO
0.17812462408276195,YES
0.05119992782389031,NO
0.05467340310357273,NO
0.09217490677252498,NO
0.09247564056297367,NO
0.05345543125225552,NO
0.08578431372549021,NO
0.03918561289546495,NO
0.12106038734512213,NO
0.16531336460964755,NO
0.06092866594490558,NO
0.34115241188499945,YES
0.6371646818236499,YES
0.616594490556959,YES
0.4550553350174426,YES
0.18101166847106945,NO
0.08246120534103213,NO
0.39008179959100214,YES
0.25460122699386506,NO
0.29547094911584276,YES
0.139630698905329,NO
0.15132924335378325,NO
0.27511127150246606,NO
0.017457596535546734,NO
0.10249007578491522,NO
0.5434259593407915,YES
0.0744466498255744,NO
0.5660561770720558,YES
0.11891014074341395,NO
0.6558101768314688,YES
0.17180921448333936,NO
0.2581498857211597,NO
0.23867737278960668,NO
0.1453446409238542,NO
0.3171388187176712,YES
0.19630398171538554,NO
0.3176199927823891,YES
0.28184770840851686,NO
0.0973776013472874,NO
0.2344069529652352,NO
0.40791531336460973,NO
0.26852520149163966,NO
0.3910591844099604,NO
0.1323529411764706,NO
0.11629375676651028,NO
0.27290087814266817,NO
0.5467641044147721,YES
0.23332431131961986,NO
0.42020028870443893,YES
0.2070702514134488,NO
0.26184891134367866,NO
0.09008480692890655,NO
0.1139179598219656,NO
0.18231986045952125,NO
0.08924275231565021,NO
0.21932515337423314,NO
0.1288945025863106,NO
0.3229580175628534,NO
0.4700018044027428,YES
0.5528389269818358,YES
0.5902051004450861,YES
0.4475069168771804,YES
0.2942379405750031,NO
0.374097798628654,YES
0.2527667508721281,NO
0.14143510164802117,NO
0.06244737158667149,NO
0.2165283291230603,YES
0.5137435342235054,YES
0.46419764224708293,YES
0.3678425357873211,YES
0.12290990015638158,NO
0.04685432455190666,NO
0.3035155780103453,YES
0.20028870443883076,NO
0.20789726933718278,YES
0.08749849633104778,NO
0.18459040057740891,NO
0.24154938048839172,NO
0.07082280765066763,NO
0.09388908937808255,NO
0.41220076987850357,YES
0.06261277517141826,NO
0.40290809575363895,YES
0.06413148081318418,NO
0.47833213039817163,YES
0.13409719716107302,NO
0.22197161073018165,NO
0.21791170455912431,NO
0.11188800673643691,NO
0.23902321664862272,YES
0.14734452063033804,NO
0.3083724287260917,YES
0.22380608685191872,NO
0.027306628172741498,NO
0.1926951762300012,NO
0.3441898231685313,NO
0.18152291591483222,NO
0.35412907494286067,NO
0.08913749548899315,NO
0.09103211836881993,NO
0.22932455190665224,NO
0.4135089618669554,YES
0.17445567183928787,NO
0.35049019607843146,YES
0.17824491759894145,NO
0.2075814988572116,NO
0.051455551545771694,NO
0.027637435342235058,NO
0.12895464934440035,NO
0.06432695777697583,NO
0.20920546132563458,NO
0.10958739323950441,NO
0.22703897509924215,NO
0.34467099723324923,YES
0.42009503187778185,YES
0.40898291832070266,YES
0.39772043786839895,YES
0.24448153494526645,NO
0.2759984361842897,YES
0.2138517983880669,NO
0.2219415373511368,NO
0.057680741008059686,NO
0.20433357392036572,NO
0.36491038133044634,NO
0.20149163960062555,NO
0.3798568507157465,NO
0.06951461566221583,NO
0.09904667388427767,NO
0.24654156140984004,NO
0.607286779742572,YES
0.20815289305906412,NO
0.45340129916997485,YES
0.13295440875736797,NO
0.1497503909539276,NO
0.01557801034524239,NO
0.10794839408155903,NO
0.14720919042463612,NO
0.08449115842656081,NO
0.28067484662576697,NO
0.10349753398291833,NO
0.2735925658607002,NO
0.5574702273547456,YES
0.615000601467581,YES
0.6617195958137857,YES
0.49320341633585957,YES
0.31292854565138944,NO
0.4143810898592567,YES
0.17326777336701557,NO
0.20780704920004814,NO
0.025381931913869848,NO
0.29301996872368585,NO
0.4285306146998678,NO
0.2352339708889691,NO
0.4365000601467582,NO
0.05719956694334176,NO
0.06566522314447251,NO
0.31581559003969695,NO
0.5574100805966559,YES
0.29132082280765076,NO
0.40532900276675093,YES
0.1953717069649946,NO
0.248165523878263,NO
0.08217550824010587,NO
0.039065319379285465,NO
0.12531577047997114,NO
0.021983640081799597,NO
0.21720498015156986,NO
0.062011307590520884,NO
0.3007488271382173,NO
0.5205701912666908,YES
0.5729730542523759,YES
0.5905960543726693,YES
0.4569048478287021,YES
0.37005292914711907,NO
0.36993263563093953,YES
0.2820431853723085,NO
0.1723956453747143,NO
0.05411704559124264,NO
0.1507879225309756,NO
0.35724166967400467,NO
0.22123481294358238,NO
0.29341092265126917,NO
0.03240406592084687,NO
0.07244677011909059,NO
0.19219896547576085,NO
0.5191417057620595,YES
0.15427643450018044,NO
0.38558582942379416,YES
0.15445687477444967,NO
0.19747684349813546,NO
0.07038674365451703,NO
0.05207205581619152,NO
0.1310898592565861,NO
0.057680741008059686,NO
0.1586821845302538,NO
0.054357632623601604,NO
0.27189341994466504,NO
0.4350264645735596,YES
0.49451160832431135,YES
0.5758300252616385,YES
0.3958709250571395,YES
0.220392758330326,NO
0.3261157223625647,YES
0.1708769397329484,NO
0.34431011668471073,NO
0.0823108384458078,NO
0.8863527005894384,YES
0.3681583062672923,YES
0.2591423072296404,YES
0.8879616263683389,YES
0.2149795501022495,NO
0.17038072897870807,NO
0.9277035967761338,YES
0.19722121977625406,NO
0.9218994346204741,YES
0.18310176831468786,NO
0.26778840370504037,NO
0.29574160952724654,NO
0.13133044628894502,NO
0.142397449777457,NO
0.31151509683628054,YES
0.1085047515938891,NO
0.4913087934560328,YES
0.20356670275472158,NO
0.32396547576085655,YES
0.28581739444243964,NO
0.3400246601708169,NO
0.35151269096595694,NO
0.17547816672681346,NO
0.8262209791892218,YES
0.2556537952604355,NO
