50Traced_NONETRACED_SUM_SINGLE_VSM_38_MAX,Associated
0.5329,NO
0.9679,NO
1.4529,NO
1.13,NO
0.8885,NO
1.6323,NO
1.1612,NO
0.6732,NO
0.9529,NO
2.9176,YES
0.6785,NO
2.7198,YES
0.4536,NO
0.6282,NO
0.6602,NO
0.5107,NO
2.2492,NO
0.8888,NO
1.405,NO
0.7605,NO
1.4572,NO
2.9576,YES
2.8710000000000004,YES
3.3887,YES
2.9895,YES
1.4761,NO
2.4863,YES
1.4278,NO
2.5462,YES
1.6125,YES
1.7792,NO
0.489,NO
0.5441,NO
1.5681,NO
2.6092,YES
2.3937,YES
1.2554,NO
0.4756,NO
1.4539,NO
0.6469,NO
0.5411,NO
0.7451,NO
0.6522,NO
2.1974,YES
0.9535,NO
2.5021,YES
0.8418,NO
2.6278,YES
0.4509,NO
0.8408,NO
0.6961,NO
1.1678,NO
0.6156,NO
1.7714,NO
0.9788,NO
1.4514,NO
0.2735,NO
0.6037,NO
1.2033,NO
1.7556,NO
1.3416,NO
1.814,NO
1.1208,NO
0.3614,NO
0.8643,NO
3.7008,YES
0.6486,NO
3.2726,YES
0.2458,NO
0.5163,NO
0.4308,NO
0.3081,NO
2.6974,NO
0.5888,NO
1.7851,NO
0.5627,NO
1.5859,NO
3.6036,YES
3.5953,YES
3.8329,YES
3.6587,YES
1.5658,NO
2.6607,YES
1.4118,NO
2.5358,YES
1.943,YES
2.3152,NO
1.2316,NO
1.2868,NO
2.5605,NO
2.6164,YES
2.273,YES
2.1862,NO
0.235,NO
2.5364,NO
0.3636,NO
1.0448,NO
1.1126,NO
1.0873,NO
1.8004,YES
1.9314,NO
2.2491,YES
1.9052,NO
2.7991,YES
0.8814,NO
0.8368,NO
0.355,NO
0.7421,NO
0.4343,NO
2.8492,NO
0.8328,NO
2.5964,NO
0.3419,NO
0.3189,NO
1.3013,YES
3.7672,YES
4.4195,YES
1.4961,YES
0.6191,NO
0.1879,NO
1.5899,YES
0.5405,NO
1.3236,YES
0.1443,NO
0.4593,NO
0.684,NO
0.5268,NO
0.17300000000000001,NO
4.5799,YES
0.1573,NO
4.3692,YES
0.6668,NO
3.8681,YES
0.6619,NO
0.5443,NO
1.2696,NO
0.3479,NO
1.5913,YES
0.8535,NO
1.3364,YES
0.8689,NO
0.9478,NO
1.0974,NO
1.274,NO
0.9570000000000001,NO
1.2778,NO
1.6936,NO
0.9369,NO
0.4451,NO
3.3881,YES
0.2428,NO
3.0314,YES
0.3699,NO
0.6346,NO
0.5855,NO
0.7638,NO
2.1384,NO
1.1689,NO
1.1222,NO
1.0457,NO
1.2221,NO
3.2055,YES
3.2166,YES
3.5349,YES
3.3226,YES
1.0391,NO
2.2433,YES
1.01,NO
0.6063,NO
0.5067,NO
1.3815,YES
4.0686,YES
4.7317,YES
1.7529,YES
1.1383,NO
0.4841,NO
1.7182,YES
1.6439,NO
1.5430000000000001,YES
1.3361,NO
0.4388,NO
0.7499,NO
0.6798,NO
0.5136,NO
4.9532,YES
0.4739,NO
4.4664,YES
1.112,NO
3.8013,YES
1.9827,NO
1.7893,NO
2.147,NO
1.6469999999999998,NO
1.88,YES
1.1133,NO
1.6023,YES
0.615,NO
0.7371,NO
1.4069,NO
1.2809,NO
1.2770000000000001,NO
1.8268,NO
1.4655,NO
0.7358,NO
0.7440000000000001,NO
3.011,YES
0.9894,NO
2.5352,YES
0.4152,NO
0.4633,NO
0.5473,NO
0.4859,NO
2.0753,NO
0.7634,NO
1.2846,NO
1.0098,NO
1.0333,NO
3.0518,YES
2.8424,YES
3.2199,YES
2.9345,YES
1.6869999999999998,NO
2.0196,YES
1.4719,NO
0.2369,NO
0.5165,NO
1.3433,NO
1.2919999999999998,NO
0.7977,NO
1.9046,NO
0.9146,NO
0.2958,NO
0.9426,NO
3.0809,YES
0.8326,NO
2.7929,YES
0.4032,NO
0.5341,NO
0.4865,NO
0.252,NO
2.1894,NO
0.5214,NO
1.1747,NO
0.461,NO
1.0746,NO
3.0769,YES
2.8822,YES
3.2583,YES
3.1448,YES
1.6473,NO
2.2195,YES
1.3975,NO
0.4041,NO
0.7379,NO
1.2049,NO
1.3617,NO
1.0561,NO
1.9114,NO
1.1284,NO
0.5831,NO
1.104,NO
3.2344,YES
1.0362,NO
3.185,YES
0.3964,NO
0.489,NO
0.5417,NO
0.3057,NO
2.1645,NO
0.7463,NO
1.2885,NO
0.7364,NO
1.1053,NO
3.4883,YES
3.2901,YES
3.4294,YES
3.4871,YES
1.6851,NO
2.3576,YES
1.6456,NO
0.3327,NO
0.4635,NO
0.6639,NO
1.11,NO
0.7424,NO
0.9621,NO
0.9606,NO
0.4045,NO
0.3896,NO
2.8028,YES
0.2094,NO
2.9413,YES
0.4322,NO
0.68,NO
0.6168,NO
0.4143,NO
1.7502,NO
0.6341,NO
0.7521,NO
0.3608,NO
0.8232,NO
2.9339,YES
3.0,YES
3.0031,YES
3.0672,YES
0.7366,NO
1.7801,YES
0.7761,NO
0.6444,NO
0.515,NO
4.8411,YES
1.1984,YES
1.8635,YES
5.8376,YES
1.0264,NO
0.6048,NO
4.7363,YES
0.3043,NO
5.4272,YES
0.2853,NO
0.9021,NO
0.81,NO
0.7407,NO
0.5945,NO
2.5948,YES
0.7883,NO
2.5961,YES
1.1746,NO
1.1945,YES
1.6555,NO
0.3601,NO
2.1336,NO
0.8866,NO
5.4427,YES
2.0058,NO
5.2673,YES
0.3336,NO
0.4949,NO
2.7311,YES
1.055,NO
1.4537,NO
3.1208,YES
0.6369,NO
0.1097,NO
3.4518,YES
0.191,NO
2.8468,YES
0.2681,NO
1.1797,NO
1.0783,NO
1.1340000000000001,NO
0.1982,NO
2.2342,NO
0.1691,NO
1.965,NO
0.4574,NO
1.3298,NO
1.0075,NO
0.4064,NO
1.535,NO
0.4935,NO
2.8086,YES
1.1802,NO
3.2555,YES
0.4162,NO
0.8666,NO
3.4107,YES
4.6093,YES
5.1618,YES
3.9623,YES
1.1295,NO
0.4838,NO
3.363,YES
2.4689,NO
3.4776,YES
2.3669,NO
1.2419,NO
1.6929,NO
1.3817,NO
0.2825,NO
6.0452,YES
0.6811,NO
5.0652,YES
1.1023,NO
4.2787,YES
3.2046,NO
2.4579,NO
3.7102,NO
2.8764,NO
3.6487,YES
2.7115,NO
3.9465,YES
0.1636,NO
0.465,NO
3.3469,YES
0.9631,NO
1.5385,NO
4.4198,YES
0.9301,NO
0.2612,NO
3.947,YES
1.2434,NO
3.6483,YES
0.7819,NO
0.9517,NO
0.5323,NO
0.7193,NO
0.1775,NO
2.4255,NO
0.2333,NO
2.2209,NO
0.7509999999999999,NO
1.4851,NO
2.0034,NO
1.1397,NO
2.7999,NO
1.4181,NO
3.8039,YES
2.4316,NO
4.2929,YES
0.9627,NO
0.8716,NO
1.881,YES
4.4363,YES
4.9719999999999995,YES
1.9439,YES
1.4482,NO
0.7494,NO
2.0862,YES
1.0368,NO
1.7064,YES
0.8664,NO
1.8533,NO
2.2292,NO
2.0478,NO
0.6652,NO
5.745,YES
0.7377,NO
4.9889,YES
1.4088,NO
4.3199,YES
1.2623,NO
0.9678,NO
1.7268,NO
1.0064,NO
2.0581,YES
1.2928,NO
2.4095,YES
2.5493,YES
1.7486,YES
1.1757,NO
0.8072,NO
0.9876,NO
1.0492,NO
2.9285,YES
2.4945,YES
0.9625,NO
0.46,NO
1.1765,NO
0.7887,NO
1.3134,NO
1.4982,NO
1.5304,NO
1.6389,YES
1.4178,NO
2.4052,YES
0.9946,NO
2.8532,YES
0.5922,NO
0.8485,NO
0.5212,NO
0.8266,NO
0.8447,NO
1.165,NO
0.3803,NO
1.6311,NO
0.5481,NO
0.5806,NO
5.6621,YES
1.4868,YES
1.9132,YES
7.2901,YES
1.3326,NO
0.3781,NO
5.7429,YES
0.9013,NO
6.5167,YES
0.5022,NO
2.1209,NO
1.8248,NO
1.8481,NO
0.2686,NO
3.3791,YES
0.4069,NO
3.1666,YES
1.2429999999999999,NO
1.2256,YES
2.1863,NO
0.5665,NO
2.7035,NO
1.2617,NO
6.7881,YES
2.5980000000000003,NO
7.1008,YES
0.6062,NO
0.701,NO
4.2534,YES
1.715,YES
2.2234,YES
5.9327,YES
1.3951,NO
0.5438,NO
4.907,YES
0.7911,NO
5.4498,YES
0.6441,NO
1.3004,NO
1.0017,NO
1.1618,NO
0.3419,NO
3.1314,YES
0.5045,NO
2.9614,YES
1.2433,NO
1.4767,YES
2.0779,NO
0.7867,NO
2.3304,NO
1.3717,NO
5.4463,YES
1.6455,NO
5.7569,YES
0.3616,NO
0.573,NO
5.1701,YES
1.0525,YES
1.1498,YES
6.4012,YES
0.9417,NO
0.3352,NO
4.7019,YES
1.3369,NO
5.3964,YES
0.9236,NO
1.0634,NO
1.042,NO
0.83,NO
0.2499,NO
2.6325,YES
0.5770000000000001,NO
2.4417,YES
0.9039,NO
1.0115,YES
2.301,NO
1.0494,NO
3.0593,NO
1.6795,NO
5.8639,YES
2.9975,NO
5.6686,YES
0.4253,NO
0.6014,NO
4.1879,YES
1.1717,YES
1.6765,YES
5.292000000000001,YES
0.9228,NO
0.3285,NO
4.8569,YES
0.5231,NO
4.9234,YES
0.606,NO
1.8099,NO
1.4765,NO
1.5498,NO
0.1854,NO
2.7586,YES
0.35600000000000004,NO
2.4676,YES
0.8756,NO
1.2513,YES
1.7831,NO
0.5726,NO
2.3437,NO
1.0338,NO
4.822,YES
2.1127,NO
5.4726,YES
0.7393,NO
0.736,NO
1.1217,YES
3.8892,YES
4.2914,YES
1.1178,YES
0.951,NO
0.523,NO
1.4702,YES
0.7978,NO
