50Traced_NONETRACED_SUM_SINGLE_LSA_92_MAX,Associated
0.9607,NO
1.2501,NO
0.3881,NO
1.1749,NO
0.5447,NO
1.2166,NO
1.0590000000000002,NO
0.6759,NO
0.6666,NO
3.1065,YES
0.6558,NO
2.8174,YES
0.2988,NO
0.6478,NO
0.3026,NO
0.7826,NO
1.1792,NO
0.7201,NO
1.0295,NO
0.7901,NO
0.3411,NO
4.107,YES
3.5596,YES
3.2214,YES
3.0519,YES
0.4145,NO
3.8762,YES
0.3309,NO
3.0247,YES
3.1034,YES
1.2498,NO
0.6356,NO
0.5429,NO
1.3641,NO
2.3529,YES
2.9351,YES
1.1968,NO
0.359,NO
1.3403,NO
0.3447,NO
0.7677,NO
0.7156,NO
0.9174,NO
3.0858,YES
0.3474,NO
3.0926,YES
0.9455,NO
3.2861,YES
0.613,NO
0.519,NO
0.5934,NO
0.7555,NO
0.35200000000000004,NO
1.3804,NO
1.0452,NO
1.1591,NO
0.5171,NO
0.9311,NO
0.7856,NO
1.3405,NO
0.7488,NO
1.3741,NO
0.8625,NO
0.3223,NO
1.0558,NO
2.9182,YES
1.0368,NO
2.7103,YES
0.6965,NO
0.9351,NO
0.7018,NO
0.4195,NO
1.0289,NO
0.3652,NO
1.0399,NO
0.6384,NO
0.4271,NO
3.5966,YES
3.3534,YES
2.8052,YES
2.8387,YES
0.7777,NO
3.6225,YES
0.7811,NO
2.6502,YES
3.2399,YES
2.0621,NO
1.5876,NO
1.3913,NO
2.4273,NO
2.9007,YES
2.6317,YES
1.8876,NO
1.2589,NO
1.8869,NO
1.1552,NO
1.4011,NO
1.3804,NO
1.3417,NO
2.8258,YES
1.7961,NO
2.7828,YES
2.1341,NO
3.0635,YES
1.5286,NO
1.8426,NO
1.8526,NO
1.4028,NO
1.45,NO
2.3234,NO
2.2342,NO
1.4337,NO
0.3491,NO
0.5742,NO
1.8244,YES
3.595,YES
3.7426,YES
1.9279,YES
0.7812,NO
0.2781,NO
1.5883,YES
0.3847,NO
1.5981,YES
0.1747,NO
1.073,NO
0.5096,NO
0.8786,NO
0.3486,NO
4.0931,YES
0.3518,NO
4.7448,YES
0.7568,NO
4.1572,YES
0.6156,NO
1.0984,NO
0.9942,NO
0.5944,NO
1.5454,YES
0.6446,NO
1.3802,YES
0.2786,NO
0.5993,NO
0.479,NO
1.311,NO
0.6918,NO
1.1766,NO
0.5892,NO
0.1378,NO
0.8883,NO
2.6695,YES
0.8539,NO
2.4411,YES
0.5973,NO
0.6964,NO
0.644,NO
0.1705,NO
1.1472,NO
0.1473,NO
0.9864,NO
0.3994,NO
0.424,NO
3.4704,YES
3.2587,YES
2.6329,YES
2.5879,YES
0.5558,NO
3.2817,YES
0.7657,NO
0.2753,NO
0.8752,NO
1.7922,YES
4.1887,YES
3.8098,YES
2.0715,YES
0.9872,NO
0.1183,NO
1.3564,YES
2.2159999999999997,NO
1.6497,YES
1.7477,NO
0.5498,NO
0.4725,NO
0.4558,NO
0.2228,NO
4.2916,YES
0.2307,NO
4.7546,YES
0.5032,NO
3.8519,YES
2.7811,NO
3.0842,NO
2.4913,NO
2.2077,NO
1.4673,YES
2.5663,NO
1.0442,YES
0.7769,NO
1.1943,NO
0.8668,NO
1.4489,NO
0.9876,NO
1.8031,NO
1.0989,NO
0.5011,NO
1.3297,NO
2.7246,YES
1.3534,NO
2.6768,YES
0.9001,NO
1.1420000000000001,NO
0.8199,NO
0.547,NO
1.1972,NO
0.5956,NO
1.3511,NO
0.7192,NO
0.6802,NO
3.5532,YES
3.3793,YES
2.7437,YES
2.9003,YES
0.9387,NO
3.3864,YES
0.9912,NO
0.6031,NO
0.9801,NO
1.1472,NO
1.4904,NO
0.8757,NO
2.0863,NO
1.0723,NO
0.3295,NO
1.51,NO
3.2079,YES
1.7195,NO
2.8406,YES
0.6707,NO
0.6517,NO
0.4537,NO
0.3806,NO
1.454,NO
