50Traced_NONETRACED_MAX_MULTI_LSA_87_MEDIAN,Associated
0.32,NO
0.2574,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1745,NO
0.4753,NO
1.0,YES
0.1782,NO
1.0,YES
0.3353,NO
0.35200000000000004,NO
0.2223,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2574,NO
0.3438,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.314,NO
1.0,YES
0.2156,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2113,NO
0.7571,YES
0.7333,YES
0.2796,NO
0.1939,NO
0.2796,NO
0.1939,NO
0.3148,NO
0.3413,NO
0.1953,NO
0.8269,YES
0.2796,NO
1.0,YES
0.1687,NO
1.0,YES
0.127,NO
0.1939,NO
0.1939,NO
0.1597,NO
0.1939,NO
0.2189,NO
0.2142,NO
0.2796,NO
0.3088,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.3753,NO
0.6333,NO
0.4164,NO
0.1066,NO
0.4753,NO
1.0,YES
0.3753,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.3765,NO
0.1755,NO
0.3438,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.303,NO
1.0,YES
0.3753,NO
0.9153,YES
1.0,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2479,NO
0.3908,YES
0.6779999999999999,YES
0.3559,NO
0.316,NO
0.3559,NO
0.2251,NO
0.3845,NO
0.285,NO
0.2386,NO
1.0,YES
0.3559,NO
0.904,YES
0.2148,NO
1.0,YES
0.1617,NO
0.316,NO
0.316,NO
0.316,NO
0.2251,NO
0.2455,NO
0.2251,NO
0.3559,NO
0.3229,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1691,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.3877,NO
0.3877,NO
0.2412,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.2838,NO
1.0,YES
0.32,NO
0.1493,NO
0.3565,NO
0.5352,NO
0.3132,NO
0.3946,NO
0.2831,NO
0.2102,NO
0.4052,NO
1.0,YES
0.21100000000000002,NO
0.6231,YES
0.3166,NO
0.3673,NO
0.19699999999999998,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2866,NO
0.3132,NO
1.0,YES
1.0,YES
1.0,YES
0.9481,YES
0.314,NO
0.9481,YES
0.2044,NO
0.3229,NO
0.0774,NO
0.2644,YES
