50Traced_NONETRACED_SUM_SINGLE_LSA_75_MAX,Associated
0.8165,NO
0.9597,NO
0.5252,NO
1.0809,NO
1.0434,NO
1.493,NO
1.3926,NO
0.6959,NO
0.6986,NO
3.2034,YES
0.4374,NO
3.6679,YES
0.6756,NO
0.6228,NO
0.6445,NO
0.5998,NO
1.2088,NO
0.8364,NO
0.594,NO
0.9913,NO
1.1465,NO
3.7372,YES
3.8089,YES
3.4928,YES
3.5943,YES
0.4718,NO
3.0131,YES
1.0358,NO
1.8175,YES
1.4163,YES
1.2961,NO
1.0719,NO
0.8723,NO
1.3130000000000002,NO
1.7171,YES
2.3741,YES
1.4878,NO
0.3289,NO
1.3469,NO
0.5402,NO
1.1345,NO
1.2315,NO
1.1439,NO
2.3091,YES
0.8370000000000001,NO
1.7846,YES
1.0337,NO
2.2843,YES
0.6558,NO
0.7563,NO
0.6534,NO
1.0567,NO
0.6993,NO
1.3005,NO
0.6367,NO
1.0624,NO
0.4493,NO
0.6454,NO
0.5786,NO
0.7148,NO
0.6859999999999999,NO
1.7108,NO
0.8771,NO
0.1595,NO
0.7787,NO
2.9347,YES
0.5084,NO
3.3162,YES
0.4935,NO
0.3428,NO
0.3995,NO
0.1919,NO
0.8243,NO
0.5099,NO
0.2239,NO
0.4212,NO
0.9752,NO
3.5119,YES
3.4621,YES
3.2789,YES
3.3354,YES
0.5451,NO
2.8280000000000003,YES
1.1002,NO
1.6897,YES
1.2547,YES
1.0648,NO
0.6117,NO
0.6283,NO
1.6288,NO
1.6693,YES
2.5634,YES
0.9949,NO
0.2761,NO
1.1337,NO
0.6329,NO
0.2656,NO
0.2744,NO
0.2075,NO
1.8133,YES
1.1698,NO
1.8514,YES
0.8519,NO
2.3653,YES
0.6938,NO
0.8902,NO
0.7671,NO
0.6922,NO
0.7584,NO
1.39,NO
0.7462,NO
1.2113,NO
0.264,NO
0.4187,NO
1.3107,YES
3.7011,YES
4.2522,YES
1.4381,YES
0.5886,NO
0.0307,NO
1.3067,YES
0.2883,NO
1.8980000000000001,YES
0.5046,NO
0.3467,NO
0.5527,NO
0.4004,NO
0.3071,NO
4.1583,YES
0.1427,NO
4.3071,YES
0.1732,NO
3.8042,YES
0.9178,NO
0.5632,NO
1.1521,NO
0.768,NO
1.551,YES
0.6209,NO
1.6733,YES
0.9438,NO
0.8664,NO
0.1975,NO
0.8365,NO
0.6152,NO
0.9447,NO
1.1446,NO
0.7836,NO
0.5583,NO
2.9974,YES
0.1577,NO
3.2409,YES
0.7143,NO
0.7457,NO
0.7298,NO
0.5496,NO
0.7756,NO
0.9632,NO
0.2563,NO
1.0786,NO
0.7546,NO
3.1895,YES
3.3063,YES
2.9151,YES
3.1081,YES
0.2226,NO
2.6234,YES
0.579,NO
0.7742,NO
1.0070000000000001,NO
1.0624,YES
3.9197,YES
3.9548,YES
1.5609,YES
1.1453,NO
0.3233,NO
1.6145,YES
2.0826,NO
1.4471,YES
2.1876,NO
1.1858,NO
1.3519999999999999,NO
1.2989,NO
0.4757,NO
3.7932,YES
0.5152,NO
3.6879,YES
0.6242,NO
3.3715,YES
2.5806,NO
2.2753,NO
2.3882,NO
2.184,NO
1.4042,YES
1.6096,NO
1.5275,YES
0.7384,NO
0.8363,NO
0.8111,NO
1.4776,NO
1.0654,NO
1.5354,NO
1.3438,NO
0.5492,NO
