50Traced_NONETRACED_SUM_RAW_LSA_98_MEDIAN,Associated
0.7221,NO
0.3301,NO
0.5624,NO
0.9514,NO
0.1226,NO
0.6940000000000001,NO
0.4687,NO
0.4053,NO
0.3361,NO
2.6462,YES
0.3401,NO
1.6371,YES
0.3218,NO
0.2674,NO
0.2223,NO
0.41100000000000003,NO
0.4274,NO
0.4279,NO
0.317,NO
0.2179,NO
0.4303,NO
2.4534,YES
2.5361,YES
3.1789,YES
2.4156,YES
0.3255,NO
3.1255,YES
0.3851,NO
1.5599,YES
0.4254,YES
0.3362,NO
0.2525,NO
0.2382,NO
0.3829,NO
1.4437,YES
2.205,YES
0.287,NO
0.39399999999999996,NO
0.3569,NO
0.3211,NO
0.3287,NO
0.4311,NO
0.163,NO
0.7192,YES
0.2897,NO
2.2166,YES
0.2916,NO
0.5906,YES
0.2664,NO
0.2513,NO
0.4516,NO
0.5041,NO
0.2267,NO
0.3328,NO
0.4172,NO
0.4126,NO
0.3096,NO
0.1709,NO
0.5891,NO
0.4368,NO
0.2327,NO
0.5079,NO
0.3325,NO
0.2317,NO
0.4531,NO
1.4517,YES
0.4644,NO
1.0484,YES
0.2244,NO
0.2168,NO
0.2136,NO
0.1946,NO
0.1937,NO
0.2603,NO
0.2256,NO
0.1755,NO
0.2202,NO
1.205,YES
1.5562,YES
1.8365,YES
1.4344,YES
0.2396,NO
1.6477,YES
0.39899999999999997,NO
0.8581,YES
0.2703,YES
0.4448,NO
0.3129,NO
0.2916,NO
0.5612,NO
1.2565,YES
1.4692,YES
0.4027,NO
0.1989,NO
0.5898,NO
0.2443,NO
0.2833,NO
0.3171,NO
0.2075,NO
0.439,YES
0.5587,NO
1.5231,YES
0.4172,NO
0.4246,YES
0.2691,NO
0.2259,NO
0.4025,NO
0.3798,NO
0.2869,NO
0.3659,NO
0.3545,NO
0.4805,NO
0.2164,NO
0.0695,NO
0.8963,YES
1.9896,YES
1.9453,YES
1.4165,YES
0.5349,NO
0.1956,NO
0.8463,YES
0.4501,NO
1.1511,YES
0.2914,NO
0.5005,NO
0.4128,NO
0.3327,NO
0.1797,NO
1.7926,YES
0.35600000000000004,NO
1.5041,YES
0.1607,NO
1.933,YES
0.4059,NO
0.4534,NO
0.6672,NO
0.256,NO
0.6738,YES
0.8614,NO
0.9162,YES
0.5316,NO
0.319,NO
0.6798,NO
0.9667,NO
0.2709,NO
0.9074,NO
0.7040000000000001,NO
0.5099,NO
0.6811,NO
2.8178,YES
0.6768,NO
2.3861,YES
0.445,NO
0.1797,NO
0.1689,NO
0.322,NO
0.4167,NO
0.5394,NO
0.3611,NO
0.2624,NO
0.2798,NO
2.0666,YES
2.7560000000000002,YES
3.5239999999999996,YES
2.6482,YES
0.2933,NO
2.8842,YES
0.7946,NO
0.2533,NO
0.2309,NO
0.7392,YES
2.6174,YES
1.8823,YES
0.9817,YES
0.5726,NO
0.3176,NO
0.584,YES
0.6748,NO
0.7127,YES
0.2272,NO
