50Traced_NONETRACED_MAX_MULTI_LSA_24_MAX,Associated
0.32,NO
0.0731,NO
0.5722,NO
0.3093,NO
0.2804,NO
0.4162,NO
0.4164,NO
0.1187,NO
0.3138,NO
1.0,YES
0.2323,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2223,NO
0.3282,NO
0.2804,NO
0.318,NO
0.3529,NO
0.2179,NO
0.2383,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2304,NO
0.2165,NO
0.3034,NO
1.0,YES
1.0,YES
0.2287,NO
0.2425,NO
0.2069,NO
0.1789,NO
0.1797,NO
0.3413,NO
0.1551,NO
0.8269,YES
0.2165,NO
0.904,YES
0.2165,NO
1.0,YES
0.2165,NO
0.2425,NO
0.2104,NO
0.1789,NO
0.126,NO
0.2287,NO
0.2142,NO
0.1865,NO
0.3088,NO
0.1534,NO
0.3097,NO
0.4029,NO
0.271,NO
0.4016,NO
0.3258,NO
0.1133,NO
0.3028,NO
1.0,YES
0.3753,NO
1.0,YES
0.21,NO
0.3673,NO
0.2728,NO
0.3167,NO
0.36,NO
0.3069,NO
0.3753,NO
0.1755,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
0.5412,YES
0.2866,NO
1.0,YES
0.2372,NO
1.0,YES
0.5161,YES
0.3356,NO
0.2304,NO
0.2013,NO
0.2862,NO
0.5161,YES
0.6779999999999999,YES
0.2344,NO
0.0952,NO
0.2528,NO
0.1189,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.4268,YES
0.2013,NO
0.904,YES
0.2013,NO
1.0,YES
0.2013,NO
0.1251,NO
0.2104,NO
0.1267,NO
0.1053,NO
0.2455,NO
0.1366,NO
0.2528,NO
0.27,NO
0.1089,NO
0.5033,YES
1.0,YES
0.7917,YES
0.6382,YES
0.2651,NO
0.1691,NO
0.5227,YES
0.3816,NO
1.0,YES
0.254,NO
0.2165,NO
0.3522,NO
0.1934,NO
0.1182,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.254,NO
0.5820000000000001,YES
0.4382,NO
0.4367,YES
0.3071,NO
0.0732,NO
0.5722,NO
0.3701,NO
0.3132,NO
0.2822,NO
0.4164,NO
0.2102,NO
0.2127,NO
1.0,YES
0.2137,NO
1.0,YES
0.3104,NO
0.3824,NO
0.3166,NO
0.2225,NO
0.36,NO
0.2498,NO
0.3132,NO
0.2866,NO
0.3132,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.1741,NO
0.0774,NO
0.2644,YES
0.6115,YES
0.5392,YES
0.3353,YES
0.1621,NO
0.11800000000000001,NO
0.2746,YES
0.4608,NO
0.5253,YES
0.4608,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1513,NO
0.6115,YES
0.1573,NO
0.6115,YES
0.174,NO
0.6115,YES
0.4608,NO
0.4608,NO
0.3496,NO
0.1342,NO
0.3057,YES
0.2619,NO
0.2294,YES
0.2241,NO
0.08199999999999999,NO
0.5722,NO
0.3065,NO
0.2405,NO
0.3327,NO
0.4164,NO
0.1536,NO
0.3877,NO
1.0,YES
0.3327,NO
1.0,YES
0.3323,NO
0.4316,NO
0.4316,NO
0.1207,NO
0.2489,NO
0.1164,NO
0.2489,NO
0.2256,NO
0.2489,NO
0.7607,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3877,NO
0.32,NO
0.1871,NO
0.5722,NO
0.3237,NO
0.1809,NO
0.4162,NO
0.4164,NO
0.1871,NO
0.3905,NO
1.0,YES
0.3237,NO
1.0,YES
0.3104,NO
0.3824,NO
0.1069,NO
0.3282,NO
0.2626,NO
0.318,NO
0.3529,NO
0.1871,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3271,NO
0.32,NO
0.2435,NO
0.5722,NO
0.4809,NO
0.2688,NO
0.4162,NO
0.4164,NO
0.2435,NO
0.3138,NO
1.0,YES
0.4809,NO
1.0,YES
0.3104,NO
0.3824,NO
0.3649,NO
0.3282,NO
0.3827,NO
0.318,NO
0.4809,NO
0.2435,NO
0.3827,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3071,NO
0.2562,NO
0.2714,NO
0.4029,NO
0.267,NO
0.3083,NO
0.3258,NO
0.2562,NO
0.2324,NO
1.0,YES
0.3649,NO
1.0,YES
0.282,NO
0.3673,NO
0.3221,NO
0.2431,NO
0.3847,NO
0.2355,NO
0.3847,NO
0.2562,NO
0.3847,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.2351,NO
1.0,YES
0.182,NO
0.3618,NO
0.2465,NO
1.0,YES
0.5061,YES
0.2829,YES
1.0,YES
0.4093,NO
0.2465,NO
1.0,YES
0.2378,NO
1.0,YES
0.1578,NO
0.4524,NO
0.474,NO
0.3885,NO
0.2771,NO
0.4049,YES
0.2212,NO
0.5522,YES
0.2538,NO
0.3831,YES
0.256,NO
0.3547,NO
0.6069,NO
0.242,NO
1.0,YES
0.578,NO
1.0,YES
0.3527,NO
0.1547,NO
0.7090000000000001,YES
0.2789,NO
0.2717,NO
1.0,YES
0.2853,NO
0.1329,NO
0.9051,YES
0.2942,NO
1.0,YES
0.2942,NO
0.4413,NO
0.3203,NO
0.2648,NO
0.1965,NO
0.3163,NO
0.1398,NO
0.509,NO
0.1807,NO
0.3894,NO
0.2942,NO
0.2942,NO
0.4303,NO
0.24,NO
1.0,YES
0.5562,NO
0.7318,YES
0.3229,NO
0.2331,NO
0.583,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.2331,NO
0.6149,YES
0.5486,NO
1.0,YES
0.5486,NO
0.3581,NO
0.4651,NO
0.4651,NO
0.1928,NO
1.0,YES
0.2299,NO
1.0,YES
0.2544,NO
1.0,YES
0.5486,NO
0.5486,NO
0.4856,NO
0.2229,NO
0.6149,YES
0.4382,NO
0.6149,YES
0.2442,NO
0.1646,NO
0.6838,YES
0.44,NO
0.2459,NO
0.6838,YES
0.2752,NO
0.153,NO
0.784,YES
0.5177,NO
0.6707,YES
0.5177,NO
0.2244,NO
0.3191,NO
0.1542,NO
0.1895,NO
0.3158,NO
0.1654,NO
0.4421,NO
0.1664,NO
0.3382,NO
0.2612,NO
0.5177,NO
0.5289,NO
0.5177,NO
1.0,YES
0.5169,NO
0.7795,YES
0.1918,NO
0.1184,NO
0.1804,YES
1.0,YES
1.0,YES
0.1561,YES
0.1188,NO
0.1184,NO
0.2096,YES
0.1827,NO
0.2445,YES
0.1087,NO
0.21,NO
0.2728,NO
0.2728,NO
0.1349,NO
1.0,YES
0.0614,NO
0.5498,YES
0.1347,NO
0.7878,YES
0.1827,NO
0.1193,NO
0.1471,NO
0.0949,NO
0.1829,YES
0.1602,NO
0.1428,YES
1.0,YES
1.0,YES
0.3634,NO
0.2304,NO
0.1676,NO
0.2004,NO
1.0,YES
1.0,YES
0.1404,NO
0.2457,NO
0.1517,NO
0.2457,NO
0.3471,NO
0.4028,NO
0.4028,NO
0.8269,YES
0.1676,NO
0.904,YES
0.1676,NO
1.0,YES
0.1676,NO
0.124,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.2189,NO
0.2142,NO
0.2023,NO
0.3618,NO
0.1291,NO
1.0,YES
0.5502,YES
0.3075,YES
1.0,YES
0.4093,NO
0.1329,NO
1.0,YES
0.4779,NO
1.0,YES
0.4779,NO
0.4524,NO
0.474,NO
0.2024,NO
0.2771,NO
0.4049,YES
0.1411,NO
0.5522,YES
0.2433,NO
0.3831,YES
0.256,NO
0.4779,NO
0.6069,NO
0.4779,NO
1.0,YES
0.578,NO
1.0,YES
0.3203,NO
0.1291,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.245,NO
1.0,YES
0.5579999999999999,NO
1.0,YES
0.5579999999999999,NO
0.2976,NO
0.3865,NO
0.3865,NO
0.2771,NO
0.4942,YES
0.2912,NO
1.0,YES
0.3341,NO
0.4542,YES
0.3369,NO
0.5579999999999999,NO
0.6069,NO
0.5579999999999999,NO
1.0,YES
0.578,NO
1.0,YES
0.3618,NO
0.1494,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4093,NO
0.1622,NO
0.9273,YES
0.4318,NO
1.0,YES
0.4318,NO
0.4524,NO
0.474,NO
0.18,NO
0.2034,NO
0.4942,YES
0.1975,NO
1.0,YES
0.1845,NO
0.4542,YES
0.4318,NO
0.462,NO
0.5289,NO
0.242,NO
1.0,YES
0.5562,NO
1.0,YES
0.3618,NO
0.1291,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4093,NO
0.1287,NO
1.0,YES
0.3027,NO
1.0,YES
0.1702,NO
0.4524,NO
0.474,NO
0.4412,NO
0.1911,NO
0.4942,YES
0.1767,NO
1.0,YES
0.308,NO
0.4542,YES
0.3369,NO
0.462,NO
0.5187,NO
0.2335,NO
1.0,YES
0.5104,NO
1.0,YES
0.27,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.1109,NO
0.5227,YES
0.415,NO
1.0,YES
0.415,NO
0.2488,NO
0.3522,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1669,NO
1.0,YES
0.1512,NO
1.0,YES
0.415,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4382,NO
0.4367,YES
0.27,NO
0.10300000000000001,NO
0.4751,YES
1.0,YES
1.0,YES
0.4751,YES
0.1912,NO
0.1037,NO
0.4751,YES
0.3569,NO
0.6109,YES
0.3569,NO
0.1816,NO
0.2713,NO
0.11800000000000001,NO
0.1825,NO
1.0,YES
0.1772,NO
0.7959999999999999,YES
0.1414,NO
0.7878,YES
0.2087,NO
0.3569,NO
0.4471,NO
0.3569,NO
0.4751,YES
0.4382,NO
0.3189,YES
0.2897,NO
0.1362,NO
0.2784,NO
0.2858,NO
0.2437,NO
0.301,NO
0.3122,NO
0.1439,NO
0.3341,NO
0.2363,NO
0.301,NO
0.1406,NO
0.6313,YES
0.7168,YES
0.7168,YES
0.1182,NO
0.2439,NO
0.1711,NO
0.2437,NO
0.1963,NO
0.2437,NO
0.2363,NO
0.2708,NO
0.2286,NO
0.1227,NO
0.3341,NO
0.1836,NO
0.368,NO
0.9589,YES
1.0,YES
0.3151,NO
0.1989,NO
0.1921,NO
0.2004,NO
1.0,YES
1.0,YES
0.1287,NO
0.2608,NO
0.1989,NO
0.1784,NO
0.2127,NO
0.3413,NO
0.2437,NO
0.8269,YES
0.1921,NO
0.8716,YES
0.1989,NO
1.0,YES
0.1607,NO
0.2608,NO
0.1704,NO
0.1522,NO
0.1354,NO
0.2189,NO
0.2142,NO
0.124,NO
0.2323,NO
0.1476,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.1476,NO
0.5227,YES
0.3816,NO
1.0,YES
0.2467,NO
0.2926,NO
0.3522,NO
0.2212,NO
0.1349,NO
1.0,YES
0.138,NO
1.0,YES
0.1526,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.2467,NO
0.5820000000000001,YES
0.2869,NO
0.4367,YES
0.9589,YES
1.0,YES
0.3473,NO
0.275,NO
0.2043,NO
0.295,NO
1.0,YES
1.0,YES
0.2011,NO
0.1823,NO
0.275,NO
0.1823,NO
0.2514,NO
0.3413,NO
0.2938,NO
0.8269,YES
0.2043,NO
0.8716,YES
0.275,NO
1.0,YES
0.2043,NO
0.1823,NO
0.1823,NO
0.1823,NO
0.1087,NO
0.2205,NO
0.2142,NO
0.2011,NO
0.32,NO
0.0659,NO
0.2809,NO
0.4029,NO
0.282,NO
0.4162,NO
0.2831,NO
0.175,NO
0.3138,NO
1.0,YES
0.2269,NO
1.0,YES
0.2977,NO
0.3673,NO
0.2504,NO
0.3282,NO
0.282,NO
0.318,NO
0.3529,NO
0.2582,NO
0.282,NO
1.0,YES
1.0,YES
0.7587,YES
0.5193,YES
0.2351,NO
0.5682,YES
0.2458,NO
1.0,YES
0.2856,YES
0.2823,NO
0.2304,NO
0.1155,NO
0.1546,NO
0.8057,YES
0.6779999999999999,YES
0.1546,NO
0.2015,NO
0.2067,NO
0.1388,NO
0.1763,NO
0.2534,NO
0.2289,NO
0.2833,YES
0.128,NO
0.904,YES
0.2067,NO
1.0,YES
0.128,NO
0.2015,NO
0.2104,NO
0.1388,NO
0.1046,NO
0.1546,NO
0.1388,NO
0.1076,NO
0.3765,NO
0.0731,NO
0.5722,NO
0.2888,NO
0.1897,NO
0.26,NO
0.4164,NO
0.2553,NO
0.2445,NO
1.0,YES
0.2888,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2176,NO
0.1207,NO
0.1897,NO
0.3404,NO
0.2888,NO
0.3765,NO
0.16899999999999998,NO
0.6992,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3251,NO
