50Traced_NONETRACED_MAX_RAW_LSA_99_MAX,Associated
0.1548,NO
0.1687,NO
0.1144,NO
0.2164,NO
0.0949,NO
0.1078,NO
0.1548,NO
0.1548,NO
0.1689,NO
0.4371,YES
0.1078,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1733,NO
0.1687,NO
0.1663,NO
0.2179,NO
0.1147,NO
0.4096,YES
1.0,YES
1.0,YES
0.4096,YES
0.1573,NO
1.0,YES
0.1205,NO
0.4428,YES
0.3715,YES
0.3362,NO
0.1659,NO
0.1148,NO
0.1778,NO
1.0,YES
0.3413,YES
0.1778,NO
0.1474,NO
0.1318,NO
0.1058,NO
0.1797,NO
0.1835,NO
0.1835,NO
1.0,YES
0.1659,NO
0.4035,YES
0.1659,NO
0.3715,YES
0.1659,NO
0.1474,NO
0.1156,NO
0.1474,NO
0.1474,NO
0.1903,NO
0.1474,NO
0.1659,NO
0.1553,NO
0.1731,NO
0.1694,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1465,NO
0.092,NO
0.2187,NO
1.0,YES
0.1694,NO
0.2015,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1731,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.4465,YES
1.0,YES
1.0,YES
0.4064,YES
0.1694,NO
1.0,YES
0.2137,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.1841,NO
0.1501,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.0978,NO
1.0,YES
0.1268,NO
1.0,YES
0.0678,NO
0.1841,NO
0.1355,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1489,NO
0.0724,NO
0.0244,NO
0.2372,YES
0.4216,YES
0.3497,YES
0.2372,YES
0.1088,NO
0.0371,NO
0.2372,YES
0.1531,NO
0.2111,YES
0.1443,NO
0.2165,NO
0.2037,NO
0.2037,NO
0.1088,NO
0.4156,YES
0.0556,NO
0.4216,YES
0.1417,NO
0.3354,YES
0.1335,NO
0.0968,NO
0.1439,NO
0.1531,NO
0.2372,YES
0.1531,NO
0.3354,YES
0.1926,NO
0.1926,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1926,NO
0.1926,NO
0.1458,NO
1.0,YES
0.1577,NO
0.2904,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.054000000000000006,NO
0.2067,NO
0.0959,NO
0.1082,NO
0.2019,NO
0.1293,NO
1.0,YES
0.4997,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.0979,NO
0.1566,NO
0.11,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.0885,NO
0.071,NO
0.2465,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2548,NO
0.2548,NO
0.1353,NO
0.2732,YES
0.2548,NO
1.0,YES
0.1755,NO
0.1755,NO
0.2688,NO
0.2061,NO
0.1547,NO
0.2369,NO
0.1987,NO
0.1755,NO
0.2369,NO
1.0,YES
0.2045,NO
0.27899999999999997,YES
0.2519,NO
0.2269,NO
0.2269,NO
0.0656,NO
0.1733,NO
0.1669,NO
0.1464,NO
0.2256,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1924,NO
0.1439,NO
0.1339,NO
0.2688,NO
0.1967,NO
0.1436,NO
0.2079,NO
0.1987,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2344,NO
0.27899999999999997,YES
0.151,NO
0.0735,NO
0.0647,NO
0.204,NO
0.1879,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4856,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1879,NO
0.1553,NO
0.1479,NO
0.1953,NO
0.2342,NO
0.2047,NO
0.1823,NO
0.1684,NO
0.1204,NO
0.1751,NO
1.0,YES
0.1828,NO
0.2083,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.0567,NO
0.2174,NO
0.1479,NO
0.1608,NO
0.1912,NO
0.2083,NO
0.4373,YES
1.0,YES
1.0,YES
0.4373,YES
0.2206,NO
1.0,YES
0.1743,NO
0.1553,NO
0.1542,NO
0.1277,NO
0.2886,NO
0.1427,NO
0.1277,NO
0.1348,NO
0.1348,NO
0.1421,NO
1.0,YES
0.1412,NO
0.2347,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.2085,NO
0.1542,NO
0.2085,NO
0.1702,NO
0.2085,NO
0.3916,YES
1.0,YES
1.0,YES
0.3916,YES
0.1526,NO
1.0,YES
0.2085,NO
0.1741,NO
0.1628,NO
1.0,YES
0.27899999999999997,YES
0.2328,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.2938,NO
1.0,YES
0.1059,NO
0.2149,NO
0.2246,NO
0.1834,NO
0.153,NO
0.27899999999999997,YES
0.0875,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1214,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2938,NO
0.3161,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2276,NO
0.1535,NO
1.0,YES
0.1955,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
