50Traced_NONETRACED_MAX_MULTI_LSA_81_MEDIAN,Associated
0.2852,NO
0.2852,NO
0.1376,NO
0.3093,NO
0.2804,NO
0.1938,NO
0.2852,NO
0.1334,NO
0.2141,NO
0.7677,YES
0.1194,NO
0.7677,YES
0.3353,NO
0.3555,NO
0.3555,NO
0.2358,NO
0.2804,NO
0.2852,NO
0.2804,NO
0.2179,NO
0.2209,NO
0.7677,YES
0.5015,YES
0.2839,YES
0.3987,YES
0.1805,NO
0.7677,YES
0.1701,NO
0.6914,YES
0.6914,YES
0.3362,NO
0.2165,NO
0.1652,NO
0.1865,NO
0.6914,YES
0.2076,YES
0.1922,NO
0.2425,NO
0.1358,NO
0.2425,NO
0.301,NO
0.3148,NO
0.3148,NO
0.5717,YES
0.2165,NO
0.6914,YES
0.2165,NO
0.3484,YES
0.1134,NO
0.2425,NO
0.1585,NO
0.1597,NO
0.126,NO
0.1903,NO
0.2425,NO
0.2113,NO
0.2243,NO
0.1534,NO
0.5722,NO
0.3067,NO
0.31,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2136,NO
0.3282,NO
0.4327,NO
0.1431,NO
0.3844,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.1969,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3559,NO
0.2304,NO
0.3559,NO
0.3559,NO
1.0,YES
0.6779999999999999,YES
0.3559,NO
0.316,NO
0.3559,NO
0.316,NO
0.3157,NO
0.3845,NO
0.3845,NO
0.8269,YES
0.2044,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.316,NO
0.2289,NO
0.1728,NO
0.1641,NO
0.3559,NO
0.316,NO
0.3559,NO
0.3011,NO
0.0849,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1691,NO
1.0,YES
0.3027,NO
1.0,YES
0.1443,NO
0.3031,NO
0.3522,NO
0.1934,NO
0.1567,NO
1.0,YES
0.2493,NO
1.0,YES
0.304,NO
0.7878,YES
0.2431,NO
0.4169,NO
0.4856,NO
0.0888,NO
1.0,YES
0.4444,NO
1.0,YES
0.3331,NO
0.272,NO
0.5722,NO
0.3701,NO
0.31,NO
0.6333,NO
0.3331,NO
0.2258,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2548,NO
0.3824,NO
0.3104,NO
0.3282,NO
0.4327,NO
0.3331,NO
0.3844,NO
0.3331,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4052,NO
1.0,YES
0.4052,NO
0.2522,NO
0.1168,NO
0.5253,YES
1.0,YES
1.0,YES
0.5253,YES
0.1807,NO
0.11800000000000001,NO
0.5253,YES
0.2598,NO
0.5253,YES
0.1459,NO
0.2453,NO
0.3376,NO
0.2375,NO
0.1453,NO
1.0,YES
0.174,NO
1.0,YES
0.174,NO
0.5238,YES
0.3118,NO
0.5347,NO
0.2551,NO
0.1032,NO
0.5253,YES
0.2509,NO
0.5253,YES
0.2969,NO
0.3096,NO
0.42700000000000005,NO
0.3065,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.3056,NO
0.2271,NO
0.42700000000000005,NO
0.8204,YES
0.42700000000000005,NO
1.0,YES
0.2519,NO
0.3511,NO
0.2033,NO
0.3282,NO
0.4327,NO
0.3096,NO
0.42700000000000005,NO
0.3096,NO
0.4378,NO
1.0,YES
0.9096,YES
0.7587,YES
1.0,YES
0.42700000000000005,NO
1.0,YES
0.42700000000000005,NO
0.1468,NO
0.1493,NO
0.4128,NO
0.2335,NO
0.31,NO
0.4569,NO
0.3258,NO
0.1104,NO
0.3429,NO
1.0,YES
0.3581,NO
1.0,YES
0.2522,NO
0.3511,NO
0.0793,NO
0.3282,NO
0.4327,NO
0.1655,NO
0.3529,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.3263,NO
1.0,YES
0.3263,NO
0.2947,NO
0.1493,NO
0.5722,NO
0.4029,NO
0.3827,NO
0.6333,NO
0.3056,NO
0.1787,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3649,NO
0.3824,NO
0.3649,NO
0.3282,NO
0.4327,NO
0.2636,NO
0.3844,NO
0.2636,NO
0.4378,NO
1.0,YES
0.9096,YES
0.8236,YES
1.0,YES
0.3821,NO
1.0,YES
0.3821,NO
0.2947,NO
0.1712,NO
0.3649,NO
0.4029,NO
0.3649,NO
0.3649,NO
0.3087,NO
0.1473,NO
0.3649,NO
1.0,YES
0.3649,NO
1.0,YES
0.3221,NO
0.3435,NO
0.3435,NO
0.2431,NO
0.3204,NO
0.2173,NO
0.3649,NO
0.2173,NO
0.3242,NO
1.0,YES
0.9475,YES
0.6127,YES
0.7406,YES
0.3649,NO
1.0,YES
0.3649,NO
0.3527,NO
0.2538,NO
1.0,YES
0.3242,YES
0.5061,YES
1.0,YES
0.2734,NO
0.1861,NO
1.0,YES
0.2509,NO
0.6549,YES
0.1578,NO
0.4524,NO
0.3146,NO
0.3146,NO
0.2538,NO
0.4049,YES
0.2734,NO
0.5061,YES
0.2734,NO
0.2299,YES
0.2703,NO
0.3467,NO
0.518,NO
0.24,NO
0.6869,YES
0.4155,NO
1.0,YES
0.3183,NO
0.1547,NO
1.0,YES
0.27399999999999997,NO
0.2056,NO
1.0,YES
0.2513,NO
0.1097,NO
1.0,YES
0.2146,NO
0.5866,YES
