50Traced_NONETRACED_MEDIAN_SINGLE_LSA_90_SUM,Associated
0.10773899848254934,NO
0.09340751981116169,NO
0.17636149047378183,NO
0.34833923453043336,NO
0.09661102680829542,NO
0.13623335019389649,NO
0.08278536503119205,NO
0.09795987185972013,NO
0.26825155960209074,NO
0.3997639521160007,YES
0.08733771707975047,NO
0.5533636823469904,YES
0.3926825155960209,NO
0.3596358118361153,NO
0.35828696678469063,NO
0.17602427921092564,NO
0.10251222390827855,NO
0.1704602933737987,NO
0.1094250547968302,NO
0.3508683190018547,NO
0.17686730736806608,NO
0.11482043500252909,YES
0.11903557578823132,YES
0.2647108413421008,YES
0.3881301635474625,YES
0.24869330635643233,NO
0.10419828022255945,YES
0.18664643399089528,NO
0.16422188501095938,YES
0.39554881133029846,YES
0.5503287809812848,NO
0.2497049401450009,NO
0.1770359129994942,NO
0.17096611026808295,NO
0.6489630753667173,YES
0.14483223739672904,YES
0.21345472938796156,NO
0.16152419490810993,NO
0.1488787725510032,NO
0.16186140617096612,NO
0.2864609677963244,NO
0.24076884167931212,NO
0.2449839824650143,NO
0.4574270780644074,YES
0.11262856179396391,NO
0.17332658910807622,YES
0.0409711684370258,NO
0.5565671893441241,YES
0.052942168268420166,NO
0.18782667341089193,NO
0.11313437868824819,NO
0.19170460293373798,NO
0.11869836452537513,NO
0.3043331647277019,NO
0.1721463496880796,NO
0.15343112459956162,NO
0.1328612375653347,NO
0.2421176867307368,NO
0.20890237733940312,NO
0.4665317821615242,NO
0.23840836283931882,NO
0.26437363007924464,NO
0.2304838981621986,NO
0.06929691451694486,NO
0.35542067105041314,NO
0.7546788062721295,YES
0.253751475299275,NO
0.323216995447648,YES
0.3291181925476311,NO
0.3490136570561457,NO
0.3436182768504468,NO
0.3070308548305513,NO
0.24194908109930874,NO
0.19726858877086495,NO
0.3117518125105379,NO
0.27937953127634463,NO
0.35474624852470077,NO
0.7363007924464677,YES
0.7003877929522847,YES
0.5993930197268589,YES
0.2820772213791941,YES
0.263193390659248,NO
0.3083796998819761,YES
0.1944022930365874,NO
0.2567863766649806,YES
0.28932726353060195,YES
0.7583881301635476,NO
0.26369920755353227,NO
0.2375653346821784,NO
0.22643736300792447,NO
0.5626369920755354,YES
0.1930534479851627,YES
0.3011296577305682,NO
0.1439892092395886,NO
0.21345472938796156,NO
0.13302984319676278,NO
0.3694149384589445,NO
0.33552520654189855,NO
0.3333333333333333,NO
0.3077052773562637,YES
0.23183274321362338,NO
0.12190187152250886,YES
0.035912999494183105,NO
0.5029505985499916,YES
0.051930534479851624,NO
0.1944022930365874,NO
0.13690777271960883,NO
0.18243129320519308,NO
0.16101837801382568,NO
0.35457764289327265,NO
0.21126285617939639,NO
0.20738492665655034,NO
0.10554712527398416,NO
0.024616422188501103,NO
0.2392513909964593,YES
0.5479683021412916,YES
0.4786713876243467,YES
0.2245827010622155,YES
0.12274489967964933,NO
0.005395380205698873,NO
0.33940313606474454,YES
0.21868150396223238,NO
0.2068791097622661,YES
0.22677457427078068,NO
0.3485078401618614,NO
0.3095599393019727,NO
0.3095599393019727,NO
0.07991906929691453,NO
0.3766649806103524,YES
0.07722137919406508,NO
0.5919743719440229,YES
0.2223908278536503,NO
0.413421008261676,YES
0.07148878772551004,NO
0.09762266059686395,NO
0.22610015174506828,NO
0.06676783004552353,NO
0.2726353060192211,YES
0.1460124768167257,NO
0.22559433485078403,YES
0.24380374304501773,NO
0.10689597032540887,NO
0.3164727701905244,NO
0.4188163884673748,NO
0.3168099814533805,NO
0.2702748271792278,NO
0.26740853144495025,NO
0.19001854661945708,NO
0.22930365874220202,NO
0.6626201315123925,YES
