50Traced_NONETRACED_MAX_SINGLE_LSA_86_MAX,Associated
0.1341,NO
0.1429,NO
0.1766,NO
0.2164,NO
0.191,NO
0.1766,NO
0.1963,NO
0.1058,NO
0.2216,NO
1.0,YES
0.1376,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.1438,NO
0.2553,NO
0.1109,NO
0.2553,NO
0.2508,NO
0.2553,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.1766,NO
1.0,YES
0.2183,NO
0.9432,YES
1.0,YES
0.3362,NO
0.2455,NO
0.2664,NO
0.2515,NO
1.0,YES
1.0,YES
0.2447,NO
0.3066,NO
0.2243,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2604,NO
1.0,YES
0.2664,NO
1.0,YES
0.1702,NO
0.3066,NO
0.2082,NO
0.3066,NO
0.3066,NO
0.2515,NO
0.3066,NO
0.1795,NO
0.1671,NO
0.3133,NO
0.1901,NO
0.3076,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.21600000000000003,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.3076,NO
0.2886,NO
0.3076,NO
0.21600000000000003,NO
0.4715,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.1659,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.4748,NO
0.34299999999999997,NO
0.3722,NO
0.4748,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.3151,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.3638,NO
1.0,YES
0.3722,NO
1.0,YES
0.2239,NO
0.601,NO
0.4197,NO
0.601,NO
0.601,NO
0.4748,NO
0.601,NO
0.4632,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0921,NO
0.5022,YES
0.2963,NO
0.6283,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.2347,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3342,NO
0.4485,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4619,NO
1.0,YES
0.2169,NO
0.2169,NO
0.4137,NO
0.3077,NO
0.3369,NO
0.2833,NO
0.2687,NO
0.2169,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.2169,NO
0.311,NO
0.2169,NO
0.4343,NO
0.2421,NO
0.4137,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.146,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2196,NO
0.1065,NO
0.5022,YES
0.6903,NO
0.6283,YES
0.5875,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.6903,NO
0.6903,NO
0.5875,NO
0.5875,NO
1.0,YES
0.5875,NO
1.0,YES
0.2332,NO
0.2332,NO
0.4328,NO
0.3219,NO
0.3318,NO
0.4239,NO
0.1963,NO
0.2332,NO
0.366,NO
1.0,YES
0.366,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.3253,NO
0.2332,NO
0.3183,NO
0.2508,NO
0.4328,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.4328,NO
1.0,YES
0.4328,NO
0.2057,NO
0.3133,NO
0.4095,NO
0.4374,NO
0.3315,NO
0.4095,NO
0.2116,NO
0.1825,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2085,NO
0.1733,NO
0.204,NO
0.4374,NO
0.2886,NO
0.4374,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3387,NO
1.0,YES
0.3387,NO
0.1671,NO
0.3133,NO
0.1953,NO
0.3103,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.1513,NO
0.2637,NO
1.0,YES
0.4203,NO
1.0,YES
0.2729,NO
0.2729,NO
0.2722,NO
0.1438,NO
0.3103,NO
0.2886,NO
0.3103,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.2574,NO
0.1503,NO
0.2365,NO
0.1435,NO
0.3335,NO
0.3369,NO
0.2615,NO
0.2687,NO
0.1812,NO
0.1951,NO
1.0,YES
0.311,NO
0.755,YES
0.2846,NO
0.2846,NO
0.2839,NO
0.1812,NO
0.3335,NO
0.2179,NO
0.3335,NO
0.1867,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
0.7522,YES
0.755,YES
0.1375,NO
0.755,YES
0.2054,NO
0.2069,NO
0.2607,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.3986,NO
0.2194,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.4064,NO
0.441,NO
0.441,NO
0.1328,NO
0.7517,YES
0.2194,NO
0.7355,YES
0.4988,NO
1.0,YES
0.7244,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.3233,NO
0.7653,YES
0.2156,NO
0.1735,NO
1.0,YES
0.3772,NO
0.1097,NO
0.9727,YES
0.2628,NO
0.8915,YES
0.2628,NO
0.4151,NO
0.3203,NO
0.2648,NO
0.171,NO
0.364,NO
0.1398,NO
0.537,NO
0.1533,NO
0.2725,NO
0.2695,NO
0.2351,NO
0.5329999999999999,NO
0.2628,NO
1.0,YES
0.5196,NO
0.7136,YES
0.1805,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.7876,YES
0.314,NO
0.0996,NO
0.7876,YES
0.8778,NO
0.7728,YES
0.8778,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.1146,NO
1.0,YES
0.205,NO
1.0,YES
0.4988,NO
1.0,YES
0.8778,NO
0.8778,NO
0.8778,NO
0.8778,NO
1.0,YES
0.8778,NO
1.0,YES
0.1636,NO
0.2365,NO
1.0,YES
0.6479,NO
0.39299999999999996,NO
0.7986,YES
0.3184,NO
0.153,NO
0.9109,YES
0.6038,NO
1.0,YES
0.6038,NO
0.3099,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.6479,NO
0.1654,NO
0.6479,NO
0.2557,NO
0.6479,NO
0.6038,NO
0.6038,NO
0.6038,NO
0.6038,NO
1.0,YES
0.6038,NO
1.0,YES
0.2091,NO
0.2203,NO
0.6136,YES
1.0,YES
1.0,YES
0.4775,YES
0.257,NO
0.2203,NO
0.433,YES
0.4207,NO
0.3855,YES
0.4207,NO
0.171,NO
0.1873,NO
0.2347,NO
0.2203,NO
1.0,YES
0.2203,NO
1.0,YES
0.3061,NO
1.0,YES
0.4207,NO
0.457,NO
0.4726,NO
0.4207,NO
0.6136,YES
0.4207,NO
0.6136,YES
1.0,YES
1.0,YES
0.3634,NO
0.2183,NO
0.2369,NO
0.3187,NO
1.0,YES
1.0,YES
0.31,NO
0.4076,NO
0.2841,NO
0.4076,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.2315,NO
1.0,YES
0.2369,NO
1.0,YES
0.1831,NO
0.4076,NO
0.2427,NO
0.4076,NO
0.4076,NO
0.3187,NO
0.4076,NO
0.3807,NO
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1381,NO
1.0,YES
0.4834,NO
1.0,YES
0.4834,NO
0.4743,NO
0.5147,NO
0.5147,NO
0.1393,NO
0.7517,YES
0.1171,NO
0.7355,YES
0.506,NO
1.0,YES
0.4834,NO
0.4834,NO
0.5832,NO
0.4834,NO
1.0,YES
0.5757,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1165,NO
1.0,YES
0.6074,NO
0.8915,YES
0.3166,NO
0.4322,NO
0.4246,NO
0.3659,NO
0.1297,NO
0.7517,YES
0.0896,NO
0.7355,YES
0.4988,NO
1.0,YES
0.6074,NO
0.6074,NO
0.5265,NO
0.3307,NO
1.0,YES
0.5388,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1622,NO
1.0,YES
0.679,NO
1.0,YES
0.679,NO
0.4322,NO
0.4246,NO
0.1692,NO
0.2034,NO
0.7517,YES
0.1975,NO
0.7355,YES
0.506,NO
1.0,YES
0.679,NO
0.679,NO
0.6965,NO
0.679,NO
1.0,YES
0.679,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1331,NO
1.0,YES
0.2655,NO
1.0,YES
0.2655,NO
0.4322,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1297,NO
0.7517,YES
0.1016,NO
0.7355,YES
0.4988,NO
1.0,YES
0.2695,NO
0.3721,NO
0.5872,NO
0.3422,NO
1.0,YES
0.5796,NO
1.0,YES
0.1709,NO
0.1914,NO
0.6711,YES
1.0,YES
1.0,YES
0.4595,YES
0.257,NO
0.1483,NO
0.337,YES
0.6109,NO
0.4216,YES
0.6109,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1763,NO
1.0,YES
0.3348,NO
1.0,YES
0.4983,NO
0.5464,NO
0.5554,NO
0.6109,NO
0.6711,YES
0.6109,NO
0.6711,YES
0.1709,NO
0.1672,NO
0.7440000000000001,YES
1.0,YES
1.0,YES
0.5094,YES
0.257,NO
0.1131,NO
0.5031,YES
0.4027,NO
0.5865,YES
0.4027,NO
0.2096,NO
0.1873,NO
0.2347,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.3711,NO
1.0,YES
0.4027,NO
0.4027,NO
0.4726,NO
0.4027,NO
0.7440000000000001,YES
0.4027,NO
0.7440000000000001,YES
