50Traced_NONETRACED_SUM_SINGLE_LSA_65_MEDIAN,Associated
0.4537,NO
0.6169,NO
0.3984,NO
1.5353,NO
0.9535,NO
1.2618,NO
0.7442,NO
0.4692,NO
0.1763,NO
2.3738,YES
1.0794,NO
2.7226,YES
0.4817,NO
0.4377,NO
0.2223,NO
0.4261,NO
1.2623,NO
0.3058,NO
0.6924,NO
0.7087,NO
0.5012,NO
2.437,YES
3.3767,YES
2.5357,YES
2.7936,YES
0.4317,NO
2.5193,YES
0.5322,NO
2.0397,YES
1.8075,YES
1.5052,NO
0.8276,NO
0.9584,NO
1.4419,NO
2.0136,YES
1.9509999999999998,YES
0.9739,NO
0.4033,NO
1.5461,NO
0.5364,NO
1.1859,NO
1.045,NO
1.1009,NO
1.2932,YES
1.0976,NO
1.1407,YES
0.9001,NO
2.1492,YES
0.7981,NO
0.3608,NO
0.6577,NO
0.6068,NO
0.8002,NO
1.5167,NO
0.3104,NO
1.6191,NO
0.5074,NO
0.8025,NO
0.7756,NO
1.7985,NO
0.9068,NO
1.8018,NO
0.6663,NO
0.2799,NO
0.5418,NO
2.9572,YES
1.5296,NO
3.1096,YES
1.0161,NO
0.893,NO
0.4434,NO
0.4174,NO
1.1918,NO
0.3108,NO
0.9432,NO
0.6024,NO
0.7557,NO
3.2289,YES
4.0677,YES
3.0776,YES
3.2136,YES
0.9169,NO
3.1388,YES
1.2847,NO
3.4285,YES
2.6255,YES
1.4855,NO
1.2628,NO
0.953,NO
1.1988,NO
2.8318,YES
3.2364,YES
0.7264,NO
1.1665,NO
1.5597,NO
1.5655,NO
1.8333,NO
2.0369,NO
1.7238,NO
1.6371,YES
1.2633,NO
2.5433,YES
0.8824,NO
3.76,YES
0.8066,NO
1.2576,NO
2.096,NO
1.0286,NO
1.7136,NO
1.1878,NO
1.0456,NO
1.9293,NO
0.28300000000000003,NO
0.5437,NO
2.1881,YES
3.4997,YES
4.5933,YES
2.7948,YES
0.912,NO
0.3198,NO
2.4059,YES
0.3682,NO
3.0917,YES
0.4989,NO
1.1108,NO
1.0249,NO
0.9791,NO
0.1897,NO
4.5267,YES
0.2699,NO
4.2039,YES
0.3716,NO
4.0677,YES
0.4171,NO
0.6942,NO
0.9626,NO
0.8523,NO
2.6624,YES
0.41700000000000004,NO
2.2778,YES
0.8442,NO
0.9404,NO
0.8524,NO
1.6027,NO
0.601,NO
1.4402,NO
0.8339,NO
0.6349,NO
0.4524,NO
2.8247,YES
1.1487,NO
2.7405,YES
0.7181,NO
0.6779,NO
0.3203,NO
0.6508,NO
0.9133,NO
0.5129,NO
0.8458,NO
0.9631,NO
0.5755,NO
2.9809,YES
3.6626,YES
2.7309,YES
2.926,YES
0.7709999999999999,NO
2.8042,YES
1.1821,NO
0.3474,NO
0.4664,NO
1.0496,YES
3.1433,YES
3.9702,YES
1.3735,YES
0.5366,NO
0.3163,NO
1.1384,YES
0.2598,NO
1.7142,YES
0.2505,NO
0.8247,NO
0.8281,NO
0.9516,NO
0.1453,NO
3.9486,YES
0.3141,NO
3.5341,YES
