50Traced_NONETRACED_MAX_MULTI_VSM_20_SUM,Associated
0.1843995894628806,NO
0.017242559014710918,NO
0.1610673965104345,NO
0.4580910023947999,NO
0.13280875812521384,NO
0.11843995894628806,NO
0.1870680807389668,NO
0.03585357509408142,NO
0.19835785152240848,NO
0.7401984262743757,YES
0.07765993841943208,NO
0.46760177899418404,YES
0.26657543619568935,NO
0.25035921997947314,NO
0.3053711939787889,NO
0.11118713650359219,NO
0.21847417037290456,NO
0.10523434827232295,NO
0.1339035237769415,NO
0.12747177557304137,NO
0.1612726650701334,NO
0.6613752993499831,YES
0.6630858706808074,YES
0.5632569278138899,YES
0.6133424563804311,YES
0.1904208005473828,NO
0.6570646595963052,YES
0.16524119055764624,NO
0.681423195347246,YES
0.7752993499828942,YES
0.298460485802258,NO
0.18002052685596992,NO
0.1505302771125556,NO
0.1671570304481697,NO
0.878138898392063,YES
0.6735545672254533,YES
0.1617516250427643,NO
0.128771809784468,NO
0.11857680465275403,NO
0.12890865549093394,NO
0.18091002394799865,NO
0.2617858364693808,NO
0.08169688676017789,NO
0.8004105371193979,YES
0.13212452959288404,NO
0.6194320903181663,YES
0.04016421484775913,NO
0.8406431748203902,YES
0.06507013342456383,NO
0.13944577488881285,NO
0.14450906602805338,NO
0.14101950051317141,NO
0.11139240506329115,NO
0.2616489907629148,NO
0.14697228874444065,NO
0.13739308929182345,NO
0.22367430721861103,NO
0.22996920971604518,NO
0.17208347588094425,NO
0.5060554225111187,NO
0.14642490591857682,NO
0.189941840574752,NO
0.24700650017105708,NO
0.03989052343482723,NO
0.39869996578857336,NO
0.9210400273691413,YES
0.373178241532672,NO
0.7459459459459459,YES
0.18795757783099554,NO
0.3040027369141293,NO
0.12610331850838177,NO
0.27184399589462876,NO
0.27505986999657883,NO
0.2205952788231269,NO
0.29004447485460144,NO
0.24509066028053367,NO
0.36353061922682184,NO
0.9135819363667466,YES
0.8990078686281218,YES
0.8580225795415668,YES
0.7292507697570989,YES
0.20027369141293194,NO
0.7399247348614437,YES
0.17235716729387612,NO
0.6972288744440645,YES
0.732192952446117,YES
0.3969893944577489,NO
0.19356825179609988,NO
0.1646938077317824,NO
0.17783099555251453,NO
0.8431063975367774,YES
0.47280191583989045,YES
0.2858022579541567,NO
0.1305508039685255,NO
0.19014710913445088,NO
0.06589120766335957,NO
0.2145740677386247,NO
0.30023947998631545,NO
0.11508723913787203,NO
0.7396510434485117,YES
0.12712966130687653,NO
0.5985631200821073,YES
0.18864180636332534,NO
0.8188847074923025,YES
0.1951419774204584,NO
0.15908313376667807,NO
0.13575094081423195,NO
0.12281902155319877,NO
0.07163872733492987,NO
0.3179609989736572,NO
0.16592541908997605,NO
0.25822784810126587,NO
0.12952446117003077,NO
0.11111871365035922,NO
0.4435169346561752,YES
0.8371536093055081,YES
0.8090318166267534,YES
0.2920287375983579,YES
0.15094081423195346,NO
0.04844338008894972,NO
0.49134450906602806,YES
0.22285323297981524,NO
0.24803284296955186,YES
0.14088265480670548,NO
0.31508723913787207,NO
0.23708518645227505,NO
0.20697913102976395,NO
0.1335614095107766,NO
0.7666780704755389,YES
0.11611358193636673,NO
0.600205268559699,YES
0.15839890523434827,NO
0.6373588778652071,YES
0.10229216558330484,NO
0.26377009921313715,NO
0.22798494697228877,NO
0.07991789257612042,NO
0.4647964420116319,YES
0.18398905234348273,NO
0.43934314060896335,YES
0.24844338008894973,NO
0.1600410537119398,NO
0.3687991789257612,NO
0.46671228190215536,NO
0.2734177215189873,NO
0.2379746835443038,NO
0.25042764283270613,NO
0.20376325692781388,NO
0.3334245638043107,NO
0.8836811495039343,YES
0.24338008894970925,NO
0.5488881286349641,YES
0.2721861101607937,NO
0.2842285323297982,NO
0.17119397878891549,NO
0.18535750940814233,NO
0.2578857338351009,NO
0.17885733835100925,NO
0.3076975709887102,NO
0.2481012658227848,NO
0.32213479302086895,NO
0.874717755730414,YES
0.8552172425590148,YES
0.7990420800547384,YES
0.8060896339377353,YES
0.38597331508723914,NO
0.7280191583989053,YES
0.3006500171057133,NO
0.19726308587068075,NO
0.05617516250427643,NO
0.6812179267875471,YES
0.8576120424221692,YES
0.4794389326034895,YES
0.4515908313376668,YES
0.21977420458433117,NO
0.0,NO
0.7495723571672939,YES
0.416900444748546,NO
0.30366062264796445,YES
0.1891891891891892,NO
0.2905918576804653,NO
0.34396168320218956,NO
0.3145398563120082,NO
0.14156688333903528,NO
0.49586041737940484,YES
0.12056106739651043,NO
0.7875470407115976,YES
0.2290112897707834,NO
0.7828942866917552,YES
0.3793362983236401,NO
0.3616147793362984,NO
0.40855285665412244,NO
0.3097502565856996,NO
0.7080396852548752,YES
0.31549777625726994,NO
0.6988026000684229,YES
0.23961683202189532,NO
0.17926787547040712,NO
0.37892576120424226,NO
0.4400273691412932,NO
0.19425248032842968,NO
0.2929866575436196,NO
0.25986999657885734,NO
0.16756756756756755,NO
0.35278823126924397,NO
0.7441669517618885,YES
0.29141293191926104,NO
0.49832364009579205,YES
0.37112555593568247,NO
0.30338693123503246,NO
0.3582620595278823,NO
0.18487854943551146,NO
0.2420116318850496,NO
0.179746835443038,NO
0.29216558330482384,NO
0.19753677728361274,NO
0.29107081765309617,NO
0.7366404379062608,YES
0.7069449196031474,YES
0.7381457406773861,YES
0.8207321245295929,YES
0.38056790968183374,NO
0.7214505644885392,YES
0.30708176530961345,NO
0.22798494697228877,NO
0.10947656517276769,NO
0.3333561409510777,NO
0.4446117003079028,NO
0.17858364693807732,NO
0.33328771809784474,NO
0.23838522066370166,NO
0.07122819021553198,NO
0.3994526171741362,NO
0.8426274375641465,YES
0.42387957577831,NO
0.7268559698939445,YES
0.13294560383167978,NO
0.1951419774204584,NO
0.04187478617858363,NO
0.26999657885733835,NO
0.26096476223058507,NO
0.237222032158741,NO
0.35805679096818344,NO
0.07841258980499485,NO
0.3922682175846733,NO
0.8846390694491959,YES
0.8335956209373931,YES
0.946151214505645,YES
0.7300718439958946,YES
0.32309271296613074,NO
0.7909681833732467,YES
0.30571330824495385,NO
0.2615121450564489,NO
0.15682517960998976,NO
0.26028053369825527,NO
0.4314745124871708,NO
0.24823811152925074,NO
0.19158398905234347,NO
0.24912760862127953,NO
0.21628463906944922,NO
0.3688676017789942,NO
0.8529592884023263,YES
0.3885733835100924,NO
0.7505986999657885,YES
0.32062949024974347,NO
0.25275401984262746,NO
0.3108450222374273,NO
0.16797810468696545,NO
0.24221690044474853,NO
0.14218268901813205,NO
0.16024632227163874,NO
0.1739993157714677,NO
0.2548751282928498,NO
0.8843653780362641,YES
0.7783783783783784,YES
0.7995894628806022,YES
0.7911050290797128,YES
0.27759151556619915,NO
0.6763599042080055,YES
0.20656859391036608,NO
0.21279507355456723,NO
0.14799863154293535,NO
0.1003763256927814,NO
0.5074923024290112,NO
0.2014368799178926,NO
0.10872391378720492,NO
0.18816284639069447,NO
0.04146424905918576,NO
0.34628806021211084,NO
0.9089291823469039,YES
0.30502907971262405,NO
0.7686623332192952,YES
0.3037974683544304,NO
0.3042080054738283,NO
0.28416010947656517,NO
0.2065001710571331,NO
0.24098528908655487,NO
0.19781046869654462,NO
0.23202189531303458,NO
0.21560041053711942,NO
0.3272665070133425,NO
0.8387957577830996,YES
0.8340745809100241,YES
0.8229216558330483,YES
0.6940814231953472,YES
0.12056106739651043,NO
0.685254875128293,YES
0.15976736229900787,NO
0.21135819363667468,NO
0.14177215189873418,NO
0.9566883339035239,YES
0.30475538829969206,YES
0.20136845706465956,YES
0.8028737598357851,YES
0.3522408484433801,NO
0.12357167293876153,NO
0.8315429353404038,YES
0.35709887102292176,NO
0.8331166609647622,YES
0.362914813547725,NO
0.27095449880260014,NO
0.29004447485460144,NO
0.17249401300034214,NO
0.17263085870680805,NO
0.26637016763599036,YES
0.16722545330140268,NO
0.43900102634279853,YES
0.23817995210400278,NO
0.36052001368457065,YES
0.3774204584331167,NO
0.21580567909681836,NO
0.49743414300376326,NO
0.3725624358535751,NO
0.8406431748203902,YES
0.47656517276770444,NO
0.7504618542593227,YES
0.29449196031474517,NO
0.09326034895655147,NO
0.854054054054054,YES
0.2621963735887787,NO
0.18303113239822105,NO
0.8926445432774546,YES
0.32890865549093395,NO
0.08696544645911736,NO
0.9808416010947658,YES
0.3942524803284297,NO
0.9078344166951762,YES
0.3681149503934314,NO
0.2899076291481355,NO
0.32377694149846054,NO
0.2315429353404037,NO
0.11755046185425932,NO
0.35073554567225446,NO
0.14964078002052686,NO
0.4892918234690387,NO
0.1467670201847417,NO
0.3801573725624359,NO
0.3997947314403011,NO
0.2886075949367089,NO
0.5213137187820731,NO
0.3947314403010606,NO
0.8676702018474169,YES
0.5342456380431064,NO
0.8047211768730755,YES
0.16318850496065687,NO
0.10824495381457408,NO
0.5511460827916526,YES
0.7992473486144371,YES
0.7607937050975027,YES
0.4900444748546014,YES
0.16873075607252822,NO
0.006842285323297975,NO
0.5733150872391379,YES
0.5094765651727677,NO
0.5170715018816285,YES
0.4251111871365036,NO
0.3804310639753678,NO
0.3090660280533698,NO
0.24686965446459114,NO
0.11453985631200822,NO
0.7308929182346904,YES
0.06110160793705097,NO
0.6532329798152583,YES
0.1670886075949367,NO
0.7389668149161821,YES
0.5141977420458432,NO
0.43414300376325693,NO
0.5510092370851865,NO
0.4292165583304824,NO
0.5480670543961683,YES
0.3885049606568594,NO
0.5172767704413275,YES
0.20287375983578515,NO
0.06705439616832021,NO
0.7227505986999658,YES
0.42442695860417384,NO
0.19815258296270954,NO
0.6788915497776258,YES
0.22716387273349303,NO
0.06418063633253507,NO
0.8333219295244614,YES
0.1315087239137872,NO
0.8464591173451934,YES
0.07047553882996921,NO
0.21505302771125556,NO
0.2349640780020527,NO
0.12644543277454673,NO
0.11200821074238798,NO
0.25590147109134453,NO
0.16250427642832707,NO
0.46972288744440654,NO
0.09941840574751967,NO
0.3374615121450565,NO
0.15094081423195346,NO
0.18864180636332534,NO
0.5003079028395485,NO
0.2132740335271981,NO
0.7841943209031816,YES
0.4233321929524461,NO
0.7307560725282245,YES
0.16182004789599727,NO
0.017447827574409852,NO
0.6452959288402327,YES
0.7426616489907629,YES
0.48429695518303123,YES
0.396510434485118,YES
0.18583646938077314,NO
0.00910023947998631,NO
0.6904550119739994,YES
0.2637700992131372,NO
0.2608279165241191,YES
0.13020868970236057,NO
0.24823811152925074,NO
0.27341772151898736,NO
0.16654122476907288,NO
0.07430721861101608,NO
0.7211084502223744,YES
0.04905918576804652,NO
0.7129661306876498,YES
0.2240164214847759,NO
0.6910023947998631,YES
0.16462538487854944,NO
0.3385562777967841,NO
0.3038658912076634,NO
0.07280191583989051,NO
0.654054054054054,YES
0.25378036264112214,NO
0.6516592541908999,YES
0.5915839890523436,YES
0.3772836127266508,YES
0.40437906260691064,NO
0.1783099555251454,NO
0.15326719124187482,NO
0.17872049264454326,NO
0.5484775915155662,YES
0.6373588778652071,YES
0.2517960998973657,NO
0.1678412589804995,NO
0.19438932603489562,NO
0.13780362641122132,NO
0.1523092712966131,NO
0.17824153267191245,NO
0.06253848785494354,NO
0.4424221690044475,YES
0.10345535408826548,NO
0.49100239479986324,YES
0.17352035579883682,NO
0.389873417721519,YES
0.18152582962709546,NO
0.1857680465275402,NO
0.17940472117687306,NO
0.2021211084502224,NO
0.19760520013684574,NO
0.3046869654464591,NO
0.2186110160793705,NO
0.22387957577830997,NO
0.2288060212110845,NO
0.04919603147451246,NO
0.8179952104002737,YES
0.44119055764625387,YES
0.36113581936366745,YES
0.8247006500171057,YES
0.26329113924050634,NO
0.05822784810126583,NO
0.9813889839206296,YES
0.31501881628463907,NO
0.8660964762230585,YES
0.3031816626753336,NO
0.3973999315771468,NO
0.31282928498118373,NO
0.406979131029764,NO
0.08853917208347589,NO
0.33910366062264796,YES
0.1602463222716387,NO
0.8134793020868971,YES
0.18802600068422853,NO
0.742798494697229,YES
0.3434143003763257,NO
0.2309955525145399,NO
0.4925761204242218,NO
0.3313718782073213,NO
0.8110160793705097,YES
0.4248374957235717,NO
0.8565172767704414,YES
0.25200136845706467,NO
0.12124529592884023,NO
0.9007184399589463,YES
0.5137187820732125,YES
0.44358535750940814,YES
0.7768730756072528,YES
0.35388299692097164,NO
0.09161820047896,NO
0.8157372562435854,YES
0.4346903865891207,NO
0.8080054738282587,YES
0.3800889497092029,NO
0.2870338693123503,NO
0.3083133766678071,NO
0.19096818337324667,NO
0.15367772836127264,NO
0.36599384194320905,YES
0.08073896681491619,NO
0.763188504960657,YES
0.2692439274717756,NO
0.7157714676702018,YES
0.45165925419089975,NO
0.38029421826890186,NO
0.5111871365035923,NO
0.3960998973657201,NO
0.8160109476565174,YES
0.46459117345193296,NO
0.7542935340403696,YES
0.26322271638727335,NO
0.09428669175504617,NO
0.9679781046869655,YES
0.23209031816626757,YES
0.23243243243243245,YES
0.833664043790626,YES
0.35921997947314405,NO
0.1610673965104345,NO
0.8387957577830996,YES
0.14320903181662675,NO
0.8749914471433458,YES
0.10174478275744098,NO
0.17187820732124529,NO
0.24666438590489226,NO
0.11467670201847419,NO
0.1892576120424222,NO
0.31597673622990075,YES
0.1926103318508382,NO
0.5110502907971264,YES
0.16640437906260694,NO
0.40362641122134796,YES
0.19822100581594254,NO
0.2555593568251796,NO
0.5333561409510776,NO
0.20677386247006502,NO
0.844269586041738,YES
0.5274033527198085,NO
0.7846048580225795,YES
0.21991105029079716,NO
0.05330140266849126,NO
0.8197742045843313,YES
0.43687991789257613,YES
0.3517618884707492,YES
0.8093055080396854,YES
0.24933287718097846,NO
0.04994868286007528,NO
0.9658569962367431,YES
0.19958946288060214,NO
0.854669859733151,YES
0.10051317139924734,NO
0.32685596989394455,NO
0.27410195005131716,NO
0.17406773862470065,NO
0.10270270270270271,NO
0.3325350667122819,YES
0.10167635990420801,NO
0.8178583646938078,YES
0.1755730413958262,NO
0.7549777625726994,YES
0.24173794047211772,NO
0.22216900444748544,NO
0.4874444064317482,NO
0.15853575094081426,NO
0.8147109134450907,YES
0.4665070133424564,NO
0.8997605200136845,YES
0.20862127950735543,NO
0.12227163872733496,NO
0.6784125898049949,YES
0.6062264796442012,YES
0.5131713992473486,YES
0.4660280533698255,YES
0.22353746151214504,NO
0.06520697913102977,NO
0.7474512487170715,YES
0.2658227848101266,NO
0.30817653096134107,YES
0.13732466643859048,NO
0.30147109134450906,NO
0.29613410879233665,NO
0.3410879233664044,NO
0.17653096134108792,NO
0.4868286007526514,YES
0.15292507697570987,NO
0.7958946288060211,YES
0.23503250085528565,NO
0.789599726308587,YES
0.23687991789257612,NO
0.24105371193978792,NO
0.3663359562093739,NO
0.05487512829284982,NO
0.712076633595621,YES
0.30906602805336986,NO
0.6906602805336983,YES
0.21204242216900443,NO
0.07369141293191925,NO
0.7818679438932603,YES
0.8328429695518305,YES
0.8560383167978105,YES
0.5379404721176873,YES
0.22634279849469724,NO
0.07478617858364695,NO
0.8076633595620939,YES
0.3105713308244954,NO
0.43906944919603147,YES
0.1540198426274376,NO
0.23031132398221005,NO
0.22572699281560044,NO
0.09243927471775573,NO
0.155935682517961,NO
0.8090318166267534,YES
0.12938761546356484,NO
1.0,YES
0.19288402326377008,NO
0.922408484433801,YES
0.26910708176530956,NO
