50Traced_NONETRACED_SUM_SINGLE_LSA_0_MAX,Associated
0.3599,NO
0.6111,NO
0.6566,NO
1.1866,NO
0.4325,NO
0.6532,NO
0.7618,NO
0.4019,NO
0.7457,NO
2.3338,YES
0.9675,NO
2.4403,YES
0.9637,NO
1.258,NO
0.7214,NO
0.445,NO
1.0456,NO
0.3812,NO
0.4648,NO
0.6466,NO
0.9677,NO
2.0754,YES
2.5989,YES
2.7625,YES
2.6285,YES
0.8290000000000001,NO
1.8925,YES
0.7785,NO
1.9419,YES
1.9109,YES
1.9146,NO
1.006,NO
0.7821,NO
1.7872,NO
2.8641,YES
2.5838,YES
1.5389,NO
0.8374,NO
2.0586,NO
0.8740000000000001,NO
1.1409,NO
1.3349,NO
0.9664,NO
1.5641,YES
1.6027,NO
1.8932,YES
0.7676,NO
2.6882,YES
1.1878,NO
0.9051,NO
1.0407,NO
1.3940000000000001,NO
1.1611,NO
1.9378,NO
1.2874,NO
1.5656,NO
0.5302,NO
0.7098,NO
1.7736,NO
1.8231,NO
1.0441,NO
1.0915,NO
0.6739,NO
0.5069,NO
1.56,NO
3.7973,YES
2.1727,NO
2.93,YES
0.4983,NO
1.0843,NO
0.3012,NO
0.4518,NO
1.5385,NO
0.603,NO
0.8931,NO
0.5794,NO
1.5313,NO
3.64,YES
3.5772,YES
4.2833,YES
3.8564,YES
1.8154,NO
3.5369,YES
1.4941,NO
2.1251,YES
2.3725,YES
2.5373,NO
1.7668,NO
1.374,NO
2.3547,NO
3.1268,YES
2.7577,YES
2.0239,NO
1.1235,NO
2.7124,NO
0.8032,NO
0.5405,NO
0.7034,NO
0.425,NO
1.535,YES
1.8928,NO
1.9566,YES
1.1468,NO
2.7885,YES
1.7136,NO
1.2111,NO
0.9808,NO
1.8533,NO
1.2627,NO
2.44,NO
1.5095,NO
2.1059,NO
0.8112,NO
0.4779,NO
2.8108,YES
4.2765,YES
4.5958,YES
3.2037,YES
1.2136,NO
0.3784,NO
2.7076,YES
0.7,NO
3.0357,YES
0.7478,NO
1.2961,NO
1.113,NO
1.1661,NO
0.3557,NO
5.2414,YES
0.4191,NO
4.3664,YES
0.5596,NO
5.0673,YES
0.5755,NO
0.9863,NO
1.1936,NO
1.0176,NO
2.8674,YES
1.9027,NO
2.5708,YES
0.4754,NO
0.3434,NO
1.3057,NO
1.8062,NO
1.074,NO
0.8959999999999999,NO
0.5245,NO
0.264,NO
1.1531,NO
3.4194,YES
1.8014,NO
2.8726,YES
0.7933,NO
1.2156,NO
0.5981,NO
0.1801,NO
1.4645,NO
0.5359,NO
1.0387,NO
0.375,NO
1.6259,NO
3.1711,YES
3.3797,YES
3.9412,YES
3.5975,YES
1.5272,NO
2.8560000000000003,YES
1.0289,NO
0.4596,NO
0.2177,NO
1.9465,YES
4.8082,YES
4.912,YES
1.7109,YES
0.9759,NO
0.3425,NO
1.6304,YES
2.124,NO
1.9664,YES
1.5527,NO
0.4241,NO
0.4644,NO
0.2713,NO
0.3024,NO
4.9453,YES
0.3309,NO
4.6152,YES
0.2578,NO
5.3786,YES
1.9328,NO
2.0661,NO
1.8913,NO
2.1485,NO
1.765,YES
2.1323,NO
1.5455,YES
0.8138,NO
0.4653,NO
1.6094,NO
1.1775,NO
0.8666,NO
1.1636,NO
0.7072,NO
0.5247,NO
1.6395,NO
2.5327,YES
2.0389,NO
2.0916,YES
0.708,NO
1.0575,NO
0.5181,NO
0.2302,NO
1.7690000000000001,NO
0.5715,NO
0.6169,NO
0.5173,NO
1.0170000000000001,NO
2.2057,YES
2.5132,YES
2.9669,YES
2.4685,YES
1.6151,NO
2.6861,YES
1.1796,NO
0.5497,NO
0.7132,NO
2.5168,NO
2.0642,NO
1.2495,NO
2.1558,NO
0.9407,NO
0.5055,NO
2.4332,NO
3.2749,YES
2.8725,NO
2.4671,YES
0.4676,NO
0.9775,NO
0.2652,NO
0.5712,NO
1.7274,NO
0.5978,NO
1.1119,NO
0.3795,NO
1.8368,NO
3.3346,YES
3.185,YES
3.8019,YES
3.5031,YES
2.5521,NO
3.514,YES
2.1417,NO
0.6818,NO
0.5039,NO
0.8538,NO
1.3976,NO
0.6969,NO
0.6371,NO
0.6808,NO
0.5201,NO
0.8646,NO
2.9896,YES
1.2821,NO
2.5188,YES
0.2807,NO
0.6801,NO
0.2007,NO
0.2331,NO
0.9816,NO
0.7053,NO
0.5514,NO
0.5859,NO
