50Traced_NONETRACED_SUM_MULTI_LSA_6_MAX,Associated
0.7851,NO
0.426,NO
1.1505,NO
0.9775,NO
1.0819,NO
1.8137,NO
0.8244,NO
0.4893,NO
1.0022,NO
2.1676,YES
1.1340000000000001,NO
1.6046,YES
0.9836,NO
1.1017,NO
0.5392,NO
0.7594,NO
1.1166,NO
0.6745,NO
1.2726,NO
0.6568,NO
0.8303,NO
2.0878,YES
2.634,YES
1.7143,YES
0.9944,YES
1.2408,NO
2.0222,YES
1.3486,NO
0.8825,YES
0.6494,YES
0.8363,NO
0.7791,NO
0.9675,NO
0.9287,NO
0.938,YES
1.2249,YES
0.5963,NO
0.5257,NO
0.7352,NO
0.2108,NO
0.5065,NO
0.4187,NO
0.1551,NO
1.0016,YES
0.8006,NO
1.239,YES
0.7343,NO
0.9375,YES
0.4684,NO
0.4603,NO
0.4317,NO
0.4227,NO
0.2083,NO
0.6542,NO
0.5244,NO
0.7478,NO
1.4271,NO
0.3439,NO
1.3804,NO
1.9425,NO
1.819,NO
1.7817,NO
0.9235,NO
0.623,NO
1.4853,NO
3.3424,YES
1.6280000000000001,NO
2.6647,YES
1.2084,NO
1.5698,NO
0.7579,NO
0.8009999999999999,NO
1.5648,NO
0.6902,NO
1.9897,NO
0.8490000000000001,NO
1.2097,NO
3.4547,YES
4.1463,YES
2.9946,YES
1.4055,YES
1.3417,NO
2.9698,YES
1.5075,NO
2.0913,YES
1.4875,YES
1.4437,NO
1.026,NO
1.226,NO
1.3638,NO
2.105,YES
2.0678,YES
0.883,NO
1.1873,NO
1.0765,NO
0.8425,NO
1.4394,NO
1.2669,NO
0.7271,NO
2.1469,YES
1.1666,NO
2.3724,YES
1.0482,NO
1.6174,YES
0.8408,NO
1.0390000000000001,NO
1.3318,NO
0.9737,NO
0.4558,NO
0.8722,NO
1.2373,NO
1.0887,NO
1.1933,NO
0.4834,NO
2.6262,YES
3.2426,YES
3.5604,YES
2.5789,YES
1.0098,NO
0.6742,NO
2.2271,YES
1.2847,NO
2.4258,YES
0.5283,NO
1.6618,NO
2.0456,NO
0.9973,NO
0.9173,NO
3.3371,YES
0.7211,NO
3.8508,YES
0.9512,NO
3.1976,YES
0.7941,NO
1.1691,NO
1.216,NO
0.5292,NO
2.0675,YES
1.7467,NO
2.1079,YES
1.4671,NO
0.3,NO
0.8328,NO
1.6659,NO
1.6049,NO
0.9359999999999999,NO
0.9805,NO
0.3395,NO
0.8754,NO
3.4774,YES
0.8817,NO
2.7797,YES
0.6442,NO
1.4061,NO
0.4982,NO
0.6585,NO
1.3530000000000002,NO
0.4746,NO
2.0327,NO
0.4816,NO
1.1913,NO
3.3593,YES
4.19,YES
2.9648,YES
1.443,YES
0.7736,NO
3.0592,YES
1.0448,NO
0.7522,NO
0.1913,NO
1.5389,YES
2.9184,YES
2.7806,YES
1.5894,YES
0.6404,NO
0.3848,NO
1.4617,YES
1.5631,NO
1.4699,YES
0.9392,NO
0.9006,NO
1.5746,NO
0.6912,NO
0.6414,NO
2.6608,YES
0.4609,NO
3.3086,YES
0.6291,NO
2.9164,YES
1.1415,NO
1.4702,NO
1.6593,NO
0.6393,NO
1.5695,YES
1.4685,NO
1.2375,YES
1.4015,NO
0.1263,NO
1.7997,NO
1.831,NO
1.5973,NO
1.5167,NO
0.8195,NO
0.1536,NO
1.7648,NO
2.6614,YES
2.0374,NO
2.6814,YES
0.8647,NO
1.0275,NO
0.5919,NO
0.5581,NO
1.5472,NO
0.188,NO
1.7128,NO
0.6081,NO
1.3988,NO
2.9759,YES
3.9135,YES
2.4873,YES
1.3049,YES
1.3298,NO
2.8493,YES
1.3492,NO
1.0079,NO
0.1339,NO
1.1468,NO
1.4897,NO
1.2362,NO
1.2662,NO
0.9105,NO
0.2625,NO
1.2313,NO
3.0984,YES
1.2043,NO
2.4722,YES
0.3856,NO
1.0107,NO
0.2488,NO
0.4583,NO
1.0763,NO
0.2842,NO
1.9074,NO
0.4268,NO
1.0813,NO
3.0887,YES
3.8098,YES
2.594,YES
1.4271,YES
1.1468,NO
2.7505,YES
1.4818,NO
1.2587,NO
0.4445,NO
1.7052,NO
2.3507,NO
2.2588,NO
1.9966,NO
1.0909,NO
0.3158,NO
1.6403,NO
2.7073,YES
1.7769,NO
2.0476,YES
0.9865,NO
1.5685,NO
0.7103,NO
0.8571,NO
2.1065,NO
0.512,NO
2.1168,NO
0.8259,NO
1.5718,NO
2.6195,YES
3.3718,YES
2.2698,YES
1.2374,YES
1.4211,NO
2.7784,YES
1.4217,NO
1.692,NO
0.36200000000000004,NO
1.3769999999999998,NO
2.166,NO
2.2016,NO
1.5531,NO
1.0479,NO
0.7284,NO
1.3765,NO
3.0914,YES
1.5033,NO
2.5184,YES
1.21,NO
1.6526,NO
0.8958,NO
0.9199,NO
1.9542,NO
0.8099,NO
2.2527,NO
0.9878,NO
1.6288,NO
3.1948,YES
3.8974,YES
2.7363,YES
1.3529,YES
1.1923,NO
2.8565,YES
1.1784,NO
1.2353,NO
0.8353,NO
5.5527,YES
2.7572,YES
2.2414,YES
5.7497,YES
1.1192,NO
0.5221,NO
5.7151,YES
1.4474,NO
6.2423,YES
1.2690000000000001,NO
2.5644,NO
2.0437,NO
0.6449,NO
0.6806,NO
2.4019999999999997,YES
0.3521,NO
3.0238,YES
0.9206,NO
2.1137,YES
1.7476,NO
2.1454,NO
1.9771,NO
0.6902,NO
4.4104,YES
3.0754,NO
5.5623,YES
0.9743,NO
0.5895,NO
3.5752,YES
1.4803,NO
1.3315,NO
4.0504,YES
0.6341,NO
0.3271,NO
3.4741,YES
0.8796,NO
3.97,YES
0.5378,NO
2.3375,NO
1.598,NO
0.9453,NO
0.3873,NO
1.5076,NO
0.2286,NO
1.9771,NO
0.7383,NO
1.1079,NO
1.0908,NO
1.4364,NO
1.2006,NO
0.4012,NO
3.0348,YES
1.5414,NO
3.7723,YES
0.9457,NO
0.6194,NO
3.8668,YES
4.2361,YES
4.2889,YES
4.3526,YES
0.7524,NO
0.6352,NO
3.7584,YES
1.2544,NO
4.047,YES
0.3693,NO
2.1302,NO
2.4613,NO
1.0574,NO
0.7355,NO
3.9928,YES
0.5893,NO
4.6705,YES
0.9872,NO
3.6857,YES
0.6994,NO
0.9076,NO
1.495,NO
0.5405,NO
3.2654,YES
1.9223,NO
3.8394,YES
0.4952,NO
0.6027,NO
3.5962,YES
1.5173,NO
1.203,NO
4.3502,YES
0.3146,NO
0.2731,NO
3.8787,YES
1.1355,NO
4.3124,YES
1.011,NO
1.8412,NO
1.5017,NO
0.3551,NO
0.2394,NO
1.3656,NO
0.1701,NO
1.8541,NO
0.4325,NO
1.1096,NO
1.4819,NO
1.6594,NO
1.3134,NO
0.6622,NO
2.8819,YES
2.0817,NO
4.2139999999999995,YES
0.5725,NO
0.3068,NO
1.4796,YES
2.6101,YES
3.0397,YES
1.7832,YES
0.5816,NO
0.243,NO
1.2202,YES
0.847,NO
1.5406,YES
0.456,NO
0.8452,NO
1.1897,NO
0.6152,NO
0.6779,NO
2.9904,YES
0.31,NO
2.7284,YES
0.6475,NO
2.454,YES
0.7086,NO
1.0963,NO
0.8222,NO
0.4652,NO
1.2648,YES
1.0738,NO
0.8902,YES
2.5876,YES
1.4733,YES
0.872,NO
0.7082,NO
0.8976,NO
0.8984,NO
2.1378,YES
2.7678,YES
0.4808,NO
0.8899,NO
0.4877,NO
0.6747,NO
0.8959999999999999,NO
0.9016,NO
0.5175,NO
2.2445,YES
0.8466,NO
3.0166,YES
0.7009,NO
2.2459,YES
0.7456,NO
0.7609999999999999,NO
0.8677,NO
0.745,NO
0.3784,NO
0.7589,NO
0.7282,NO
0.6443,NO
0.8572,NO
0.9323,NO
6.05,YES
2.7394,YES
2.0342,YES
6.3634,YES
1.0388,NO
0.4408,NO
5.8272,YES
1.0554,NO
6.4966,YES
0.6016,NO
2.3575,NO
1.7042,NO
0.3866,NO
0.725,NO
2.2173,YES
0.3454,NO
2.6873,YES
1.0947,NO
1.909,YES
1.4445,NO
1.7394,NO
1.3362,NO
0.5752,NO
4.7509,YES
2.6055,NO
5.7239,YES
1.9166,NO
1.0654,NO
5.07,YES
3.2276,YES
2.9511,YES
5.3396,YES
1.5474,NO
1.0222,NO
4.8209,YES
2.3761,NO
5.3051,YES
1.7969,NO
2.6948,NO
2.431,NO
1.0837,NO
1.1555,NO
2.8307,YES
0.9839,NO
3.8337,YES
1.34,NO
2.5043,YES
2.4975,NO
3.1502,NO
2.4868,NO
1.1193,NO
4.0294,YES
3.2055,NO
5.1064,YES
0.878,NO
0.5754,NO
4.8198,YES
2.7331,YES
2.1867,YES
4.6437,YES
0.8564,NO
0.209,NO
4.6308,YES
0.9582,NO
5.2593,YES
1.0995,NO
1.8058,NO
1.5832,NO
0.4578,NO
0.588,NO
2.3899,YES
0.1975,NO
2.5775,YES
0.8351,NO
2.1254,YES
1.5682,NO
1.9791,NO
1.3538,NO
0.6419,NO
3.5566,YES
2.5756,NO
4.0394,YES
0.7493,NO
0.7646,NO
5.2538,YES
2.2453,YES
1.8422,YES
5.7041,YES
0.5689,NO
0.2555,NO
5.1775,YES
0.9236,NO
6.0217,YES
1.0062,NO
2.5398,NO
2.0119,NO
0.6048,NO
0.3749,NO
2.0534,YES
0.1219,NO
2.2135,YES
0.7483,NO
1.3653,YES
1.4023,NO
1.7693,NO
1.2792,NO
0.6178,NO
3.8926,YES
2.8139,NO
5.4214,YES
0.9832,NO
0.3747,NO
1.8253,YES
3.73,YES
3.7963,YES
1.6988,YES
0.8905,NO
0.5391,NO
1.4096,YES
1.2507,NO
1.6785,YES
0.6456,NO
0.9483,NO
1.7244,NO
0.8489,NO
0.9224,NO
3.6191,YES
0.6374,NO
3.8423,YES
0.8734,NO
3.4097,YES
0.792,NO
1.1997,NO
1.2716,NO
0.6681,NO
1.474,YES
1.3197,NO
1.1796,YES
0.6211,NO
0.3357,NO
2.9864,YES
3.9125,YES
3.8388,YES
2.9284,YES
0.6777,NO
0.1635,NO
2.8781,YES
1.2951,NO
3.2336,YES
0.8249,NO
1.2625,NO
2.0003,NO
0.5992,NO
0.541,NO
3.6601,YES
0.1772,NO
4.2623,YES
0.4794,NO
3.437,YES
1.0362,NO
1.4145,NO
1.5355,NO
0.6363,NO
2.2764,YES
2.0028,NO
2.7061,YES
0.6064,NO
0.1618,NO
0.8018,NO
0.7899,NO
0.8159,NO
1.0666,NO
0.2268,NO
0.447,NO
0.6905,NO
0.4818,NO
0.8745,NO
0.3165,NO
2.1054,YES
1.76,YES
1.4971,YES
0.4094,NO
0.8282,NO
0.5315,NO
0.8692,NO
0.5473,NO
