50Traced_NONETRACED_MAX_SINGLE_VSM_30_MAX,Associated
0.0749,NO
0.1091,NO
0.1818,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.2344,NO
0.0679,NO
0.2452,NO
1.0,YES
0.1818,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.1438,NO
0.5985,NO
0.1109,NO
0.1949,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.4007,NO
0.2664,NO
0.2664,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2664,NO
1.0,YES
0.2047,NO
1.0,YES
0.2664,NO
0.1688,NO
0.3066,NO
0.2314,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.2555,NO
0.2057,NO
0.1534,NO
0.6593,NO
0.3744,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.0509,NO
0.2357,NO
1.0,YES
0.3063,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.5752,NO
0.1268,NO
0.4343,NO
0.2508,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.6166,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3722,NO
0.5089,NO
1.0,YES
1.0,YES
0.5415,NO
0.4069,NO
0.5415,NO
0.4197,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3722,NO
1.0,YES
0.28600000000000003,NO
1.0,YES
0.3722,NO
0.4069,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.5415,NO
0.4197,NO
0.4653,NO
0.1709,NO
0.1651,NO
0.7346,YES
1.0,YES
1.0,YES
0.503,YES
0.257,NO
0.0982,NO
0.3689,YES
0.3019,NO
0.7346,YES
0.1733,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.0556,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.2734,NO
0.3867,NO
0.2464,NO
0.7346,YES
0.2265,NO
0.4304,YES
0.2057,NO
0.1996,NO
0.6593,NO
0.3054,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.1996,NO
0.1668,NO
1.0,YES
0.1577,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1689,NO
0.1996,NO
0.4071,NO
0.1996,NO
0.4343,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.6903,NO
1.0,YES
0.5875,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1674,NO
1.0,YES
0.6903,NO
0.6903,NO
0.5265,NO
0.6903,NO
1.0,YES
0.6903,NO
0.5859,YES
0.2332,NO
0.1856,NO
0.4239,NO
0.3895,NO
0.3369,NO
0.3984,NO
0.2344,NO
0.2332,NO
0.4239,NO
1.0,YES
0.4239,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3889,NO
0.2332,NO
0.5985,NO
0.22399999999999998,NO
0.2239,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.366,NO
0.2057,NO
0.1825,NO
0.6593,NO
0.3895,NO
0.3315,NO
0.6773,NO
0.4224,NO
0.1825,NO
0.3327,NO
1.0,YES
0.4039,NO
1.0,YES
0.2134,NO
0.0932,NO
0.1176,NO
0.204,NO
0.5985,NO
0.1825,NO
0.4343,NO
0.1825,NO
0.4715,NO
0.8156,YES
0.8945,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4039,NO
0.2093,NO
0.1109,NO
0.6593,NO
0.3031,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.2093,NO
0.3095,NO
1.0,YES
0.3095,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.2093,NO
0.3889,NO
0.2011,NO
0.4343,NO
0.2253,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.0904,NO
0.1091,NO
0.2898,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.2344,NO
0.0806,NO
0.2452,NO
1.0,YES
0.0936,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1438,NO
0.5985,NO
0.0898,NO
0.1949,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.228,NO
1.0,YES
0.2574,NO
0.2216,NO
0.3162,NO
1.0,YES
0.7438,YES
