50Traced_NONETRACED_MAX_SINGLE_LSA_66_MEDIAN,Associated
0.2201,NO
0.1091,NO
0.1818,NO
0.3384,NO
0.2553,NO
0.166,NO
0.2201,NO
0.2025,NO
0.1766,NO
0.6882,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.2942,NO
0.2201,NO
0.2553,NO
0.2508,NO
0.2553,NO
0.5181,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.2455,NO
0.2664,NO
0.2853,NO
1.0,YES
1.0,YES
0.2853,NO
0.2314,NO
0.2515,NO
0.1058,NO
0.4183,NO
0.40399999999999997,NO
0.4173,NO
1.0,YES
0.2604,NO
1.0,YES
0.2664,NO
1.0,YES
0.2664,NO
0.1688,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.2853,NO
0.2314,NO
0.2584,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.3063,NO
0.6139,NO
0.3186,NO
0.2097,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.2187,NO
1.0,YES
0.3471,NO
0.9611,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.3063,NO
0.21600000000000003,NO
0.3757,NO
0.21600000000000003,NO
0.4531,NO
1.0,YES
1.0,YES
0.9611,YES
1.0,YES
0.3063,NO
1.0,YES
0.1932,NO
1.0,YES
1.0,YES
0.5415,NO
0.3514,NO
0.3722,NO
0.5089,NO
1.0,YES
1.0,YES
0.5415,NO
0.4197,NO
0.4605,NO
0.2121,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3638,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.5415,NO
0.4197,NO
0.4653,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.153,NO
0.5022,YES
0.1733,NO
1.0,YES
0.166,NO
0.2165,NO
0.1934,NO
0.2758,NO
0.1146,NO
1.0,YES
0.1663,NO
1.0,YES
0.2187,NO
1.0,YES
0.3405,NO
0.3721,NO
0.5265,NO
0.1856,NO
1.0,YES
0.4518,NO
0.5859,YES
0.2719,NO
0.1091,NO
0.4137,NO
0.6139,NO
0.3172,NO
0.3357,NO
0.2719,NO
0.2502,NO
0.3573,NO
1.0,YES
0.4354,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.221,NO
0.4137,NO
0.2719,NO
0.3043,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.2424,NO
0.1709,NO
0.2059,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.257,NO
0.1098,NO
0.4151,YES
0.6968,NO
0.8266,YES
0.6968,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.1449,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6968,NO
0.6903,NO
0.8266,YES
0.6903,NO
0.4843,YES
0.2332,NO
0.1109,NO
0.4328,NO
0.3384,NO
0.3318,NO
0.2963,NO
0.4224,NO
0.2332,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.5133,NO
0.22399999999999998,NO
0.3183,NO
0.2508,NO
0.2148,NO
0.5857,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1825,NO
0.1825,NO
0.4095,NO
0.4834,NO
0.4374,NO
0.4095,NO
0.3289,NO
0.1825,NO
0.4095,NO
1.0,YES
0.551,NO
1.0,YES
0.1661,NO
0.1861,NO
0.0932,NO
0.3249,NO
0.3996,NO
0.1825,NO
0.4374,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.4039,NO
0.2093,NO
0.098,NO
0.3095,NO
0.6139,NO
0.3315,NO
0.2909,NO
0.2509,NO
0.2093,NO
0.3095,NO
1.0,YES
0.4203,NO
1.0,YES
0.2729,NO
0.2636,NO
0.2722,NO
0.3249,NO
0.3103,NO
0.2011,NO
0.391,NO
0.2253,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3095,NO
1.0,YES
0.2339,NO
0.1352,NO
0.1091,NO
0.1435,NO
0.6139,NO
0.2503,NO
0.1112,NO
0.1963,NO
0.1244,NO
0.1951,NO
1.0,YES
0.311,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.2453,NO
0.2942,NO
0.1352,NO
0.2952,NO
0.2508,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.228,NO
1.0,YES
0.1731,NO
0.2194,NO
0.2698,NO
1.0,YES
0.4964,YES
0.5116,YES
1.0,YES
0.3772,NO
0.2018,NO
1.0,YES
0.1242,NO
1.0,YES
0.1059,NO
0.5121,NO
0.441,NO
0.441,NO
0.1816,NO
0.6673,YES
0.2194,NO
0.6649,YES
0.4826,NO
0.3889,YES
0.2695,NO
0.2483,NO
0.5009,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.1799,NO
0.256,NO
1.0,YES
0.6811,NO
0.6811,NO
1.0,YES
0.3772,NO
0.1097,NO
1.0,YES
0.5079,NO
1.0,YES
0.1528,NO
0.5402,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5127,NO
0.1398,NO
0.6811,NO
0.3122,NO
0.6811,NO
0.2975,NO
0.5079,NO
0.5079,NO
0.5079,NO
1.0,YES
0.6436,NO
1.0,YES
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.8399,YES
0.3168,NO
0.0663,NO
0.8593,YES
0.8445,NO
1.0,YES
0.7101,NO
0.4794,NO
0.4298,NO
0.4439,NO
0.2307,NO
1.0,YES
0.0718,NO
1.0,YES
0.1601,NO
1.0,YES
0.8445,NO
0.8445,NO
0.7101,NO
0.8445,NO
1.0,YES
0.8445,NO
0.8593,YES
0.1636,NO
0.3162,NO
0.7986,YES
0.183,NO
0.1814,NO
0.7986,YES
0.2718,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.1633,NO
0.5082,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.3099,NO
0.1654,NO
0.6151,NO
0.3011,NO
0.3164,NO
0.3536,NO
0.6038,NO
0.6038,NO
0.6038,NO
0.9109,YES
0.6038,NO
1.0,YES
0.221,NO
0.2059,NO
0.6136,YES
1.0,YES
1.0,YES
0.4202,YES
0.257,NO
0.2033,NO
0.3081,YES
0.1552,NO
0.6136,YES
0.166,NO
0.7871,NO
0.7602,NO
0.7852,NO
0.1005,NO
1.0,YES
0.221,NO
1.0,YES
0.2833,NO
1.0,YES
0.3405,NO
0.3338,NO
0.4145,NO
0.1856,NO
0.6136,YES
0.3962,NO
0.3595,YES
1.0,YES
1.0,YES
0.4952,NO
0.3683,NO
0.3796,NO
0.3748,NO
1.0,YES
1.0,YES
0.3988,NO
0.3547,NO
0.4952,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6202,NO
1.0,YES
0.4952,NO
1.0,YES
0.3642,NO
1.0,YES
0.2458,NO
0.2112,NO
0.4076,NO
0.4076,NO
0.4076,NO
0.4952,NO
0.4076,NO
0.2901,NO
0.2003,NO
0.3162,NO
1.0,YES
0.4247,YES
0.4378,YES
1.0,YES
0.3772,NO
0.1215,NO
1.0,YES
0.4834,NO
1.0,YES
0.2684,NO
0.5579,NO
0.1867,NO
0.2687,NO
0.1297,NO
0.5710000000000001,YES
0.0773,NO
0.6151,YES
0.2776,NO
0.3889,YES
0.2831,NO
0.4834,NO
0.5872,NO
0.4834,NO
1.0,YES
0.6436,NO
1.0,YES
0.2339,NO
0.3044,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.3772,NO
0.2339,NO
1.0,YES
0.6074,NO
1.0,YES
0.3417,NO
0.4544,NO
0.2193,NO
0.2972,NO
0.2339,NO
1.0,YES
0.2247,NO
0.7355,YES
0.506,NO
0.4963,YES
0.6074,NO
0.6074,NO
0.5265,NO
0.6074,NO
1.0,YES
0.6436,NO
1.0,YES
0.2216,NO
0.3162,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1622,NO
1.0,YES
0.5224,NO
1.0,YES
0.5224,NO
0.5579,NO
0.2193,NO
0.2972,NO
0.2034,NO
1.0,YES
0.1975,NO
0.7355,YES
0.506,NO
0.6709999999999999,YES
0.5224,NO
0.5224,NO
0.5872,NO
0.3738,NO
1.0,YES
0.5692,NO
1.0,YES
0.2216,NO
0.3162,NO
1.0,YES
0.4724,YES
0.4724,YES
1.0,YES
0.3772,NO
0.1215,NO
1.0,YES
0.4433,NO
1.0,YES
0.1199,NO
0.5374,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1297,NO
0.5693,YES
0.1171,NO
0.6649,YES
0.506,NO
