50Traced_NONETRACED_MAX_MULTI_LSA_6_MEDIAN,Associated
0.2852,NO
0.1819,NO
0.1782,NO
0.3093,NO
0.2804,NO
0.1782,NO
0.2852,NO
0.2852,NO
0.1689,NO
0.5328,YES
0.1782,NO
0.7677,YES
0.3555,NO
0.3353,NO
0.3555,NO
0.2852,NO
0.2804,NO
0.1585,NO
0.2804,NO
0.2852,NO
0.2804,NO
0.7677,YES
0.5015,YES
0.3219,YES
0.7677,YES
0.1573,NO
0.7677,YES
0.1782,NO
0.9153,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.3034,NO
0.6914,YES
0.6914,YES
0.2113,NO
0.1453,NO
0.3034,NO
0.1939,NO
0.3148,NO
0.3082,NO
0.3148,NO
0.6914,YES
0.2796,NO
0.904,YES
0.1687,NO
0.6914,YES
0.2165,NO
0.1212,NO
0.1939,NO
0.1939,NO
0.0802,NO
0.2268,NO
0.1939,NO
0.2796,NO
0.3496,NO
0.1534,NO
0.2866,NO
0.5644,NO
0.2961,NO
0.4016,NO
0.2948,NO
0.294,NO
0.3028,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2728,NO
0.294,NO
0.4175,NO
0.3069,NO
0.3844,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2866,NO
1.0,YES
0.408,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2862,NO
1.0,YES
1.0,YES
0.2528,NO
0.2193,NO
0.3559,NO
0.316,NO
0.3845,NO
0.3667,NO
0.3845,NO
1.0,YES
0.3559,NO
0.2891,YES
0.2148,NO
1.0,YES
0.1617,NO
0.316,NO
0.2251,NO
0.2251,NO
0.316,NO
0.2201,NO
0.316,NO
0.3559,NO
0.3011,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.1691,NO
0.5227,YES
0.2975,NO
1.0,YES
0.254,NO
0.3877,NO
0.3877,NO
0.3877,NO
0.1729,NO
1.0,YES
0.2254,NO
1.0,YES
0.1652,NO
1.0,YES
0.3369,NO
0.462,NO
0.254,NO
0.2147,NO
0.5820000000000001,YES
0.254,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2279,NO
0.5352,NO
0.4528,NO
0.289,NO
0.2831,NO
0.2866,NO
0.2367,NO
0.9481,YES
0.4528,NO
1.0,YES
0.2391,NO
0.3673,NO
0.1689,NO
0.2866,NO
0.4528,NO
0.2498,NO
0.2733,NO
0.2866,NO
0.3132,NO
1.0,YES
0.9481,YES
0.6779,YES
1.0,YES
0.2964,NO
1.0,YES
0.4528,NO
0.1918,NO
0.1168,NO
0.2644,YES
0.7909,YES
1.0,YES
0.3353,YES
0.2651,NO
0.1676,NO
0.2746,YES
0.3816,NO
0.5253,YES
0.2022,NO
0.3108,NO
0.42,NO
0.3108,NO
0.1676,NO
1.0,YES
0.141,NO
1.0,YES
0.1676,NO
1.0,YES
0.2049,NO
0.2427,NO
0.3056,NO
0.1032,NO
0.3057,YES
0.254,NO
0.5253,YES
0.3496,NO
0.3096,NO
0.3347,NO
0.4329,NO
0.42700000000000005,NO
0.4162,NO
0.3056,NO
0.3096,NO
0.3347,NO
0.8204,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2033,NO
0.3096,NO
0.4327,NO
0.318,NO
0.3844,NO
0.3096,NO
0.4378,NO
0.7607,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.42700000000000005,NO
0.3496,NO
0.1339,NO
0.3855,NO
0.5644,NO
0.3237,NO
0.4162,NO
0.3056,NO
0.1871,NO
0.3855,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.1078,NO
0.204,NO
0.4327,NO
0.318,NO
0.3844,NO
0.1871,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3745,NO
0.32,NO
0.2636,NO
0.3821,NO
0.5644,NO
0.3069,NO
0.4162,NO
0.3056,NO
0.1787,NO
