50Traced_NONETRACED_SUM_SINGLE_LSA_55_MAX,Associated
0.519,NO
0.2632,NO
0.4292,NO
1.1442,NO
0.7969,NO
0.6505,NO
0.4672,NO
0.4912,NO
0.6627,NO
1.8622,YES
0.6854,NO
1.6069,YES
0.2427,NO
0.2231,NO
0.3255,NO
0.28300000000000003,NO
1.1169,NO
0.5828,NO
0.516,NO
0.6013,NO
0.8068,NO
1.7806,YES
1.7653,YES
1.8703,YES
1.7474,YES
0.6458,NO
1.0678,YES
0.6891,NO
0.8748,YES
1.4621,YES
0.9353,NO
0.763,NO
0.637,NO
0.9872,NO
1.5864,YES
0.8041,YES
0.8489,NO
0.3646,NO
0.8735,NO
0.2649,NO
0.6796,NO
0.7378,NO
0.6855,NO
1.3422,YES
0.7296,NO
1.8688,YES
0.593,NO
1.8665,YES
0.6316,NO
0.4312,NO
0.4796,NO
0.4651,NO
0.3359,NO
0.8276,NO
0.2741,NO
1.143,NO
0.2656,NO
0.3152,NO
0.32799999999999996,NO
1.4599,NO
1.1598,NO
0.9273,NO
0.5958,NO
0.2849,NO
0.9797,NO
3.2649,YES
1.1189,NO
2.4471,YES
0.5711,NO
0.6155,NO
0.7276,NO
0.4756,NO
1.4176,NO
0.4548,NO
0.5822,NO
0.293,NO
1.1982,NO
2.8297,YES
2.9163,YES
3.0407,YES
2.7763,YES
0.9225,NO
2.1553,YES
0.9568,NO
1.597,YES
2.5351,YES
0.8841,NO
0.4341,NO
0.7586,NO
0.6972,NO
1.7016,YES
1.5719,YES
0.9076,NO
0.2401,NO
0.8956,NO
0.2859,NO
1.4632,NO
1.7459,NO
1.7168,NO
1.5058,YES
1.2351,NO
2.6586,YES
0.5923,NO
2.9107,YES
0.4393,NO
0.2228,NO
0.2358,NO
0.3818,NO
0.1053,NO
0.6918,NO
0.2631,NO
1.7475,NO
0.4297,NO
0.3393,NO
0.7426,YES
4.2059,YES
3.6135,YES
1.5777,YES
0.5736,NO
0.0489,NO
0.7295,YES
0.391,NO
1.1977,YES
0.247,NO
0.6442,NO
0.5118,NO
1.0473,NO
0.2539,NO
4.7488,YES
0.076,NO
4.3962,YES
0.2603,NO
4.2758,YES
0.7027,NO
0.3864,NO
0.8397,NO
0.4733,NO
1.689,YES
0.9992,NO
1.7452,YES
0.5731,NO
0.4111,NO
0.4582,NO
1.6761,NO
1.3282,NO
0.8467,NO
0.7629,NO
0.5508,NO
0.9225,NO
3.583,YES
1.1719,NO
2.7147,YES
0.2122,NO
0.2308,NO
0.4469,NO
0.7513,NO
1.6063,NO
0.8962,NO
0.8027,NO
0.7343,NO
1.3343,NO
3.2692,YES
3.2914,YES
3.3442,YES
3.1485,YES
0.9766,NO
2.336,YES
0.7932,NO
0.3487,NO
0.1571,NO
0.9225,YES
4.4969,YES
3.5799,YES
1.5698,YES
0.6523,NO
0.0604,NO
0.8328,YES
0.9014,NO
1.2309,YES
0.7273,NO
0.3515,NO
0.2571,NO
0.731,NO
0.2847,NO
4.2061,YES
0.141,NO
4.0848,YES
0.142,NO
4.1358,YES
1.2462,NO
1.0109,NO
1.3441,NO
1.0401,NO
1.5848,YES
1.0286,NO
1.4454,YES
0.7742,NO
0.6101,NO
0.9827,NO
1.6696,NO
1.3059,NO
1.7073,NO
0.9428,NO
0.7396,NO
1.5290000000000001,NO
3.1003,YES
1.9354,NO
2.2033,YES
0.3045,NO
0.3827,NO
0.3974,NO
0.8146,NO
1.8193,NO
1.147,NO
0.9689,NO
0.9303,NO
1.4656,NO
2.7891,YES
2.8337,YES
3.2979,YES
2.5616,YES
1.7155,NO
2.2734,YES
1.4805,NO
0.4349,NO
0.6335,NO
1.0435,NO
