50Traced_NONETRACED_SUM_SINGLE_VSM_61_MEDIAN,Associated
0.6325,NO
0.4829,NO
0.3369,NO
1.2329,NO
1.1508,NO
0.4257,NO
0.5808,NO
0.2418,NO
0.5341,NO
2.8895,YES
0.2886,NO
2.2656,YES
0.2427,NO
0.6444,NO
0.2223,NO
0.3602,NO
0.7763,NO
0.6178,NO
0.8588,NO
0.3303,NO
0.7072,NO
2.9366,YES
3.3004,YES
3.0671,YES
2.1362,YES
0.2817,NO
2.1156,YES
0.6575,NO
1.5930000000000002,YES
1.2876,YES
1.2162,NO
0.9731,NO
0.8989,NO
1.3119999999999998,NO
2.0341,YES
2.4388,YES
1.1107,NO
0.1863,NO
1.5437,NO
0.1806,NO
0.3786,NO
0.3823,NO
0.2796,NO
1.39,YES
0.9841,NO
2.4636,YES
0.8711,NO
2.6282,YES
0.9554,NO
0.2922,NO
0.5762,NO
0.6145,NO
0.5760000000000001,NO
1.5767,NO
0.6499,NO
1.2905,NO
0.6213,NO
0.7587,NO
0.8233,NO
1.9941,NO
1.7559,NO
1.0228,NO
0.9637,NO
0.3737,NO
1.0785,NO
3.3404,YES
0.8947,NO
2.67,YES
0.4001,NO
0.9748,NO
0.4583,NO
0.5984,NO
1.4777,NO
0.7986,NO
1.5672,NO
0.5151,NO
1.4663,NO
3.3334,YES
3.821,YES
3.4374,YES
2.4555,YES
0.9955,NO
2.5658,YES
1.507,NO
1.8115,YES
1.3389,YES
1.585,NO
1.1046,NO
1.0639,NO
1.5541,NO
2.5021,YES
2.6176,YES
1.6058,NO
0.8842,NO
1.6119999999999999,NO
0.7497,NO
0.6142,NO
0.6525,NO
0.2469,NO
1.3899,YES
1.2863,NO
2.6687,YES
1.1589,NO
2.6487,YES
1.2728,NO
0.8547,NO
1.2193,NO
1.5011,NO
0.7588,NO
1.8696,NO
1.2269,NO
1.7568,NO
0.4571,NO
0.4487,NO
1.3522,YES
4.9474,YES
4.0447,YES
1.5737,YES
1.0176,NO
0.3151,NO
1.4414,YES
0.5679,NO
2.3094,YES
