50Traced_NONETRACED_SUM_RAW_VSM_53_MAX,Associated
0.3108,NO
0.3772,NO
0.2063,NO
0.3704,NO
0.2656,NO
0.4513,NO
0.3438,NO
0.1058,NO
0.3348,NO
0.6595,YES
0.1816,NO
0.6838,YES
0.2427,NO
0.4549,NO
0.3434,NO
0.2987,NO
0.2391,NO
0.2903,NO
0.1137,NO
0.2179,NO
0.2848,NO
0.4194,YES
0.7295,YES
0.6708,YES
0.5766,YES
0.1573,NO
0.7063,YES
0.3127,NO
1.2766,YES
2.0474,YES
0.3859,NO
0.4712,NO
0.1662,NO
0.6659999999999999,NO
1.1701,YES
0.4489,YES
0.4863,NO
0.1887,NO
0.3916,NO
0.1412,NO
0.1797,NO
0.4346,NO
0.2763,NO
1.4402,YES
0.183,NO
1.5098,YES
0.1837,NO
0.7031,YES
0.3229,NO
0.1212,NO
0.1312,NO
0.2614,NO
0.1281,NO
0.3215,NO
0.1604,NO
0.2823,NO
0.3376,NO
0.2359,NO
0.3856,NO
0.5436,NO
0.3785,NO
0.6004,NO
0.5406,NO
0.1057,NO
0.4798,NO
1.6471,YES
0.2335,NO
1.7409,YES
0.2847,NO
0.5298,NO
0.2278,NO
0.1919,NO
0.3343,NO
0.2638,NO
0.3038,NO
0.312,NO
0.4444,NO
1.2553,YES
1.8675,YES
2.0936,YES
1.8757,YES
0.2992,NO
1.619,YES
0.5317,NO
0.3329,YES
0.4884,YES
0.3865,NO
0.225,NO
0.1527,NO
0.4684,NO
0.3696,YES
0.158,YES
0.4138,NO
0.2431,NO
0.3741,NO
0.0887,NO
0.2289,NO
0.3569,NO
0.2741,NO
0.3256,YES
0.1139,NO
0.4677,YES
0.1494,NO
0.3147,YES
0.1273,NO
0.1251,NO
0.157,NO
0.2913,NO
0.1251,NO
0.2821,NO
0.2149,NO
0.2311,NO
0.6796,NO
0.2905,NO
1.0415,YES
1.7912,YES
2.5202,YES
1.7926,YES
0.4573,NO
0.2168,NO
0.9392,YES
0.4555,NO
1.4363,YES
0.3343,NO
0.4091,NO
0.8302,NO
0.483,NO
0.2599,NO
2.3692,YES
0.3557,NO
2.1708,YES
0.2995,NO
2.9382,YES
0.2129,NO
0.7767,NO
0.2883,NO
0.3333,NO
0.7283,YES
0.5273,NO
1.4781,YES
0.4253,NO
0.1978,NO
0.2153,NO
0.4979,NO
0.2878,NO
0.4181,NO
0.2864,NO
0.1225,NO
0.3106,NO
1.5232,YES
0.3064,NO
1.6222,YES
0.2147,NO
0.3003,NO
0.1689,NO
0.315,NO
0.271,NO
0.1229,NO
0.1082,NO
0.2494,NO
0.3959,NO
1.0527,YES
1.7474,YES
1.9258,YES
1.695,YES
0.2226,NO
1.6495,YES
0.3308,NO
0.2857,NO
0.0774,NO
0.6503,YES
2.5359,YES
1.9042,YES
1.4889,YES
0.2611,NO
0.0712,NO
0.5405,YES
0.5116,NO
1.3431,YES
0.5466,NO
0.23199999999999998,NO
0.4917,NO
0.2375,NO
0.1453,NO
3.1684,YES
0.2001,NO
2.4821,YES
0.1471,NO
