50Traced_NONETRACED_MAX_SINGLE_LSA_27_MEDIAN,Associated
0.2201,NO
0.2201,NO
0.1818,NO
0.6139,NO
0.1818,NO
0.1245,NO
0.2687,NO
0.2025,NO
0.1818,NO
1.0,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.2942,NO
0.2201,NO
0.1818,NO
0.2508,NO
0.1818,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
0.3196,YES
0.2054,NO
1.0,YES
1.0,YES
0.4007,NO
0.1702,NO
0.1702,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.1471,NO
1.0,YES
0.1702,NO
1.0,YES
0.1702,NO
0.2314,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.6593,NO
0.6139,NO
0.3076,NO
0.3464,NO
0.4224,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
0.7349,YES
0.205,NO
0.2391,NO
0.2136,NO
0.21600000000000003,NO
0.3076,NO
0.21600000000000003,NO
0.391,NO
0.21600000000000003,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.6805,NO
0.5415,NO
1.0,YES
1.0,YES
0.6805,NO
0.4069,NO
0.6805,NO
0.2121,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.4069,NO
0.6805,NO
0.4197,NO
0.6805,NO
0.1425,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0462,NO
1.0,YES
0.2963,NO
1.0,YES
0.2198,NO
0.2165,NO
0.3152,NO
0.2781,NO
0.0927,NO
1.0,YES
0.0921,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.4485,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2719,NO
0.6593,NO
0.6139,NO
0.4137,NO
0.3573,NO
0.4224,NO
0.2502,NO
0.444,NO
1.0,YES
0.7077,NO
0.9651,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.4137,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.1219,NO
0.1858,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2196,NO
0.0613,NO
0.8266,YES
0.6903,NO
0.8266,YES
0.3599,NO
0.4403,NO
0.4403,NO
