50Traced_NONETRACED_SUM_SINGLE_LSA_16_MEDIAN,Associated
0.6511,NO
0.3162,NO
1.2417,NO
0.3433,NO
1.0599,NO
1.2174,NO
0.8098,NO
0.7297,NO
1.4261,NO
3.1225,YES
0.9233,NO
3.201,YES
0.5318,NO
0.7898,NO
0.5857,NO
0.8722,NO
1.3667,NO
0.5178,NO
0.6084,NO
0.5688,NO
1.5419,NO
2.9254,YES
2.8582,YES
2.5686,YES
2.3481,YES
0.7877,NO
3.0808,YES
1.0878,NO
1.5043,YES
1.0523,YES
0.5588,NO
0.7204,NO
0.7084,NO
0.5807,NO
1.91,YES
2.3855,YES
0.5917,NO
0.3752,NO
0.55,NO
0.3137,NO
0.1797,NO
0.3562,NO
0.1551,NO
2.1442,YES
0.6781,NO
2.4186,YES
0.8347,NO
2.3649,YES
0.6564,NO
0.4581,NO
0.5312,NO
0.3765,NO
0.3231,NO
0.6113,NO
0.6653,NO
0.6568,NO
0.3338,NO
0.1991,NO
1.161,NO
0.2865,NO
1.0119,NO
0.8964,NO
0.7339,NO
0.3284,NO
1.0914,NO
3.5357,YES
0.6385,NO
3.2801,YES
0.2379,NO
0.392,NO
0.3038,NO
0.6416,NO
1.0498,NO
0.2526,NO
0.5571,NO
0.1755,NO
1.4403,NO
3.3819,YES
3.3984,YES
2.9792,YES
2.324,YES
0.6896,NO
3.5664,YES
0.6914,NO
1.9421,YES
1.5827,YES
1.6982,NO
1.3227,NO
1.3606,NO
2.4569,NO
2.415,YES
2.9277,YES
2.9165,NO
0.8714,NO
2.197,NO
0.6348,NO
1.8609,NO
1.9033,NO
1.8222,NO
2.4687,YES
1.4418,NO
2.8309,YES
1.7433,NO
3.3241,YES
1.2029,NO
0.7911,NO
1.1001,NO
0.9757,NO
1.0349,NO
1.7856,NO
1.04,NO
2.5444,NO
0.6376,NO
0.1994,NO
2.1622,YES
4.0703,YES
4.6866,YES
1.9729,YES
0.5397,NO
0.4583,NO
2.7507,YES
0.7789,NO
2.0448,YES
0.2142,NO
0.8231,NO
1.042,NO
0.7776,NO
0.4445,NO
4.9831,YES
0.4433,NO
4.6571,YES
0.8175,NO
4.7376,YES
0.2602,NO
1.1397,NO
1.0683,NO
0.7032,NO
2.0192,YES
0.9172,NO
2.4623,YES
0.6124,NO
0.406,NO
1.0231,NO
0.6715,NO
1.3768,NO
0.9498,NO
0.7881,NO
0.5829,NO
1.431,NO
3.5069,YES
0.8357,NO
3.1365,YES
0.7884,NO
1.0544,NO
0.9917,NO
0.7002,NO
1.6805,NO
0.4686,NO
1.0414,NO
0.4129,NO
1.6331,NO
3.2082,YES
3.4136,YES
2.9167,YES
2.4517,YES
0.7502,NO
3.3424,YES
0.7703,NO
0.5652,NO
0.2543,NO
1.6232,YES
3.5869999999999997,YES
4.3033,YES
1.3364,YES
0.6529,NO
0.5155,NO
1.9680000000000002,YES
2.2912,NO
1.4715,YES
1.3423,NO
0.3751,NO
0.8784,NO
0.4383,NO
0.6758,NO
4.6122,YES
0.3651,NO
3.8512,YES
0.4606,NO
4.3896,YES
1.7897,NO
2.4225,NO
2.1599,NO
1.0125,NO
1.6072,YES
1.8907,NO
1.6833,YES
0.4856,NO
0.3919,NO
2.0447,NO
0.8717,NO
1.5311,NO
2.1899,NO
1.1004,NO
0.6252,NO
2.2661,NO
2.5991,YES
1.6333,NO
2.5683,YES
0.7402,NO
0.9359,NO
0.7967,NO
0.4761,NO
1.5174,NO
0.539,NO
1.2102,NO
0.52,NO
1.4469999999999998,NO
2.2791,YES
2.4545,YES
2.3234,YES
2.0268,YES
1.6193,NO
3.1067,YES
2.0381,NO
0.3806,NO
0.3915,NO
1.5898,NO
0.5323,NO
1.3961,NO
1.641,NO
0.6766,NO
0.4494,NO
1.9583,NO
3.5764,YES
1.6234,NO
3.3535,YES
0.6165,NO
0.6291,NO
0.5469,NO
0.6538,NO
1.6163,NO
0.2479,NO
1.169,NO
0.1309,NO
1.7573,NO
3.3117,YES
3.3689999999999998,YES
3.3343,YES
2.6196,YES
1.4582,NO
3.8237,YES
1.732,NO
0.4226,NO
0.3874,NO
1.2338,NO
0.5944,NO
1.1994,NO
1.1864,NO
0.6715,NO
0.6068,NO
1.3798,NO
3.0126,YES
0.9444,NO
2.7112,YES
0.5131,NO
0.7571,NO
0.6809999999999999,NO
0.7604,NO
1.347,NO
0.5333,NO
0.8544,NO
0.3116,NO
1.4594,NO
2.7879,YES
2.8072,YES
2.4876,YES
2.1223,YES
1.0193,NO
3.0922,YES
1.0531,NO
0.2708,NO
0.2802,NO
1.1466,NO
0.5013,NO
1.3079,NO
1.0531,NO
0.6415,NO
0.3623,NO
1.2646,NO
3.5387,YES
0.5907,NO
3.2865,YES
0.5321,NO
0.6808,NO
0.604,NO
0.5705,NO
1.3663,NO
0.2456,NO
0.7126,NO
0.1702,NO
1.6997,NO
3.2768,YES
3.3405,YES
2.8628,YES
2.4587,YES
0.6972,NO
3.5391,YES
0.8121,NO
0.5114,NO
0.6359,NO
5.0725,YES
1.1537,YES
1.3754,YES
5.5593,YES
1.4299,NO
0.902,NO
5.4236,YES
1.0689,NO
5.6239,YES
1.1731,NO
1.3596,NO
0.9691,NO
0.9857,NO
0.6487,NO
1.8181,YES
0.8903,NO
2.8923,YES
1.4309,NO
1.203,YES
1.0163,NO
0.9841,NO
2.4988,NO
1.3098,NO
4.6722,YES
2.8546,NO
5.9146,YES
0.2358,NO
0.49,NO
3.3284,YES
0.7671,NO
1.4775,NO
3.715,YES
0.9799,NO
0.3185,NO
4.2321,YES
0.3136,NO
4.2684,YES
0.3816,NO
1.3117,NO
1.0368,NO
1.1594,NO
0.171,NO
