50Traced_NONETRACED_SUM_MULTI_LSA_5_MEDIAN,Associated
0.8316,NO
0.3931,NO
0.8613,NO
1.5379,NO
0.7791,NO
0.6904,NO
1.2767,NO
0.7503,NO
0.6509,NO
2.4819999999999998,YES
0.7673,NO
1.9643,YES
0.7823,NO
1.1352,NO
0.3623,NO
0.9768,NO
0.9795,NO
0.6107,NO
0.41200000000000003,NO
0.4346,NO
1.3272,NO
2.2046,YES
2.2708,YES
1.7499,YES
2.3538,YES
0.8603,NO
2.1773,YES
0.6096,NO
2.3963,YES
0.6535,YES
1.0233,NO
0.8703,NO
0.7512,NO
1.2231,NO
1.6977,YES
2.3668,YES
0.9369,NO
0.9759,NO
0.9999,NO
0.5354,NO
0.73,NO
0.7567,NO
0.3328,NO
1.6463,YES
0.7452,NO
1.7805,YES
0.6265,NO
1.4257,YES
1.0503,NO
0.8923,NO
0.932,NO
0.6032,NO
0.7509999999999999,NO
1.1758,NO
0.6957,NO
0.9736,NO
0.6229,NO
0.5486,NO
1.2775,NO
1.5207,NO
0.9479,NO
1.5195,NO
1.784,NO
0.6577,NO
1.2496,NO
3.4671,YES
1.4437,NO
2.4634,YES
0.9882,NO
1.4149,NO
0.6354,NO
0.8315,NO
1.2324,NO
0.5116,NO
0.741,NO
0.4832,NO
1.4057,NO
3.2658,YES
3.1934,YES
2.8739999999999997,YES
3.2156,YES
1.6054,NO
2.5029,YES
1.1555,NO
1.2967,YES
0.451,YES
0.8251,NO
0.6951,NO
0.3377,NO
1.1540000000000001,NO
1.2115,YES
1.1983,YES
1.1903,NO
1.1493,NO
1.0132,NO
0.6668,NO
0.8982,NO
1.0725,NO
0.7145,NO
0.9695,YES
0.7796,NO
0.9665,YES
0.4822,NO
0.6890000000000001,YES
0.6847,NO
1.0037,NO
1.1328,NO
0.7505,NO
0.8896,NO
0.9804,NO
0.6789,NO
1.0911,NO
0.8361,NO
0.4314,NO
1.7354,YES
4.0255,YES
4.0619,YES
1.7591,YES
0.7857,NO
0.3307,NO
1.7169999999999999,YES
0.6174,NO
2.3466,YES
0.7027,NO
0.2165,NO
1.1232,NO
0.1934,NO
0.6549,NO
3.3393,YES
0.5945,NO
4.2583,YES
0.6407,NO
4.4985,YES
1.0377,NO
1.4522,NO
0.9451,NO
0.9467,NO
2.4985,YES
1.1964,NO
1.7945,YES
1.14,NO
0.4855,NO
0.8634,NO
1.1946,NO
0.5911,NO
1.1728,NO
1.7939,NO
1.1335,NO
1.1501,NO
3.4575,YES
1.0758,NO
2.3599,YES
1.1301,NO
1.3052,NO
0.747,NO
1.0581,NO
1.2188,NO
1.16,NO
0.4479,NO
0.6651,NO
1.1946,NO
3.1535,YES
3.1347,YES
2.6709,YES
3.0253,YES
1.3341,NO
2.5451,YES
1.0347,NO
0.4827,NO
0.196,NO
1.0365,YES
3.8435,YES
3.8902,YES
1.0342,YES
0.4652,NO
0.2356,NO
0.9775,YES
0.5793,NO
1.6652,YES
0.642,NO
0.2252,NO
0.8866,NO
0.2375,NO
0.2294,NO
3.1675,YES
0.6665,NO
4.0299,YES
0.3167,NO
4.2191,YES
1.1093,NO
0.9816,NO
0.8054,NO
0.902,NO
2.0104,YES
1.4469,NO
1.2253,YES
0.1415,NO
0.2818,NO
0.7942,NO
1.2966,NO
0.9925,NO
1.1556,NO
0.9653,NO
0.2566,NO
1.0607,NO
2.8382,YES
1.1085,NO
1.8876,YES
0.4287,NO
0.6641,NO
0.2604,NO
0.3559,NO
1.4762,NO
0.5401,NO
1.1143,NO
0.2265,NO
1.4158,NO
3.0485,YES
2.4262,YES
2.4589,YES
2.7314,YES
1.7653,NO
2.2787,YES
1.0686,NO
0.643,NO
0.5666,NO
2.0746,NO
1.7264,NO
1.4372,NO
2.2377,NO
1.8868,NO
0.691,NO
2.2568,NO
4.1465,YES
2.7159,NO
3.1796,YES
0.7632,NO
1.2069,NO
0.3284,NO
0.8286,NO
1.7530000000000001,NO
0.9904,NO
1.6382,NO
0.59,NO
2.4425,NO
4.0115,YES
3.8112,YES
3.6806,YES
3.8147,YES
2.9696,NO
3.3973,YES
2.0964,NO
0.7111,NO
0.4834,NO
1.0109,NO
1.2018,NO
0.8268,NO
1.0070000000000001,NO
1.7044,NO
0.7646,NO
1.0988,NO
4.0271,YES
1.2057,NO
3.068,YES
0.7701,NO
0.8797,NO
0.2511,NO
1.0244,NO
1.1562,NO
0.88,NO
0.627,NO
0.486,NO
1.4178,NO
3.7967,YES
3.5351,YES
3.4755,YES
3.5593,YES
1.6335,NO
3.178,YES
0.745,NO
0.3987,NO
0.3422,NO
1.0798,NO
1.601,NO
1.3854,NO
1.053,NO
1.6514,NO
0.5591,NO
0.652,NO
3.8224,YES
1.1379,NO
2.8431,YES
0.9864,NO
1.2068,NO
0.4651,NO
0.5117,NO
1.6026,NO
0.7496,NO
1.1579,NO
0.3884,NO
1.9313,NO
3.8492,YES
3.25,YES
3.1689,YES
3.3026,YES
1.7017,NO
3.0657,YES
1.0911,NO
1.0867,NO
0.5573,NO
3.0403,YES
1.2073,YES
1.1998,YES
3.7202,YES
1.2377,NO
0.6057,NO
3.8933,YES
1.1401,NO
4.2528,YES
1.1111,NO
0.2146,NO
1.0043,NO
0.2576,NO
0.851,NO
1.6906,YES
1.011,NO
2.1374,YES
0.8392,NO
2.1134,YES
1.3871,NO
1.6767,NO
1.8069,NO
1.3544,NO
3.8916,YES
0.9256,NO
3.5026,YES
0.8626,NO
0.3555,NO
1.7133,YES
1.4992,NO
1.1096,NO
2.5357,YES
1.3441,NO
0.5141,NO
2.3101,YES
1.3786,NO
2.1625,YES
1.2022,NO
0.9503,NO
1.3121,NO
0.8273,NO
0.2666,NO
1.9180000000000001,NO
0.5455,NO
0.8272,NO
0.4514,NO
1.9969999999999999,NO
1.3386,NO
1.5867,NO
1.4403,NO
1.1801,NO
2.2458,YES
1.0763,NO
2.3578,YES
1.2509,NO
0.4702,NO
2.4828,YES
3.8311,YES
3.4636,YES
2.5268,YES
1.4651,NO
0.7923,NO
2.3116,YES
2.1091,NO
3.3136,YES
2.15,NO
0.8189,NO
1.8991,NO
0.5178,NO
0.9413,NO
3.3928,YES
1.2727,NO
3.8176,YES
0.9003,NO
4.5504,YES
2.3752,NO
2.6454,NO
2.1286,NO
2.0074,NO
3.5177,YES
2.6362,NO
2.9078,YES
0.46299999999999997,NO
0.4277,NO
2.1207,YES
0.7848,NO
0.8573,NO
2.7435,YES
0.322,NO
0.1726,NO
2.8101,YES
0.7687,NO
3.141,YES
0.7056,NO
0.2244,NO
0.7326,NO
0.3214,NO
0.2446,NO
1.0394,NO
0.2787,NO
1.4549,NO
0.2613,NO
1.3209,NO
0.9064,NO
1.0045,NO
1.0513,NO
1.1279,NO
2.5775,YES
0.5729,NO
2.5167,YES
0.5696,NO
0.2306,NO
1.0697,YES
3.0669,YES
3.1854,YES
1.1514,YES
0.4947,NO
0.2898,NO
1.2703,YES
0.5477,NO
1.9367,YES
0.5078,NO
0.2742,NO
0.9369,NO
0.4924,NO
0.3762,NO
2.78,YES
0.6838,NO
3.6123,YES
0.3207,NO
3.7451,YES
0.8183,NO
1.0041,NO
0.8517,NO
0.7028,NO
1.8771,YES
1.2145,NO
1.4908,YES
3.3604,YES
0.6406,YES
1.5154,NO
1.2978,NO
0.6759999999999999,NO
1.7758,NO
1.9706,YES
2.8013,YES
1.4809,NO
1.0486,NO
1.7979,NO
0.8453,NO
0.8674,NO
1.0691,NO
0.415,NO
2.3616,YES
1.3157,NO
2.5295,YES
0.8927,NO
1.851,YES
1.3762,NO
1.0692,NO
1.368,NO
1.0252,NO
0.9452,NO
1.8925,NO
1.0452,NO
1.7143,NO
0.904,NO
0.675,NO
4.0131,YES
1.4578,YES
1.2624,YES
5.2138,YES
1.4402,NO
0.4025,NO
5.8331,YES
1.203,NO
5.6735,YES
1.2581,NO
0.5817,NO
1.3747,NO
0.9255,NO
0.4041,NO
2.5183,YES
0.9693,NO
2.6149,YES
0.6508,NO
2.833,YES
1.5153,NO
1.8854,NO
2.0155,NO
1.7435,NO
4.9837,YES
0.9636,NO
5.1756,YES
0.6845,NO
0.5842,NO
3.0889,YES
1.1323,YES
1.1895,YES
4.1877,YES
0.705,NO
0.2231,NO
4.7359,YES
0.5544,NO
4.5218,YES
0.5043,NO
0.2976,NO
1.0264,NO
0.7213,NO
0.2484,NO
1.8794,YES
0.5844,NO
2.2576,YES
0.41100000000000003,NO
2.1229,YES
0.8003,NO
1.1542,NO
1.1505,NO
1.1737,NO
3.7534,YES
0.2838,NO
3.9746,YES
0.7875,NO
0.4675,NO
3.3737,YES
1.0986,YES
0.9397,YES
4.0825,YES
0.9873,NO
0.1895,NO
4.658,YES
0.5421,NO
4.3082,YES
0.6397,NO
0.1483,NO
0.7874,NO
0.2444,NO
0.3831,NO
1.7609,YES
0.7417,NO
1.9423,YES
0.5894,NO
2.2506,YES
0.8009999999999999,NO
1.3095,NO
1.1669,NO
1.3322,NO
3.7502,YES
0.39899999999999997,NO
3.9619,YES
0.8,NO
0.6934,NO
3.8952,YES
1.699,YES
1.6786,YES
5.0043,YES
1.2912,NO
0.3433,NO
5.6253,YES
1.09,NO
5.4884,YES
1.1638,NO
0.5003,NO
1.3631,NO
0.8408,NO
0.4382,NO
2.6753,YES
0.9022,NO
2.9777,YES
0.625,NO
3.0388,YES
1.4896,NO
1.7672,NO
1.8971,NO
1.6381,NO
4.8634,YES
0.8961,NO
4.9869,YES
0.8618,NO
0.2996,NO
1.0365,YES
3.3889,YES
2.9489,YES
1.2888,YES
0.9132,NO
0.5254,NO
1.2127,YES
1.1931,NO
1.6448,YES
1.0329,NO
0.7522,NO
1.6467,NO
0.7108,NO
0.5006,NO
2.5945,YES
0.7605,NO
2.7536,YES
0.4523,NO
3.4632,YES
1.1098,NO
1.6607,NO
0.8722,NO
1.1412,NO
1.6805,YES
1.6127,NO
1.3517,YES
0.8408,NO
0.5092,NO
2.2521,YES
4.2258,YES
4.0067,YES
2.6698,YES
0.9987,NO
0.2661,NO
3.0164,YES
1.1991,NO
3.3697,YES
1.5011,NO
0.2325,NO
1.1841,NO
0.3376,NO
0.6784,NO
4.0178,YES
0.8134,NO
4.446000000000001,YES
0.5623,NO
4.8415,YES
1.6717,NO
2.0802,NO
1.9014,NO
1.6077,NO
3.5595,YES
1.8014,NO
2.7337,YES
0.5696,NO
0.3185,NO
0.7390000000000001,NO
0.8909,NO
0.4833,NO
1.2671,NO
0.9985,NO
0.4293,NO
1.1582,NO
0.9439,NO
0.9155,NO
0.4173,NO
1.4624,YES
1.9205,YES
1.3778,YES
0.271,NO
0.9039,NO
0.2415,NO
0.5877,NO
0.1636,NO
0.7709,NO
0.6502,NO
1.0297,NO
0.4364,NO
0.5788,NO
0.6016,NO
0.2947,NO
1.2882,NO
2.465,YES
0.5839,YES
0.8757,NO
0.8442,NO
0.596,NO
0.9159999999999999,NO
1.4584,YES
2.2849,YES
0.7462,NO
0.8773,NO
0.8369,NO
0.4994,NO
0.4529,NO
0.374,NO
0.1562,NO
1.7015,YES
0.7046,NO
1.7787,YES
0.6515,NO
1.3971,YES
1.0172,NO
0.8056,NO
0.9685,NO
0.6125,NO
0.8614,NO
1.0101,NO
0.7199,NO
0.7351,NO
0.7706,NO
0.4308,NO
1.6408,YES
3.7703,YES
3.6337,YES
2.1197,YES
0.7619,NO
0.3257,NO
2.2374,YES
0.935,NO
2.5242,YES
1.0694,NO
0.1977,NO
0.8026,NO
0.2923,NO
0.4523,NO
3.6011,YES
0.6106,NO
3.8364,YES
0.4002,NO
4.2001,YES
1.5092,NO
1.4503,NO
1.5491,NO
1.311,NO
2.9413,YES
1.4779,NO
2.0072,YES
2.1807,YES
0.3642,YES
1.0259,NO
0.7607,NO
0.7333,NO
1.4385,NO
1.2912,YES
1.9580000000000002,YES
1.2817,NO
0.8173,NO
1.4257,NO
0.5786,NO
0.5752,NO
0.8409,NO
0.3705,NO
1.4042,YES
0.8869,NO
2.1255,YES
0.7918,NO
1.3516,YES
1.0812,NO
0.7955,NO
1.0591,NO
0.7491,NO
0.7156,NO
1.4402,NO
0.8254,NO
1.4245,NO
0.5021,NO
0.2663,NO
0.7936,NO
1.213,NO
0.8521,NO
1.0575,NO
1.0851,NO
0.4772,NO
0.9198,NO
2.6556,YES
0.8579,NO
1.6618,YES
0.4005,NO
0.6751,NO
0.2504,NO
0.4216,NO
1.1152,NO
0.7064,NO
0.8146,NO
0.4297,NO
1.2898,NO
2.6714,YES
2.4976,YES
2.1071,YES
2.6809,YES
1.3319999999999999,NO
2.0033,YES
0.8193,NO
2.215,YES
0.3459,YES
0.7054,NO
0.9441,NO
0.8961,NO
1.0753,NO
1.1287,YES
1.9131,YES
0.9422,NO
0.5104,NO
1.0279,NO
0.3338,NO
0.4227,NO
0.6688,NO
0.2785,NO
1.4758,YES
0.9971,NO
2.0485,YES
0.8967,NO
1.3514,YES
1.0952,NO
0.4989,NO
0.9357,NO
0.5394,NO
0.5372,NO
1.033,NO
0.5639,NO
1.0634,NO
1.005,NO
0.4957,NO
0.6609999999999999,NO
1.1286,NO
0.8562,NO
0.605,NO
1.7175,NO
1.1606,NO
0.5151,NO
3.7386,YES
0.7551,NO
2.8316,YES
0.7645,NO
0.7854,NO
0.2176,NO
1.2454,NO
1.0787,NO
1.1539,NO
0.4649,NO
0.7111,NO
1.2088,NO
3.5172,YES
3.2302,YES
3.0937,YES
3.1689,YES
1.2191,NO
2.9483,YES
0.4601,NO
