50Traced_NONETRACED_SUM_MULTI_LSA_41_MEDIAN,Associated
0.9651,NO
0.4615,NO
0.9935,NO
1.2054,NO
0.9420000000000001,NO
0.8824,NO
0.7537,NO
0.1026,NO
1.1366,NO
2.274,YES
0.6928,NO
2.4871,YES
0.2427,NO
0.3839,NO
0.2223,NO
0.7137,NO
0.9002,NO
0.8602,NO
0.8286,NO
0.6087,NO
1.1158,NO
2.4202,YES
2.647,YES
2.5287,YES
1.5568,YES
0.81,NO
2.5014,YES
0.6834,NO
2.3805,YES
1.1612,YES
1.1593,NO
0.6106,NO
0.8664,NO
1.5841,NO
2.1174,YES
1.2201,YES
1.4127,NO
0.9094,NO
0.6942,NO
0.8483,NO
1.0979,NO
1.0412,NO
0.6518,NO
2.1638,YES
1.0062,NO
1.9719,YES
0.8047,NO
2.1207,YES
0.8001,NO
0.9291,NO
1.4166,NO
1.0911,NO
0.65,NO
1.7437,NO
1.3276,NO
1.2038,NO
1.18,NO
0.5962,NO
1.2308,NO
1.0766,NO
0.878,NO
1.5446,NO
1.2207,NO
0.3917,NO
1.5759,NO
3.5563,YES
0.6679,NO
3.266,YES
0.4292,NO
0.5406,NO
0.2136,NO
0.976,NO
0.8932,NO
1.0359,NO
0.8553,NO
0.7999,NO
1.0262,NO
3.7844,YES
3.9641,YES
3.802,YES
2.0194,YES
1.2204,NO
3.6302,YES
0.7976,NO
2.7574,YES
1.6443,YES
0.7741,NO
0.534,NO
0.6775,NO
1.3334,NO
2.0425,YES
1.8688,YES
1.0334,NO
0.6116,NO
0.5413,NO
0.6381,NO
1.1065,NO
0.9976,NO
0.7117,NO
2.6768,YES
0.8975,NO
2.3489,YES
0.5473,NO
2.3524,YES
0.5617,NO
0.5609,NO
0.9299,NO
0.6912,NO
0.3083,NO
1.4588,NO
0.938,NO
0.9984,NO
1.5617,NO
0.6859999999999999,NO
2.5133,YES
3.6489999999999996,YES
4.7988,YES
3.1432,YES
1.3815,NO
0.7639,NO
2.8018,YES
0.8781,NO
1.3346,YES
0.7040000000000001,NO
1.0466,NO
1.8636,NO
0.6342,NO
1.1877,NO
4.5426,YES
1.3246,NO
4.444,YES
1.224,NO
3.6427,YES
0.4386,NO
1.6440000000000001,NO
1.0396,NO
0.4704,NO
2.2832,YES
1.3408,NO
2.5028,YES
0.9446,NO
0.4477,NO
1.6566,NO
1.8665,NO
1.6712,NO
2.3658,NO
1.4103,NO
0.2736,NO
2.248,NO
3.591,YES
1.0323,NO
3.0953,YES
0.4477,NO
0.8913,NO
0.2266,NO
0.8593,NO
1.7957,NO
0.8725,NO
1.3273,NO
0.8832,NO
1.4380000000000002,NO
3.7316,YES
4.2162,YES
3.8032,YES
1.9273,YES
1.9841,NO
3.6860000000000004,YES
1.4523,NO
1.3547,NO
0.5401,NO
1.7962,YES
2.6289999999999996,YES
3.6467,YES
2.3994,YES
1.0988,NO
0.5642,NO
2.4705,YES
1.1134,NO
0.9501,YES
1.0332,NO
1.0853,NO
1.5656,NO
0.6371,NO
0.866,NO
3.3044,YES
1.0001,NO
3.1162,YES
1.0443,NO
2.5457,YES
0.8682,NO
1.6131,NO
1.392,NO
0.8139,NO
1.9396,YES
1.6783,NO
2.0519,YES
1.4914,NO
0.6175,NO
1.7947,NO
1.4014,NO
1.1716,NO
2.4758,NO
1.6114,NO
0.7477,NO
2.3829,NO
3.8152,YES
1.0929,NO
3.4066,YES
1.0098,NO
1.0895,NO
0.5404,NO
1.286,NO
1.4202,NO
1.1083,NO
1.1,NO
0.9298,NO
1.2594,NO
3.9753,YES
4.393,YES
4.2206,YES
2.1662,YES
2.2858,NO
3.7443,YES
1.7226,NO
0.9706,NO
0.4893,NO
1.0513,NO
