50Traced_NONETRACED_MAX_MULTI_LSA_77_MEDIAN,Associated
0.2947,NO
0.0724,NO
0.1376,NO
0.2164,NO
0.1995,NO
0.1844,NO
0.1079,NO
0.1133,NO
0.1782,NO
0.6940000000000001,YES
0.2289,NO
1.0,YES
0.2918,NO
0.3673,NO
0.2223,NO
0.1142,NO
0.3104,NO
0.1109,NO
0.1995,NO
0.2179,NO
0.1409,NO
1.0,YES
1.0,YES
0.3698,YES
1.0,YES
0.2351,NO
1.0,YES
0.2289,NO
0.6914,YES
0.3062,YES
0.3362,NO
0.1613,NO
0.2165,NO
0.2444,NO
0.5234,YES
0.2708,YES
0.2287,NO
0.1789,NO
0.3034,NO
0.1939,NO
0.301,NO
0.301,NO
0.301,NO
0.5717,YES
0.2165,NO
0.2768,YES
0.1359,NO
0.6914,YES
0.2165,NO
0.1939,NO
0.1939,NO
0.1597,NO
0.1939,NO
0.3034,NO
0.1504,NO
0.3034,NO
0.3496,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.31,NO
0.2422,NO
0.3258,NO
0.0892,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2728,NO
0.3824,NO
0.2728,NO
0.2431,NO
0.36,NO
0.1268,NO
0.3844,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.2866,NO
0.9589,YES
1.0,YES
0.3356,NO
0.228,NO
0.2013,NO
0.3559,NO
0.3908,YES
1.0,YES
0.3559,NO
0.2193,NO
0.3559,NO
0.316,NO
0.3157,NO
0.3845,NO
0.2386,NO
1.0,YES
0.3559,NO
0.8716,YES
0.2148,NO
1.0,YES
0.3559,NO
0.316,NO
0.316,NO
0.1854,NO
0.316,NO
0.2862,NO
0.316,NO
0.3559,NO
0.3011,NO
0.1652,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2784,NO
0.1652,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.3031,NO
0.3553,NO
0.2204,NO
0.1663,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.2912,NO
0.2866,NO
0.3565,NO
0.5352,NO
0.3613,NO
0.3264,NO
0.3089,NO
0.2866,NO
0.2962,NO
1.0,YES
0.4052,NO
1.0,YES
0.3166,NO
0.3375,NO
0.3166,NO
0.2866,NO
0.3413,NO
0.2498,NO
0.3613,NO
0.2866,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
0.9481,YES
0.4052,NO
0.9187,YES
0.4052,NO
0.3229,NO
0.1168,NO
0.2644,YES
1.0,YES
1.0,YES
0.5253,YES
0.3189,NO
0.1168,NO
0.5253,YES
0.3816,NO
0.5253,YES
0.4066,NO
0.2552,NO
0.3376,NO
0.2375,NO
0.1493,NO
1.0,YES
0.1669,NO
1.0,YES
0.1597,NO
1.0,YES
0.4066,NO
0.4066,NO
0.4471,NO
0.4066,NO
0.3891,YES
0.4382,NO
0.5253,YES
0.3496,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.3069,NO
0.42700000000000005,NO
0.1653,NO
0.1536,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3298,NO
0.4018,NO
0.2493,NO
0.0669,NO
0.42700000000000005,NO
0.1164,NO
0.3844,NO
0.2256,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.42700000000000005,NO
0.3496,NO
0.1374,NO
0.5722,NO
0.4117,NO
0.2823,NO
0.3237,NO
0.2376,NO
0.1133,NO
0.4753,NO
0.9199,YES
0.4964,NO
1.0,YES
0.2244,NO
0.3824,NO
0.1078,NO
0.204,NO
0.3237,NO
0.1655,NO
0.3844,NO
0.1871,NO
0.4027,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3745,NO
0.3071,NO
0.2636,NO
0.3406,NO
0.5644,NO
0.3827,NO
0.2512,NO
0.3258,NO
0.1787,NO
0.2964,NO
1.0,YES
0.2964,NO
1.0,YES
0.3649,NO
0.3673,NO
0.3649,NO
0.0747,NO
0.36,NO
0.2383,NO
0.3827,NO
0.2636,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.314,NO
1.0,YES
0.2964,NO
0.3071,NO
0.2173,NO
0.2714,NO
0.5644,NO
0.3847,NO
0.3649,NO
0.3258,NO
0.1473,NO
0.3649,NO
1.0,YES
0.3649,NO
1.0,YES
0.2244,NO
0.3673,NO
0.2045,NO
0.2118,NO
0.3649,NO
0.1964,NO
0.3847,NO
0.2562,NO
0.3649,NO
1.0,YES
1.0,YES
0.6467,YES
1.0,YES
0.2502,NO
1.0,YES
0.3649,NO
0.3133,NO
0.2538,NO
1.0,YES
0.3242,YES
0.2829,YES
1.0,YES
0.2255,NO
0.2538,NO
1.0,YES
0.2509,NO
1.0,YES
0.5358,NO
0.2583,NO
0.3856,NO
0.21600000000000003,NO
0.2771,NO
0.5061,YES
0.2682,NO
0.3849,YES
0.308,NO
0.5061,YES
0.5358,NO
0.5358,NO
0.6069,NO
0.5358,NO
1.0,YES
0.578,NO
1.0,YES
0.3618,NO
0.1547,NO
0.4533,YES
0.27399999999999997,NO
0.2918,NO
1.0,YES
0.3518,NO
0.1287,NO
0.9273,YES
0.2942,NO
1.0,YES
0.2942,NO
0.5231,NO
0.5231,NO
0.5231,NO
0.171,NO
0.2918,NO
0.1411,NO
0.4144,NO
0.1807,NO
0.2927,NO
0.2942,NO
0.2942,NO
0.4676,NO
0.1917,NO
0.9027,YES
0.4918,NO
0.9027,YES
0.3229,NO
0.3014,NO
0.5033,YES
0.7449,YES
1.0,YES
1.0,YES
0.3189,NO
0.3014,NO
1.0,YES
0.6083,NO
1.0,YES
0.6231,NO
0.3031,NO
0.2778,NO
0.2048,NO
0.3014,NO
1.0,YES
0.2627,NO
0.6773,YES
0.304,NO
1.0,YES
0.6231,NO
0.6231,NO
0.5131,NO
0.6231,NO
0.583,YES
0.5117,NO
1.0,YES
0.2442,NO
0.1646,NO
0.7795,YES
0.2819,NO
0.2459,NO
1.0,YES
0.3016,NO
0.153,NO
1.0,YES
0.3773,NO
1.0,YES
0.3773,NO
0.4238,NO
0.3005,NO
0.1684,NO
0.1895,NO
0.44,NO
0.1834,NO
0.3557,NO
0.1572,NO
0.44,NO
0.3773,NO
0.3773,NO
0.415,NO
0.242,NO
1.0,YES
0.3952,NO
1.0,YES
0.3011,NO
0.1186,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2784,NO
0.1327,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.3031,NO
0.3376,NO
0.1785,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
1.0,YES
0.6735,YES
0.3634,NO
0.1548,NO
0.1676,NO
0.2437,NO
0.7571,YES
0.6735,YES
0.226,NO
0.2273,NO
0.2437,NO
0.2808,NO
0.2131,NO
0.3413,NO
0.1446,NO
0.8269,YES
0.2044,NO
0.5870000000000001,YES
0.1052,NO
1.0,YES
0.1676,NO
0.2808,NO
0.2808,NO
0.2024,NO
0.2808,NO
0.2189,NO
0.2808,NO
0.1961,NO
0.3527,NO
0.1531,NO
0.9043,YES
0.6407,YES
0.5589,YES
1.0,YES
0.3898,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.4779,NO
0.5037,NO
0.5037,NO
0.5037,NO
0.1661,NO
1.0,YES
0.1607,NO
0.6036,YES
0.308,NO
1.0,YES
0.4779,NO
0.4779,NO
0.518,NO
0.4779,NO
1.0,YES
0.4951,NO
1.0,YES
0.3618,NO
0.3341,NO
0.7838,YES
0.6407,YES
0.5589,YES
1.0,YES
0.3016,NO
0.3341,NO
1.0,YES
0.4825,NO
1.0,YES
0.5579999999999999,NO
0.4524,NO
0.474,NO
0.2014,NO
0.3341,NO
1.0,YES
0.2912,NO
0.6036,YES
0.3341,NO
1.0,YES
0.5579999999999999,NO
0.5579999999999999,NO
0.6069,NO
0.5579999999999999,NO
1.0,YES
0.578,NO
1.0,YES
0.3618,NO
0.1845,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.3898,NO
0.1845,NO
1.0,YES
0.4318,NO
1.0,YES
0.4318,NO
0.4524,NO
0.474,NO
0.21600000000000003,NO
0.2034,NO
1.0,YES
0.1975,NO
0.6036,YES
0.308,NO
1.0,YES
0.4318,NO
0.462,NO
0.518,NO
0.2338,NO
1.0,YES
0.4951,NO
1.0,YES
0.3527,NO
