50Traced_NONETRACED_MAX_MULTI_LSA_49_MAX,Associated
0.2947,NO
0.2852,NO
0.2809,NO
0.4029,NO
0.2287,NO
0.6333,NO
0.4164,NO
0.1745,NO
0.2141,NO
1.0,YES
0.1354,NO
1.0,YES
0.3353,NO
0.3824,NO
0.2223,NO
0.3282,NO
0.4327,NO
0.318,NO
0.1995,NO
0.2852,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.6914,YES
0.6914,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2444,NO
0.5234,YES
0.2708,YES
0.2796,NO
0.2425,NO
0.3034,NO
0.1443,NO
0.301,NO
0.2282,NO
0.1872,NO
0.6914,YES
0.2165,NO
0.2768,YES
0.1687,NO
0.6914,YES
0.127,NO
0.2425,NO
0.1789,NO
0.2425,NO
0.2425,NO
0.2796,NO
0.1789,NO
0.2069,NO
0.3071,NO
0.1534,NO
0.271,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.2594,NO
1.0,YES
0.2866,NO
0.965,YES
0.3104,NO
0.3824,NO
0.2445,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.2102,NO
0.1755,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3559,NO
0.3559,NO
0.1989,NO
0.2455,NO
0.7571,YES
1.0,YES
0.3559,NO
0.2187,NO
0.3559,NO
0.0887,NO
0.3667,NO
0.3144,NO
0.2281,NO
1.0,YES
0.1759,NO
0.8716,YES
0.2148,NO
1.0,YES
0.1617,NO
0.2187,NO
0.2456,NO
0.1522,NO
0.1107,NO
0.3559,NO
0.2187,NO
0.2455,NO
0.3011,NO
0.1652,NO
1.0,YES
1.0,YES
0.7797,YES
0.6382,YES
0.2067,NO
0.1691,NO
1.0,YES
0.2081,NO
1.0,YES
0.1702,NO
0.3877,NO
0.3522,NO
0.2412,NO
0.2493,NO
0.7917,YES
0.2254,NO
0.7797,YES
0.1456,NO
0.5358,YES
0.3369,NO
0.4169,NO
0.2896,NO
0.1202,NO
1.0,YES
0.4444,NO
0.4367,YES
0.3071,NO
0.2866,NO
0.4528,NO
0.5644,NO
0.3613,NO
0.6333,NO
0.4164,NO
0.2866,NO
0.4528,NO
1.0,YES
0.4528,NO
0.6779,YES
0.3166,NO
0.3824,NO
0.3104,NO
0.3331,NO
0.3613,NO
0.3011,NO
0.3613,NO
0.2019,NO
0.2968,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.1741,NO
0.1676,NO
0.5253,YES
0.6115,YES
0.6115,YES
0.3353,YES
0.2784,NO
0.11800000000000001,NO
0.5253,YES
0.4066,NO
0.5253,YES
0.2419,NO
0.2252,NO
0.3569,NO
0.2375,NO
0.174,NO
