50Traced_NONETRACED_MAX_SINGLE_LSA_47_MAX,Associated
0.1503,NO
0.3133,NO
0.1144,NO
0.6139,NO
0.3315,NO
0.1316,NO
0.2344,NO
0.1047,NO
0.2216,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.3249,NO
0.4176,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.2434,NO
1.0,YES
1.0,YES
0.3639,NO
0.2707,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.1056,NO
0.3639,NO
0.1058,NO
0.4183,NO
0.40399999999999997,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
1.0,YES
0.1806,NO
0.1212,NO
0.0865,NO
0.1916,NO
0.0802,NO
0.4007,NO
0.1681,NO
0.3639,NO
0.21600000000000003,NO
0.3133,NO
0.3063,NO
0.6139,NO
0.3315,NO
0.6773,NO
0.2344,NO
0.21600000000000003,NO
0.3063,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5133,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3063,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3356,NO
0.2498,NO
0.1507,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.4136,NO
0.4054,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.1769,NO
1.0,YES
0.2355,NO
1.0,YES
0.11199999999999999,NO
0.4069,NO
0.601,NO
0.4069,NO
0.601,NO
0.5415,NO
0.4069,NO
0.4852,NO
0.1663,NO
0.1597,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.257,NO
0.153,NO
0.7346,YES
0.1552,NO
0.7346,YES
0.1443,NO
0.3493,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
1.0,YES
0.1182,NO
0.457,NO
0.3867,NO
0.1918,NO
0.7346,YES
0.3518,NO
0.7346,YES
0.2719,NO
0.2131,NO
0.1975,NO
0.6139,NO
0.2485,NO
0.6773,NO
0.1996,NO
0.2502,NO
0.1539,NO
1.0,YES
0.2442,NO
1.0,YES
0.1987,NO
0.2085,NO
0.1733,NO
0.221,NO
0.5133,NO
0.2719,NO
0.2659,NO
0.2719,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.3939,NO
0.1425,NO
0.0848,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1098,NO
1.0,YES
0.2598,NO
1.0,YES
0.1459,NO
0.3948,NO
0.3812,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.2049,NO
