50Traced_NONETRACED_SUM_SINGLE_VSM_77_MAX,Associated
0.6433,NO
0.7039,NO
0.6115,NO
1.1668,NO
0.8048,NO
0.6858,NO
1.0904,NO
0.5778,NO
0.9285,NO
3.1825,YES
0.4668,NO
2.191,YES
0.41200000000000003,NO
0.9154,NO
0.7151,NO
0.7412,NO
1.9322,NO
0.7982,NO
0.894,NO
0.8854,NO
0.7031,NO
3.3826,YES
3.4187,YES
2.8496,YES
2.7680000000000002,YES
0.9356,NO
2.3555,YES
0.6176,NO
1.6692,YES
2.6071,YES
1.1116,NO
0.5432,NO
0.4145,NO
0.7765,NO
1.7841,YES
2.4513,YES
0.8726,NO
0.3596,NO
0.9649,NO
0.3199,NO
0.2219,NO
0.2585,NO
0.2806,NO
2.5213,YES
0.7365,NO
2.4668,YES
0.3701,NO
2.5158,YES
0.5395,NO
0.7928,NO
0.5309,NO
0.78,NO
0.6888,NO
0.8659,NO
0.6071,NO
0.6324,NO
0.5979,NO
0.7312,NO
0.9953,NO
1.4371,NO
1.1268,NO
1.1344,NO
1.4098,NO
0.4448,NO
1.5719999999999998,NO
3.2075,YES
1.5575,NO
2.2035,YES
0.7345,NO
0.8612,NO
0.6779,NO
0.6049,NO
2.7099,NO
0.6602,NO
1.3138,NO
0.7877,NO
1.1866,NO
3.9754,YES
3.9806,YES
3.7693,YES
3.4361,YES
1.7514,NO
3.1083,YES
1.0906,NO
2.3579,YES
3.1411,YES
3.0148,NO
0.6362,NO
0.3787,NO
2.5877,NO
2.4978,YES
2.8645,YES
2.6976,NO
1.2928,NO
2.7,NO
1.1942,NO
1.2023,NO
1.4189,NO
1.2838,NO
2.8668,YES
1.3009,NO
2.7485,YES
0.8132,NO
3.2674,YES
0.6528,NO
2.1064,NO
1.8271,NO
1.8701,NO
2.1199,NO
2.6087,NO
1.6437,NO
2.0583,NO
0.6661,NO
0.8244,NO
1.3949,YES
4.6474,YES
3.7941,YES
1.7453,YES
0.8884,NO
0.3891,NO
1.8358,YES
0.3258,NO
1.517,YES
0.5339,NO
1.1165,NO
1.0179,NO
1.0190000000000001,NO
0.32,NO
4.5831,YES
0.3089,NO
4.3545,YES
0.7411,NO
3.6009,YES
0.626,NO
0.9484,NO
2.016,NO
0.611,NO
1.8686,YES
0.7998,NO
2.2199,YES
0.565,NO
0.6399,NO
0.9486,NO
1.254,NO
0.9159,NO
1.0304,NO
1.4065,NO
0.4064,NO
1.5828,NO
3.4798,YES
1.3587,NO
2.4615,YES
0.5377,NO
0.9004,NO
0.6792,NO
0.6259,NO
2.4269,NO
0.6226,NO
0.9598,NO
0.9496,NO
1.0018,NO
4.2634,YES
4.2057,YES
3.5993,YES
3.6152,YES
1.6883,NO
3.1854,YES
0.7655,NO
0.6643,NO
0.6997,NO
1.1266,YES
4.8856,YES
3.9077,YES
1.6269999999999998,YES
1.0338,NO
0.2861,NO
1.7242,YES
2.2532,NO
1.0892,YES
1.7548,NO
0.8233,NO
1.0866,NO
0.9289,NO
0.3528,NO
5.1514,YES
0.3989,NO
4.3187,YES
0.7331,NO
3.6022,YES
2.4358,NO
2.8011,NO
3.3126,NO
2.063,NO
1.8465,YES
2.0317,NO
2.05,YES
0.7864,NO
0.7054,NO
1.0005,NO
1.2375,NO
0.9409,NO
1.2411,NO
1.012,NO
0.46399999999999997,NO
1.3713,NO
3.3042,YES
1.1109,NO
2.2471,YES
0.28800000000000003,NO
0.69,NO
0.3797,NO
0.6111,NO
2.2892,NO
0.632,NO
1.1651,NO
0.8034,NO
0.8521,NO
3.6984,YES
3.7319999999999998,YES
3.2309,YES
3.2095,YES
1.6015,NO
2.7349,YES
1.0897,NO
0.8118,NO
0.6923,NO
1.6779,NO
1.0119,NO
0.6578,NO
1.9417,NO
1.3024,NO
0.4551,NO
2.2301,NO
2.9691,YES
2.1297,NO
1.8218,YES
0.3124,NO
0.6432,NO
0.3326,NO
0.7155,NO
2.1554,NO
0.7069,NO
1.0158,NO
0.7861,NO
0.945,NO
3.5489,YES
3.5325,YES
3.6336,YES
3.1698,YES
2.4028,NO
2.7237,YES
1.5781,NO
0.4779,NO
0.5286,NO
0.6009,NO
1.1888,NO
0.8329,NO
0.5785,NO
1.005,NO
0.3221,NO
1.0042,NO
2.8425,YES
0.7843,NO
2.0456,YES
0.5611,NO
0.8387,NO
0.6728,NO
0.36,NO
1.8993,NO
0.4394,NO
0.8105,NO
0.6456,NO
0.8240000000000001,NO
3.3633,YES
3.292,YES
2.863,YES
2.9321,YES
0.9882,NO
2.4312,YES
0.6920000000000001,NO
0.6871,NO
0.8044,NO
0.6222,NO
1.2058,NO
0.9183,NO
0.7721,NO
1.2208,NO
0.5673,NO
1.102,NO
3.242,YES
1.2113,NO
2.331,YES
0.5983,NO
0.8443,NO
0.6264,NO
0.5872,NO
