50Traced_NONETRACED_SUM_RAW_LSA_46_MAX,Associated
0.2407,NO
0.2211,NO
0.3648,NO
0.2768,NO
0.2627,NO
0.4382,NO
0.2075,NO
0.0867,NO
0.4612,NO
0.8193,YES
0.5167,NO
0.4058,YES
0.3682,NO
0.2754,NO
0.425,NO
0.1417,NO
0.3593,NO
0.2504,NO
0.337,NO
0.27699999999999997,NO
0.3188,NO
0.5589999999999999,YES
0.6901,YES
0.6024,YES
0.3917,YES
0.384,NO
0.74,YES
0.519,NO
1.315,YES
1.2815,YES
0.3362,NO
0.4509,NO
0.4723,NO
0.4908,NO
1.4609999999999999,YES
0.4184,YES
0.4461,NO
0.1551,NO
0.3976,NO
0.161,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.34600000000000003,YES
0.6304,NO
1.0267,YES
0.3206,NO
1.6258,YES
0.428,NO
0.16399999999999998,NO
0.3245,NO
0.2849,NO
0.2039,NO
0.3526,NO
0.26899999999999996,NO
0.3037,NO
0.2451,NO
0.2454,NO
0.5544,NO
0.7312,NO
0.7832,NO
0.8162,NO
0.3555,NO
0.0663,NO
0.6879,NO
1.4,YES
0.8672,NO
0.7612,YES
0.326,NO
0.2184,NO
0.2465,NO
0.3159,NO
0.8194,NO
0.3026,NO
0.8148,NO
0.2324,NO
0.8096,NO
1.6386,YES
1.972,YES
1.8330000000000002,YES
1.3076,YES
0.6715,NO
1.2403,YES
0.675,NO
1.3019,YES
1.2663,YES
0.3356,NO
0.1874,NO
0.1667,NO
0.3906,NO
1.4658,YES
0.4353,YES
0.6141,NO
0.3074,NO
0.4985,NO
0.2062,NO
0.3829,NO
0.2755,NO
0.5059,NO
0.3026,YES
0.3328,NO
0.9008,YES
0.2427,NO
1.5319,YES
0.2931,NO
0.1483,NO
0.1996,NO
0.2135,NO
0.2008,NO
0.4351,NO
0.4478,NO
0.4674,NO
0.1783,NO
0.1046,NO
0.8063,YES
1.5762,YES
1.474,YES
0.9714,YES
0.3683,NO
0.0486,NO
0.7312,YES
0.1772,NO
0.9265,YES
0.1649,NO
0.2757,NO
0.2994,NO
0.3284,NO
0.21600000000000003,NO
2.0757,YES
0.3061,NO
1.3714,YES
0.2684,NO
1.6869999999999998,YES
0.0959,NO
0.4813,NO
0.2335,NO
0.1717,NO
0.5581,YES
0.4302,NO
0.6112,YES
0.3908,NO
0.3487,NO
0.6589,NO
0.4086,NO
0.6538,NO
0.7752,NO
0.6317,NO
0.138,NO
0.7191,NO
2.3738,YES
0.7463,NO
1.5597,YES
0.4523,NO
0.3923,NO
0.2544,NO
0.3935,NO
0.5704,NO
0.5067,NO
0.5081,NO
0.5358,NO
0.5189,NO
2.5307,YES
2.5736,YES
2.5138,YES
1.4682,YES
0.5391,NO
2.0264,YES
0.7504,NO
0.4054,NO
0.2831,NO
0.6264,YES
1.4584,YES
1.42,YES
0.6838,YES
0.2885,NO
0.1059,NO
0.3784,YES
0.7954,NO
0.6473,YES
0.4255,NO
0.3126,NO
0.2948,NO
0.2907,NO
0.2347,NO
2.0768,YES
0.3967,NO
1.8137,YES
0.3634,NO
2.1127,YES
0.6113,NO
1.1048,NO
0.8087,NO
0.5115,NO
0.4302,YES
0.8036,NO
0.379,YES
0.3127,NO
0.3728,NO
0.4205,NO
0.2188,NO
0.3872,NO
0.5661,NO
0.3772,NO
0.1536,NO
0.7155,NO
2.156,YES
0.7801,NO
0.9381,YES
0.2963,NO
0.3362,NO
0.3307,NO
0.4109,NO
0.5097,NO
0.4447,NO
0.4697,NO
0.3521,NO
0.5528,NO
1.8989,YES
2.505,YES
2.3787,YES
1.515,YES
0.8073,NO
1.9163,YES
0.6713,NO
0.1887,NO
0.2042,NO
0.4784,NO
0.3619,NO
0.4524,NO
0.7971,NO
0.4459,NO
0.0967,NO
0.7691,NO
1.9833,YES
0.6838,NO
0.9484,YES
0.2865,NO
0.3588,NO
0.0895,NO
0.3923,NO
0.5109,NO
0.3516,NO
0.6786,NO
0.2897,NO
0.679,NO
1.7983,YES
1.9946,YES
1.8972,YES
1.4657,YES
0.7729,NO
1.8949,YES
0.8390000000000001,NO
0.1439,NO
0.1635,NO
0.3231,NO
0.2342,NO
0.2047,NO
0.6666,NO
0.3004,NO
0.1204,NO
0.7296,NO
1.9349,YES
0.5605,NO
0.9045,YES
0.4202,NO
0.3383,NO
0.2612,NO
0.3286,NO
0.2782,NO
0.2252,NO
0.3497,NO
0.1912,NO
0.245,NO
1.7730000000000001,YES
1.9951,YES
1.8696,YES
1.3819,YES
0.6539,NO
1.6722,YES
0.7791,NO
0.4577,NO
0.379,NO
0.6847,NO
0.5836,NO
0.7544,NO
0.5823,NO
0.5317,NO
0.1686,NO
0.631,NO
2.4598,YES
0.7251,NO
1.5019999999999998,YES
0.445,NO
0.483,NO
0.2704,NO
0.2868,NO
1.0095,NO
0.3319,NO
0.5351,NO
0.4484,NO
0.8627,NO
1.8453,YES
1.7069999999999999,YES
1.535,YES
0.9132,YES
0.4066,NO
2.3212,YES
0.6445,NO
0.7659,NO
0.2463,NO
2.489,YES
1.7004,YES
1.4411,YES
3.5049,YES
1.1138,NO
0.1065,NO
3.5301,YES
0.8124,NO
4.7461,YES
0.677,NO
0.5312,NO
0.4285,NO
0.2088,NO
0.4977,NO
1.8730000000000002,YES
0.4238,NO
1.0847,YES
0.5816,NO
0.792,YES
0.7626,NO
1.1852,NO
0.9797,NO
0.5943,NO
2.8680000000000003,YES
1.2938,NO
3.9125,YES
0.281,NO
0.1777,NO
0.3595,YES
0.3412,NO
0.2204,NO
0.6382,YES
0.3047,NO
0.1097,NO
1.0507,YES
0.191,NO
0.6273,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.3832,NO
0.171,NO
0.4078,NO
0.1764,NO
0.3673,NO
0.1705,NO
0.3347,NO
0.1991,NO
0.3398,NO
0.3767,NO
0.1917,NO
0.6816,YES
0.3359,NO
0.7977,YES
0.4223,NO
0.2674,NO
0.9169,YES
1.7405,YES
1.68,YES
0.7926,YES
0.3471,NO
0.1297,NO
0.6007,YES
1.0457,NO
1.19,YES
0.662,NO
0.6704,NO
0.4731,NO
0.6314,NO
0.2667,NO
2.3337,YES
0.3705,NO
1.959,YES
0.3486,NO
2.3641,YES
0.6588,NO
1.1473,NO
0.8904,NO
