50Traced_NONETRACED_MAX_SINGLE_LSA_50_MEDIAN,Associated
0.1671,NO
0.3133,NO
0.1144,NO
0.3895,NO
0.2874,NO
0.6773,NO
0.2344,NO
0.1135,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2179,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.9717,YES
0.3639,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.1671,NO
0.3133,NO
0.2077,NO
0.3895,NO
0.3369,NO
0.3322,NO
0.2687,NO
0.1016,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.1851,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
0.6166,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3722,NO
0.5415,NO
1.0,YES
0.6166,YES
0.5415,NO
0.4136,NO
0.4436,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.3638,NO
0.6166,YES
0.3722,NO
0.8571,YES
0.3722,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.601,NO
0.5415,NO
0.4069,NO
0.5415,NO
0.1709,NO
0.1304,NO
0.4323,YES
1.0,YES
1.0,YES
0.503,YES
0.1023,NO
0.0982,NO
0.7346,YES
0.1395,NO
0.7346,YES
0.166,NO
0.3291,NO
0.3291,NO
0.3283,NO
0.0921,NO
1.0,YES
0.1052,NO
1.0,YES
0.3664,NO
1.0,YES
0.3342,NO
0.4485,NO
0.4726,NO
0.2464,NO
0.5192,YES
0.4518,NO
0.7346,YES
0.1544,NO
0.2131,NO
0.3573,NO
0.4137,NO
0.3369,NO
0.4167,NO
0.2687,NO
0.1225,NO
0.4137,NO
1.0,YES
0.4137,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.221,NO
0.4137,NO
0.1963,NO
0.4137,NO
0.2064,NO
0.4137,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.3573,NO
1.0,YES
0.4137,NO
0.146,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.1855,NO
0.1105,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.6968,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6968,NO
0.6968,NO
0.5843,YES
0.6903,NO
0.8266,YES
0.2332,NO
0.2332,NO
0.4239,NO
0.4328,NO
0.3318,NO
0.6773,NO
0.1856,NO
0.2332,NO
0.4328,NO
0.6882,YES
0.4328,NO
1.0,YES
0.2519,NO
0.2085,NO
0.2033,NO
0.2332,NO
0.5133,NO
0.2332,NO
0.4343,NO
0.2266,NO
0.4328,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4328,NO
0.1671,NO
