50Traced_NONETRACED_MAX_SINGLE_VSM_87_MEDIAN,Associated
0.1671,NO
0.1109,NO
0.1818,NO
0.3895,NO
0.3315,NO
0.6773,NO
0.4224,NO
0.1047,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.1142,NO
0.1367,NO
0.2886,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.27899999999999997,NO
0.3765,NO
1.0,YES
1.0,YES
0.2584,NO
0.2314,NO
0.4007,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.127,NO
0.4007,NO
0.2314,NO
0.3639,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.1657,NO
0.6139,NO
0.3369,NO
0.3322,NO
0.2252,NO
0.21600000000000003,NO
0.2357,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.1533,NO
0.2774,NO
0.3757,NO
0.2508,NO
0.4531,NO
1.0,YES
1.0,YES
0.8737,YES
1.0,YES
0.2232,NO
0.6372,YES
0.2473,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.6805,NO
0.601,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.601,NO
0.4197,NO
0.4197,NO
0.601,NO
0.5415,NO
0.4197,NO
0.6805,NO
0.0921,NO
0.2059,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.22,NO
0.0982,NO
0.3689,YES
0.1552,NO
0.7346,YES
0.22399999999999998,NO
0.3291,NO
0.3179,NO
0.3291,NO
0.0921,NO
1.0,YES
0.0921,NO
1.0,YES
0.3664,NO
1.0,YES
0.3405,NO
0.457,NO
0.3867,NO
0.2429,NO
0.5192,YES
0.3518,NO
0.7346,YES
0.1996,NO
0.1996,NO
0.4137,NO
0.6139,NO
0.3369,NO
0.4167,NO
0.2599,NO
0.1996,NO
0.2078,NO
1.0,YES
0.4354,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.311,NO
0.1996,NO
0.4137,NO
0.2508,NO
0.4137,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.2924,NO
0.6152,YES
0.4137,NO
0.1165,NO
0.2059,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1105,NO
0.433,YES
0.6968,NO
0.8266,YES
0.3749,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6334,NO
0.3377,NO
0.5843,YES
0.462,NO
0.8266,YES
0.2332,NO
0.2332,NO
0.4328,NO
0.6139,NO
0.3369,NO
0.4328,NO
0.2332,NO
0.2332,NO
0.2758,NO
1.0,YES
0.4328,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.3253,NO
0.2332,NO
0.4328,NO
0.2508,NO
0.4328,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4239,NO
0.5155,YES
0.4328,NO
0.1671,NO
0.1339,NO
0.4095,NO
0.4834,NO
0.3315,NO
0.5273,NO
0.3289,NO
0.1016,NO
0.4095,NO
1.0,YES
0.551,NO
1.0,YES
0.1661,NO
0.1756,NO
0.1733,NO
0.204,NO
0.3293,NO
0.2886,NO
0.4374,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
0.9091,YES
1.0,YES
0.3496,NO
0.7786,YES
0.3067,NO
0.2093,NO
0.2093,NO
0.4413,NO
0.6139,NO
0.3384,NO
0.4413,NO
0.2509,NO
0.2093,NO
0.2216,NO
1.0,YES
0.4413,NO
0.8982,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.2093,NO
0.3317,NO
0.2093,NO
0.4413,NO
0.2253,NO
0.4413,NO
1.0,YES
1.0,YES
0.7522,YES
0.8982,YES
0.3119,NO
0.594,YES
0.4413,NO
0.1341,NO
0.1109,NO
0.31,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.0767,NO
0.1851,NO
1.0,YES
0.7077,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.0849,NO
0.3335,NO
0.2179,NO
0.4343,NO
0.2508,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2191,NO
1.0,YES
0.3939,NO
0.2216,NO
0.3162,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.3986,NO
0.2194,NO
1.0,YES
0.7244,NO
1.0,YES
0.196,NO
0.5121,NO
0.2252,NO
0.2479,NO
0.2194,NO
0.5293,YES
0.2282,NO
0.6673,YES
0.4826,NO
0.6673,YES
0.7244,NO
0.7244,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2216,NO
0.3044,NO
0.7653,YES
0.2156,NO
0.1949,NO
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.2628,NO
0.8915,YES
0.1528,NO
0.4424,NO
0.3203,NO
0.2648,NO
0.171,NO
0.5293,NO
0.1747,NO
0.537,NO
0.2986,NO
0.3889,NO
0.2628,NO
0.2469,NO
0.5719,NO
0.3342,NO
1.0,YES
0.6436,NO
0.9755,YES
0.17600000000000002,NO
0.2418,NO
0.982,YES
1.0,YES
0.8408,YES
0.982,YES
0.314,NO
0.1537,NO
0.8593,YES
0.8445,NO
0.982,YES
0.4402,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.1537,NO
1.0,YES
0.1798,NO
1.0,YES
0.4898,NO
1.0,YES
0.8445,NO
0.8445,NO
0.6352,NO
0.3936,NO
0.8593,YES
0.4536,NO
0.982,YES
0.1636,NO
0.3162,NO
0.6768,YES
0.1762,NO
0.1984,NO
1.0,YES
0.2943,NO
0.153,NO
1.0,YES
0.439,NO
1.0,YES
0.2362,NO
0.5579,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.4061,NO
0.1654,NO
0.6151,NO
0.3011,NO
0.3164,NO
0.439,NO
0.3927,NO
0.5872,NO
0.3552,NO
1.0,YES
0.5021,NO
1.0,YES
0.2084,NO
0.2248,NO
1.0,YES
1.0,YES
0.8452,YES
1.0,YES
0.3191,NO
0.221,NO
0.5022,YES
0.2044,NO
1.0,YES
0.1893,NO
0.7871,NO
0.7602,NO
0.7871,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3862,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.3988,NO
0.2369,NO
0.2094,NO
0.3748,NO
1.0,YES
1.0,YES
0.3722,NO
0.4076,NO
0.3988,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.2853,NO
1.0,YES
0.2094,NO
1.0,YES
0.2094,NO
0.4076,NO
0.2427,NO
0.1948,NO
0.4076,NO
0.3988,NO
0.217,NO
0.409,NO
0.2216,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3502,NO
0.1381,NO
1.0,YES
0.2684,NO
1.0,YES
0.1444,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.1393,NO
0.7517,YES
0.1439,NO
1.0,YES
0.506,NO
1.0,YES
0.3725,NO
0.3721,NO
0.5872,NO
0.3552,NO
1.0,YES
0.5975,NO
1.0,YES
0.2216,NO
0.3044,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.6074,NO
1.0,YES
0.4814,NO
0.5579,NO
0.3659,NO
0.3659,NO
0.1393,NO
0.7517,YES
0.1326,NO
1.0,YES
0.506,NO
1.0,YES
0.6074,NO
0.6074,NO
0.5729,NO
0.4814,NO
1.0,YES
0.5442,NO
1.0,YES
0.1342,NO
0.2768,NO
1.0,YES
0.6709999999999999,YES
0.4228,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.1127,NO
1.0,YES
0.1022,NO
0.5579,NO
0.2454,NO
0.217,NO
0.2034,NO
0.5051,YES
0.2282,NO
0.6709999999999999,YES
0.3901,NO
0.6709999999999999,YES
0.25,NO
0.2052,NO
0.6965,NO
0.3552,NO
1.0,YES
0.4971,NO
1.0,YES
0.2216,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.4433,NO
1.0,YES
0.1199,NO
0.5579,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1047,NO
0.7517,YES
0.1365,NO
1.0,YES
0.4988,NO
1.0,YES
0.4433,NO
0.4433,NO
0.5872,NO
0.3552,NO
1.0,YES
0.4829,NO
1.0,YES
0.1168,NO
0.2059,NO
0.6711,YES
1.0,YES
1.0,YES
0.6711,YES
0.201,NO
0.1238,NO
0.433,YES
0.2304,NO
0.6711,YES
0.22399999999999998,NO
0.2488,NO
0.2731,NO
0.2833,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.3348,NO
1.0,YES
0.3405,NO
0.457,NO
0.3533,NO
