50Traced_NONETRACED_SUM_MULTI_VSM_42_MEDIAN,Associated
1.2267,NO
0.5762,NO
1.0175,NO
1.1132,NO
1.1807,NO
1.4212,NO
1.1937,NO
0.5346,NO
0.8743,NO
2.2969,YES
0.6197,NO
2.3192,YES
0.9244,NO
1.2452,NO
0.6607,NO
0.7091,NO
0.7596,NO
0.777,NO
0.9533,NO
0.8490000000000001,NO
1.1393,NO
2.1466,YES
2.8029,YES
2.2946,YES
1.4239,YES
1.0086,NO
1.4465,YES
0.6308,NO
2.3335,YES
1.7268,YES
0.6072,NO
0.7077,NO
0.7416,NO
0.9295,NO
1.2897,YES
1.4167,YES
0.5804,NO
0.7074,NO
0.2769,NO
0.4558,NO
0.3163,NO
0.5608,NO
0.1551,NO
2.1991,YES
0.4043,NO
1.6518,YES
0.4896,NO
2.1996,YES
0.8340000000000001,NO
0.5559,NO
0.5987,NO
0.755,NO
0.4766,NO
0.3722,NO
0.4465,NO
0.4809,NO
1.3297,NO
0.4,NO
1.03,NO
1.7806,NO
1.5903,NO
1.1840000000000002,NO
1.2704,NO
0.48700000000000004,NO
0.43799999999999994,NO
3.0729,YES
0.8173,NO
3.6797,YES
0.5966,NO
0.8872,NO
0.27699999999999997,NO
0.428,NO
1.6559,NO
0.8355,NO
1.5981,NO
0.5107,NO
1.6619,NO
3.1843,YES
3.9355,YES
3.4301,YES
2.3519,YES
1.4569999999999999,NO
2.2263,YES
0.3594,NO
2.7414,YES
2.3621,YES
1.1579,NO
0.5857,NO
0.903,NO
1.5986,NO
1.2595,YES
2.1172,YES
1.4043,NO
0.7945,NO
0.6257,NO
0.6288,NO
0.8973,NO
0.7281,NO
0.3713,NO
2.5872,YES
0.5957,NO
2.2968,YES
0.518,NO
2.3081,YES
0.8274,NO
0.6131,NO
1.0305,NO
0.9231,NO
0.7691,NO
1.0539,NO
0.7497,NO
1.0106,NO
1.7214,NO
0.8540000000000001,NO
2.6943,YES
3.391,YES
3.4721,YES
3.2296,YES
1.1972,NO
0.5327,NO
2.6205,YES
0.9099,NO
1.995,YES
0.5274,NO
1.0741,NO
1.5085,NO
0.7759,NO
1.1486,NO
3.2585,YES
1.0273,NO
3.5936,YES
1.2273,NO
3.773,YES
0.9105,NO
1.4544,NO
1.1977,NO
1.0347,NO
2.431,YES
1.2323,NO
2.5903,YES
1.631,NO
0.6328,NO
1.7705,NO
1.4202,NO
1.0405,NO
2.1182,NO
1.287,NO
0.7049,NO
1.4182,NO
2.7709,YES
1.655,NO
3.36,YES
0.8614,NO
1.0392,NO
0.4351,NO
0.6942,NO
1.4605,NO
0.9875,NO
1.4424,NO
0.7776,NO
1.2283,NO
2.843,YES
3.5605,YES
3.3775,YES
2.0816,YES
2.188,NO
2.0686,YES
1.2088,NO
0.9983,NO
0.4425,NO
1.7616,YES
2.6624,YES
2.931,YES
1.5903,YES
0.7246,NO
0.22399999999999998,NO
1.3649,YES
1.5623,NO
0.7952,YES
1.2873,NO
0.662,NO
0.9152,NO
0.5596,NO
0.3355,NO
2.6249,YES
0.6173,NO
2.6201,YES
0.6748,NO
2.9676,YES
1.4789,NO
1.8194,NO
1.2641,NO
1.3105,NO
1.3185,YES
1.4036,NO
1.2823,YES
1.1216,NO
0.4274,NO
1.6486,NO
1.1637,NO
0.9579,NO
1.8967,NO
1.1805,NO
0.2223,NO
1.5006,NO
1.6381,YES
1.5375,NO
1.834,YES
1.1339,NO
1.0676,NO
0.5436,NO
0.5707,NO
1.0696,NO
0.4513,NO
1.4901,NO
0.6858,NO
1.1331,NO
1.6433,YES
2.3099,YES
2.1417,YES
1.3005,YES
1.6947,NO
1.2332,YES
1.0532,NO
1.3926,NO
0.3457,NO
1.8745,NO
1.3406,NO
1.2446,NO
1.6542,NO
1.2414,NO
0.3863,NO
1.4521,NO
2.5632,YES
1.9014,NO
3.1328,YES
0.4801,NO
0.8007,NO
0.2657,NO
0.3655,NO
1.633,NO
0.8708,NO
1.5491,NO
0.5378,NO
1.2512,NO
2.6314,YES
3.2126,YES
2.8145,YES
2.0881,YES
2.1323,NO
2.0,YES
1.1696,NO
1.2114,NO
0.1838,NO
1.4316,NO
1.012,NO
0.8333,NO
1.4754,NO
1.3285,NO
0.3417,NO
0.8962,NO
3.1335,YES
1.3089,NO
3.6757,YES
0.7051,NO
0.8284,NO
0.5025,NO
0.2285,NO
1.0653,NO
0.7524,NO
0.9315,NO
0.3482,NO
1.0028,NO
3.0486,YES
3.8417,YES
3.3827,YES
2.1891,YES
1.7792,NO
2.1926,YES
0.9767,NO
1.6891,NO
0.6617,NO
1.3885,NO
1.0136,NO
1.1187,NO
1.4449,NO
1.2741,NO
0.6893,NO
0.7917,NO
2.8988,YES
0.9745,NO
3.1098,YES
0.5118,NO
0.6489,NO
0.2045,NO
0.8407,NO
0.9445,NO
1.0787,NO
0.8977,NO
0.8359,NO
1.2781,NO
2.8341,YES
3.6041,YES
3.1713,YES
2.1155,YES
1.3889,NO
1.7884,YES
0.7309,NO
2.5989,NO
0.863,NO
5.843999999999999,YES
2.0372,YES
2.1202,YES
6.4241,YES
1.3917,NO
0.4483,NO
6.3864,YES
0.9511,NO
5.3715,YES
0.4936,NO
1.5751,NO
1.6847,NO
0.9836,NO
1.3454,NO
2.3447,YES
1.2033,NO
2.8864,YES
1.2742,NO
2.7541,YES
0.914,NO
1.5425,NO
1.9186,NO
1.1005,NO
4.9787,YES
1.263,NO
5.9633,YES
1.7451,NO
0.5533,NO
4.002,YES
0.9657,NO
1.0912,NO
4.6591,YES
1.5802,NO
0.3795,NO
4.6177,YES
1.1508,NO
3.8901,YES
1.2106,NO
1.6665,NO
