50Traced_NONETRACED_MEDIAN_MULTI_VSM_23_SUM,Associated
0.10859081978924809,NO
0.11752098589033755,NO
0.18128237185211646,NO
0.36345776031434185,NO
0.09680300053580998,NO
0.13877478121093054,NO
0.08215752813002322,NO
0.0982318271119843,NO
0.27862118235399175,NO
0.4179317735309877,YES
0.08697981782461153,NO
0.580639399892838,YES
0.4104304340060725,NO
0.3754241828898017,NO
0.3739953563136274,NO
0.18092516520807286,NO
0.10305411680657262,NO
0.17503125558135382,NO
0.11037685300946598,NO
0.3661368101446687,NO
0.25147347740667975,NO
0.11609215931416325,YES
0.19164136452938027,YES
0.2748705125915342,YES
0.4056081443114842,YES
0.2579031969994642,NO
0.1444900875156278,YES
0.19217717449544564,NO
0.16842293266654762,YES
0.43472048580103595,YES
0.5774245400964458,NO
0.25897481693159496,NO
0.18199678514020362,NO
0.1755670655474192,NO
0.7049473120200036,YES
0.1478835506340418,YES
0.22057510269691016,NO
0.16556527951419897,NO
0.15217003036256477,NO
0.16592248615824257,NO
0.29791034113234505,NO
0.2495088408644401,NO
0.2539739239149848,NO
0.47901410966243974,YES
0.11377031612788,NO
0.17806751205572427,YES
0.037863904268619394,NO
0.584032863011252,YES
0.08483657796035005,NO
0.19342739774959816,NO
0.11430612609394536,NO
0.1975352741560993,NO
0.1202000357206644,NO
0.31684229326665475,NO
0.17681728880157171,NO
0.15699232005715308,NO
0.13520271477049475,NO
0.2509376674406144,NO
0.21468119307019112,NO
0.48865868905161636,NO
0.24700839435613506,NO
0.2745133059474906,NO
0.2386140382211109,NO
0.06786926236828006,NO
0.367565636720843,NO
0.7938917663868548,YES
0.2632612966601179,NO
0.3368458653330952,YES
0.3430969816038578,NO
0.364172173602429,NO
0.35845686729773174,NO
0.31969994641900334,NO
0.25075906411859256,NO
0.20342918378281838,NO
0.3247008394356135,NO
0.2904090016074299,NO
0.3702446865511699,NO
0.7744240042864797,YES
0.7363814966958386,YES
0.6293981068047866,YES
0.29326665475977853,YES
0.27326308269333804,NO
0.3211287729951777,YES
0.20039292730844793,NO
0.20968030005358101,YES
0.319164136452938,YES
0.576352920164315,NO
0.27379889265940344,NO
0.24611537774602607,NO
0.234327558492588,NO
0.5904625826040365,YES
0.2148597963922129,YES
0.28612252187890697,NO
0.14699053402393286,NO
0.22057510269691016,NO
0.13538131809251652,NO
0.38578317556706554,NO
0.34988390784068585,NO
0.34756206465440254,NO
0.32041435970709053,YES
0.14252545097338812,NO
0.12359349883907844,YES
0.032505804607965705,NO
0.5272370066083228,YES
0.04947312020003571,NO
0.20039292730844793,NO
0.1394891944990177,NO
0.20592963029112343,NO
0.1650294695481336,NO
0.370066083229148,NO
0.2182532595106269,NO
0.21414538310412576,NO
0.10626897660296483,NO
0.05804607965708163,NO
0.22771923557778176,YES
0.5749240935881407,YES
0.5015181282371852,YES
0.23236292195034833,YES
0.12448651544918737,NO
0.00017860332202179058,NO
0.35256295767101264,YES
0.2261118056795857,NO
0.2136095731380604,YES
0.23468476513663158,NO
0.36363636363636365,NO
0.3223789962493302,NO
0.3223789962493302,NO
0.0791212716556528,NO
0.39096267190569745,YES
0.07626361850330415,NO
0.6215395606358278,YES
0.23004107876406502,NO
0.4531166279692802,YES
0.07019110555456332,NO
0.1752098589033756,NO
0.2339703518485444,NO
0.06519021253795321,NO
0.2832648687265583,YES
0.14913377388819432,NO
0.2168244329344526,YES
0.2527237006608323,NO
0.13395249151634223,NO
0.3297017324522236,NO
0.4381139489194499,NO
0.33005893909626716,NO
0.28076442221825326,NO
0.2777281657438828,NO
0.19574924093588142,NO
0.23736381496695844,NO
0.7490623325593856,YES
0.25861761028755137,NO
0.4956242186104661,YES
0.3318449723164851,NO
0.2905876049294517,NO
0.27862118235399175,NO
0.07340596535095553,NO
0.2393284515091981,NO
0.07465618860510806,NO
0.1702089658867655,NO
0.3375602786211823,NO
0.28112162886229686,NO
0.6729773173781032,YES
0.6220753706018932,YES
0.5411680657260225,YES
0.49383818539024826,YES
0.3745311662796928,NO
0.29005179496338634,YES
0.15181282371852117,NO
0.15288444365065193,NO
0.134131094838364,NO
0.16788712270048223,YES
0.6283264868726559,YES
0.4443650651902125,YES
0.21468119307019112,YES
0.13502411144847296,NO
0.08483657796035007,NO
0.34631184140025006,YES
0.4409716020717985,NO
0.16627969280228613,YES
0.23754241828898018,NO
0.37917485265225936,NO
0.4361493123772102,NO
0.4011430612609394,NO
0.23647079835684945,NO
0.3779246293981068,YES
0.25486694052509373,NO
0.44543668512234325,YES
0.23057688873013035,NO
0.5129487408465798,YES
0.342918378281836,NO
0.42650473298803354,NO
0.3863189855331309,NO
0.16127879978567602,NO
0.23789962493302377,YES
0.17628147883550635,NO
0.21378817646008216,YES
0.22968387212002142,NO
0.1427040542954099,NO
0.4022146811930702,NO
0.3163064833005894,NO
0.25325951062689767,NO
0.33363100553670294,NO
0.27219146276120737,NO
0.25129487408465795,NO
0.33398821218074654,NO
0.33220217896052867,YES
0.34220396499374883,NO
0.4140025004465083,YES
0.4268619396320772,NO
0.34059653509555277,NO
0.34006072512948743,NO
0.072155742096803,NO
0.16449365958206824,NO
0.07697803179139132,NO
0.17574566886944099,NO
0.3798892659403465,NO
0.19396320771566353,NO
0.31255581353813183,YES
0.3034470441150205,YES
0.31648508662261116,YES
0.5320592963029113,YES
0.4065011609215931,NO
0.2729058760492945,YES
0.21468119307019112,NO
0.1464547240578675,NO
0.21611001964636542,NO
0.3770316127879978,NO
0.3282729058760493,NO
0.23343454188247906,NO
0.3482764779424897,NO
0.21611001964636542,NO
0.14966958385425969,NO
0.3695302732630827,NO
0.5892123593498839,YES
0.39560635827826396,NO
0.2870155384890159,YES
0.21468119307019112,NO
0.1082336131452045,NO
0.092516520807287,NO
0.3413109483836399,NO
0.213966779782104,NO
