50Traced_NONETRACED_MAX_MULTI_LSA_78_MEDIAN,Associated
0.2947,NO
0.0724,NO
0.2287,NO
0.2323,NO
0.2323,NO
0.2707,NO
0.2831,NO
0.1745,NO
0.2323,NO
1.0,YES
0.1516,NO
1.0,YES
0.2582,NO
0.3673,NO
0.3353,NO
0.2574,NO
0.2323,NO
0.2574,NO
0.2102,NO
0.2574,NO
0.2418,NO
1.0,YES
1.0,YES
0.6467,YES
1.0,YES
0.2502,NO
1.0,YES
0.1604,NO
0.2803,YES
1.0,YES
0.3362,NO
0.2576,NO
0.2165,NO
0.2004,NO
0.7571,YES
1.0,YES
0.1364,NO
0.158,NO
0.1364,NO
0.1939,NO
0.1797,NO
0.3413,NO
0.1551,NO
1.0,YES
0.2044,NO
0.3062,YES
0.2165,NO
0.504,YES
0.2165,NO
0.1212,NO
0.1939,NO
0.1939,NO
0.1939,NO
0.2287,NO
0.1939,NO
0.1364,NO
0.3088,NO
0.294,NO
0.3097,NO
0.3753,NO
0.3765,NO
0.4016,NO
0.2948,NO
0.294,NO
0.3753,NO
1.0,YES
0.2687,NO
0.7613,YES
0.2445,NO
0.35200000000000004,NO
0.2136,NO
0.294,NO
0.3765,NO
0.1542,NO
0.3405,NO
0.1755,NO
0.271,NO
0.965,YES
1.0,YES
0.965,YES
1.0,YES
0.3753,NO
0.965,YES
0.2866,NO
0.9589,YES
1.0,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2479,NO
1.0,YES
1.0,YES
0.3559,NO
0.1616,NO
0.2479,NO
0.0887,NO
0.3845,NO
0.3845,NO
0.2386,NO
1.0,YES
0.3559,NO
1.0,YES
0.2148,NO
1.0,YES
0.2013,NO
0.1251,NO
0.2456,NO
0.1522,NO
0.1107,NO
0.3559,NO
0.1582,NO
0.2479,NO
0.3011,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.2011,NO
1.0,YES
0.3816,NO
0.4491,YES
0.1729,NO
0.3553,NO
0.3553,NO
0.2204,NO
0.2011,NO
1.0,YES
0.154,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.5347,NO
0.2896,NO
0.2229,NO
1.0,YES
0.4444,NO
0.4367,YES
0.3049,NO
0.2866,NO
0.3565,NO
0.2582,NO
0.3132,NO
0.3946,NO
0.3331,NO
0.272,NO
0.4052,NO
1.0,YES
0.3093,NO
0.9187,YES
0.3104,NO
0.35200000000000004,NO
0.1926,NO
0.3331,NO
0.1832,NO
0.3331,NO
0.3132,NO
0.3331,NO
0.3132,NO
0.9187,YES
1.0,YES
0.6779,YES
1.0,YES
0.4052,NO
0.9187,YES
0.2756,NO
0.3011,NO
0.1676,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.1676,NO
1.0,YES
0.4608,NO
0.4491,YES
0.1702,NO
0.2568,NO
0.3522,NO
0.3335,NO
0.174,NO
1.0,YES
0.174,NO
0.6162,YES
0.304,NO
0.5392,YES
0.4608,NO
0.5347,NO
0.4608,NO
0.2229,NO
1.0,YES
0.4608,NO
0.4367,YES
0.2947,NO
0.0745,NO
0.2722,NO
0.19,NO
0.2405,NO
0.3347,NO
0.2988,NO
0.2026,NO
0.3011,NO
1.0,YES
0.3347,NO
1.0,YES
0.2519,NO
0.3673,NO
0.2033,NO
0.2988,NO
0.1985,NO
0.2988,NO
0.2405,NO
0.2988,NO
0.2418,NO
1.0,YES
0.6533,YES
0.4757,YES
0.5193,YES
0.3327,NO
1.0,YES
0.3347,NO
0.32,NO
0.1871,NO
0.4128,NO
0.1967,NO
0.1584,NO
0.4569,NO
0.3056,NO
0.1871,NO
0.3429,NO
1.0,YES
0.3581,NO
0.7214,YES
0.1331,NO
0.35200000000000004,NO
0.0793,NO
0.204,NO
0.1327,NO
0.1655,NO
0.3529,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2696,NO
1.0,YES
0.3271,NO
0.2947,NO
0.307,NO
0.3406,NO
0.2342,NO
0.2047,NO
0.377,NO
0.307,NO
0.2252,NO
0.3821,NO
1.0,YES
0.2955,NO
1.0,YES
0.281,NO
0.3673,NO
0.3649,NO
0.1944,NO
0.1506,NO
0.307,NO
0.2288,NO
0.307,NO
0.2418,NO
1.0,YES
1.0,YES
0.6467,YES
1.0,YES
0.3821,NO
1.0,YES
0.2964,NO
0.237,NO
0.1712,NO
0.2714,NO
0.3649,NO
0.3847,NO
0.3083,NO
0.2263,NO
0.1256,NO
0.3649,NO
0.9475,YES
0.2354,NO
0.7316,YES
0.248,NO
0.3335,NO
0.3221,NO
0.1423,NO
0.3847,NO
0.1712,NO
0.2614,NO
0.1712,NO
0.263,NO
0.7864,YES
0.9475,YES
0.7406,YES
0.9475,YES
0.3649,NO
0.7406,YES
0.1616,NO
0.3618,NO
0.146,NO
1.0,YES
0.5061,YES
0.5061,YES
0.8451,YES
0.4093,NO
0.1854,NO
1.0,YES
0.2378,NO
0.6363,YES
0.1713,NO
0.4524,NO
0.3885,NO
0.3885,NO
0.2771,NO
0.5061,YES
0.2734,NO
0.4591,YES
0.308,NO
0.4136,YES
0.256,NO
0.2918,NO
0.6069,NO
0.24,NO
1.0,YES
0.5562,NO
1.0,YES
0.3618,NO
0.1547,NO
1.0,YES
0.4032,NO
0.6395,NO
0.7629,YES
0.4093,NO
0.1097,NO
1.0,YES
0.2146,NO
0.7454,YES
0.1547,NO
0.4524,NO
0.3567,NO
0.2648,NO
0.1747,NO
0.4049,NO
0.1398,NO
0.509,NO
0.1807,NO
0.6395,NO
0.2311,NO
0.1941,NO
0.4676,NO
0.2244,NO
1.0,YES
0.5021,NO
1.0,YES
0.27,NO
0.0856,NO
0.6149,YES
0.6693,YES
1.0,YES
0.6149,YES
0.2595,NO
0.1725,NO
0.6693,YES
0.6083,NO
0.6149,YES
0.6231,NO
0.4308,NO
0.4308,NO
0.2673,NO
0.2544,NO
1.0,YES
0.2544,NO
0.7959999999999999,YES
0.2544,NO
1.0,YES
0.5486,NO
0.6231,NO
0.6231,NO
0.6231,NO
0.6693,YES
0.6231,NO
0.6149,YES
0.3133,NO
0.1646,NO
1.0,YES
0.44,NO
0.44,NO
1.0,YES
0.3433,NO
0.153,NO
1.0,YES
0.3773,NO
1.0,YES
0.5177,NO
0.2949,NO
0.2548,NO
0.1319,NO
0.1895,NO
0.44,NO
0.1834,NO
0.4609,NO
0.1572,NO
0.3073,NO
0.3773,NO
0.5177,NO
0.5187,NO
0.5177,NO
0.6838,YES
0.5177,NO
1.0,YES
0.2522,NO
0.0265,NO
0.1231,YES
0.7909,YES
1.0,YES
0.3029,YES
0.2651,NO
0.04,NO
0.2445,YES
0.3816,NO
0.1869,YES
0.1827,NO
0.3002,NO
0.3376,NO
0.2728,NO
0.1493,NO
1.0,YES
0.0802,NO
1.0,YES
0.1387,NO
1.0,YES
0.1827,NO
0.5347,NO
0.1471,NO
0.1587,NO
0.2445,YES
0.254,NO
0.1068,YES
0.6459,YES
1.0,YES
0.3634,NO
0.3389,NO
0.3389,NO
0.2796,NO
0.7571,YES
1.0,YES
0.3389,NO
0.2273,NO
0.2796,NO
0.2457,NO
0.4228,NO
0.4228,NO
0.2623,NO
1.0,YES
0.3389,NO
0.6735,YES
0.2045,NO
0.6735,YES
0.1676,NO
0.1887,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.3389,NO
0.2457,NO
0.2796,NO
0.3527,NO
0.1204,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3898,NO
0.1358,NO
1.0,YES
0.3027,NO
1.0,YES
0.4779,NO
0.4413,NO
0.42,NO
0.2606,NO
0.184,NO
1.0,YES
0.1607,NO
0.6036,YES
0.304,NO
0.4542,YES
0.3369,NO
0.4779,NO
0.5289,NO
0.4779,NO
1.0,YES
0.5562,NO
1.0,YES
0.3203,NO
0.3341,NO
1.0,YES
0.6385,YES
0.6385,YES
1.0,YES
0.3433,NO
0.245,NO
1.0,YES
0.4324,NO
1.0,YES
0.4324,NO
0.2278,NO
0.3058,NO
0.1744,NO
0.2411,NO
0.6385,YES
0.3341,NO
0.4609,YES
0.3341,NO
0.3231,YES
0.4324,NO
0.295,NO
0.5187,NO
0.2246,NO
1.0,YES
0.5104,NO
1.0,YES
0.3618,NO
0.146,NO
1.0,YES
1.0,YES
1.0,YES
0.8056,YES
0.4093,NO
0.1622,NO
1.0,YES
0.4318,NO
0.6507,YES
0.5289,NO
0.4524,NO
0.3727,NO
0.1849,NO
0.2771,NO
1.0,YES
0.2682,NO
0.6036,YES
0.308,NO
0.4542,YES
0.4318,NO
0.5289,NO
0.6069,NO
0.5289,NO
1.0,YES
0.5289,NO
1.0,YES
0.3075,NO
0.1241,NO
0.9305,YES
0.5636,YES
0.5636,YES
