50Traced_NONETRACED_MAX_MULTI_LSA_73_MAX,Associated
0.3496,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.2383,NO
0.6333,NO
0.4164,NO
0.2852,NO
0.1689,NO
1.0,YES
0.4964,NO
1.0,YES
0.2582,NO
0.3824,NO
0.2223,NO
0.2358,NO
0.2383,NO
0.188,NO
0.3844,NO
0.2179,NO
0.3438,NO
1.0,YES
0.9096,YES
0.8236,YES
0.5193,YES
0.314,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2165,NO
0.2165,NO
0.2387,NO
0.5234,YES
0.7333,YES
0.1364,NO
0.1692,NO
0.0981,NO
0.1058,NO
0.2584,NO
0.3148,NO
0.1953,NO
1.0,YES
0.2165,NO
0.8716,YES
0.1359,NO
1.0,YES
0.2165,NO
0.1484,NO
0.2456,NO
0.1789,NO
0.1789,NO
0.1903,NO
0.1789,NO
0.1415,NO
0.32,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.31,NO
0.3753,NO
0.3258,NO
0.1133,NO
0.2866,NO
1.0,YES
0.2866,NO
1.0,YES
0.205,NO
0.3673,NO
0.2136,NO
0.1944,NO
0.3765,NO
0.188,NO
0.3765,NO
0.1755,NO
0.3753,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.3753,NO
1.0,YES
0.3753,NO
0.3239,YES
0.408,YES
0.3356,NO
0.2576,NO
0.2013,NO
0.3559,NO
0.7571,YES
1.0,YES
0.2479,NO
0.158,NO
0.2862,NO
0.0887,NO
0.2289,NO
0.3413,NO
0.2075,NO
0.8269,YES
0.2013,NO
0.2891,YES
0.2148,NO
0.504,YES
0.3559,NO
0.1769,NO
0.091,NO
0.1297,NO
0.1053,NO
0.3559,NO
0.1582,NO
0.3559,NO
0.2282,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2493,NO
0.2011,NO
0.5227,YES
0.1395,NO
0.4491,YES
0.1729,NO
0.3031,NO
0.42,NO
0.2204,NO
0.1663,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.4291,NO
0.2896,NO
0.1412,NO
1.0,YES
0.4444,NO
1.0,YES
0.3496,NO
0.2866,NO
0.5722,NO
0.5644,NO
0.3132,NO
0.6333,NO
0.4164,NO
0.2102,NO
0.2756,NO
1.0,YES
0.4964,NO
1.0,YES
0.2548,NO
0.3824,NO
0.1926,NO
0.2866,NO
0.3132,NO
0.2498,NO
0.3844,NO
0.2866,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4528,NO
1.0,YES
0.4528,NO
0.2522,NO
0.1168,NO
0.5033,YES
1.0,YES
0.6940000000000001,YES
1.0,YES
0.2784,NO
0.1676,NO
0.5227,YES
0.4608,NO
0.4491,YES
0.4608,NO
0.3031,NO
0.3569,NO
0.2375,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3798,NO
0.4576,NO
0.4576,NO
0.4576,NO
1.0,YES
0.4608,NO
1.0,YES
0.32,NO
0.2988,NO
0.4218,NO
0.4329,NO
0.2287,NO
0.4218,NO
0.2988,NO
0.2816,NO
0.3327,NO
1.0,YES
0.4218,NO
1.0,YES
0.3323,NO
0.3673,NO
0.2685,NO
0.2328,NO
0.2489,NO
0.2701,NO
0.3529,NO
0.2256,NO
0.2418,NO
0.6851,YES
0.9096,YES
0.7587,YES
0.5193,YES
0.3347,NO
1.0,YES
0.3347,NO
0.3071,NO
0.1374,NO
0.4128,NO
0.5644,NO
0.31,NO
0.4569,NO
0.3258,NO
0.1016,NO
0.3023,NO
0.9462,YES
0.3581,NO
0.9199,YES
0.1634,NO
0.2759,NO
0.0793,NO
0.204,NO
0.2335,NO
0.1655,NO
0.3246,NO
0.1309,NO
0.3237,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.3855,NO
0.3496,NO
0.307,NO
0.5722,NO
0.5077,NO
0.2788,NO
0.6333,NO
0.4164,NO
0.2252,NO
0.2595,NO
1.0,YES
0.4964,NO
1.0,YES
0.2912,NO
0.3824,NO
0.22699999999999998,NO
0.307,NO
0.2377,NO
0.2676,NO
0.3844,NO
0.307,NO
0.4809,NO
1.0,YES
0.9096,YES
0.8995,YES
0.8995,YES
0.4809,NO
1.0,YES
0.4809,NO
0.3496,NO
0.1712,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1256,NO
0.1616,NO
1.0,YES
0.4964,NO
1.0,YES
0.282,NO
0.3824,NO
0.2131,NO
0.1944,NO
0.3847,NO
0.188,NO
0.3847,NO
0.1712,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.3251,NO
0.2849,NO
0.1006,NO
1.0,YES
0.3242,YES
0.2829,YES
1.0,YES
0.2732,NO
0.2465,NO
0.679,YES
0.5358,NO
1.0,YES
0.5358,NO
0.3398,NO
0.3058,NO
0.1474,NO
0.2039,NO
0.3024,YES
0.0875,NO
0.3849,YES
0.2129,NO
0.5061,YES
0.5358,NO
0.3467,NO
0.4531,NO
0.1773,NO
0.7476,YES
0.5358,NO
0.679,YES
0.3527,NO
0.1547,NO
1.0,YES
0.6395,NO
0.2717,NO
1.0,YES
0.4093,NO
0.1287,NO
1.0,YES
0.4965,NO
1.0,YES
0.4965,NO
0.4028,NO
0.474,NO
0.3254,NO
0.1747,NO
0.6395,NO
0.1398,NO
0.6395,NO
0.1451,NO
0.4032,NO
0.4965,NO
0.3547,NO
0.4089,NO
0.24,NO
1.0,YES
0.4965,NO
1.0,YES
0.3014,NO
0.3014,NO
0.586,YES
1.0,YES
1.0,YES
0.6693,YES
0.2784,NO
0.221,NO
0.5434,YES
0.5755,NO
0.5285,YES
0.2145,NO
0.3536,NO
0.4308,NO
0.2673,NO
0.3014,NO
1.0,YES
0.2627,NO
1.0,YES
0.3014,NO
1.0,YES
0.5048,NO
0.6083,NO
0.6083,NO
0.6083,NO
0.6693,YES
0.6083,NO
0.6693,YES
0.3133,NO
0.1646,NO
0.6838,YES
0.2856,NO
0.2459,NO
0.6838,YES
0.3433,NO
0.153,NO
1.0,YES
0.3773,NO
0.6681,YES
0.3773,NO
0.534,NO
0.3856,NO
0.1803,NO
0.1895,NO
0.3273,NO
0.1654,NO
0.3557,NO
0.1664,NO
0.44,NO
0.2585,NO
0.3432,NO
0.4524,NO
0.2338,NO
0.8554,YES
0.4421,NO
0.8554,YES
0.2522,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.0916,NO
0.1184,NO
0.5227,YES
0.153,NO
0.4491,YES
0.1827,NO
0.3031,NO
0.42,NO
0.1785,NO
0.1567,NO
1.0,YES
0.154,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.4291,NO
0.3056,NO
0.0949,NO
1.0,YES
0.4444,NO
1.0,YES
0.9153,YES
1.0,YES
0.3634,NO
0.2576,NO
0.1894,NO
0.3389,NO
1.0,YES
1.0,YES
0.2796,NO
0.158,NO
0.275,NO
0.1189,NO
0.3101,NO
0.3413,NO
0.2505,NO
0.8269,YES
0.1922,NO
0.904,YES
0.2045,NO
0.6735,YES
0.3389,NO
0.1769,NO
0.1654,NO
0.1284,NO
0.1193,NO
0.3389,NO
0.1724,NO
0.3389,NO
0.3133,NO
0.146,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.4093,NO
0.1358,NO
1.0,YES
0.4779,NO
1.0,YES
0.4779,NO
0.534,NO
0.474,NO
0.3133,NO
0.1747,NO
0.4942,YES
0.154,NO
0.6036,YES
0.304,NO
1.0,YES
0.4779,NO
0.3547,NO
0.4753,NO
0.2338,NO
1.0,YES
0.4779,NO
1.0,YES
0.3133,NO
0.146,NO
1.0,YES
0.4091,YES
0.3568,YES
1.0,YES
0.4093,NO
0.2411,NO
1.0,YES
0.3001,NO
1.0,YES
0.4324,NO
0.534,NO
0.474,NO
0.2404,NO
0.1994,NO
0.4064,YES
0.0983,NO
0.4064,YES
0.1968,NO
0.6385,YES
0.2151,NO
0.3547,NO
0.4531,NO
0.2338,NO
1.0,YES
0.4324,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.293,NO
0.1622,NO
1.0,YES
0.1115,NO
1.0,YES
0.1713,NO
0.3249,NO
0.2346,NO
0.18,NO
0.2034,NO
0.4942,YES
0.1975,NO
0.6036,YES
0.304,NO
1.0,YES
0.3369,NO
0.3458,NO
0.4418,NO
0.24,NO
1.0,YES
0.4444,NO
1.0,YES
0.3133,NO
0.146,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.4093,NO
0.1358,NO
1.0,YES
0.2806,NO
1.0,YES
0.2806,NO
0.534,NO
0.474,NO
0.2165,NO
0.2771,NO
0.4942,YES
0.154,NO
0.6036,YES
0.304,NO
1.0,YES
0.3369,NO
0.3547,NO
0.6069,NO
0.2338,NO
1.0,YES
0.5169,NO
1.0,YES
0.2522,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
0.6940000000000001,YES
1.0,YES
0.2784,NO
0.0727,NO
0.5227,YES
0.415,NO
0.4491,YES
0.415,NO
0.3031,NO
0.3569,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.3774,NO
0.4471,NO
0.2377,NO
1.0,YES
0.4444,NO
1.0,YES
0.2522,NO
0.1414,NO
0.5033,YES
0.8013,YES
0.6940000000000001,YES
1.0,YES
0.2231,NO
0.1037,NO
0.5227,YES
0.3569,NO
0.4491,YES
0.3569,NO
0.3031,NO
0.3376,NO
0.1716,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.304,NO
1.0,YES
0.3569,NO
0.2772,NO
0.3583,NO
0.1696,NO
1.0,YES
0.4444,NO
1.0,YES
0.3471,NO
0.1362,NO
0.2784,NO
0.3716,NO
0.2437,NO
0.3322,NO
0.1415,NO
0.1869,NO
0.2592,NO
0.2278,NO
0.1825,NO
0.2363,NO
0.8209,YES
1.0,YES
0.6204,YES
0.1545,NO
0.2904,NO
0.1416,NO
0.2904,NO
0.1551,NO
0.2654,NO
0.1088,NO
0.1544,NO
0.2286,NO
0.1316,NO
0.2784,NO
0.2363,NO
0.3371,NO
1.0,YES
1.0,YES
0.3151,NO
0.2576,NO
0.1236,NO
0.2387,NO
0.7571,YES
1.0,YES
0.1893,NO
0.1616,NO
0.16699999999999998,NO
0.1784,NO
0.196,NO
0.3413,NO
0.1562,NO
1.0,YES
0.0635,NO
0.8716,YES
0.1029,NO
1.0,YES
0.1398,NO
0.1769,NO
0.2456,NO
0.1468,NO
0.1468,NO
0.1893,NO
0.1468,NO
0.1893,NO
0.2522,NO
0.1474,NO
0.5033,YES
1.0,YES
0.7194,YES
1.0,YES
0.2784,NO
0.1081,NO
0.5227,YES
0.2467,NO
0.4491,YES
0.2467,NO
0.3031,NO
0.3569,NO
0.2447,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.3087,NO
0.4471,NO
0.1166,NO
1.0,YES
0.4444,NO
1.0,YES
1.0,YES
1.0,YES
0.3473,NO
0.2576,NO
0.1537,NO
0.295,NO
1.0,YES
1.0,YES
0.2011,NO
0.2011,NO
0.295,NO
0.2321,NO
0.2514,NO
0.3413,NO
0.19,NO
1.0,YES
0.1922,NO
0.904,YES
0.166,NO
1.0,YES
0.275,NO
0.2011,NO
0.2456,NO
0.1656,NO
0.1206,NO
0.275,NO
0.2321,NO
0.275,NO
0.3496,NO
0.2425,NO
0.5722,NO
0.4329,NO
0.282,NO
0.6333,NO
0.4164,NO
0.1779,NO
0.1921,NO
1.0,YES
0.4964,NO
1.0,YES
0.2977,NO
0.3824,NO
0.2504,NO
0.2425,NO
0.282,NO
0.2114,NO
0.3844,NO
0.2425,NO
0.3438,NO
1.0,YES
0.9096,YES
0.8236,YES
0.5193,YES
0.314,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.2893,NO
0.2044,NO
0.1155,NO
0.2387,NO
1.0,YES
0.7333,YES
0.10800000000000001,NO
0.1616,NO
0.0975,NO
0.1189,NO
0.1793,NO
0.1735,NO
0.1463,NO
1.0,YES
0.1922,NO
0.904,YES
0.128,NO
1.0,YES
0.2067,NO
0.1128,NO
0.2456,NO
0.1274,NO
0.0824,NO
0.228,NO
0.1724,NO
0.2067,NO
0.3496,NO
0.1196,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.2932,NO
0.2676,NO
1.0,YES
0.4964,NO
1.0,YES
0.2438,NO
0.3824,NO
0.2176,NO
0.2425,NO
0.1448,NO
0.1542,NO
0.3844,NO
0.2286,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3095,NO
1.0,YES
0.3251,NO
