50Traced_NONETRACED_MAX_RAW_LSA_94_SUM,Associated
0.13763896241397566,NO
0.049629433562731605,NO
0.23080995235574375,NO
0.24172842773954473,NO
0.08443620963472737,NO
0.06709899417681314,NO
0.11864743250397036,NO
0.12460296453149816,NO
0.12096347273689784,NO
0.8023425092641611,YES
0.09429592376919005,NO
0.862625727898359,YES
0.21214928533615668,NO
0.2462281630492324,NO
0.16165960825833775,NO
0.11818422445738486,NO
0.12387506617257807,NO
0.1622551614610905,NO
0.14862361037586025,NO
0.1782027527792483,NO
0.13260984647961885,NO
0.6905108523028058,YES
0.6921651667548969,YES
0.7493382742191637,YES
0.7977766013763897,YES
0.1576230809952356,NO
0.6863419798835364,YES
0.1612625727898359,NO
0.7098994176813129,YES
0.26793276866066706,YES
0.3173636844891477,NO
0.19150344097406033,NO
0.1629830598200106,NO
0.16847538380095292,NO
0.9001455796717841,YES
0.702289571201694,YES
0.11328745367919535,NO
0.14465325569084173,NO
0.12791159343568026,NO
0.0744441503440974,NO
0.15484383271572258,NO
0.19964266807834835,NO
0.2012969825304394,NO
0.4169534145050292,YES
0.09628110111169932,NO
0.7134727368978296,YES
0.10958178930651136,NO
0.3834700899947061,YES
0.059820010587612486,NO
0.1175886712546321,NO
0.10461884595023821,NO
0.15649814716781368,NO
0.12784542085759662,NO
0.22081789306511382,NO
0.14882212811011114,NO
0.15371889888830068,NO
0.14743250397035468,NO
0.1306908417151932,NO
0.24318422445738486,NO
0.3032027527792483,NO
0.1763499205929063,NO
0.18706987824245633,NO
0.17264425622022234,NO
0.07179724722075173,NO
0.16887241926945476,NO
0.9416357861302277,YES
0.19540762308099524,NO
0.7723001588141875,YES
0.15629962943356274,NO
0.24205929062996295,NO
0.21678136580201163,NO
0.20943620963472737,NO
0.18561408152461617,NO
0.0892006352567496,NO
0.22803070407623083,NO
0.11646373742721014,NO
0.2220089994706194,NO
0.9344229751191107,YES
0.920328215987295,YES
0.8806908417151933,YES
0.7561540497617788,YES
0.19911328745367918,NO
0.45255426151402856,YES
0.1721148755955532,NO
0.7251852832186343,YES
0.1339332980412917,YES
0.3343038644785601,NO
0.22220751720487028,NO
0.2119507676019058,NO
0.20758337744838537,NO
0.8662652196929594,YES
0.7212149285336158,YES
0.1330068819481207,NO
0.12989677077818954,NO
0.1660269984118581,NO
0.1277130757014293,NO
0.18740074113287453,NO
0.2598597141344627,NO
0.2589994706193753,NO
0.22889094759131812,YES
0.1224854420328216,NO
0.3082318687136051,YES
0.13280836421386977,NO
0.36242721016410795,YES
0.03321863419798836,NO
0.15179989412387504,NO
0.12923504499735308,NO
0.14710164107993645,NO
0.13869772366331393,NO
0.2578745367919534,NO
0.15629962943356274,NO
0.20010587612493383,NO
0.12493382742191636,NO
0.03540232927474855,NO
0.7318687136050822,YES
0.8605082053996824,YES
0.8333112758073056,YES
0.7335892006352568,YES
0.13433033350979354,NO
0.08562731604023294,NO
0.2795129698253044,YES
0.15788777130757015,NO
0.20612758073054527,YES
0.17403388035997883,NO
