50Traced_NONETRACED_SUM_MULTI_VSM_85_MEDIAN,Associated
1.252,NO
0.294,NO
0.7832,NO
1.1938,NO
0.9421,NO
0.9839,NO
1.459,NO
0.3368,NO
1.2913,NO
3.3614,YES
1.3126,NO
2.7524,YES
0.6891,NO
1.0486,NO
0.2577,NO
0.4115,NO
1.4446,NO
0.777,NO
0.9969,NO
0.5413,NO
1.1794,NO
2.6435,YES
3.4836,YES
3.094,YES
3.4532,YES
1.1393,NO
1.9734,YES
0.6369,NO
2.4683,YES
1.5436,YES
0.9216,NO
0.4845,NO
0.5321,NO
0.7174,NO
3.3441,YES
1.5017,YES
0.4887,NO
0.7927,NO
0.6054,NO
0.5816,NO
1.0761,NO
0.9138,NO
0.49,NO
1.4195,YES
0.9398,NO
2.2430000000000003,YES
0.4754,NO
2.8045,YES
0.6349,NO
0.4615,NO
1.0467,NO
0.9006,NO
0.8353,NO
0.2937,NO
0.3266,NO
0.9524,NO
1.3065,NO
0.4996,NO
1.2058,NO
1.8648,NO
1.6184,NO
1.624,NO
1.5351,NO
0.3826,NO
1.7976,NO
4.0304,YES
1.4943,NO
3.5453,YES
1.1324,NO
1.4452,NO
0.40299999999999997,NO
0.6767,NO
2.4221,NO
0.9891,NO
1.3430000000000002,NO
0.6123,NO
2.0934,NO
3.0304,YES
4.2768,YES
3.7976,YES
4.2477,YES
1.486,NO
2.5582,YES
1.0754,NO
1.9462,YES
0.8218,YES
1.1398,NO
0.6686,NO
0.5566,NO
0.6882,NO
2.7777,YES
1.0766,YES
0.4841,NO
0.8035,NO
0.8222,NO
0.6784,NO
0.9443,NO
0.9363,NO
0.4963,NO
1.3118,YES
1.0376,NO
1.5911,YES
0.6152,NO
2.3512,YES
0.7779,NO
0.547,NO
1.0193,NO
0.9552,NO
0.8604,NO
0.4535,NO
0.4001,NO
0.8748,NO
0.8509,NO
0.5571,NO
1.819,YES
3.9982,YES
4.3562,YES
3.0389,YES
0.6679,NO
0.4418,NO
2.7337,YES
0.5929,NO
2.571,YES
0.9522,NO
0.8703,NO
1.4514,NO
0.1934,NO
0.3899,NO
3.6302,YES
0.8809,NO
3.8763,YES
0.723,NO
4.1447,YES
0.6686,NO
1.6181,NO
1.7883,NO
1.1973,NO
2.1977,YES
0.8943,NO
2.0056,YES
1.0635,NO
0.3707,NO
0.8377,NO
1.0649,NO
0.9079999999999999,NO
1.0946,NO
1.5465,NO
0.2629,NO
1.5519999999999998,NO
3.9917,YES
1.2751,NO
3.4117,YES
0.8759999999999999,NO
1.219,NO
0.4414,NO
0.5545,NO
1.4403,NO
0.8683,NO
0.6113,NO
0.4661,NO
1.3187,NO
3.1033,YES
4.0509,YES
3.7362,YES
4.2133,YES
1.1759,NO
2.1762,YES
0.7635,NO
0.2399,NO
0.1871,NO
0.9893,YES
2.3954,YES
2.9792,YES
1.8062,YES
0.4037,NO
0.1914,NO
1.4355,YES
0.7571,NO
1.1727,YES
0.8838,NO
0.4019,NO
0.6958,NO
0.2375,NO
0.3545,NO
2.5617,YES
0.5181,NO
2.2272,YES
0.2924,NO
2.9593,YES
0.7918,NO
1.2406,NO
1.2277,NO
1.0907,NO
1.1925,YES
0.8026,NO
1.0032,YES
1.0921,NO
0.5307,NO
1.1087,NO
1.0996,NO
1.2233,NO
1.2406,NO
1.5427,NO
0.235,NO
1.4997,NO
3.5660000000000003,YES
1.1452,NO
3.3409,YES
1.0462,NO
1.1534,NO
0.4631,NO
0.8613,NO
2.0133,NO
0.871,NO
0.7390000000000001,NO
