50Traced_NONETRACED_SUM_SINGLE_VSM_49_MEDIAN,Associated
0.3317,NO
0.5954,NO
1.2405,NO
1.5165,NO
0.74,NO
1.2757,NO
0.8671,NO
0.19399999999999998,NO
1.0398,NO
3.3659,YES
0.6385,NO
2.5485,YES
1.0102,NO
1.2086,NO
0.9017,NO
0.1142,NO
1.7419,NO
0.3874,NO
1.0313,NO
0.5607,NO
1.2814,NO
2.9044,YES
2.6022,YES
3.4761,YES
2.4268,YES
0.5977,NO
2.8543,YES
1.0702,NO
2.4553,YES
2.4015,YES
1.5748,NO
0.8211,NO
0.6899,NO
1.2903,NO
1.4737,YES
1.5405,YES
1.2527,NO
0.1611,NO
1.4819,NO
0.2887,NO
1.0758,NO
0.9453,NO
1.0248,NO
2.5665,YES
0.7191,NO
2.4589,YES
0.9597,NO
2.8753,YES
0.903,NO
0.1722,NO
0.2559,NO
0.2304,NO
0.2314,NO
1.4431,NO
1.0302,NO
1.2891,NO
0.2453,NO
0.6512,NO
1.3775,NO
1.7474,NO
1.1179,NO
1.8839,NO
0.7651,NO
0.2621,NO
1.0077,NO
3.6507,YES
1.1447,NO
2.5503,YES
0.4368,NO
0.7838,NO
0.34299999999999997,NO
0.1919,NO
2.3167,NO
0.5872,NO
1.2013,NO
0.4121,NO
1.7816,NO
3.5705,YES
3.0343,YES
3.7268,YES
2.9192,YES
1.0659,NO
3.5461,YES
1.1349,NO
2.83,YES
2.6574,YES
2.3649,NO
1.412,NO
1.2363,NO
2.1245,NO
1.6546,YES
1.8137,YES
1.9006,NO
0.9093,NO
2.3893,NO
0.966,NO
1.375,NO
0.9409,NO
1.2785,NO
2.8366,YES
1.5664,NO
2.8188,YES
1.7156,NO
2.9709,YES
1.4757,NO
0.4935,NO
0.795,NO
1.1759,NO
1.1687,NO
2.3223,NO
1.3015,NO
1.8085,NO
0.7516,NO
0.7774,NO
2.2139,YES
4.442,YES
4.3195,YES
2.3863,YES
0.7766,NO
0.3779,NO
1.6742,YES
0.868,NO
2.3317,YES
0.3213,NO
0.6578,NO
0.4218,NO
0.5204,NO
0.6421,NO
4.3413,YES
0.5874,NO
4.3801,YES
0.8597,NO
4.3498,YES
0.526,NO
1.2376,NO
0.8147,NO
0.632,NO
1.9496,YES
1.6275,NO
1.933,YES
0.5152,NO
0.9576,NO
1.1492,NO
1.6472,NO
0.9488,NO
1.6149,NO
0.7932,NO
0.4706,NO
0.8141,NO
3.9525,YES
0.9587,NO
2.8424,YES
0.5645,NO
0.9065,NO
0.4585,NO
0.341,NO
2.227,NO
0.8669,NO
1.1558,NO
0.5635,NO
1.5484,NO
3.5181,YES
3.239,YES
4.0464,YES
3.0455,YES
0.8925,NO
3.4738,YES
0.7504,NO
