50Traced_NONETRACED_MAX_RAW_LSA_57_MAX,Associated
0.1439,NO
0.0652,NO
0.2688,NO
0.2164,NO
0.0671,NO
0.2963,NO
0.1171,NO
0.1171,NO
0.2252,NO
1.0,YES
0.1423,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1906,NO
0.1109,NO
0.0747,NO
0.2179,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.2254,NO
1.0,YES
0.1576,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1187,NO
1.0,YES
1.0,YES
0.1364,NO
0.1056,NO
0.0981,NO
0.1058,NO
0.1797,NO
0.1528,NO
0.1551,NO
0.2811,YES
0.1033,NO
0.4035,YES
0.1344,NO
1.0,YES
0.1344,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1008,NO
0.0886,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.1666,NO
0.1465,NO
0.0509,NO
0.2187,NO
0.5256,YES
0.1603,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5081,YES
0.4252,YES
0.5256,YES
0.5081,YES
0.1694,NO
0.5256,YES
0.1387,NO
0.188,YES
0.1949,YES
0.3356,NO
0.204,NO
0.1507,NO
0.1441,NO
1.0,YES
0.188,YES
0.204,NO
0.0952,NO
0.204,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2183,NO
0.3834,YES
0.204,NO
0.1414,YES
0.1268,NO
1.0,YES
0.1268,NO
0.1387,NO
0.1387,NO
0.1387,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.204,NO
0.1566,NO
0.0603,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1088,NO
1.0,YES
0.183,NO
1.0,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.2037,NO
0.0818,NO
1.0,YES
0.0806,NO
1.0,YES
0.1417,NO
1.0,YES
0.1629,NO
0.2519,NO
0.1439,NO
0.1116,NO
0.2732,YES
0.1256,NO
1.0,YES
0.1694,NO
0.0785,NO
0.2688,NO
0.2582,NO
0.2067,NO
0.2963,NO
0.1694,NO
0.1694,NO
0.2252,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1834,NO
0.1813,NO
0.159,NO
0.1906,NO
0.1544,NO
0.1701,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.0985,NO
0.0774,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.0604,NO
1.0,YES
0.2598,NO
1.0,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3695,YES
0.142,NO
0.3658,YES
0.2049,NO
0.2206,NO
0.2548,NO
0.1116,NO
0.2732,YES
0.2548,NO
1.0,YES
0.1809,NO
0.0785,NO
0.2381,NO
0.2395,NO
0.1547,NO
0.1997,NO
0.1809,NO
0.1809,NO
0.2395,NO
1.0,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2269,NO
0.159,NO
0.2395,NO
0.1544,NO
0.1701,NO
0.2256,NO
0.2083,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1494,NO
0.2079,NO
0.1488,NO
0.0967,NO
0.2213,NO
1.0,YES
0.2344,NO
0.3905,YES
0.1331,NO
0.1693,NO
0.0647,NO
0.204,NO
0.1879,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4206,YES
0.4941,YES
1.0,YES
0.2213,NO
0.3905,YES
0.2213,NO
0.1495,NO
0.0785,NO
0.2688,NO
0.2664,NO
0.2047,NO
0.2963,NO
0.1684,NO
0.1204,NO
0.2664,NO
1.0,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.159,NO
0.2664,NO
0.1544,NO
0.1701,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2664,NO
0.1439,NO
0.0785,NO
0.1377,NO
0.2886,NO
0.2184,NO
0.0855,NO
0.1542,NO
0.0532,NO
0.2085,NO
1.0,YES
0.2085,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.2085,NO
0.1544,NO
0.1701,NO
0.1702,NO
0.2184,NO
1.0,YES
0.4206,YES
0.4994,YES
1.0,YES
0.1526,NO
1.0,YES
0.2085,NO
0.153,NO
0.0451,NO
1.0,YES
1.0,YES
0.2628,YES
0.3475,YES
0.2237,NO
0.153,NO
1.0,YES
0.1253,NO
1.0,YES
0.1253,NO
0.2149,NO
0.179,NO
0.1474,NO
0.136,NO
1.0,YES
0.132,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.1629,NO
0.1709,NO
0.3025,NO
0.1214,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.3456,NO
0.3456,NO
0.4159,YES
0.1867,NO
0.1097,NO
1.0,YES
0.191,NO
0.4381,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1768,NO
0.0364,NO
0.3174,YES
1.0,YES
0.3645,YES
0.2985,YES
0.1768,NO
0.1768,NO
1.0,YES
0.3002,NO
1.0,YES
0.3374,NO
0.2365,NO
0.2061,NO
0.2414,NO
0.0818,NO
1.0,YES
0.0806,NO
0.2829,YES
0.1768,NO
0.3658,YES
0.3374,NO
0.3374,NO
0.3374,NO
0.3002,NO
0.3174,YES
0.1959,NO
1.0,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.3036,NO
0.3036,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2147,NO
1.0,YES
0.1456,NO
0.2244,NO
0.1549,NO
0.1277,NO
