50Traced_NONETRACED_MAX_RAW_LSA_68_MEDIAN,Associated
0.1687,NO
0.1687,NO
0.1144,NO
0.2164,NO
0.1663,NO
0.1406,NO
0.1548,NO
0.1687,NO
0.1689,NO
1.0,YES
0.1406,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1733,NO
0.1687,NO
0.1663,NO
0.2179,NO
0.1201,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
0.1719,YES
0.1205,NO
0.3715,YES
0.3715,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1405,NO
0.3947,YES
0.3715,YES
0.1659,NO
0.1056,NO
0.0981,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.3715,YES
0.0766,NO
0.3715,YES
0.1033,NO
0.3399,YES
0.0412,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1659,NO
0.1731,NO
0.1731,NO
0.1331,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1465,NO
0.1731,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1733,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1659,NO
0.2965,YES
0.1452,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1489,NO
1.0,YES
1.0,YES
0.204,NO
0.0952,NO
0.1489,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2094,NO
1.0,YES
0.1268,NO
1.0,YES
0.0995,NO
1.0,YES
0.1216,NO
0.1355,NO
0.1355,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.204,NO
0.1267,NO
0.1267,NO
0.2062,YES
0.3465,YES
1.0,YES
0.2372,YES
0.1548,NO
0.1508,NO
0.3354,YES
0.1395,NO
0.2372,YES
0.1443,NO
0.2165,NO
0.2003,NO
0.2199,NO
0.1267,NO
1.0,YES
0.1508,NO
1.0,YES
0.1417,NO
0.4156,YES
0.073,NO
0.1155,NO
0.1439,NO
0.0546,NO
0.2372,YES
0.0964,NO
0.3354,YES
0.1694,NO
0.1694,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1926,NO
0.1926,NO
0.2524,NO
0.485,YES
0.1639,NO
0.485,YES
0.1987,NO
0.1756,NO
0.1844,NO
0.1621,NO
0.1733,NO
0.1926,NO
0.1118,NO
0.2019,NO
0.1293,NO
1.0,YES
1.0,YES
0.485,YES
0.485,YES
0.2226,NO
0.3374,YES
0.2524,NO
0.1248,NO
0.11,NO
0.2378,YES
0.3672,YES
1.0,YES
0.2985,YES
0.1661,NO
0.11,NO
1.0,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2548,NO
0.2564,NO
0.2564,NO
0.1116,NO
0.2732,YES
0.2113,NO
1.0,YES
0.1669,NO
0.1669,NO
0.2381,NO
0.1926,NO
0.1547,NO
0.2963,NO
0.1987,NO
0.1669,NO
0.2395,NO
1.0,YES
0.2369,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1669,NO
0.20600000000000002,NO
0.1669,NO
0.1701,NO
0.2256,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1508,NO
0.2133,NO
0.1387,NO
0.1197,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1697,NO
0.0797,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2133,NO
0.3865,YES
0.2188,NO
0.1553,NO
0.0769,NO
0.1953,NO
0.2342,NO
0.2047,NO
0.1823,NO
0.1684,NO
0.1204,NO
0.1751,NO
0.4373,YES
0.1828,NO
0.4373,YES
0.2252,NO
0.2041,NO
0.2034,NO
0.0831,NO
0.20600000000000002,NO
0.0515,NO
0.1701,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
0.4373,YES
0.2206,NO
0.3235,YES
0.1743,NO
0.0747,NO
0.0714,NO
0.10800000000000001,NO
0.2886,NO
0.1576,NO
0.2963,NO
0.1987,NO
0.1348,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.1906,NO
0.1348,NO
0.0975,NO
0.1702,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.153,NO
0.153,NO
0.5095,YES
0.1431,YES
0.1227,YES
0.3653,YES
0.2237,NO
0.153,NO
1.0,YES
0.0974,NO
1.0,YES
0.1059,NO
0.2131,NO
0.1549,NO
0.1834,NO
0.0902,NO
0.0993,YES
0.153,NO
0.2369,YES
0.2129,NO
0.1321,YES
0.1271,NO
0.1059,NO
0.3025,NO
0.12,NO
0.3533,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.2156,NO
0.172,NO
1.0,YES
0.1867,NO
0.1097,NO
1.0,YES
0.2742,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1427,NO
0.1427,NO
0.2475,YES
0.3672,YES
1.0,YES
0.32899999999999996,YES
0.1306,NO
0.1427,NO
0.3605,YES
0.2328,NO
0.32899999999999996,YES
0.1095,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.1427,NO
0.3645,YES
0.1427,NO
1.0,YES
0.1224,NO
1.0,YES
0.33,NO
0.33,NO
0.2935,NO
0.1155,NO
0.32899999999999996,YES
0.1959,NO
0.3605,YES
0.1636,NO
0.1646,NO
0.4155,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.2244,NO
0.1549,NO
0.1277,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4155,YES
0.3584,NO
1.0,YES
0.1328,NO
0.0854,NO
0.1997,YES
0.2362,YES
1.0,YES
0.2373,YES
0.1366,NO
0.0855,NO
0.2212,YES
0.1175,NO
0.1059,YES
0.1175,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0864,NO
1.0,YES
0.1347,NO
1.0,YES
0.1175,NO
0.1175,NO
0.2125,NO
0.1175,NO
0.1864,YES
0.2085,NO
0.1548,YES
0.3626,YES
0.3626,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1506,NO
0.3331,YES
0.3693,YES
0.14800000000000002,NO
0.1665,NO
0.1659,NO
0.1665,NO
0.2131,NO
0.16,NO
0.2274,NO
0.1458,YES
0.095,NO
0.3626,YES
0.0291,NO
0.3626,YES
0.1009,NO
0.1665,NO
0.1665,NO
0.1665,NO
0.1665,NO
0.2177,NO
0.15,NO
0.1659,NO
0.0839,NO
0.0695,NO
0.4778,YES
0.1349,YES
0.13,YES
1.0,YES
0.1924,NO
0.0695,NO
1.0,YES
0.2649,NO
1.0,YES
0.0928,NO
0.3042,NO
0.1867,NO
0.23600000000000002,NO
0.084,NO
0.2624,YES
0.132,NO
0.3002,YES
0.0821,NO
0.2624,YES
0.2649,NO
0.1763,NO
0.3023,NO
0.1177,NO
0.4778,YES
0.2649,NO
1.0,YES
0.17,NO
0.1467,NO
0.4277,YES
0.2214,YES
0.2007,YES
1.0,YES
0.2192,NO
0.1494,NO
1.0,YES
0.2422,NO
1.0,YES
0.2422,NO
0.2277,NO
0.2246,NO
0.2193,NO
0.1467,NO
0.1919,YES
0.1494,NO
0.2267,YES
0.1968,NO
0.1837,YES
0.2422,NO
0.2422,NO
0.3004,NO
0.2422,NO
1.0,YES
0.2616,NO
1.0,YES
0.17,NO
0.1099,NO
0.526,YES
0.2996,YES
0.2628,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2904,NO
1.0,YES
0.1022,NO
0.1483,NO
0.2118,NO
0.0885,NO
0.2034,NO
0.2879,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2879,YES
0.2904,NO
0.2192,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.17,NO
0.0802,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1924,NO
0.0724,NO
1.0,YES
0.2491,NO
1.0,YES
0.0884,NO
0.2859,NO
0.2118,NO
0.2466,NO
0.1047,NO
0.2626,YES
0.132,NO
0.3066,YES
0.1481,NO
0.2626,YES
0.2491,NO
0.2192,NO
0.3135,NO
0.1116,NO
1.0,YES
0.2616,NO
1.0,YES
0.1328,NO
0.0905,NO
0.1997,YES
0.3566,YES
0.324,YES
0.2373,YES
0.1366,NO
0.1202,NO
0.2475,YES
0.1971,NO
0.1126,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.3695,YES
0.1508,NO
1.0,YES
0.1206,NO
0.2335,NO
0.2335,NO
0.1018,NO
0.1864,YES
0.2085,NO
0.2475,YES
0.1328,NO
0.10300000000000001,NO
0.254,YES
0.3672,YES
0.3624,YES
0.2985,YES
0.1661,NO
0.0792,NO
1.0,YES
0.1836,NO
0.3039,YES
0.1342,NO
0.1477,NO
0.1719,NO
0.0906,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.1481,NO
1.0,YES
0.1677,NO
0.2252,NO
0.2985,NO
0.1348,NO
0.2732,YES
0.2298,NO
1.0,YES
0.1675,NO
0.1243,NO
0.1381,NO
0.2108,NO
0.14800000000000002,NO
0.1608,NO
0.2073,NO
0.1243,NO
0.2818,NO
0.1443,NO
0.1506,NO
0.1443,NO
0.4225,YES
0.3524,YES
1.0,YES
0.1196,NO
0.14800000000000002,NO
0.1243,NO
0.0531,NO
0.1551,NO
0.077,NO
0.1443,NO
0.1554,NO
0.1548,NO
0.1443,NO
0.1685,NO
0.0541,NO
0.2105,NO
0.4232,YES
0.3686,YES
0.2752,NO
0.1653,NO
0.1222,NO
0.1208,NO
1.0,YES
1.0,YES
0.1256,NO
0.1519,NO
0.078,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.3686,YES
0.0597,NO
1.0,YES
0.1222,NO
0.3735,YES
0.0877,NO
0.1163,NO
0.0771,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.0889,NO
