50Traced_NONETRACED_SUM_MULTI_LSA_9_MEDIAN,Associated
1.0729,NO
0.6259,NO
1.018,NO
1.6905,NO
0.6944,NO
1.3809,NO
1.2614,NO
0.7575,NO
0.7214,NO
2.5192,YES
1.0519,NO
1.8899,YES
0.6327,NO
0.6514,NO
0.4821,NO
0.9838,NO
1.5686,NO
0.8996,NO
0.8196,NO
0.743,NO
1.4505,NO
2.6994,YES
2.8123,YES
1.8419999999999999,YES
1.5621,YES
1.0556,NO
1.838,YES
1.1449,NO
1.8301,YES
1.3743,YES
0.8504,NO
1.0594,NO
0.5644,NO
1.2535,NO
2.3862,YES
1.4528,YES
1.1013,NO
0.8998,NO
1.0685,NO
0.5122,NO
0.5374,NO
0.9119,NO
0.4154,NO
1.329,YES
0.9601,NO
2.3538,YES
0.9955,NO
1.9013,YES
0.8875,NO
0.5949,NO
1.1716,NO
0.7553,NO
0.7405,NO
1.1944,NO
0.6828,NO
1.0563,NO
1.1025,NO
0.5187,NO
1.1342,NO
1.7889,NO
0.9440000000000001,NO
2.126,NO
1.4194,NO
0.5559,NO
1.0583,NO
3.9072,YES
1.6055,NO
2.7727,YES
0.8348,NO
1.1889,NO
0.4519,NO
1.036,NO
1.7531,NO
0.7842,NO
1.1542,NO
0.7552,NO
1.3657,NO
4.1138,YES
3.7680000000000002,YES
2.9931,YES
2.9396,YES
1.3969,NO
2.7604,YES
1.4259,NO
1.5824,YES
0.9762,YES
0.7584,NO
1.0197,NO
0.5389,NO
1.0346,NO
1.9409999999999998,YES
1.5299,YES
0.9464,NO
0.6632,NO
0.8086,NO
0.4732,NO
0.6216,NO
0.784,NO
0.4318,NO
0.9444,YES
0.8071,NO
1.8477,YES
0.5372,NO
1.3982,YES
0.4707,NO
0.526,NO
0.7909999999999999,NO
0.4061,NO
0.4546,NO
0.9906,NO
0.5913,NO
0.87,NO
0.9893,NO
0.3538,NO
1.6637,YES
4.3443,YES
2.8874,YES
2.3823,YES
1.0935,NO
0.3009,NO
1.3843,YES
1.0918,NO
1.4196,YES
0.8624,NO
0.5616,NO
1.1246,NO
0.2529,NO
0.6204,NO
3.1642,YES
0.7749,NO
4.0495,YES
0.4543,NO
4.3654,YES
1.3244,NO
1.6599,NO
1.0270000000000001,NO
0.7071,NO
1.5032,YES
0.9392,NO
1.4934,YES
0.8061,NO
0.1155,NO
0.8785,NO
1.8090000000000002,NO
0.8272,NO
1.8027,NO
0.8497,NO
0.2369,NO
0.7868,NO
3.4579,YES
1.3645,NO
2.6583,YES
0.8041,NO
1.2027,NO
0.6017,NO
0.647,NO
1.8759,NO
0.2717,NO
1.3446,NO
0.4057,NO
1.6287,NO
3.7217,YES
3.5639,YES
2.6996,YES
2.8404,YES
0.9572,NO
2.0889,YES
1.1304,NO
0.9495,NO
0.3084,NO
1.7762,YES
4.456,YES
2.7809,YES
2.249,YES
1.0776,NO
0.4747,NO
1.2133,YES
1.3764,NO
1.3191,YES
0.9309999999999999,NO
0.8658,NO
1.0901,NO
0.5277,NO
0.6059,NO
3.1182,YES
0.7247,NO
3.4868,YES
0.3005,NO
4.0074,YES
1.7618,NO
1.6503,NO
1.122,NO
0.5596,NO
1.5535,YES
1.3712,NO
1.4785,YES
1.0595,NO
0.4638,NO
1.3065,NO
1.8891,NO
0.9007,NO
2.2166,NO
1.1286,NO
0.5728,NO
1.2638,NO
3.2567,YES
1.7083,NO
2.5445,YES
1.0552,NO
1.5931,NO
0.7501,NO
0.6313,NO
1.7367,NO
0.5756,NO
1.2999,NO
0.6116,NO
1.2635,NO
3.5694,YES
3.0549,YES
2.544,YES
2.7902,YES
1.258,NO
2.0317,YES
1.3865,NO
0.7139,NO
0.4208,NO
0.9029,NO
1.5204,NO
0.9138,NO
1.9738,NO
1.2098,NO
0.38799999999999996,NO
0.9,NO
3.2038,YES
1.1924,NO
2.1279,YES
0.353,NO
0.5943,NO
0.0983,NO
0.6213,NO
1.4367,NO
0.6272,NO
0.9618,NO
0.5001,NO
1.3014,NO
3.21,YES
3.0421,YES
2.2362,YES
2.2687,YES
1.2662,NO
2.3628,YES
1.4318,NO
0.7693,NO
0.0854,NO
0.6984,NO
1.1992,NO
0.6764,NO
1.3428,NO
0.9495,NO
0.4911,NO
0.6709,NO
3.0154,YES
0.9274,NO
2.2072,YES
0.2653,NO
0.397,NO
0.2007,NO
0.4946,NO
1.1795,NO
0.4666,NO
0.638,NO
0.3291,NO
0.7624,NO
3.0838,YES
2.8434,YES
2.0356,YES
2.2299,YES
0.9315,NO
1.9969,YES
1.0154,NO
1.0582,NO
0.5179,NO
1.0044,NO
1.9456,NO
1.1488,NO
1.5832,NO
1.6484,NO
0.6909,NO
0.612,NO
3.4806,YES
1.2056,NO
2.6617,YES
0.5899,NO
0.9031,NO
0.325,NO
0.9974,NO
1.8845,NO
0.8407,NO
1.0358,NO
0.7692,NO
1.6931,NO
3.6324,YES
3.6137,YES
2.6007,YES
2.3644,YES
1.0439,NO
2.3142,YES
1.1464,NO
1.3777,NO
0.4382,NO
5.3825,YES
1.8833,YES
0.9794,YES
5.5681,YES
1.099,NO
0.7668,NO
5.496,YES
1.6958,NO
5.5175,YES
0.8540000000000001,NO
1.3847,NO
1.3226,NO
0.2545,NO
0.7259,NO
1.5859999999999999,YES
0.7314,NO
2.6781,YES
0.2513,NO
1.555,YES
1.364,NO
1.6987,NO
1.8114,NO
1.2914,NO
4.5845,YES
2.2475,NO
5.191,YES
0.5934,NO
0.3355,NO
2.8968,YES
1.3019,NO
0.4023,NO
3.6668,YES
0.5931,NO
0.3763,NO
3.3554,YES
1.4380000000000002,NO
3.0955,YES
0.8506,NO
0.7918,NO
1.3141,NO
0.4007,NO
0.7556,NO
1.234,NO
0.5122,NO
1.2683,NO
0.3679,NO
1.0826,NO
1.0891,NO
1.4616,NO
1.24,NO
1.1289,NO
2.7038,YES
1.6888,NO
2.98,YES
1.3781,NO
0.1844,NO
3.372,YES
4.7868,YES
2.861,YES
3.9668,YES
1.5830000000000002,NO
0.4751,NO
3.0282,YES
2.5532,NO
3.4015,YES
1.6904,NO
1.2155,NO
1.819,NO
0.675,NO
0.8311,NO
3.8398,YES
0.7362,NO
4.2997,YES
0.4196,NO
4.8277,YES
2.6839999999999997,NO
3.2233,NO
2.2796,NO
1.5547,NO
3.093,YES
2.2625,NO
3.398,YES
0.6365,NO
0.2299,NO
3.4095,YES
1.4079,NO
0.5911,NO
3.5328,YES
0.4317,NO
0.374,NO
3.0821,YES
0.9467,NO
3.1304,YES
0.6829,NO
0.9521,NO
0.6618,NO
0.2801,NO
0.5368,NO
1.3073,NO
0.3125,NO
1.7405,NO
0.1155,NO
1.5465,NO
0.6818,NO
1.0841,NO
1.2313,NO
0.684,NO
2.4399,YES
1.6015,NO
3.2205,YES
0.8972,NO
0.14300000000000002,NO
1.1885,YES
3.5004,YES
2.0959,YES
1.6422,YES
0.9055,NO
0.233,NO
0.4878,YES
0.7095,NO
0.8757,YES
0.6981,NO
0.61,NO
1.0931,NO
0.6809999999999999,NO
0.4992,NO
2.4739,YES
0.5535,NO
3.0507,YES
0.3623,NO
3.7128,YES
1.0621,NO
1.3152,NO
0.9628,NO
0.424,NO
0.7049,YES
0.3479,NO
0.9034,YES
1.6965,YES
1.7599,YES
0.6831,NO
1.1237,NO
0.6639,NO
0.8386,NO
2.3906,YES
1.4279,YES
0.6108,NO
0.4154,NO
0.7684,NO
0.2743,NO
0.8490000000000001,NO
1.3886,NO
0.7605,NO
1.3753,YES
0.8983,NO
2.2797,YES
0.6992,NO
1.9328,YES
0.8191,NO
0.3399,NO
0.4849,NO
0.7127,NO
0.2679,NO
0.7926,NO
0.5868,NO
0.5379,NO
1.0572,NO
0.3113,NO
4.9117,YES
2.8839,YES
1.851,YES
5.433,YES
1.1516,NO
0.6743,NO
4.9639999999999995,YES
1.9384,NO
4.8841,YES
0.9608,NO
1.3872,NO
1.4246,NO
0.2461,NO
0.6026,NO
