50Traced_NONETRACED_SUM_SINGLE_LSA_93_MAX,Associated
0.47,NO
0.2457,NO
0.2683,NO
1.0802,NO
0.8523,NO
0.2091,NO
0.4034,NO
0.3204,NO
0.1689,NO
2.5849,YES
0.2116,NO
1.8535,YES
0.5527,NO
0.3497,NO
0.4641,NO
0.3083,NO
0.637,NO
0.154,NO
0.5845,NO
0.2179,NO
1.1661,NO
2.4098,YES
2.0228,YES
1.8179,YES
2.0528,YES
0.2697,NO
1.5209,YES
0.3317,NO
2.4092,YES
1.4713,YES
0.3362,NO
0.3373,NO
0.2895,NO
0.2881,NO
2.4487,YES
1.3780000000000001,YES
0.3725,NO
0.3944,NO
0.2683,NO
0.4474,NO
0.5236,NO
0.4538,NO
0.6597,NO
1.6914,YES
0.2795,NO
1.6439,YES
0.2562,NO
2.3575,YES
0.2941,NO
0.3529,NO
0.1826,NO
0.2095,NO
0.4799,NO
0.2793,NO
0.1612,NO
0.5356,NO
0.4095,NO
0.1534,NO
0.7453,NO
1.2081,NO
0.7272,NO
0.5076,NO
0.3865,NO
0.1753,NO
0.6445,NO
3.2248,YES
0.4185,NO
2.0017,YES
0.5634,NO
0.2168,NO
0.4237,NO
0.1919,NO
0.816,NO
0.1268,NO
0.4554,NO
0.1755,NO
1.1444,NO
3.0962,YES
2.8367,YES
2.6318,YES
2.7486,YES
0.6057,NO
2.1246,YES
0.6908,NO
2.384,YES
1.7121,YES
0.615,NO
1.3317,NO
0.988,NO
1.1521,NO
2.2178,YES
1.1421,YES
1.0576,NO
0.5047,NO
0.9711,NO
0.4768,NO
0.3532,NO
0.2088,NO
0.5896,NO
1.8572,YES
1.4457,NO
1.4508,YES
1.0879,NO
2.1717,YES
1.187,NO
0.6915,NO
0.779,NO
0.7423,NO
0.6875,NO
1.0127,NO
0.7809999999999999,NO
1.1794,NO
0.6737,NO
0.6568,NO
1.6258,YES
4.7687,YES
4.1611,YES
2.248,YES
1.0255,NO
0.3672,NO
1.704,YES
0.1395,NO
2.1892,YES
0.34299999999999997,NO
1.1365,NO
0.8749,NO
1.2526,NO
0.255,NO
4.6992,YES
0.4668,NO
4.0498,YES
0.9844,NO
3.7967,YES
0.6412,NO
0.4443,NO
1.0534,NO
0.6831,NO
2.0618,YES
1.3327,NO
1.9348,YES
1.2848,NO
0.7269,NO
1.4739,NO
1.8803,NO
1.2424,NO
1.3651,NO
1.4219,NO
0.7627,NO
1.4012,NO
3.6331,YES
1.0101,NO
2.4018,YES
0.556,NO
0.1756,NO
0.3632,NO
0.706,NO
1.599,NO
0.569,NO
1.0356,NO
1.2188,NO
1.8501,NO
3.714,YES
3.2712,YES
3.1719999999999997,YES
3.2443,YES
1.4963,NO
2.6359,YES
1.3213,NO
0.4275,NO
0.5292,NO
0.6546,YES
4.1009,YES
