50Traced_NONETRACED_SUM_SINGLE_VSM_48_MEDIAN,Associated
0.6389,NO
0.2568,NO
1.0866,NO
0.9846,NO
0.9049,NO
1.1071,NO
0.904,NO
0.4256,NO
0.8187,NO
3.065,YES
1.4881,NO
2.2067,YES
0.2427,NO
0.4466,NO
0.2223,NO
0.1215,NO
1.7693,NO
0.2605,NO
1.1142,NO
0.2179,NO
0.7894,NO
2.3646,YES
2.6441,YES
3.4585,YES
2.736,YES
1.2408,NO
2.373,YES
1.0590000000000002,NO
2.3,YES
3.2255,YES
0.9991,NO
0.6894,NO
0.6353,NO
1.0212,NO
2.7225,YES
2.0962,YES
1.0134,NO
0.3376,NO
0.961,NO
0.4525,NO
0.8211,NO
1.0187,NO
1.2347,NO
3.1059,YES
0.8233,NO
2.9663,YES
0.9718,NO
3.1888,YES
0.8611,NO
0.529,NO
0.6382,NO
0.8583,NO
0.258,NO
0.9294,NO
0.8918,NO
0.9237,NO
0.5189,NO
0.1748,NO
1.1999,NO
1.3767,NO
0.9894,NO
1.3034,NO
0.9679,NO
0.3103,NO
1.2765,NO
3.266,YES
1.5892,NO
2.7615,YES
0.5524,NO
0.7912,NO
0.4067,NO
0.1919,NO
1.5124,NO
0.1392,NO
1.3755,NO
0.1755,NO
0.9756,NO
2.6882,YES
3.0516,YES
3.7333,YES
2.8332,YES
1.4113,NO
2.7555,YES
1.315,NO
2.5675,YES
3.3534,YES
3.0689,NO
1.5134,NO
1.335,NO
2.7343,NO
2.8448,YES
2.3283,YES
2.9916,NO
0.8011,NO
2.8963,NO
1.0247,NO
1.0554,NO
1.3880000000000001,NO
1.3373,NO
3.1537,YES
1.8998,NO
3.1104,YES
2.1372,NO
3.3539999999999996,YES
1.3306,NO
0.9282,NO
1.041,NO
2.3931,NO
0.9395,NO
2.3737,NO
1.5721,NO
2.6613,NO
0.4757,NO
0.5454,NO
2.0493,YES
4.5865,YES
4.83,YES
1.8801,YES
0.6537,NO
0.2635,NO
2.0752,YES
0.7772,NO
1.5493,YES
0.8732,NO
0.6216,NO
0.6844,NO
0.9476,NO
0.4657,NO
5.175,YES
0.413,NO
4.545,YES
0.6545,NO
4.5941,YES
1.0594,NO
1.558,NO
1.2695,NO
0.6977,NO
1.4845,YES
1.5637,NO
1.4567,YES
0.892,NO
0.5643,NO
0.7292,NO
0.9523,NO
0.55,NO
0.72,NO
1.0271,NO
0.7335,NO
0.4944,NO
2.9989,YES
0.9467,NO
2.5463,YES
0.1987,NO
0.4295,NO
0.1689,NO
0.4998,NO
0.792,NO
0.6111,NO
0.6111,NO
0.4888,NO
0.4707,NO
2.4425,YES
2.6449,YES
3.1246,YES
2.4998,YES
0.8217,NO
2.273,YES
0.7952,NO
0.7361,NO
0.5806,NO
2.055,YES
4.4096,YES
4.1721,YES
1.9785,YES
1.0575,NO
0.3711,NO
2.2532,YES
2.4302,NO
2.0226,YES
2.359,NO
1.0926,NO
1.4044,NO
1.3259999999999998,NO
0.29,NO
4.724,YES
0.3018,NO
4.2492,YES
0.5204,NO
4.0835,YES
2.4771,NO
3.1834,NO
3.0306,NO
2.1297,NO
1.8241,YES
2.7334,NO
2.0906,YES
0.6653,NO
0.6258,NO
1.5386,NO
1.1922,NO
0.8878,NO
1.4055,NO
0.8674,NO
0.5006,NO
0.9384,NO
2.4749,YES
1.617,NO
1.9334,YES
0.2519,NO
0.3663,NO
0.2033,NO
0.4691,NO
1.1966,NO
0.57,NO
0.9953,NO
0.4004,NO
0.7871,NO
1.9527,YES
2.1615,YES
3.0576,YES
2.0822,YES
1.4069999999999998,NO
2.2646,YES
1.3296,NO
0.7431,NO
0.5615,NO
1.7004,NO
1.9585,NO
1.5729,NO
1.6524,NO
1.2254,NO
0.4885,NO
1.3763,NO
3.5688,YES
1.8613,NO
2.7487,YES
0.2779,NO
0.6651,NO
0.2307,NO
0.3568,NO
2.1601,NO
0.4378,NO
1.9092,NO
0.3635,NO
1.5114,NO
2.9422,YES
3.3832,YES
4.0309,YES
3.2187,YES
1.7554,NO
3.3103,YES
1.587,NO
0.6381,NO
0.3208,NO
1.5609,NO
1.3463,NO
0.9323,NO
1.7444,NO
1.1247,NO
0.4031,NO
1.4181,NO
3.6736,YES
2.0434,NO
2.8531,YES
0.4966,NO
0.767,NO
0.28800000000000003,NO
0.0498,NO
1.7527,NO
0.1229,NO
1.4163,NO
0.2083,NO
0.9656,NO
3.0211,YES
3.3369999999999997,YES
4.2161,YES
3.0933,YES
1.8077,NO
3.3868,YES
1.5303,NO
0.5322,NO
0.2879,NO
0.8548,NO
1.1948,NO
0.8419,NO
0.8223,NO
0.7374,NO
0.4287,NO
0.8191,NO
2.7721,YES
1.1259,NO
2.3278,YES
0.2184,NO
0.308,NO
0.2045,NO
0.2467,NO
1.0524,NO
0.3379,NO
0.9559,NO
0.2259,NO
0.6092,NO
2.3924,YES
2.5751,YES
2.9421,YES
2.2173,YES
0.9713,NO
2.3193,YES
0.9832,NO
0.9763,NO
1.2716,NO
6.0274,YES
1.5988,YES
2.0295,YES
6.0344,YES
1.3579,NO
0.8062,NO
5.8522,YES
1.1662,NO
6.242000000000001,YES
0.6193,NO
1.1301,NO
1.0212,NO
0.7177,NO
0.7746,NO
3.0465,YES
0.5096,NO
4.2027,YES
0.7842,NO
2.0551,YES
1.0555,NO
1.4083,NO
4.2891,NO
1.3581,NO
5.5747,YES
3.7378,NO
5.0707,YES
0.8451,NO
0.503,NO
3.4474,YES
0.8876,NO
0.7175,NO
3.4207,YES
1.0791,NO
0.33899999999999997,NO
3.5945,YES
1.1345,NO
3.8088,YES
0.5616,NO
0.9163,NO
1.7211,NO
1.0347,NO
0.171,NO
2.032,NO
0.1398,NO
1.9948,NO
0.2447,NO
0.8846,NO
0.7306,NO
1.2229999999999999,NO
2.6392,NO
1.2749,NO
2.9875,YES
1.7045,NO
3.5701,YES
1.0743,NO
0.8854,NO
4.545,YES
5.0932,YES
5.1053,YES
4.4361,YES
1.8177,NO
0.634,NO
4.4255,YES
3.4355,NO
4.5904,YES
2.8552,NO
1.774,NO
1.7125,NO
1.5244,NO
0.4422,NO
6.3614,YES
0.4254,NO
5.8137,YES
0.7918,NO
4.5087,YES
3.3275,NO
3.9573,NO
4.9426,NO
2.9448,NO
3.6112,YES
4.151,NO
4.4173,YES
0.5469,NO
0.6227,NO
3.9239,YES
0.8759,NO
1.1447,NO
3.8080000000000003,YES
0.6772,NO
0.3707,NO
3.8195,YES
1.2695,NO
4.3204,YES
0.5814,NO
0.612,NO
0.6691,NO
0.1719,NO
0.1775,NO
2.3184,NO
0.1654,NO
2.6648,NO
0.2296,NO
0.8318,NO
1.1978,NO
1.4169999999999998,NO
3.1272,NO
1.4631,NO
3.2477,YES
2.1932,NO
4.0918,YES
0.6559999999999999,NO
0.8394,NO
2.1171,YES
4.1878,YES
4.323,YES
2.1729,YES
0.8751,NO
0.3788,NO
2.4023,YES
0.4606,NO
1.6577,YES
0.6952,NO
0.8340000000000001,NO
1.123,NO
1.181,NO
0.5987,NO
4.8158,YES
0.5465,NO
4.2973,YES
0.96,NO
4.5128,YES
0.7408,NO
1.2719,NO
1.1493,NO
0.5385,NO
1.7408,YES
1.5516,NO
1.4553,YES
2.2888,YES
3.2445,YES
1.0185,NO
0.7611,NO
0.8097,NO
0.9225,NO
2.6777,YES
2.0378,YES
0.7008,NO
0.7691,NO
0.9627,NO
0.5898,NO
0.6762,NO
0.9359,NO
1.0146,NO
2.9599,YES
0.9469,NO
2.8928,YES
1.0319,NO
2.9623,YES
0.9178,NO
0.8919,NO
1.0854,NO
1.0943,NO
0.7190000000000001,NO
0.7403,NO
1.0612,NO
1.3827,NO
0.5467,NO
0.7637,NO
6.0754,YES
1.8696,YES
2.1555,YES
6.117000000000001,YES
0.8655,NO
0.3448,NO
6.5594,YES
0.4574,NO
6.2601,YES
0.37,NO
1.2609,NO
1.2401,NO
0.8527,NO
0.3178,NO
3.1158,YES
0.1384,NO
4.3551,YES
0.392,NO
2.0185,YES
0.6363,NO
0.9519,NO
3.6323,NO
0.8325,NO
5.5188,YES
2.9844,NO
5.3944,YES
0.5319,NO
0.7815,NO
5.2462,YES
1.8751,YES
2.2558,YES
5.0823,YES
0.941,NO
0.3446,NO
4.9927,YES
1.483,NO
5.6384,YES
0.7342,NO
0.6666,NO
0.6053,NO
0.3495,NO
0.2757,NO
3.3947,YES
0.1434,NO
4.1262,YES
0.2503,NO
1.9183,YES
1.4883,NO
1.8718,NO
4.0347,NO
1.5307,NO
4.6684,YES
3.283,NO
4.9044,YES
0.4954,NO
0.8927,NO
5.398,YES
1.4768,YES
1.9827,YES
5.4306,YES
0.8548,NO
0.4276,NO
5.6737,YES
0.8275,NO
5.6419,YES
0.5442,NO
0.7079,NO
0.6188,NO
0.2524,NO
0.5074,NO
2.7005,YES
0.2171,NO
4.3795,YES
0.3108,NO
2.004,YES
0.9329999999999999,NO
1.4153,NO
3.8703,NO
1.4219,NO
5.1821,YES
3.2275,NO
4.7829,YES
0.5234,NO
0.861,NO
5.3972,YES
0.9138,YES
1.3553,YES
5.1928,YES
1.0974,NO
0.2839,NO
5.0594,YES
0.7317,NO
5.7543,YES
0.321,NO
0.993,NO
0.9973,NO
0.5498,NO
0.3352,NO
2.2704,YES
0.1016,NO
3.4855,YES
0.2107,NO
1.2994,YES
0.8073,NO
1.1457,NO
3.5832,NO
0.9286,NO
4.7392,YES
2.7282,NO
5.1978,YES
0.6231,NO
0.6028,NO
1.6605,YES
3.9853,YES
3.9327,YES
1.5715,YES
0.7649,NO
0.3178,NO
1.7884,YES
0.9613,NO
1.3463,YES
1.3317,NO
1.1440000000000001,NO
1.3628,NO
1.4295,NO
0.3443,NO
4.1048,YES
0.3268,NO
3.7336,YES
0.5801,NO
3.9479,YES
1.1935,NO
1.7752,NO
1.5422,NO
0.9861,NO
1.2844,YES
1.4851,NO
1.5548,YES
0.2194,NO
0.67,NO
3.5074,YES
4.3122,YES
4.9048,YES
3.1669,YES
0.3694,NO
0.1891,NO
3.3825,YES
0.4172,NO
3.0778,YES
0.5773,NO
0.5529999999999999,NO
0.3115,NO
0.5627,NO
0.3996,NO
4.9026,YES
0.2121,NO
5.5298,YES
0.3589,NO
4.7155,YES
0.8984,NO
1.538,NO
2.0292,NO
0.805,NO
2.8428,YES
2.1798,NO
2.9588,YES
1.1403,NO
1.0591,NO
1.5746,NO
1.4932,NO
1.1399,NO
1.5538,NO
1.1837,NO
0.7918,NO
1.7698,NO
0.5046,NO
1.639,NO
0.7731,NO
2.2365,YES
2.2777,YES
2.2263,YES
0.6186,NO
1.6608,NO
0.5689,NO
1.4445,NO
1.0458,NO
1.2704,NO
0.625,NO
0.889,NO
1.315,NO
0.5405,NO
1.2714,NO
1.1088,NO
1.8952,NO
0.9943,YES
2.0033,YES
0.8085,NO
0.6537,NO
0.8086,NO
0.7103,NO
1.7009,YES
0.8682,YES
0.7362,NO
0.1568,NO
0.7865,NO
0.1784,NO
0.418,NO
0.4501,NO
0.6441,NO
1.8988,YES
0.9085,NO
1.8144,YES
1.0377,NO
1.8501,YES
0.8626,NO
0.4308,NO
0.504,NO
0.6103,NO
0.1556,NO
0.6976,NO
0.625,NO
0.9176,NO
0.4239,NO
0.7388,NO
2.525,YES
4.217,YES
4.5228,YES
2.3292,YES
0.6972,NO
0.2324,NO
2.4574,YES
0.4628,NO
2.0780000000000003,YES
0.6964,NO
1.1969,NO
1.0912,NO
1.2883,NO
0.3845,NO
4.7447,YES
0.2227,NO
4.7042,YES
0.5902,NO
4.5721,YES
0.9171,NO
1.4964,NO
1.4643,NO
0.5891,NO
1.9929,YES
1.9028,NO
2.1482,YES
2.2417,YES
2.4084,YES
1.2082,NO
0.8577,NO
0.8093,NO
1.1719,NO
1.8299,YES
2.1096,YES
1.1636,NO
0.5621,NO
1.0991,NO
0.5679,NO
0.3808,NO
0.659,NO
0.7375,NO
2.3465,YES
1.1552,NO
2.3415,YES
0.9718,NO
2.4714,YES
0.7545,NO
0.5284,NO
0.5733,NO
1.0596,NO
0.5115,NO
0.9713,NO
0.764,NO
0.87,NO
0.7683,NO
0.4787,NO
0.5738,NO
1.5892,NO
0.9716,NO
0.639,NO
1.2792,NO
0.5477,NO
0.8934,NO
2.9676,YES
0.8789,NO
2.8054,YES
0.6378,NO
1.0179,NO
0.6739,NO
0.4096,NO
1.4718,NO
0.5309,NO
1.1253,NO
0.6483,NO
1.0573,NO
2.5284,YES
2.8655,YES
3.1608,YES
2.5779,YES
0.7689,NO
2.2228,YES
0.6825,NO
2.0579,YES
2.4084,YES
0.6066,NO
0.1863,NO
0.2539,NO
0.5718,NO
1.551,YES
2.0375,YES
0.3966,NO
0.1505,NO
0.4084,NO
0.1295,NO
0.1665,NO
0.222,NO
0.3138,NO
2.315,YES
0.3412,NO
2.2767,YES
0.3985,NO
2.3326,YES
0.3113,NO
0.2002,NO
0.1843,NO
0.3735,NO
0.1708,NO
0.4139,NO
0.3864,NO
0.4124,NO
1.2354,NO
1.1498,NO
1.4306,NO
0.9639,NO
0.6343,NO
1.3748,NO
1.3366,NO
1.0133,NO
0.9857,NO
2.1983,YES
1.518,NO
1.7493,YES
0.4586,NO
0.7978,NO
0.5892,NO
0.9799,NO
1.1640000000000001,NO
1.0959,NO
0.7163,NO
1.117,NO
0.6277,NO
1.6347,YES
1.7873,YES
2.7943,YES
1.9551,YES
1.2941,NO
1.9395,YES
1.1036,NO
