50Traced_NONETRACED_MAX_RAW_VSM_15_MEDIAN,Associated
0.1171,NO
0.1171,NO
0.1406,NO
0.2164,NO
0.1453,NO
0.1078,NO
0.1687,NO
0.1171,NO
0.1689,NO
0.4096,YES
0.1406,NO
0.4096,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.0949,NO
0.1687,NO
0.1453,NO
0.2179,NO
0.1453,NO
0.4096,YES
0.4096,YES
0.1668,YES
0.4096,YES
0.1573,NO
0.4096,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1318,NO
1.0,YES
0.3164,YES
0.1364,NO
0.1474,NO
0.0981,NO
0.1474,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.3834,YES
0.1033,NO
1.0,YES
0.1344,NO
0.3399,YES
0.1344,NO
0.1474,NO
0.1474,NO
0.1235,NO
0.1474,NO
0.1903,NO
0.1474,NO
0.1194,NO
0.1686,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.2963,NO
0.1731,NO
0.0509,NO
0.2187,NO
0.5081,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1906,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.3819,YES
0.4064,YES
0.1694,NO
1.0,YES
0.1576,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1501,NO
1.0,YES
1.0,YES
0.1731,NO
0.1841,NO
0.1692,NO
0.1841,NO
0.2289,NO
0.2183,NO
0.2075,NO
0.1923,YES
0.0927,NO
1.0,YES
0.0328,NO
1.0,YES
0.0742,NO
0.1841,NO
0.1841,NO
0.11800000000000001,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1328,NO
0.1508,NO
0.1508,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1508,NO
0.1088,NO
0.2465,YES
0.1475,NO
1.0,YES
0.1531,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0818,NO
0.3497,YES
0.1508,NO
1.0,YES
0.1481,NO
0.4216,YES
0.1531,NO
0.1531,NO
0.2298,NO
0.1335,NO
1.0,YES
0.2113,NO
1.0,YES
0.1926,NO
0.1926,NO
0.1975,NO
0.2582,NO
0.2524,NO
0.1986,NO
0.1926,NO
0.1225,NO
0.1458,NO
1.0,YES
0.2524,NO
0.485,YES
0.1987,NO
0.1813,NO
