50Traced_NONETRACED_SUM_RAW_VSM_41_MEDIAN,Associated
0.4666,NO
0.09699999999999999,NO
0.4885,NO
0.541,NO
0.1946,NO
0.3267,NO
0.3388,NO
0.301,NO
0.2254,NO
0.9631,YES
0.281,NO
1.6336,YES
0.2708,NO
0.266,NO
0.2223,NO
0.2974,NO
0.1759,NO
0.4121,NO
0.1277,NO
0.2711,NO
0.2917,NO
1.6786,YES
1.0391,YES
0.9396,YES
2.0874,YES
0.5055,NO
1.2471,YES
0.2443,NO
2.2091,YES
0.2877,YES
0.5345,NO
0.2756,NO
0.3935,NO
0.6523,NO
1.5530000000000002,YES
2.3855,YES
0.6255,NO
0.2301,NO
0.4609,NO
0.2741,NO
0.596,NO
0.8299,NO
0.2754,NO
3.0363,YES
0.4674,NO
1.608,YES
0.3942,NO
2.3442,YES
0.4415,NO
0.3779,NO
0.4854,NO
0.3919,NO
0.1968,NO
0.5938,NO
0.4,NO
0.3991,NO
0.3255,NO
0.1534,NO
0.5304,NO
0.3139,NO
0.1839,NO
0.7609,NO
0.1883,NO
0.1729,NO
0.4882,NO
1.2761,YES
0.5165,NO
2.3323,YES
0.3775,NO
0.32299999999999995,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.2518,NO
0.1947,NO
0.1755,NO
0.2254,NO
2.7197,YES
1.8229,YES
1.9169999999999998,YES
1.7817,YES
0.6478,NO
1.0914,YES
0.2053,NO
2.1025,YES
0.1814,YES
0.3356,NO
0.2084,NO
0.1848,NO
0.4334,NO
1.3104,YES
1.6680000000000001,YES
0.3676,NO
0.0952,NO
0.1898,NO
0.0897,NO
0.5485,NO
0.7142,NO
0.2984,NO
2.2902,YES
0.2149,NO
1.5136,YES
0.2288,NO
1.5855,YES
0.3008,NO
0.1975,NO
0.2996,NO
0.2493,NO
0.1101,NO
0.5215,NO
0.2915,NO
0.4301,NO
0.7829,NO
0.0616,NO
0.8988,YES
2.0605,YES
1.6413,YES
1.033,YES
0.5675,NO
0.4811,NO
1.3521,YES
0.3334,NO
0.9762,YES
0.4974,NO
0.4546,NO
0.8947,NO
0.3244,NO
0.5267,NO
2.068,YES
0.3669,NO
2.6069,YES
0.5412,NO
2.5983,YES
0.6632,NO
