50Traced_NONETRACED_SUM_RAW_VSM_7_MEDIAN,Associated
0.423,NO
0.1313,NO
0.5564,NO
0.5721,NO
0.2342,NO
0.8224,NO
0.0589,NO
0.0988,NO
0.778,NO
1.8871,YES
0.2409,NO
2.1754,YES
0.2427,NO
0.3611,NO
0.2223,NO
0.1908,NO
0.8465,NO
0.1396,NO
0.7971,NO
0.2179,NO
0.6227,NO
1.9149,YES
1.7468,YES
1.5190000000000001,YES
1.5827,YES
0.5656,NO
0.6939,YES
0.5429999999999999,NO
0.4203,YES
0.298,YES
0.3362,NO
0.38,NO
0.2549,NO
0.4346,NO
0.3947,YES
0.158,YES
0.3627,NO
0.3095,NO
0.2617,NO
0.2913,NO
0.1797,NO
0.3097,NO
0.2038,NO
0.7874,YES
0.4526,NO
0.3418,YES
0.5338,NO
0.3399,YES
0.2241,NO
0.2802,NO
0.3501,NO
0.2581,NO
0.163,NO
0.3042,NO
0.2029,NO
0.4405,NO
0.36,NO
0.1534,NO
0.4382,NO
0.8555,NO
0.3765,NO
0.5819,NO
0.1465,NO
0.1407,NO
0.5105,NO
2.6612,YES
0.2524,NO
1.7191,YES
0.205,NO
0.4489,NO
0.2552,NO
0.1919,NO
1.0665,NO
0.1614,NO
0.9748,NO
0.1755,NO
0.7049,NO
2.6658,YES
1.4269999999999998,YES
1.06,YES
1.5162,YES
0.5655,NO
0.6168,YES
0.6725,NO
1.5898,YES
1.1523,YES
0.4906,NO
0.3471,NO
0.3998,NO
0.3982,NO
0.4596,YES
0.7003,YES
0.2999,NO
0.37200000000000005,NO
0.3307,NO
0.2337,NO
0.28600000000000003,NO
0.4948,NO
0.2075,NO
2.3406,YES
0.4021,NO
1.515,YES
0.4552,NO
0.6687,YES
0.2771,NO
0.2909,NO
0.5249,NO
0.2583,NO
0.40700000000000003,NO
0.322,NO
0.3441,NO
0.2509,NO
0.5824,NO
0.3217,NO
0.7684,YES
2.0986,YES
1.8631,YES
1.4355,YES
0.2728,NO
0.1138,NO
1.4891,YES
0.447,NO
0.7779,YES
0.2179,NO
0.4021,NO
0.6524,NO
0.2169,NO
0.5686,NO
4.3497,YES
0.4483,NO
4.4343,YES
0.2011,NO
2.1045,YES
0.3323,NO
0.6253,NO
0.5558,NO
0.0748,NO
0.5906,YES
0.2765,NO
1.3195,YES
0.4221,NO
0.1344,NO
0.4187,NO
0.4699,NO
0.1977,NO
0.4368,NO
0.1684,NO
0.1792,NO
0.3618,NO
1.9754,YES
0.326,NO
1.5582,YES
0.3286,NO
0.4719,NO
0.3187,NO
0.3097,NO
0.4427,NO
0.1809,NO
0.4105,NO
0.2019,NO
0.5237,NO
1.9853,YES
1.2366,YES
0.8928,YES
1.0389,YES
0.5252,NO
0.5655,YES
0.542,NO
0.3842,NO
0.1274,NO
0.6706,YES
1.2833,YES
1.6227,YES
0.5761,YES
0.2636,NO
0.0735,NO
0.8561,YES
0.5294,NO
0.5877,YES
0.1924,NO
0.4809,NO
0.4725,NO
0.2375,NO
0.2157,NO
3.6115,YES
0.258,NO
3.6552,YES
0.142,NO
2.5015,YES
0.4725,NO
0.6051,NO
0.6049,NO
0.1032,NO
0.6935,YES
0.3413,NO
0.8687,YES
0.4986,NO
0.2913,NO
0.2381,NO
0.4603,NO
0.3808,NO
0.7893,NO
0.1653,NO
0.1536,NO
0.7224,NO
1.104,YES
0.4224,NO
1.4192,YES
0.2519,NO
0.3114,NO
0.2033,NO
0.2959,NO
0.7144,NO
0.3216,NO
0.6978,NO
0.2256,NO
0.3775,NO
1.1067,YES
1.4739,YES
1.2865,YES
1.507,YES
0.4034,NO
0.6232,YES
0.4399,NO
0.6078,NO
0.2516,NO
0.6268,NO
0.7747,NO
0.1803,NO
0.7785,NO
0.1339,NO
0.1763,NO
0.8489,NO
3.1897,YES
0.4889,NO
1.8619,YES
0.1795,NO
0.408,NO
0.1678,NO
0.3528,NO
0.8482,NO
0.2717,NO
0.7477,NO
0.1736,NO
0.7405,NO
3.1349,YES
1.7264,YES
1.273,YES
1.7176,YES
0.8838,NO
0.8283,YES
0.6794,NO
0.6497,NO
0.3171,NO
0.6166,NO
0.5422,NO
0.3607,NO
0.4667,NO
0.1715,NO
0.2226,NO
0.5259,NO
2.6303,YES
0.4118,NO
1.2946,YES
0.3729,NO
0.4359,NO
0.2007,NO
0.5770000000000001,NO
0.6472,NO
0.4063,NO
0.5946,NO
0.2419,NO
0.6993,NO
2.5833,YES
1.4574,YES
1.0623,YES
1.5611,YES
0.7385,NO
0.7098,YES
0.4806,NO
0.7819,NO
0.3316,NO
0.4651,NO
0.7245,NO
0.4725,NO
0.6796,NO
0.1356,NO
0.2304,NO
0.6406,NO
3.3219,YES
0.2532,NO
2.4974,YES
0.2483,NO
0.682,NO
0.3253,NO
0.5976,NO
1.0809,NO
0.4106,NO
0.9543,NO
0.2226,NO
0.9272,NO
3.2701,YES
2.3579,YES
1.9054,YES
2.3169999999999997,YES
0.6371,NO
1.0533,YES
0.4427,NO
0.5776,NO
0.433,NO
3.0028,YES
0.6287,YES
0.3992,YES
3.2237,YES
0.6241,NO
0.3174,NO
3.2446,YES
0.5118,NO
3.0686,YES
0.368,NO
0.4772,NO
0.6137,NO
0.1474,NO
0.4936,NO
0.8538,YES
0.3696,NO
1.534,YES
0.4425,NO
0.5721,YES
0.6111,NO
0.7769,NO
0.4036,NO
0.1919,NO
3.0635,YES
0.8693,NO
2.374,YES
0.5578,NO
0.2214,NO
1.7806,YES
0.6523,NO
0.2909,NO
1.2437,YES
0.2838,NO
0.1251,NO
1.93,YES
0.354,NO
1.5712,YES
0.1528,NO
0.4766,NO
0.575,NO
0.2648,NO
0.2769,NO
1.1513,NO
0.2471,NO
1.3579,NO
0.2217,NO
0.8978,NO
0.1992,NO
0.4414,NO
0.3767,NO
0.1917,NO
1.6991,YES
0.3359,NO
0.9143,YES
0.6763,NO
0.4144,NO
1.0875,YES
1.9825,YES
1.6494,YES
1.6719,YES
0.3327,NO
0.1697,NO
1.8679,YES
0.9339,NO
1.0566,YES
0.5559,NO
0.6885,NO
0.7769,NO
0.375,NO
0.4849,NO
3.7415,YES
0.4843,NO
3.8046,YES
0.1983,NO
1.9679,YES
0.9864,NO
0.9517,NO
0.8697,NO
0.3801,NO
1.0083,YES
0.4946,NO
1.8714,YES
0.4471,NO
0.2151,NO
1.2119,YES
0.2545,NO
0.2033,NO
1.2751,YES
0.3361,NO
0.153,NO
1.6158,YES
0.1931,NO
1.6282,YES
0.3171,NO
0.4483,NO
0.5995,NO
0.1806,NO
0.1775,NO
0.8195,NO
0.2325,NO
0.9869,NO
0.0902,NO
0.5535,NO
0.2218,NO
0.6411,NO
0.4704,NO
0.446,NO
1.0918,YES
0.5324,NO
0.6917,YES
0.5427,NO
0.166,NO
0.7157,YES
2.0345,YES
1.8196,YES
1.2978,YES
0.2139,NO
0.0538,NO
1.4636,YES
0.4727,NO
0.6228,YES
0.3254,NO
0.5329,NO
0.4956,NO
0.1785,NO
0.3563,NO
4.2297,YES
0.3228,NO
4.2523,YES
0.1452,NO
1.9581,YES
0.4505,NO
0.6373,NO
0.7019,NO
0.1286,NO
0.5798,YES
0.2347,NO
1.4264,YES
1.0198,YES
0.6116,YES
0.3634,NO
0.5451,NO
0.2739,NO
0.5142,NO
0.5627,YES
0.5106,YES
0.3838,NO
0.4386,NO
0.1517,NO
0.2053,NO
0.2131,NO
0.5243,NO
0.3075,NO
2.3858,YES
0.3906,NO
0.9479,YES
0.4307,NO
0.6028,YES
0.2293,NO
0.3059,NO
0.4367,NO
0.3155,NO
0.3817,NO
0.2177,NO
0.3044,NO
0.3634,NO
0.557,NO
0.3246,NO
3.1161,YES
1.287,YES
0.4156,YES
3.7801,YES
0.6578,NO
0.27,NO
3.9866,YES
0.7502,NO
3.1909,YES
0.2978,NO
0.3042,NO
0.5821,NO
0.2024,NO
0.5188,NO
1.4571,YES
0.2991,NO
2.0216,YES
0.3042,NO
0.6046,YES
0.7637,NO
0.8382,NO
0.5781,NO
0.3072,NO
2.7195,YES
0.7424,NO
2.4205,YES
0.9128,NO
0.5242,NO
2.4728,YES
1.5077,YES
0.6925,YES
3.6766,YES
0.6353,NO
0.386,NO
3.9125,YES
1.0843,NO
3.0276,YES
0.5123,NO
0.5982,NO
0.8386,NO
0.3241,NO
0.6478,NO
1.8613,YES
0.5758,NO
2.242,YES
0.2927,NO
0.731,YES
1.0984,NO
1.1856,NO
0.7781,NO
0.5538,NO
2.5543,YES
0.9737,NO
2.4833,YES
0.596,NO
0.2934,NO
3.7507,YES
0.6251,YES
0.2782,YES
3.0074,YES
0.6211,NO
0.305,NO
3.5393,YES
0.4731,NO
3.2059,YES
0.5325,NO
0.555,NO
1.0208,NO
0.2269,NO
0.4087,NO
1.3632,YES
0.2858,NO
2.0111,YES
0.4116,NO
1.0737,YES
0.5693,NO
1.0382,NO
0.7041,NO
0.4624,NO
3.1647,YES
0.9142,NO
2.4801,YES
0.5321,NO
0.348,NO
3.1426,YES
1.2128,YES
0.3747,YES
3.8695,YES
0.7007,NO
0.2743,NO
4.0954,YES
0.4891,NO
3.6907,YES
0.2267,NO
0.3457,NO
0.6123,NO
0.1497,NO
0.3731,NO
1.4047,YES
0.2829,NO
2.0109,YES
0.2508,NO
0.5135,YES
0.5206,NO
0.7915,NO
0.5,NO
0.2991,NO
2.7383,YES
0.7962,NO
2.4936,YES
0.6294,NO
0.2877,NO
0.7943,YES
1.899,YES
1.6596,YES
1.3281,YES
0.2018,NO
0.0784,NO
1.6304,YES
0.722,NO
0.7521,YES
0.3355,NO
0.5722,NO
0.5963,NO
0.3085,NO
0.2862,NO
3.6427,YES
0.3709,NO
3.6761,YES
0.1508,NO
1.9467,YES
0.696,NO
0.7979999999999999,NO
0.7603,NO
0.1018,NO
0.9107,YES
0.3006,NO
1.5346,YES
0.6151,NO
0.2824,NO
1.1536,YES
1.9122,YES
1.6869999999999998,YES
1.6886,YES
0.3323,NO
0.1262,NO
2.0569,YES
0.4774,NO
1.1216,YES
0.259,NO
0.4601,NO
0.5442,NO
0.1405,NO
0.4188,NO
3.8451,YES
0.3957,NO
3.9129,YES
0.1418,NO
1.9798,YES
0.4472,NO
0.7342,NO
0.7242,NO
0.1348,NO
1.0343,YES
0.3615,NO
1.5811,YES
0.355,NO
0.1782,NO
0.3916,NO
0.5537,NO
0.3017,NO
0.748,NO
0.1378,NO
0.0944,NO
0.8788,NO
0.2784,NO
0.5795,NO
0.1391,NO
0.8348,YES
1.2062,YES
1.1184,YES
0.2455,NO
0.4736,NO
0.1759,NO
0.5218,NO
0.1551,NO
0.2226,NO
0.2145,NO
0.4257,NO
0.2608,NO
0.0541,NO
0.3234,NO
0.1736,NO
0.4442,NO
1.2612,YES
1.2306,YES
0.2752,NO
0.2675,NO
0.2965,NO
0.1888,NO
0.5275,YES
0.4368,YES
0.0968,NO
0.3587,NO
0.1034,NO
0.1784,NO
0.2666,NO
0.2882,NO
0.1562,NO
2.1886,YES
0.2585,NO
1.2525,YES
0.32,NO
0.5986,YES
0.3128,NO
0.2782,NO
0.368,NO
0.1764,NO
0.2645,NO
0.2537,NO
0.3329,NO
0.2675,NO
0.5248,NO
0.2923,NO
0.8643,YES
1.7714,YES
1.2393,YES
1.4073,YES
0.3236,NO
0.1326,NO
1.5641,YES
0.5175,NO
0.5652,YES
0.2721,NO
0.213,NO
0.4972,NO
0.1805,NO
0.5093,NO
3.8744,YES
0.4517,NO
3.9174,YES
0.1656,NO
2.4864,YES
0.5258,NO
0.6587,NO
0.8131,NO
0.2931,NO
0.7336,YES
0.3289,NO
1.5476,YES
0.8814,YES
0.6971,YES
0.4387,NO
0.5347,NO
0.3487,NO
0.5133,NO
0.5256,YES
0.4184,YES
0.3799,NO
0.36200000000000004,NO
0.4036,NO
0.1682,NO
0.4122,NO
0.4448,NO
0.2719,NO
1.9118,YES
0.5271,NO
0.7955,YES
0.6511,NO
0.5486,YES
0.3731,NO
0.2664,NO
0.3314,NO
0.157,NO
0.0726,NO
0.3504,NO
0.2998,NO
0.5696,NO
0.4634,NO
0.147,NO
0.3868,NO
0.4003,NO
0.2361,NO
0.5581,NO
0.0797,NO
0.1059,NO
0.491,NO
2.4452,YES
0.2116,NO
1.6451,YES
0.4199,NO
0.7243,NO
0.3344,NO
0.1414,NO
0.6952,NO
0.2254,NO
0.6294,NO
0.2072,NO
0.728,NO
2.4591,YES
1.9247,YES
1.6391,YES
2.1871,YES
0.4644,NO
0.878,YES
0.4607,NO
0.7495,YES
0.5329999999999999,YES
0.3876,NO
0.3738,NO
0.2668,NO
0.3964,NO
0.2381,YES
0.4499,YES
0.3611,NO
0.4145,NO
0.2262,NO
0.2488,NO
0.1665,NO
0.3904,NO
0.1931,NO
1.1035,YES
0.5333,NO
0.6936,YES
0.5602,NO
0.3577,YES
0.2945,NO
0.3792,NO
0.3861,NO
0.2671,NO
