50Traced_NONETRACED_MAX_MULTI_LSA_14_MAX,Associated
0.1819,NO
0.0713,NO
0.2809,NO
0.5644,NO
0.31,NO
0.4162,NO
0.1002,NO
0.1819,NO
0.3138,NO
0.9462,YES
0.1304,NO
1.0,YES
0.3353,NO
0.3511,NO
0.3353,NO
0.3282,NO
0.3104,NO
0.318,NO
0.2804,NO
0.2179,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.2458,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.3034,NO
1.0,YES
1.0,YES
0.2113,NO
0.1692,NO
0.1581,NO
0.2425,NO
0.301,NO
0.3413,NO
0.301,NO
1.0,YES
0.2044,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2289,NO
0.2425,NO
0.126,NO
0.2796,NO
0.1789,NO
0.2113,NO
0.1316,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1316,NO
0.3028,NO
1.0,YES
0.2381,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2136,NO
0.3167,NO
0.3984,NO
0.3069,NO
0.3844,NO
0.1755,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
0.3954,YES
0.303,NO
1.0,YES
0.3251,NO
1.0,YES
0.408,YES
0.3356,NO
0.2044,NO
0.1507,NO
0.2862,NO
1.0,YES
1.0,YES
0.2222,NO
0.2069,NO
0.2455,NO
0.0887,NO
0.3667,NO
0.3667,NO
0.3667,NO
1.0,YES
0.2044,NO
1.0,YES
0.1909,NO
1.0,YES
0.1909,NO
0.2187,NO
0.2289,NO
0.2187,NO
0.1107,NO
0.2455,NO
0.2187,NO
0.1923,NO
0.3011,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.2493,NO
0.5227,YES
0.3816,NO
0.4491,YES
0.2147,NO
0.3877,NO
0.3877,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.1652,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.1202,NO
1.0,YES
0.1764,NO
0.4367,YES
0.2866,NO
0.111,NO
0.5722,NO
0.5644,NO
0.4528,NO
0.6333,NO
0.4164,NO
0.2866,NO
0.3138,NO
1.0,YES
0.2333,NO
1.0,YES
0.3166,NO
0.3824,NO
0.3166,NO
0.3282,NO
0.3984,NO
0.318,NO
0.4528,NO
0.2866,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
0.4771,YES
0.4528,NO
1.0,YES
0.3251,NO
0.1582,NO
0.1089,NO
0.2644,YES
1.0,YES
0.6940000000000001,YES
0.3353,YES
0.2651,NO
0.1168,NO
0.2746,YES
0.433,NO
0.2359,YES
0.1664,NO
0.3335,NO
0.3376,NO
0.3335,NO
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.142,NO
1.0,YES
0.4608,NO
0.4576,NO
0.4576,NO
0.1342,NO
0.5253,YES
0.4608,NO
0.2294,YES
0.1415,NO
0.0745,NO
0.3877,NO
0.2486,NO
0.2287,NO
0.4162,NO
0.1981,NO
0.1536,NO
0.3877,NO
0.8204,YES
0.2493,NO
1.0,YES
0.2519,NO
0.3511,NO
0.2033,NO
0.3282,NO
0.3104,NO
0.318,NO
0.1829,NO
0.2256,NO
0.2418,NO
1.0,YES
0.9096,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.3877,NO
0.1069,NO
0.1339,NO
0.4128,NO
0.5644,NO
0.3237,NO
0.4569,NO
0.3004,NO
0.1133,NO
0.33899999999999997,NO
0.9462,YES
0.3855,NO
1.0,YES
0.2522,NO
0.32299999999999995,NO
0.1078,NO
0.3019,NO
0.3104,NO
0.2925,NO
0.3237,NO
0.1309,NO
0.3237,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.3855,NO
1.0,YES
0.3855,NO
0.2636,NO
0.0769,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.2636,NO
0.3138,NO
1.0,YES
0.2964,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2007,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3844,NO
0.1912,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.3251,NO
0.2173,NO
0.0714,NO
0.2714,NO
0.5644,NO
0.31,NO
0.3083,NO
0.2173,NO
0.2173,NO
0.2324,NO
0.9462,YES
0.1304,NO
1.0,YES
0.282,NO
0.3435,NO
0.3435,NO
0.2431,NO
0.3104,NO
0.2355,NO
0.263,NO
0.1702,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.2326,NO
1.0,YES
0.2156,NO
0.3133,NO
0.1504,NO
1.0,YES
0.5061,YES
0.5061,YES
1.0,YES
0.3898,NO
0.2734,NO
1.0,YES
0.2378,NO
1.0,YES
0.1436,NO
0.534,NO
0.4456,NO
0.1474,NO
0.2734,NO
0.3273,YES
0.2734,NO
0.516,YES
0.2538,NO
0.5061,YES
0.256,NO
0.2338,NO
0.518,NO
0.24,NO
1.0,YES
0.5169,NO
1.0,YES
0.2293,NO
0.1547,NO
0.7318,YES
0.2918,NO
0.6395,NO
1.0,YES
0.3898,NO
0.1329,NO
0.9051,YES
0.4965,NO
1.0,YES
0.4965,NO
0.5231,NO
0.5231,NO
0.5231,NO
0.184,NO
0.6395,NO
0.1398,NO
0.509,NO
0.1451,NO
0.6395,NO
0.4965,NO
0.3213,NO
0.518,NO
0.24,NO
1.0,YES
0.3851,NO
0.7318,YES
0.3014,NO
0.1089,NO
0.6149,YES
1.0,YES
1.0,YES
0.6062,YES
0.2651,NO
0.3014,NO
0.6149,YES
0.5755,NO
0.6062,YES
0.5117,NO
0.3536,NO
0.4308,NO
0.4308,NO
0.2331,NO
1.0,YES
0.2627,NO
1.0,YES
0.3014,NO
1.0,YES
0.6083,NO
0.6083,NO
0.6083,NO
0.2658,NO
0.6693,YES
0.6083,NO
0.6149,YES
0.3133,NO
0.1646,NO
1.0,YES
0.44,NO
0.5554,NO
0.8554,YES
0.3433,NO
0.153,NO
1.0,YES
0.5177,NO
0.8554,YES
0.5177,NO
0.534,NO
0.273,NO
0.1277,NO
0.1775,NO
0.5554,NO
0.1654,NO
0.4609,NO
0.1664,NO
0.5554,NO
0.5177,NO
0.3432,NO
0.4264,NO
0.21600000000000003,NO
0.8554,YES
0.5104,NO
1.0,YES
0.27,NO
0.1089,NO
0.4187,YES
1.0,YES
1.0,YES
0.5022,YES
0.2651,NO
0.1186,NO
0.4664,YES
0.3816,NO
0.1594,YES
0.0994,NO
0.2728,NO
0.3376,NO
0.2728,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1347,NO
1.0,YES
0.153,NO
0.2793,NO
0.3056,NO
0.1856,NO
0.2813,YES
0.153,NO
0.3189,YES
1.0,YES
0.408,YES
0.3634,NO
0.2044,NO
0.1676,NO
0.275,NO
1.0,YES
1.0,YES
0.1961,NO
0.1616,NO
0.1517,NO
0.0731,NO
0.3471,NO
0.4228,NO
0.4228,NO
1.0,YES
0.2044,NO
1.0,YES
0.1494,NO
1.0,YES
0.1676,NO
0.102,NO
0.2289,NO
0.1259,NO
0.1193,NO
0.2189,NO
0.15,NO
0.2023,NO
0.3133,NO
0.1504,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4024,NO
0.1358,NO
1.0,YES
0.4779,NO
1.0,YES
0.4779,NO
0.534,NO
0.5037,NO
0.5037,NO
0.1555,NO
0.4942,YES
0.154,NO
1.0,YES
0.2433,NO
1.0,YES
0.4779,NO
0.462,NO
0.6069,NO
0.2153,NO
1.0,YES
0.578,NO
1.0,YES
0.3341,NO
0.1504,NO
1.0,YES
0.6385,YES
0.6385,YES
1.0,YES
0.3016,NO
0.3341,NO
0.784,YES
0.5579999999999999,NO
1.0,YES
0.5579999999999999,NO
0.4238,NO
0.3191,NO
0.1744,NO
0.2465,NO
0.3231,YES
0.2912,NO
0.6385,YES
0.3341,NO
0.6385,YES
0.5579999999999999,NO
0.3611,NO
0.4595,NO
0.1783,NO
1.0,YES
0.5169,NO
1.0,YES
0.3011,NO
0.1504,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3016,NO
0.1845,NO
0.9273,YES
0.5289,NO
1.0,YES
0.5289,NO
0.4524,NO
0.3522,NO
0.1716,NO
0.2034,NO
0.5239,YES
0.1975,NO
1.0,YES
0.1845,NO
1.0,YES
0.5289,NO
0.462,NO
0.4856,NO
0.1715,NO
1.0,YES
0.5169,NO
1.0,YES
0.3011,NO
0.1451,NO
0.9648,YES
1.0,YES
1.0,YES
1.0,YES
0.4024,NO
0.1329,NO
1.0,YES
0.4462,NO
1.0,YES
0.4462,NO
0.4969,NO
0.4456,NO
0.4412,NO
0.184,NO
0.4942,YES
0.154,NO
1.0,YES
0.2433,NO
1.0,YES
0.4462,NO
0.462,NO
0.6069,NO
0.24,NO
1.0,YES
0.578,NO
1.0,YES
0.3011,NO
0.0905,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.1499,NO
0.0554,NO
0.5227,YES
0.3027,NO
0.4491,YES
