50Traced_NONETRACED_MAX_MULTI_VSM_46_MEDIAN,Associated
0.3496,NO
0.0731,NO
0.2323,NO
0.5644,NO
0.2383,NO
0.6333,NO
0.4164,NO
0.1745,NO
0.4753,NO
1.0,YES
0.2323,NO
0.4567,YES
0.3555,NO
0.35200000000000004,NO
0.3555,NO
0.1596,NO
0.3984,NO
0.2327,NO
0.3844,NO
0.2179,NO
0.3438,NO
0.83,YES
1.0,YES
1.0,YES
0.3987,YES
0.2502,NO
1.0,YES
0.3251,NO
0.2803,YES
0.2821,YES
0.3362,NO
0.1781,NO
0.1148,NO
0.1748,NO
0.5234,YES
0.6914,YES
0.1922,NO
0.1789,NO
0.1865,NO
0.1443,NO
0.2318,NO
0.23600000000000002,NO
0.301,NO
0.5717,YES
0.0766,NO
0.6914,YES
0.095,NO
0.6914,YES
0.1111,NO
0.2425,NO
0.1789,NO
0.1235,NO
0.126,NO
0.2069,NO
0.2425,NO
0.2069,NO
0.3088,NO
0.1534,NO
0.2866,NO
0.5644,NO
0.2961,NO
0.3427,NO
0.3258,NO
0.294,NO
0.3028,NO
1.0,YES
0.2297,NO
0.4529,YES
0.2522,NO
0.35200000000000004,NO
0.2445,NO
0.2431,NO
0.3765,NO
0.294,NO
0.3765,NO
0.294,NO
0.3078,NO
0.965,YES
1.0,YES
0.965,YES
0.965,YES
0.303,NO
1.0,YES
0.2866,NO
0.9153,YES
0.2106,YES
0.3356,NO
0.1909,NO
0.2013,NO
0.2862,NO
0.3908,YES
0.6779999999999999,YES
0.2862,NO
0.1453,NO
0.2479,NO
0.0887,NO
0.3845,NO
0.285,NO
0.3845,NO
0.4268,YES
0.2013,NO
0.904,YES
0.2013,NO
0.5838,YES
0.2013,NO
0.1251,NO
0.2104,NO
0.1286,NO
0.1053,NO
0.228,NO
0.1417,NO
0.2479,NO
0.2556,NO
0.1089,NO
0.6191,YES
1.0,YES
1.0,YES
0.6191,YES
0.2525,NO
0.2011,NO
0.3236,YES
0.1412,NO
0.6191,YES
0.1443,NO
0.2453,NO
0.3569,NO
0.1934,NO
0.1663,NO
1.0,YES
0.2254,NO
1.0,YES
0.2011,NO
1.0,YES
0.3118,NO
0.28600000000000003,NO
0.3056,NO
0.0826,NO
0.3603,YES
0.4382,NO
0.6191,YES
0.3496,NO
0.1493,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.2258,NO
0.4753,NO
1.0,YES
0.1577,NO
0.5949,YES
0.2522,NO
0.3673,NO
0.3166,NO
0.1944,NO
0.3984,NO
0.3011,NO
0.3844,NO
0.2019,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
0.3011,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1719,NO
0.1676,NO
0.5227,YES
0.3781,NO
1.0,YES
0.2419,NO
0.3108,NO
0.2571,NO
0.3108,NO
0.1453,NO
0.6115,YES
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.4608,NO
0.462,NO
0.4608,NO
0.4608,NO
0.5820000000000001,YES
0.4066,NO
1.0,YES
0.2735,NO
0.1149,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.2831,NO
0.2816,NO
0.2756,NO
0.6940000000000001,YES
0.42700000000000005,NO
0.5949,YES
0.4018,NO
0.3673,NO
0.4316,NO
0.2328,NO
0.3104,NO
0.2816,NO
0.2577,NO
0.2816,NO
0.42700000000000005,NO
1.0,YES
0.6533,YES
0.4757,YES
0.5193,YES
0.2485,NO
1.0,YES
0.42700000000000005,NO
0.3496,NO
0.1493,NO
0.3855,NO
0.5644,NO
0.3237,NO
0.6333,NO
0.4164,NO
0.1871,NO
0.4753,NO
1.0,YES
0.3237,NO
0.3611,YES
0.2522,NO
0.35200000000000004,NO
0.1069,NO
0.204,NO
0.3984,NO
0.1871,NO
0.3844,NO
0.1871,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.3855,NO
0.3496,NO
0.0951,NO
0.4809,NO
0.5644,NO
0.4809,NO
0.6333,NO
0.4164,NO
0.2252,NO
0.4753,NO
1.0,YES
0.4809,NO
0.4897,YES
0.3547,NO
0.35200000000000004,NO
0.3649,NO
0.307,NO
0.3984,NO
0.2676,NO
0.3844,NO
0.1912,NO
0.4809,NO
0.83,YES
1.0,YES
1.0,YES
0.6371,YES
0.2857,NO
1.0,YES
0.4809,NO
0.3496,NO
0.1106,NO
0.2287,NO
0.5644,NO
0.267,NO
0.6333,NO
0.4164,NO
0.1473,NO
0.4753,NO
1.0,YES
0.15,NO
0.5949,YES
0.2522,NO
0.3673,NO
0.3221,NO
0.1944,NO
0.3984,NO
0.1964,NO
0.3847,NO
0.1702,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
0.7406,YES
0.2502,NO
1.0,YES
0.3251,NO
0.2798,NO
0.1504,NO
1.0,YES
0.5061,YES
0.5061,YES
1.0,YES
0.2255,NO
0.1242,NO
1.0,YES
0.1689,NO
1.0,YES
0.1347,NO
0.2992,NO
0.3191,NO
0.3885,NO
0.1176,NO
0.3273,YES
0.1767,NO
0.5522,YES
0.2433,NO
0.5061,YES
0.2407,NO
0.2918,NO
0.6069,NO
0.242,NO
1.0,YES
0.5104,NO
1.0,YES
0.3618,NO
0.1547,NO
1.0,YES
0.4032,NO
0.4032,NO
0.7629,YES
0.4093,NO
0.1287,NO
1.0,YES
0.2414,NO
1.0,YES
0.1528,NO
0.3984,NO
0.3203,NO
0.2648,NO
0.1747,NO
0.4049,NO
0.1398,NO
0.509,NO
0.1725,NO
0.6395,NO
0.2942,NO
0.3547,NO
0.4965,NO
0.2942,NO
0.9027,YES
0.5021,NO
0.9027,YES
0.3011,NO
0.1089,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2026,NO
0.221,NO
0.5227,YES
0.6083,NO
1.0,YES
0.3044,NO
0.4308,NO
0.3569,NO
0.4651,NO
0.3014,NO
1.0,YES
0.2627,NO
1.0,YES
0.1712,NO
1.0,YES
0.5486,NO
0.6083,NO
0.5486,NO
0.5486,NO
0.5820000000000001,YES
0.6083,NO
1.0,YES
0.2798,NO
0.1646,NO
1.0,YES
0.24,NO
0.23600000000000002,NO
1.0,YES
0.2604,NO
0.153,NO
0.784,YES
0.3096,NO
0.7795,YES
0.1456,NO
0.2949,NO
0.3191,NO
0.2898,NO
0.1775,NO
0.3158,NO
0.1654,NO
0.516,NO
0.0929,NO
