50Traced_NONETRACED_SUM_SINGLE_VSM_31_MEDIAN,Associated
0.6388,NO
0.5857,NO
1.0959999999999999,NO
1.1995,NO
1.0393,NO
0.8272,NO
1.4466,NO
0.413,NO
0.7964,NO
4.006,YES
0.6833,NO
3.5635,YES
0.4565,NO
0.8270000000000001,NO
0.2223,NO
0.645,NO
0.8945,NO
0.4749,NO
0.6317,NO
0.4194,NO
0.11699999999999999,NO
3.8228,YES
3.6559,YES
3.1265,YES
2.5704,YES
0.2944,NO
3.7667,YES
1.0737,NO
0.9848,YES
1.893,YES
1.3345,NO
0.6879,NO
0.6852,NO
1.0104,NO
2.0114,YES
0.8579,YES
0.961,NO
0.2714,NO
0.7919,NO
0.3686,NO
0.3624,NO
0.2963,NO
0.1551,NO
1.5837,YES
0.8005,NO
1.7711,YES
0.8211,NO
1.9397,YES
0.5492,NO
0.4427,NO
0.3189,NO
0.5617,NO
0.4088,NO
0.9012,NO
0.5218,NO
1.0001,NO
0.325,NO
0.3633,NO
1.4824,NO
1.5713,NO
1.3992,NO
1.3326,NO
1.2342,NO
0.1688,NO
1.5507,NO
3.7673,YES
1.2233,NO
3.3544,YES
0.8147,NO
1.1025,NO
0.4647,NO
0.5182,NO
1.4143,NO
0.1594,NO
1.1961,NO
0.2243,NO
0.4572,NO
3.7139,YES
3.4277,YES
3.1524,YES
2.5025,YES
0.7427,NO
3.6068,YES
1.6889,NO
2.1921,YES
2.9162,YES
2.2981,NO
1.2267,NO
1.2633,NO
1.8372,NO
3.3438,YES
1.7789,YES
1.6179,NO
1.0618,NO
1.9771,NO
1.2215,NO
1.3014,NO
1.0238,NO
1.1204,NO
2.1929,YES
1.4588,NO
2.7878,YES
1.2392,NO
2.9171,YES
0.6796,NO
1.314,NO
1.4052,NO
1.3430000000000002,NO
1.3705,NO
2.1519999999999997,NO
1.7301,NO
2.2117,NO
0.4536,NO
0.5569,NO
1.6765,YES
3.4968,YES
4.0553,YES
1.7311,YES
0.3752,NO
0.1574,NO
1.9583,YES
0.1395,NO
1.8054,YES
0.2145,NO
0.7239,NO
0.7254,NO
0.6406,NO
0.2681,NO
4.217,YES
0.2072,NO
4.6068,YES
0.2479,NO
3.4441,YES
